assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,-1,0,13.0,335,0.03,0.34,0.31,1.5,9,2,0,5.0,1.8,2022-08-07,90,5,0,0,0,0,1,0,964460,1,2,1,35.0,2,0,0,0,6.5,True,0,0,3,0.3988189995288849,90,Manchester United,Brighton,1,2,18209,2022,539802,0.0186694990843534,0,1,0,0.3988189995288849,0.5413050055503845,0.1424860060214996,Manchester United,3,4,1,2.8,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.593,0.226,0.181
0,0,8,0,27.6,335,0.22,0.33,0.11,1.61,13,4,0,7.7,19.4,2022-08-13,90,4,0,0,0,0,2,0,892599,1,0,4,30.0,1,-127126,42301,169427,6.5,False,1,0,2,0.0908778980374336,90,Brentford,Manchester United,4,0,18218,2022,540818,0.1334200054407119,0,2,0,0.0908778980374336,0.3051190078258514,0.0808212980628013,Manchester United,3,3,2,2.0,MID,0.0,0.03,0.34,0.31,1.5,2.0,0.0,5.0,1.8,13.0,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,0.4,0.02,0.0,0.0,1.0,0.0,0.4,0.54,0.14,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71861.0,-0.6004212952467316,1.0,0.253,0.271,0.475
0,3,28,0,0.8,335,0.01,0.85,0.84,1.35,27,1,1,11.3,36.0,2022-08-22,85,12,0,0,0,0,3,0,442943,1,1,2,76.0,10,-457103,15447,472550,6.3,True,0,1,5,0.8437929749488831,87,Manchester United,Liverpool,2,1,18231,2022,543826,0.0,0,0,1,0.8437929749488831,1.0852400064468384,0.2857719957828522,Manchester United,4,4,3,3.8,MID,0.0,0.22,0.33,0.11,1.61,4.0,0.0,7.7,19.4,27.6,30.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.09,0.13,0.0,0.0,2.0,0.0,0.09,0.31,0.08,2.0,0.0,0.12,0.34,0.21,1.56,3.0,0.0,6.35,10.6,20.3,32.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,2.5,1.5,0.0,2.5,0.24,0.08,0.0,0.0,1.5,0.0,0.24,0.42,0.11,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-449656.0,-0.936692233763732,7.0,0.182,0.221,0.597
0,0,4,1,3.8,335,0.01,0.07,0.06,1.45,39,0,0,2.6,4.4,2022-08-27,90,17,0,0,0,0,4,0,580997,1,1,0,18.0,3,95534,172188,76654,6.3,False,0,0,1,0.0669635012745857,90,Southampton,Manchester United,0,1,18232,2022,544178,0.0,0,0,0,0.0669635012745857,0.2583290040493011,0.1913660019636154,Manchester United,3,2,4,4.5,MID,0.0,0.01,0.85,0.84,1.35,1.0,1.0,11.3,36.0,0.8,76.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,1.0,5.0,0.84,0.0,0.0,0.0,0.0,1.0,0.84,1.09,0.29,3.8,0.0,0.12,0.59,0.48,1.48,2.5,0.5,9.5,27.7,14.2,53.0,87.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,3.0,5.5,0.5,3.5,0.47,0.07,0.0,0.0,1.0,0.5,0.47,0.7,0.18,2.9,0.0,0.09,0.51,0.42,1.49,2.33,0.33,8.0,19.07,13.8,47.0,88.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,2.33,4.33,0.33,3.33,0.44,0.05,0.0,0.0,1.0,0.33,0.44,0.64,0.17,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138054.0,0.3839142909958929,3.0,0.228,0.24,0.532
1,0,16,1,30.7,335,0.43,0.62,0.19,0.5,46,0,0,7.6,19.0,2022-09-01,86,10,0,0,0,0,5,0,603348,1,1,0,26.0,6,8964,94697,85733,6.3,False,0,0,2,0.1479309946298599,88,Leicester,Manchester United,0,1,18251,2022,546693,0.7237370014190674,1,2,0,0.1479309946298599,0.9174389839172364,0.0457704998552799,Manchester United,3,3,5,4.9,MID,1.0,0.01,0.07,0.06,1.45,0.0,0.0,2.6,4.4,3.8,18.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.26,0.19,4.5,0.5,0.01,0.46,0.45,1.4,0.5,0.5,6.95,20.2,2.3,47.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.5,0.5,3.0,0.46,0.0,0.0,0.0,0.0,0.5,0.46,0.67,0.24,4.15,0.33,0.08,0.42,0.34,1.47,1.67,0.33,7.2,19.93,10.73,41.33,88.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,2.0,4.67,0.33,2.67,0.33,0.04,0.0,0.0,0.67,0.33,0.33,0.55,0.19,3.43,0.25,0.07,0.4,0.33,1.48,1.75,0.25,6.65,15.4,11.3,39.75,88.75,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,1.75,4.0,0.25,2.75,0.35,0.04,0.0,0.0,0.75,0.25,0.35,0.55,0.18,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22351.0,0.0496813168541816,6.0,0.28,0.254,0.465
1,3,57,0,21.6,335,0.06,0.58,0.52,1.13,56,1,2,13.3,85.0,2022-09-04,79,1,0,0,0,0,6,0,791377,1,1,3,26.0,18,164424,237780,73356,6.4,True,0,2,2,0.8288840055465698,83,Manchester United,Arsenal,3,1,18261,2022,548099,0.3076950013637543,1,2,2,0.8288840055465698,1.1916099786758425,0.0550289005041122,Manchester United,4,4,6,7.6,MID,1.0,0.43,0.62,0.19,0.5,0.0,0.0,7.6,19.0,30.7,26.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.15,0.72,1.0,1.0,2.0,0.0,0.15,0.92,0.05,4.9,1.0,0.22,0.35,0.12,0.98,0.0,0.0,5.1,11.7,17.25,22.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.5,0.0,1.5,0.11,0.36,0.5,0.5,1.0,0.0,0.11,0.59,0.12,4.7,0.67,0.15,0.51,0.36,1.1,0.33,0.33,7.17,19.8,11.77,40.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,6.33,0.33,2.67,0.35,0.24,0.33,0.33,0.67,0.33,0.35,0.75,0.17,4.4,0.5,0.17,0.47,0.3,1.23,1.25,0.25,7.3,19.7,15.72,37.5,87.75,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.75,1.5,5.0,0.25,2.5,0.29,0.21,0.25,0.25,1.0,0.25,0.29,0.64,0.15,3.8,0.4,0.14,0.44,0.3,1.28,1.4,0.2,6.84,16.12,15.18,37.0,88.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,1.4,4.4,0.2,2.6,0.31,0.18,0.2,0.2,1.0,0.2,0.31,0.62,0.15,3.6,188029.0,0.5284634372107374,15.0,0.379,0.271,0.351
0,0,4,0,0.8,335,0.01,0.01,0.0,2.54,88,4,0,0.3,0.4,2022-10-02,58,13,0,0,0,0,9,0,1458264,1,3,6,2.0,1,-198805,124030,322835,6.6,False,0,0,0,0.0,61,Manchester City,Manchester United,6,3,18289,2022,552941,0.0,0,0,0,0.0,0.0365374982357025,0.0365374982357025,Manchester United,3,5,9,6.4,MID,0.0,0.06,0.58,0.52,1.13,1.0,2.0,13.3,85.0,21.6,26.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,18.0,2.0,2.0,0.83,0.31,1.0,1.0,2.0,2.0,0.83,1.19,0.06,7.6,0.5,0.24,0.6,0.36,0.82,0.5,1.0,10.45,52.0,26.15,26.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,12.0,1.0,2.0,0.49,0.52,1.0,1.0,2.0,1.0,0.49,1.05,0.05,6.25,0.67,0.17,0.42,0.26,1.03,0.33,0.67,7.83,36.13,18.7,23.33,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.67,1.67,0.35,0.34,0.67,0.67,1.33,0.67,0.35,0.79,0.1,5.67,0.5,0.13,0.53,0.4,1.11,0.5,0.75,8.7,36.1,14.22,36.5,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.25,9.25,0.75,2.5,0.47,0.26,0.5,0.5,1.0,0.75,0.47,0.86,0.14,5.2,0.4,0.15,0.49,0.34,1.21,1.2,0.6,8.5,32.76,16.9,35.2,86.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,1.8,7.6,0.6,2.4,0.4,0.23,0.4,0.4,1.2,0.6,0.4,0.75,0.13,4.56,666887.0,-0.4448882772201895,1.0,0.71,0.164,0.126
0,0,14,0,21.6,335,0.15,0.22,0.07,0.65,96,1,0,3.5,10.8,2022-10-09,90,8,0,0,0,0,10,0,1606429,1,2,1,3.0,2,122787,285526,162739,6.5,False,0,0,1,0.0672855973243713,90,Everton,Manchester United,1,2,18297,2022,555255,0.3451049923896789,0,1,0,0.0672855973243713,0.6008009910583496,0.188410997390747,Manchester United,3,2,10,1.5,MID,0.0,0.01,0.01,0.0,2.54,4.0,0.0,0.3,0.4,0.8,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,6.4,0.0,0.03,0.3,0.26,1.84,2.5,1.0,6.8,42.7,11.2,14.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.5,9.5,1.0,1.0,0.41,0.15,0.5,0.5,1.0,1.0,0.41,0.61,0.05,7.0,0.33,0.17,0.4,0.24,1.39,1.67,0.67,7.07,34.8,17.7,18.0,74.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,3.0,8.33,0.67,1.33,0.33,0.34,0.67,0.67,1.33,0.67,0.33,0.72,0.05,6.3,0.5,0.13,0.32,0.19,1.4,1.25,0.5,5.95,27.2,14.22,18.0,78.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.25,7.0,0.5,1.25,0.26,0.26,0.5,0.5,1.0,0.5,0.26,0.6,0.08,5.85,0.4,0.1,0.43,0.32,1.39,1.2,0.6,7.02,28.96,11.54,29.6,79.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,2.2,7.6,0.6,2.0,0.38,0.21,0.4,0.4,0.8,0.6,0.38,0.7,0.12,5.44,148165.0,0.2739160987362386,2.0,0.264,0.272,0.464
0,0,3,0,11.9,335,0.12,0.43,0.31,0.05,107,0,0,2.0,0.2,2022-10-16,18,15,0,0,0,0,11,0,1710049,0,0,0,8.0,1,94753,187323,92570,6.5,True,0,0,2,0.6339259743690491,15,Manchester United,Newcastle United,0,0,18308,2022,556588,0.3912990093231201,0,1,0,0.6339259743690491,0.9748769998550416,0.0,Manchester United,3,4,11,1.3,MID,0.0,0.15,0.22,0.07,0.65,1.0,0.0,3.5,10.8,21.6,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.07,0.35,0.0,0.0,1.0,0.0,0.07,0.6,0.19,1.5,0.0,0.08,0.12,0.04,1.6,2.5,0.0,1.9,5.6,11.2,2.5,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,3.5,1.5,0.0,0.5,0.03,0.17,0.0,0.0,0.5,0.0,0.03,0.32,0.11,3.95,0.0,0.07,0.27,0.2,1.44,2.0,0.67,5.7,32.07,14.67,10.33,75.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.33,7.0,0.67,1.0,0.3,0.22,0.33,0.33,1.0,0.67,0.3,0.61,0.09,5.17,0.25,0.16,0.36,0.2,1.2,1.5,0.5,6.18,28.8,18.68,14.25,78.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,2.5,6.75,0.5,1.25,0.26,0.34,0.5,0.5,1.25,0.5,0.26,0.69,0.08,5.1,0.4,0.13,0.3,0.17,1.25,1.2,0.4,5.46,23.92,15.7,15.0,80.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,2.0,6.0,0.4,1.2,0.22,0.28,0.4,0.4,1.0,0.4,0.22,0.6,0.1,4.98,103620.0,0.3385329393732605,1.0,0.483,0.248,0.269
0,0,-2,1,7.4,335,0.03,0.53,0.5,0.61,119,0,0,9.1,12.8,2022-10-19,90,18,0,0,0,0,12,0,1673277,1,0,2,71.0,3,2371,94654,92283,6.6,True,0,0,4,0.7079619765281677,90,Manchester United,Tottenham,2,0,18321,2022,557650,0.0,0,0,0,0.7079619765281677,0.910726010799408,0.2252520024776458,Manchester United,3,4,12,0.0,MID,0.0,0.12,0.43,0.31,0.05,0.0,0.0,2.0,0.2,11.9,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.63,0.39,0.0,0.0,1.0,0.0,0.63,0.97,0.0,1.3,0.0,0.14,0.33,0.19,0.35,0.5,0.0,2.75,5.5,16.75,5.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.5,0.0,1.5,0.35,0.37,0.0,0.0,1.0,0.0,0.35,0.79,0.09,1.4,0.0,0.09,0.22,0.13,1.08,1.67,0.0,1.93,3.8,11.43,4.33,55.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,2.33,1.33,0.0,1.0,0.23,0.25,0.0,0.0,0.67,0.0,0.23,0.54,0.07,3.07,0.0,0.08,0.31,0.22,1.09,1.5,0.5,4.78,24.1,13.98,9.75,61.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,2.5,5.5,0.5,1.25,0.38,0.26,0.25,0.25,1.0,0.5,0.38,0.7,0.07,4.2,0.2,0.15,0.37,0.22,0.97,1.2,0.4,5.34,23.08,17.32,13.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,2.0,5.6,0.4,1.4,0.34,0.35,0.4,0.4,1.2,0.4,0.34,0.74,0.07,4.34,-36772.0,0.0126834174080037,3.0,0.386,0.27,0.344
