card_names,card_odds,contest
Bryan Mbeumo CM,2.5 - 5,Man Utd v Sunderland
Altay Bayindir CM,4 - 7,Man Utd v Sunderland
Granit Xhaka CM,18 - 22,Man Utd v Sunderland
Omar Alderete CM,15 - 19,Man Utd v Sunderland
Daniel Ballard CM,12 - 16,Man Utd v Sunderland
Trai Hume CM,12 - 16,Man Utd v Sunderland
Noah Sadiki CM,12 - 16,Man Utd v Sunderland
Arthur Masuaku CM,12 - 16,Man Utd v Sunderland
Wilson Isidor CM,9 - 13,Man Utd v Sunderland
Enzo Le Fee CM,9 - 13,Man Utd v Sunderland
Chris Rigg CM,9 - 13,Man Utd v Sunderland
Lutsharel Geertruida CM,9 - 13,Man Utd v Sunderland
Brian Brobbey CM,9 - 13,Man Utd v Sunderland
Nordi Mukiele CM,9 - 13,Man Utd v Sunderland
Chemsdine Talbi CM,4 - 7,Man Utd v Sunderland
Simon Adingra CM,4 - 7,Man Utd v Sunderland
Bertrand Traore CM,7 - 10,Man Utd v Sunderland
Robin Roefs CM,6 - 9,Man Utd v Sunderland
Facundo Buonanotte CM,20 - 24,Chelsea v Liverpool
Moises Caicedo CM,18 - 22,Chelsea v Liverpool
Romeo Lavia CM,18 - 22,Chelsea v Liverpool
Enzo Fernandez CM,16 - 20,Chelsea v Liverpool
Wesley Fofana CM,16 - 20,Chelsea v Liverpool
Marc Cucurella CM,15 - 19,Chelsea v Liverpool
Jorrel Hato CM,13 - 17,Chelsea v Liverpool
Josh Acheampong CM,13 - 17,Chelsea v Liverpool
Reece James CM,13 - 17,Chelsea v Liverpool
Malo Gusto CM,10 - 14,Chelsea v Liverpool
Alejandro Garnacho CM,10 - 14,Chelsea v Liverpool
Pedro Neto CM,10 - 14,Chelsea v Liverpool
Benoit Badiashile CM,10 - 14,Chelsea v Liverpool
Joao Pedro CM,9 - 13,Chelsea v Liverpool
Estevao CM,9 - 13,Chelsea v Liverpool
Marc Guiu CM,7 - 11,Chelsea v Liverpool
Jamie Gittens CM,7 - 11,Chelsea v Liverpool
Robert Sanchez CM,8 - 12,Chelsea v Liverpool
Tyrique George CM,5 - 8,Chelsea v Liverpool
Alexis MacAllister CM,18 - 22,Chelsea v Liverpool
Ryan Gravenberch CM,18 - 22,Chelsea v Liverpool
Ibrahima Konate CM,15 - 19,Chelsea v Liverpool
Dominik Szoboszlai CM,13 - 17,Chelsea v Liverpool
Milos Kerkez CM,13 - 17,Chelsea v Liverpool
Conor Bradley CM,13 - 17,Chelsea v Liverpool
Joe Gomez CM,13 - 17,Chelsea v Liverpool
Florian Wirtz CM,11 - 15,Chelsea v Liverpool
Virgil van Dijk CM,11 - 15,Chelsea v Liverpool
Wataru Endo CM,9 - 13,Chelsea v Liverpool
Jeremie Frimpong CM,9 - 13,Chelsea v Liverpool
Andrew Robertson CM,9 - 13,Chelsea v Liverpool
Cody Gakpo CM,8 - 12,Chelsea v Liverpool
Alexander Isak CM,8 - 12,Chelsea v Liverpool
Curtis Jones CM,8 - 12,Chelsea v Liverpool
Rio Ngumoha CM,7 - 10,Chelsea v Liverpool
Hugo Ekitike CM,7 - 10,Chelsea v Liverpool
Giorgi Mamardashvili CM,8 - 12,Chelsea v Liverpool
Mohamed Salah CM,3 - 6,Chelsea v Liverpool
Lamare Bogarde CM,9 - 13,Aston Villa v Burnley
Morgan Rogers CM,9 - 13,Aston Villa v Burnley
Boubacar Kamara CM,9 - 13,Aston Villa v Burnley
Ian Maatsen CM,9 - 13,Aston Villa v Burnley
Matty Cash CM,9 - 13,Aston Villa v Burnley
John McGinn CM,8 - 12,Aston Villa v Burnley
Lucas Digne CM,7 - 10,Aston Villa v Burnley
Tyrone Mings CM,7 - 10,Aston Villa v Burnley
Harvey Elliott CM,7 - 10,Aston Villa v Burnley
Emiliano Martinez CM,6 - 9,Aston Villa v Burnley
Evann Guessand CM,5 - 8,Aston Villa v Burnley
Emiliano Buendia CM,5 - 8,Aston Villa v Burnley
Ezri Konsa CM,5 - 8,Aston Villa v Burnley
Pau Torres CM,5 - 8,Aston Villa v Burnley
Donyell Malen CM,4 - 7,Aston Villa v Burnley
Victor Lindelof CM,4 - 7,Aston Villa v Burnley
Jadon Sancho CM,3 - 6,Aston Villa v Burnley
Ollie Watkins CM,3 - 6,Aston Villa v Burnley
Lesley Ugochukwu CM,20 - 24,Aston Villa v Burnley
Josh Cullen CM,19 - 23,Aston Villa v Burnley
Hannibal Mejbri CM,17 - 21,Aston Villa v Burnley
Josh Laurent CM,16 - 20,Aston Villa v Burnley
Florentino Luis CM,16 - 20,Aston Villa v Burnley
Bashir Humphreys CM,11 - 15,Aston Villa v Burnley
Hjalmar Ekdal CM,11 - 15,Aston Villa v Burnley
Quilindschy Hartman CM,10 - 14,Aston Villa v Burnley
Maxime Esteve CM,10 - 14,Aston Villa v Burnley
Joe Worrall CM,10 - 14,Aston Villa v Burnley
Zian Flemming CM,10 - 14,Aston Villa v Burnley
Jaidon Anthony CM,10 - 14,Aston Villa v Burnley
Lyle Foster CM,10 - 14,Aston Villa v Burnley
Kyle Walker CM,10 - 14,Aston Villa v Burnley
Loum Tchaouna CM,8 - 12,Aston Villa v Burnley
Martin Dubravka CM,7 - 10,Aston Villa v Burnley
Marcus Edwards CM,6 - 9,Aston Villa v Burnley
Armando Broja CM,5 - 8,Aston Villa v Burnley
Jacob Bruun Larsen CM,5 - 8,Aston Villa v Burnley
Tim Iroegbunam CM,20 - 24,Everton v Crystal Palace
Nathan Patterson CM,18 - 22,Everton v Crystal Palace
James Garner CM,16 - 20,Everton v Crystal Palace
Idrissa Gueye CM,13 - 17,Everton v Crystal Palace
Merlin Rohl CM,13 - 17,Everton v Crystal Palace
Jack Grealish CM,13 - 17,Everton v Crystal Palace
Carlos Alcaraz CM,11 - 15,Everton v Crystal Palace
James Tarkowski CM,11 - 15,Everton v Crystal Palace
Jake O'Brien CM,9 - 13,Everton v Crystal Palace
Thierno Barry CM,9 - 13,Everton v Crystal Palace
Tyler Dibling CM,8 - 12,Everton v Crystal Palace
Adam Aznou CM,8 - 12,Everton v Crystal Palace
Michael Keane CM,7 - 10,Everton v Crystal Palace
Iliman Ndiaye CM,7 - 10,Everton v Crystal Palace
Jordan Pickford CM,9 - 13,Everton v Crystal Palace
Dwight McNeil CM,5 - 8,Everton v Crystal Palace
Vitaliy Mykolenko CM,7 - 10,Everton v Crystal Palace
Seamus Coleman CM,4 - 7,Everton v Crystal Palace
Beto CM,2.5 - 5,Everton v Crystal Palace
Mark Travers CM,2 - 4,Everton v Crystal Palace
Will Hughes CM,20 - 24,Everton v Crystal Palace
Christantus Uche CM,14 - 18,Everton v Crystal Palace
Yeremy Pino CM,13 - 17,Everton v Crystal Palace
Jefferson Lerma CM,13 - 17,Everton v Crystal Palace
Daniel Munoz CM,13 - 17,Everton v Crystal Palace
Daichi Kamada CM,12 - 16,Everton v Crystal Palace
Jaydee Canvot CM,11 - 15,Everton v Crystal Palace
Marc Guehi CM,10 - 14,Everton v Crystal Palace
Chris Richards CM,10 - 14,Everton v Crystal Palace
Eddie Nketiah CM,9 - 13,Everton v Crystal Palace
Justin Devenny CM,9 - 13,Everton v Crystal Palace
Maxence Lacroix CM,9 - 13,Everton v Crystal Palace
Jean-Philippe Mateta CM,6 - 9,Everton v Crystal Palace
Romaine Esse CM,6 - 9,Everton v Crystal Palace
Ismaila Sarr CM,6 - 9,Everton v Crystal Palace
Adam Wharton CM,6 - 9,Everton v Crystal Palace
Tyrick Mitchell CM,5 - 8,Everton v Crystal Palace
Borna Sosa CM,5 - 8,Everton v Crystal Palace
Dean Henderson CM,7 - 10,Everton v Crystal Palace
Remi Matthews CM,5 - 8,Everton v Crystal Palace
Nathaniel Clyne CM,2 - 4,Everton v Crystal Palace
Walter Benitez CM,2 - 4,Everton v Crystal Palace
Joelinton CM,17 - 21,Newcastle v Nottingham Forest
Bruno Guimaraes CM,15 - 19,Newcastle v Nottingham Forest
Fabian Schar CM,13 - 17,Newcastle v Nottingham Forest
Dan Burn CM,13 - 17,Newcastle v Nottingham Forest
Anthony Gordon CM,10 - 14,Newcastle v Nottingham Forest
Sandro Tonali CM,10 - 14,Newcastle v Nottingham Forest
Malick Thiaw CM,9 - 13,Newcastle v Nottingham Forest
Nick Woltemade CM,8 - 12,Newcastle v Nottingham Forest
Lewis Miley CM,8 - 12,Newcastle v Nottingham Forest
Lewis Hall CM,8 - 12,Newcastle v Nottingham Forest
Sven Botman CM,7 - 11,Newcastle v Nottingham Forest
Kieran Trippier CM,7 - 10,Newcastle v Nottingham Forest
Jacob Murphy CM,5 - 8,Newcastle v Nottingham Forest
Nick Pope CM,7 - 10,Newcastle v Nottingham Forest
Harvey Barnes CM,2.5 - 5,Newcastle v Nottingham Forest
Anthony Elanga CM,2 - 4,Newcastle v Nottingham Forest
Morgan Gibbs-White CM,19 - 23,Newcastle v Nottingham Forest
Nicolas Dominguez CM,19 - 23,Newcastle v Nottingham Forest
Ryan Yates CM,19 - 23,Newcastle v Nottingham Forest
Elliot Anderson CM,17 - 21,Newcastle v Nottingham Forest
Ibrahim Sangare CM,16 - 20,Newcastle v Nottingham Forest
Neco Williams CM,16 - 20,Newcastle v Nottingham Forest
Morato CM,16 - 20,Newcastle v Nottingham Forest
Nicolo Savona CM,14 - 18,Newcastle v Nottingham Forest
Jair Cunha CM,14 - 18,Newcastle v Nottingham Forest
Nikola Milenkovic CM,13 - 17,Newcastle v Nottingham Forest
Igor Jesus CM,12 - 16,Newcastle v Nottingham Forest
Murillo CM,11 - 15,Newcastle v Nottingham Forest
Dilane Bakwa CM,11 - 15,Newcastle v Nottingham Forest
Dan Ndoye CM,9 - 13,Newcastle v Nottingham Forest
James McAtee CM,8 - 12,Newcastle v Nottingham Forest
Arnaud Kalimuendo CM,7 - 10,Newcastle v Nottingham Forest
Omari Hutchinson CM,7 - 10,Newcastle v Nottingham Forest
Matz Sels CM,8 - 12,Newcastle v Nottingham Forest
Callum Hudson-Odoi CM,3 - 6,Newcastle v Nottingham Forest
Chris Wood CM,2 - 4,Newcastle v Nottingham Forest
Aaron Hickey CM,17 - 21,Brentford v Man City
Frank Onyeka CM,16 - 20,Brentford v Man City
Yehor Yarmolyuk CM,13 - 17,Brentford v Man City
Nathan Collins CM,12 - 16,Brentford v Man City
Jordan Henderson CM,12 - 16,Brentford v Man City
Vitaly Janelt CM,11 - 15,Brentford v Man City
Kristoffer Ajer CM,11 - 15,Brentford v Man City
Igor Thiago CM,11 - 15,Brentford v Man City
Keane Lewis-Potter CM,10 - 14,Brentford v Man City
Michael Kayode CM,10 - 14,Brentford v Man City
Mathias Jensen CM,9 - 13,Brentford v Man City
Sepp van den Berg CM,8 - 12,Brentford v Man City
Rico Henry CM,7 - 11,Brentford v Man City
Reiss Nelson CM,7 - 10,Brentford v Man City
Dango Ouattara CM,7 - 10,Brentford v Man City
Kevin Schade CM,7 - 11,Brentford v Man City
Ethan Pinnock CM,6 - 9,Brentford v Man City
Mikkel Damsgaard CM,5 - 8,Brentford v Man City
Antoni Milambo CM,5 - 8,Brentford v Man City
Caoimhin Kelleher CM,6 - 9,Brentford v Man City
Rodri CM,15 - 19,Brentford v Man City
Nico Gonzalez CM,15 - 19,Brentford v Man City
Bernardo Silva CM,13 - 17,Brentford v Man City
Mateo Kovacic CM,12 - 16,Brentford v Man City
Matheus Nunes CM,11 - 15,Brentford v Man City
Ruben Dias CM,9 - 13,Brentford v Man City
Nico O'Reilly CM,9 - 13,Brentford v Man City
Tijjani Reijnders CM,8 - 12,Brentford v Man City
Rico Lewis CM,7 - 10,Brentford v Man City
Josko Gvardiol CM,7 - 10,Brentford v Man City
Nathan Ake CM,6 - 9,Brentford v Man City
John Stones CM,6 - 9,Brentford v Man City
Savinho CM,6 - 9,Brentford v Man City
Jeremy Doku CM,5 - 8,Brentford v Man City
Gianluigi Donnarumma CM,7 - 10,Brentford v Man City
Erling Haaland CM,4 - 7,Brentford v Man City
Phil Foden CM,4 - 7,Brentford v Man City
Oscar Bobb CM,3 - 6,Brentford v Man City
James Trafford CM,3 - 6,Brentford v Man City
