card_names,card_odds,contest
Malo Gusto CM,15 - 19,Fulham v Chelsea
Andrey Santos CM,15 - 19,Fulham v Chelsea
Marc Cucurella CM,15 - 19,Fulham v Chelsea
Jorrel Hato CM,13 - 17,Fulham v Chelsea
Benoit Badiashile CM,13 - 17,Fulham v Chelsea
Reece James CM,12 - 16,Fulham v Chelsea
Josh Acheampong CM,12 - 16,Fulham v Chelsea
Tosin Adarabioyo CM,10 - 14,Fulham v Chelsea
Estevao CM,10 - 14,Fulham v Chelsea
Pedro Neto CM,10 - 14,Fulham v Chelsea
Trevoh Chalobah CM,10 - 14,Fulham v Chelsea
Joao Pedro CM,8 - 12,Fulham v Chelsea
Alejandro Garnacho CM,7 - 11,Fulham v Chelsea
Marc Guiu CM,7 - 11,Fulham v Chelsea
Robert Sanchez CM,11 - 15,Fulham v Chelsea
Cole Palmer CM,7 - 10,Fulham v Chelsea
Jamie Gittens CM,5 - 8,Fulham v Chelsea
Filip Jorgensen CM,5 - 8,Fulham v Chelsea
Bernardo Silva CM,11 - 15,Man City v Brighton
Rodri CM,10 - 14,Man City v Brighton
Nico Gonzalez CM,10 - 14,Man City v Brighton
Abdukodir Khusanov CM,10 - 14,Man City v Brighton
Matheus Nunes CM,7 - 10,Man City v Brighton
Savinho CM,7 - 10,Man City v Brighton
Nico O'Reilly CM,7 - 10,Man City v Brighton
Ruben Dias CM,6 - 9,Man City v Brighton
Gianluigi Donnarumma CM,7 - 11,Man City v Brighton
Tijjani Reijnders CM,6 - 9,Man City v Brighton
Nathan Ake CM,5 - 8,Man City v Brighton
Rico Lewis CM,5 - 8,Man City v Brighton
Phil Foden CM,5 - 8,Man City v Brighton
Divine Mukasa CM,3 - 6,Man City v Brighton
Rayan Cherki CM,3 - 6,Man City v Brighton
Jeremy Doku CM,3 - 6,Man City v Brighton
Erling Haaland CM,2.5 - 5,Man City v Brighton
John Stones CM,6 - 9,Man City v Brighton
Lewis Dunk CM,16 - 20,Man City v Brighton
Jan Paul van Hecke CM,16 - 20,Man City v Brighton
Joel Veltman CM,16 - 20,Man City v Brighton
James Milner CM,16 - 20,Man City v Brighton
Diego Coppola CM,12 - 16,Man City v Brighton
Diego Gomez CM,12 - 16,Man City v Brighton
Danny Welbeck CM,10 - 14,Man City v Brighton
Olivier Boscagli CM,10 - 14,Man City v Brighton
Maxime De Cuyper CM,10 - 14,Man City v Brighton
Georginio Rutter CM,10 - 14,Man City v Brighton
Brajan Gruda CM,10 - 14,Man City v Brighton
Jack Hinshelwood CM,8 - 12,Man City v Brighton
Yasin Ayari CM,8 - 12,Man City v Brighton
Ferdi Kadioglu CM,8 - 12,Man City v Brighton
Charalampos Kostoulas CM,7 - 10,Man City v Brighton
Bart Verbruggen CM,10 - 14,Man City v Brighton
Kaoru Mitoma CM,6 - 9,Man City v Brighton
Tom Watson CM,5 - 8,Man City v Brighton
Yankuba Minteh CM,11 - 15,Man City v Brighton
Sasa Lukic CM,21 - 25,Fulham v Chelsea
Joachim Andersen CM,18 - 22,Fulham v Chelsea
Harry Wilson CM,15 - 19,Fulham v Chelsea
Jorge Cuenca CM,11 - 15,Fulham v Chelsea
Harrison Reed CM,11 - 15,Fulham v Chelsea
Sander Berge CM,11 - 15,Fulham v Chelsea
Antonee Robinson CM,11 - 15,Fulham v Chelsea
Raul Jimenez CM,11 - 15,Fulham v Chelsea
Joshua King CM,10 - 14,Fulham v Chelsea
Issa Diop CM,10 - 14,Fulham v Chelsea
Kevin CM,10 - 14,Fulham v Chelsea
Tom Cairney CM,9 - 13,Fulham v Chelsea
Timothy Castagne CM,8 - 12,Fulham v Chelsea
Bernd Leno CM,10 - 14,Fulham v Chelsea
Jonah Kusi-Asare CM,7 - 11,Fulham v Chelsea
Adama Traore CM,5 - 8,Fulham v Chelsea
Emile Smith Rowe CM,5 - 8,Fulham v Chelsea
Benjamin Lecomte CM,3 - 6,Fulham v Chelsea
Moises Caicedo CM,22 - 26,Fulham v Chelsea
Liam Delap CM,18 - 22,Fulham v Chelsea
Enzo Fernandez CM,17 - 21,Fulham v Chelsea
Wesley Fofana CM,17 - 21,Fulham v Chelsea
Malo Gusto CM,15 - 19,Fulham v Chelsea
Andrey Santos CM,15 - 19,Fulham v Chelsea
Marc Cucurella CM,15 - 19,Fulham v Chelsea
Jorrel Hato CM,13 - 17,Fulham v Chelsea
Benoit Badiashile CM,13 - 17,Fulham v Chelsea
Reece James CM,12 - 16,Fulham v Chelsea
Josh Acheampong CM,12 - 16,Fulham v Chelsea
Tosin Adarabioyo CM,10 - 14,Fulham v Chelsea
Estevao CM,10 - 14,Fulham v Chelsea
Pedro Neto CM,10 - 14,Fulham v Chelsea
Trevoh Chalobah CM,10 - 14,Fulham v Chelsea
Joao Pedro CM,8 - 12,Fulham v Chelsea
Alejandro Garnacho CM,7 - 11,Fulham v Chelsea
Marc Guiu CM,7 - 11,Fulham v Chelsea
Robert Sanchez CM,11 - 15,Fulham v Chelsea
Cole Palmer CM,7 - 10,Fulham v Chelsea
Jamie Gittens CM,5 - 8,Fulham v Chelsea
Filip Jorgensen CM,5 - 8,Fulham v Chelsea
Kyle Walker CM,17 - 21,Burnley v Man Utd
Lesley Ugochukwu CM,15 - 19,Burnley v Man Utd
Ashley Barnes CM,12 - 16,Burnley v Man Utd
Florentino Luis CM,12 - 16,Burnley v Man Utd
Lucas Pires CM,14 - 18,Burnley v Man Utd
Josh Laurent CM,12 - 16,Burnley v Man Utd
Oliver Sonne CM,10 - 14,Burnley v Man Utd
Quilindschy Hartman CM,9 - 13,Burnley v Man Utd
Loum Tchaouna CM,7 - 10,Burnley v Man Utd
Bashir Humphreys CM,7 - 11,Burnley v Man Utd
Hjalmar Ekdal CM,7 - 10,Burnley v Man Utd
Maxime Esteve CM,7 - 10,Burnley v Man Utd
Jaidon Anthony CM,6 - 9,Burnley v Man Utd
Marcus Edwards CM,6 - 9,Burnley v Man Utd
Armando Broja CM,4 - 7,Burnley v Man Utd
Jacob Bruun Larsen CM,2 - 4,Burnley v Man Utd
Martin Dubravka CM,2.5 - 5,Burnley v Man Utd
Manuel Ugarte CM,11 - 15,Burnley v Man Utd
Casemiro CM,11 - 15,Burnley v Man Utd
Lisandro Martinez CM,10 - 14,Burnley v Man Utd
Luke Shaw CM,10 - 14,Burnley v Man Utd
Patrick Dorgu CM,8 - 12,Burnley v Man Utd
Jack Fletcher CM,6 - 9,Burnley v Man Utd
Bruno Fernandes CM,7 - 10,Burnley v Man Utd
Ayden Heaven CM,7 - 10,Burnley v Man Utd
Diogo Dalot CM,7 - 10,Burnley v Man Utd
Leny Yoro CM,6 - 9,Burnley v Man Utd
Mason Mount CM,5 - 8,Burnley v Man Utd
Kobbie Mainoo CM,5 - 8,Burnley v Man Utd
Matheus Cunha CM,5 - 8,Burnley v Man Utd
Joshua Zirkzee CM,4 - 7,Burnley v Man Utd
Shea Lacey CM,3 - 6,Burnley v Man Utd
Benjamin Sesko CM,2 - 4,Burnley v Man Utd
Bendito Mantato CM,2 - 4,Burnley v Man Utd
Senne Lammens CM,2 - 4,Burnley v Man Utd
Bruno Guimaraes CM,12 - 16,Newcastle v Leeds
Joelinton CM,11 - 15,Newcastle v Leeds
Fabian Schar CM,11 - 15,Newcastle v Leeds
Yoane Wissa CM,7 - 11,Newcastle v Leeds
Anthony Gordon CM,7 - 11,Newcastle v Leeds
Sandro Tonali CM,7 - 10,Newcastle v Leeds
Lewis Hall CM,6 - 9,Newcastle v Leeds
Jacob Ramsey CM,6 - 9,Newcastle v Leeds
Malick Thiaw CM,6 - 9,Newcastle v Leeds
Lewis Miley CM,6 - 9,Newcastle v Leeds
Joe Willock CM,5 - 8,Newcastle v Leeds
Kieran Trippier CM,3 - 6,Newcastle v Leeds
Nick Woltemade CM,3 - 6,Newcastle v Leeds
Sven Botman CM,3 - 6,Newcastle v Leeds
Jacob Murphy CM,3 - 6,Newcastle v Leeds
Nick Pope CM,5 - 8,Newcastle v Leeds
Tino Livramento CM,2.5 - 5,Newcastle v Leeds
Harvey Barnes CM,1 - 3,Newcastle v Leeds
Ethan Ampadu CM,17 - 21,Newcastle v Leeds
Jayden Bogle CM,16 - 20,Newcastle v Leeds
Wilfried Gnonto CM,15 - 19,Newcastle v Leeds
Jaka Bijol CM,13 - 17,Newcastle v Leeds
Sebastiaan Bornauw CM,10 - 14,Newcastle v Leeds
Ao Tanaka CM,9 - 13,Newcastle v Leeds
Anton Stach CM,9 - 13,Newcastle v Leeds
Sean Longstaff CM,8 - 12,Newcastle v Leeds
Ilia Gruev CM,8 - 12,Newcastle v Leeds
James Justin CM,8 - 12,Newcastle v Leeds
Pascal Struijk CM,8 - 12,Newcastle v Leeds
Gabriel Gudmondsson CM,7 - 10,Newcastle v Leeds
Noah Okafor CM,6 - 9,Newcastle v Leeds
Dominic Calvert-Lewin CM,5 - 8,Newcastle v Leeds
Brenden Aaronson CM,5 - 8,Newcastle v Leeds
Joel Piroe CM,3 - 6,Newcastle v Leeds
Lukas Nmecha CM,3 - 6,Newcastle v Leeds
Jack Harrison CM,2.5 - 5,Newcastle v Leeds
Lucas Perri CM,3 - 6,Newcastle v Leeds
Gabriel Jesus CM,19 - 23,Arsenal v Liverpool
Piero Hincapie CM,16 - 20,Arsenal v Liverpool
Christian Norgaard CM,16 - 20,Arsenal v Liverpool
Riccardo Calafiori CM,15 - 19,Arsenal v Liverpool
Myles Lewis-Skelly CM,15 - 19,Arsenal v Liverpool
Martin Zubimendi CM,15 - 19,Arsenal v Liverpool
Kai Havertz CM,12 - 16,Arsenal v Liverpool
Mikel Merino CM,12 - 16,Arsenal v Liverpool
Declan Rice CM,10 - 14,Arsenal v Liverpool
Ben White CM,10 - 14,Arsenal v Liverpool
Jurrien Timber CM,10 - 14,Arsenal v Liverpool
Gabriel Magalhaes CM,9 - 13,Arsenal v Liverpool
Bukayo Saka CM,7 - 10,Arsenal v Liverpool
Viktor Gyokeres CM,7 - 10,Arsenal v Liverpool
Leandro Trossard CM,6 - 9,Arsenal v Liverpool
William Saliba CM,6 - 9,Arsenal v Liverpool
Martin Odegaard CM,6 - 9,Arsenal v Liverpool
Noni Madueke CM,6 - 9,Arsenal v Liverpool
Gabriel Martinelli CM,5 - 8,Arsenal v Liverpool
Eberechi Eze CM,5 - 8,Arsenal v Liverpool
David Raya CM,6 - 9,Arsenal v Liverpool
Conor Bradley CM,23 - 27,Arsenal v Liverpool
Alexis MacAllister CM,17 - 21,Arsenal v Liverpool
Joe Gomez CM,14 - 18,Arsenal v Liverpool
Ryan Gravenberch CM,14 - 18,Arsenal v Liverpool
Ibrahima Konate CM,14 - 18,Arsenal v Liverpool
Milos Kerkez CM,13 - 17,Arsenal v Liverpool
Dominik Szoboszlai CM,12 - 16,Arsenal v Liverpool
Virgil van Dijk CM,12 - 16,Arsenal v Liverpool
Curtis Jones CM,11 - 15,Arsenal v Liverpool
Andrew Robertson CM,10 - 14,Arsenal v Liverpool
Jeremie Frimpong CM,9 - 13,Arsenal v Liverpool
Florian Wirtz CM,8 - 12,Arsenal v Liverpool
Federico Chiesa CM,7 - 10,Arsenal v Liverpool
Rio Ngumoha CM,7 - 10,Arsenal v Liverpool
Hugo Ekitike CM,7 - 10,Arsenal v Liverpool
Cody Gakpo CM,7 - 10,Arsenal v Liverpool
Alisson CM,5 - 8,Arsenal v Liverpool
Bernardo Silva CM,11 - 15,Man City v Brighton
Rodri CM,10 - 14,Man City v Brighton
Nico Gonzalez CM,10 - 14,Man City v Brighton
Abdukodir Khusanov CM,10 - 14,Man City v Brighton
Matheus Nunes CM,7 - 10,Man City v Brighton
Savinho CM,7 - 10,Man City v Brighton
Nico O'Reilly CM,7 - 10,Man City v Brighton
Ruben Dias CM,6 - 9,Man City v Brighton
Gianluigi Donnarumma CM,7 - 11,Man City v Brighton
Tijjani Reijnders CM,6 - 9,Man City v Brighton
Nathan Ake CM,5 - 8,Man City v Brighton
Rico Lewis CM,5 - 8,Man City v Brighton
Phil Foden CM,5 - 8,Man City v Brighton
Divine Mukasa CM,3 - 6,Man City v Brighton
Rayan Cherki CM,3 - 6,Man City v Brighton
Jeremy Doku CM,3 - 6,Man City v Brighton
Erling Haaland CM,2.5 - 5,Man City v Brighton
John Stones CM,6 - 9,Man City v Brighton
Lewis Dunk CM,16 - 20,Man City v Brighton
Jan Paul van Hecke CM,16 - 20,Man City v Brighton
Joel Veltman CM,16 - 20,Man City v Brighton
James Milner CM,16 - 20,Man City v Brighton
Diego Coppola CM,12 - 16,Man City v Brighton
Diego Gomez CM,12 - 16,Man City v Brighton
Danny Welbeck CM,10 - 14,Man City v Brighton
Olivier Boscagli CM,10 - 14,Man City v Brighton
Maxime De Cuyper CM,10 - 14,Man City v Brighton
Georginio Rutter CM,10 - 14,Man City v Brighton
Brajan Gruda CM,10 - 14,Man City v Brighton
Jack Hinshelwood CM,8 - 12,Man City v Brighton
Yasin Ayari CM,8 - 12,Man City v Brighton
Ferdi Kadioglu CM,8 - 12,Man City v Brighton
Charalampos Kostoulas CM,7 - 10,Man City v Brighton
Bart Verbruggen CM,10 - 14,Man City v Brighton
Kaoru Mitoma CM,6 - 9,Man City v Brighton
Tom Watson CM,5 - 8,Man City v Brighton
Yankuba Minteh CM,11 - 15,Man City v Brighton
