assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,12,0,4.3,712,0.05,0.09,0.04,1.33,59,2,0,1.8,12.4,2023-09-23,90,13,0,0,0,0,6,0,214,1,0,2,1.0,2,25,59,34,50,False,0,712,,,Nicolás Domínguez,0,1,0.0380759015679359,90,ML,Manchester City,Nottingham Forest,2,0,21946,2023,612170,0.0,0,0,0,0.0380759015679359,0.3666169643402099,0.3666169643402099,21946,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,5,6,0.0,MID
0,3,34,0,4.5,712,0.02,0.05,0.03,0.87,67,1,1,7.5,51.0,2023-10-01,79,4,0,0,0,0,7,0,313,1,1,1,19.0,10,71,117,46,50,True,0,712,,,Nicolás Domínguez,1,1,0.0223525967448949,82,MC,Nottingham Forest,Brentford,1,1,21963,2023,615247,0.0,0,0,1,0.0223525967448949,0.1221743747591972,0.0998217761516571,21963,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,7,4.0,MID
0,0,11,1,7.8,712,0.17,0.2,0.03,0.81,74,0,0,4.1,12.4,2023-10-07,90,8,0,0,0,0,8,0,1187,1,0,0,21.0,3,724,1103,379,50,False,0,712,,,Nicolás Domínguez,0,1,0.0316261798143386,90,MC,Crystal Palace,Nottingham Forest,0,0,21968,2023,616630,0.0,0,0,0,0.0316261798143386,0.4782182276248932,0.4782182276248932,21968,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,8,2.5,MID
0,0,15,1,2.0,712,0.02,0.11,0.09,0.61,88,0,0,3.5,8.6,2023-10-21,77,12,0,0,0,0,9,0,3914,1,2,2,24.0,3,2414,2760,346,50,True,0,712,,,Nicolás Domínguez,0,2,0.0756871923804283,81,MC,Nottingham Forest,Luton,2,2,21982,2023,618065,0.0,0,0,0,0.0756871923804283,0.2636063992977142,0.2636063992977142,21982,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,9,5.8,MID
0,0,4,0,0.3,712,0.01,0.06,0.05,2.44,97,2,0,1.3,7.4,2023-10-29,68,11,0,0,0,0,10,0,3699,1,0,3,5.0,1,-129,945,1074,50,False,1,712,,,Nicolás Domínguez,0,1,0.0582463406026363,73,ML,Liverpool,Nottingham Forest,3,0,21991,2023,620618,0.0,0,0,0,0.0582463406026363,0.0582463406026363,0.0,21991,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,5,10,1.8,MID
0,0,-3,1,0.4,712,0.03,0.33,0.3,1.26,108,0,0,4.1,15.0,2023-11-05,86,2,0,0,0,0,11,0,3675,1,0,2,26.0,3,-125,499,624,50,True,0,712,,,Nicolás Domínguez,0,3,0.5403291583061218,90,MC,Nottingham Forest,Aston Villa,2,0,22002,2023,622073,0.0,0,0,0,0.5403291583061218,0.569281280040741,0.0289520993828773,22002,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,3,2,11,2.3,MID
0,0,4,0,0.9,712,0.0,0.04,0.04,0.44,119,1,0,1.3,3.4,2023-11-12,45,19,0,0,0,0,12,0,3387,1,2,3,9.0,1,-320,174,494,50,False,0,712,,,Nicolás Domínguez,0,1,0.0303679332137107,49,MC,West Ham,Nottingham Forest,3,2,22013,2023,623734,0.0,0,0,0,0.0303679332137107,0.1300393939018249,0.1300393939018249,22013,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,3,12,1.7,MID
0,0,15,0,17.1,712,0.03,0.03,0.0,1.4,128,3,0,3.0,10.8,2023-11-25,68,5,0,0,0,0,13,0,3190,1,3,2,2.0,2,-267,144,411,50,True,0,712,,,Nicolás Domínguez,0,0,0.0,76,MC,Nottingham Forest,Brighton,2,3,22022,2023,624934,0.0162234436720609,0,1,0,0.0,0.3478088974952698,0.3478088974952698,22022,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,13,2.0,MID
0,0,2,0,14.5,712,0.01,0.01,0.0,1.16,145,2,0,1.7,2.0,2023-12-06,45,10,0,0,0,0,15,0,2873,1,0,5,0.0,1,-325,62,387,50,False,0,712,,,Nicolás Domínguez,0,0,0.0,50,AMC,Fulham,Nottingham Forest,5,0,22038,2023,627954,0.0233141835778951,0,1,0,0.0,0.0233141835778951,0.0,22038,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,3,15,1.0,MID
0,0,3,0,0.3,712,0.0,0.0,0.0,0.13,189,0,0,0.3,2.2,2023-12-26,11,15,0,0,0,0,19,0,2239,0,3,1,0.0,1,-94,52,146,50,False,0,712,,,Nicolás Domínguez,0,0,0.0,7,Sub,Newcastle United,Nottingham Forest,1,3,22083,2023,632937,0.0,0,0,0,0.0,0.0,0.0,22083,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,4,19,-0.2,MID
0,2,29,0,2.3,712,0.02,0.34,0.32,0.35,197,1,1,7.5,41.8,2023-12-30,78,14,0,0,0,0,20,0,2160,1,1,2,31.0,9,-121,47,168,50,True,0,712,,,Nicolás Domínguez,1,3,0.4550440907478332,80,AML,Nottingham Forest,Manchester United,2,1,22091,2023,633647,0.0,0,0,1,0.4550440907478332,0.4906606376171112,0.0356165617704391,22091,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,3,2,20,1.3,MID
0,0,13,0,23.4,712,0.31,0.31,0.0,1.29,203,3,0,4.5,17.4,2024-01-20,90,4,0,0,0,0,21,0,3274,1,2,3,4.0,2,899,1380,481,50,False,0,712,,,Nicolás Domínguez,0,0,0.0,90,AMR,Brentford,Nottingham Forest,3,2,22104,2023,635962,0.0732565447688102,0,1,0,0.0,0.2891342639923095,0.2891342639923095,22104,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,21,4.0,MID
