assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,4,0,10.6,823,0.0,0.0,0.0,0.09,269,0,0,1.4,3.2,2024-03-04,26,1,0,0,0,0,27,0,122,0,6,0,0.0,1,35,58,23,45,True,0,823,,,Oliver Arblaster,0,0,0.0,21,Sub,Sheffield United,Arsenal,0,6,22163,2023,646053,0.0456317365169525,0,1,0,0.0,0.0456317365169525,0.0,22163,Sheffield United,Oliver Arblaster,Oliver Arblaster,5,2,27,-1.2,MID
0,0,5,0,0.9,823,0.0,0.02,0.02,2.65,273,1,0,2.7,8.6,2024-03-09,79,3,0,0,0,0,28,0,155,1,2,2,17.0,2,22,50,28,45,False,0,823,,,Oliver Arblaster,0,1,0.0217242818325757,84,MC,Bournemouth,Sheffield United,2,2,22165,2023,646647,0.0,0,0,0,0.0217242818325757,0.0762239545583725,0.0544996708631515,22165,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,2,28,0.3,MID
0,0,14,0,10.8,823,0.01,0.01,0.0,1.01,299,1,0,2.8,17.0,2024-03-30,84,10,0,0,0,0,30,0,224,1,3,3,0.0,2,26,47,21,45,True,0,823,,,Oliver Arblaster,0,0,0.0,86,MC,Sheffield United,Fulham,3,3,22193,2023,649831,0.0401579178869724,0,1,0,0.0,0.6024004220962524,0.6024004220962524,22193,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,2,30,1.2,MID
0,0,12,0,0.9,823,0.01,0.01,0.0,1.65,308,3,0,1.7,15.8,2024-04-04,90,11,0,0,0,0,31,0,264,1,1,3,0.0,2,26,55,29,45,False,0,823,,,Oliver Arblaster,0,0,0.0,90,MC,Liverpool,Sheffield United,3,1,22203,2023,651262,0.0,0,0,0,0.0,0.0073589296080172,0.0073589296080172,22203,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,5,31,1.0,MID
0,0,17,0,54.2,823,0.12,0.12,0.0,0.37,318,2,0,8.0,23.8,2024-04-07,90,7,0,0,0,0,32,0,298,1,2,2,2.0,1,30,54,24,45,True,1,823,,,Oliver Arblaster,0,0,0.0,90,MC,Sheffield United,Chelsea,2,2,22212,2023,652580,0.2360435724258422,0,5,0,0.0,0.9459983110427856,0.9262508153915404,22212,Sheffield United,Oliver Arblaster,Oliver Arblaster,3,2,32,1.3,MID
0,0,11,0,3.5,823,0.02,0.02,0.0,1.02,323,2,0,1.1,5.2,2024-04-13,90,4,1,0,0,0,33,0,511,1,0,2,2.0,0,186,222,36,45,False,0,823,,,Oliver Arblaster,0,0,0.0,90,MC,Brentford,Sheffield United,2,0,22217,2023,653223,0.0,0,0,0,0.0,0.218683585524559,0.218683585524559,22217,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,2,33,0.7,MID
0,0,7,0,4.0,823,0.07,0.07,0.0,2.18,338,4,0,1.4,9.6,2024-04-20,90,6,0,0,0,0,34,0,602,1,4,1,0.0,2,53,130,77,45,True,0,823,,,Oliver Arblaster,0,0,0.0,90,DMC,Sheffield United,Burnley,1,4,22232,2023,654869,0.0321021638810634,0,1,0,0.0,0.1429510563611984,0.1429510563611984,22232,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,2,34,2.5,MID
0,0,17,0,6.2,823,0.05,0.05,0.0,2.82,346,5,0,2.4,18.2,2024-04-27,90,15,0,0,0,0,35,0,544,1,1,5,0.0,2,-40,65,105,45,False,0,823,,,Oliver Arblaster,0,0,0.0,90,MC,Newcastle United,Sheffield United,5,1,22240,2023,657028,0.0,0,0,0,0.0,0.2191659808158874,0.2191659808158874,22240,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,4,35,1.0,MID
0,0,20,0,35.4,823,0.52,0.52,0.0,1.49,360,3,0,5.0,14.6,2024-05-04,90,16,0,0,0,0,36,0,574,1,3,1,0.0,2,13,68,55,45,True,0,823,,,Oliver Arblaster,0,0,0.0,90,MC,Sheffield United,Nottingham Forest,1,3,22254,2023,658904,0.6580401659011841,0,3,0,0.0,0.4210524559020996,0.2718065977096557,22254,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,2,36,1.1,MID
0,0,8,0,12.2,823,0.01,0.01,0.0,1.9,363,1,0,1.9,4.8,2024-05-11,62,9,0,0,0,0,37,0,674,1,0,1,2.0,1,71,147,76,45,False,1,823,,,Oliver Arblaster,0,0,0.0,66,MC,Everton,Sheffield United,1,0,22257,2023,660557,0.0177711863070726,0,1,0,0.0,0.1110252812504768,0.1110252812504768,22257,Sheffield United,Oliver Arblaster,Oliver Arblaster,2,2,37,1.3,MID
0,0,10,0,0.6,823,0.0,0.0,0.0,2.17,380,2,0,0.6,5.8,2024-05-19,61,18,0,0,0,0,38,0,753,1,3,0,0.0,2,58,137,79,45,True,0,823,,,Oliver Arblaster,0,0,0.0,67,MC,Sheffield United,Tottenham,0,3,22274,2023,663119,0.0,0,0,0,0.0,0.0420592948794364,0.0420592948794364,22274,Sheffield United,Oliver Arblaster,Oliver Arblaster,3,2,38,0.8,MID
