assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,2,0,0.1,626,0.0,0.0,0.0,0.4,29,0,0,0.2,2.2,2023-08-27,13,15,0,0,0,0,3,0,4054,0,2,1,0.0,1,-251,251,502,4.0,False,0,0,0,0.0,9,Newcastle United,Liverpool,1,2,22304,2023,607710,0.0,0,0,0,0.0,0.0,0.0,Liverpool,4,4,3,0.3,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.3333333333333333,1.0,0.431,0.253,0.316
0,0,3,0,0.1,626,0.0,0.0,0.0,0.08,37,0,0,0.4,3.8,2023-09-03,19,2,0,0,0,0,4,0,5460,0,0,3,0.0,1,632,1139,507,4.0,True,0,0,0,0.0,14,Liverpool,Aston Villa,3,0,21933,2023,609379,0.0,0,0,0,0.0,0.0,0.0,Liverpool,3,5,4,1.0,DEF,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,2.2,0.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.0,0.3839611178614824,1.0,0.577,0.212,0.212
0,0,22,0,1.9,626,0.01,0.01,0.0,0.51,50,1,0,2.6,23.6,2023-09-16,82,20,0,0,0,0,5,0,7418,1,3,1,0.0,2,1058,1807,749,4.0,False,0,0,0,0.0,85,Wolverhampton Wanderers,Liverpool,1,3,21935,2023,610072,0.0,0,0,0,0.0,0.1605861485004425,0.1605861485004425,Liverpool,4,2,5,1.8,DEF,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.4,3.8,0.1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,0.4139280125195618,2.0,0.158,0.189,0.653
0,0,5,0,0.3,626,0.0,0.0,0.0,0.01,117,0,0,0.5,4.4,2023-11-12,1,4,0,0,0,0,12,0,11391,0,0,3,0.0,1,-65,549,614,4.0,True,0,0,0,0.0,1,Liverpool,Brentford,3,0,22011,2023,623849,0.0,0,0,0,0.0,0.0,0.0,Liverpool,2,5,12,0.8,DEF,0.0,0.01,0.01,0.0,0.51,1.0,0.0,2.6,23.6,1.9,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,1.8,0.0,0.0,0.0,0.0,0.33,0.33,0.0,1.07,9.87,0.7,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,1.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973.0,-0.055889939810834,1.0,0.669,0.187,0.144
0,0,4,0,1.4,626,0.01,0.01,0.0,0.53,153,0,0,0.2,1.0,2023-12-09,56,8,0,0,0,0,16,0,11792,1,2,1,0.0,1,236,725,489,4.0,False,0,0,0,0.0,62,Crystal Palace,Liverpool,1,2,22047,2023,628429,0.0,0,0,0,0.0,0.0853547230362892,0.0853547230362892,Liverpool,4,2,16,0.9,DEF,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.5,4.4,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.33,0.0,1.17,10.6,0.77,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,2.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,0.1943986820428336,1.0,0.158,0.211,0.632
0,0,21,1,1.9,626,0.01,0.07,0.06,0.76,185,0,0,1.4,8.2,2023-12-26,90,6,0,0,0,0,19,0,12464,1,2,0,4.0,6,196,627,431,4.0,False,0,0,1,0.035428375005722,90,Burnley,Liverpool,0,2,22079,2023,633021,0.0,0,0,0,0.035428375005722,0.4084608554840088,0.4084608554840088,Liverpool,4,2,19,2.2,DEF,0.0,0.01,0.01,0.0,0.53,0.0,0.0,0.2,1.0,1.4,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.9,0.0,0.01,0.01,0.0,0.35,0.33,0.0,1.1,9.67,1.2,0.0,46.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,1.17,0.0,0.0,0.0,0.0,0.31,0.2,0.0,0.78,7.0,0.76,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.96,672.0,0.1852551984877126,6.0,0.145,0.18,0.675
0,0,13,0,1.3,626,0.01,0.05,0.04,1.33,234,1,0,2.5,19.6,2024-02-10,90,6,0,0,0,0,24,0,16898,1,1,3,4.0,1,2281,3432,1151,4.0,True,1,0,1,0.0633465275168418,90,Liverpool,Burnley,3,1,22128,2023,640089,0.0,0,0,0,0.0633465275168418,0.6812161207199097,0.6812161207199097,Liverpool,2,5,24,0.7,DEF,1.0,0.01,0.07,0.06,0.76,0.0,0.0,1.4,8.2,1.9,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.41,0.41,2.2,0.33,0.01,0.03,0.02,0.43,0.0,0.0,0.7,4.53,1.2,1.33,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.33,2.67,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.16,1.3,0.2,0.01,0.02,0.01,0.38,0.2,0.0,1.02,8.2,1.12,0.8,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,1.6,2.2,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.13,1.34,4434.0,0.4977089242854026,1.0,0.823,0.12,0.057
0,0,12,0,0.8,626,0.01,0.01,0.0,1.03,257,1,0,1.3,12.4,2024-02-21,90,12,0,0,0,0,25,0,19473,1,1,4,0.0,2,2416,5288,2872,4.0,True,0,0,0,0.0,90,Liverpool,Luton,4,1,22151,2023,642837,0.0,0,0,0,0.0,0.575888991355896,0.575888991355896,Liverpool,2,5,25,2.7,DEF,0.0,0.01,0.05,0.04,1.33,1.0,0.0,2.5,19.6,1.3,4.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.68,0.68,0.7,0.33,0.01,0.04,0.03,0.87,0.33,0.0,1.37,9.6,1.53,2.67,78.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.33,2.67,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.39,0.39,1.27,0.2,0.01,0.03,0.02,0.63,0.4,0.0,1.44,11.36,1.36,1.6,63.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.6,1.6,2.2,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.27,0.27,1.28,2575.0,0.296078431372549,2.0,0.791,0.136,0.073
0,0,15,0,1.3,626,0.01,0.03,0.02,1.61,277,1,0,2.8,19.8,2024-03-10,90,13,0,0,0,0,28,0,17273,1,1,1,7.0,2,-810,490,1300,4.0,True,0,0,1,0.0244447272270917,90,Liverpool,Manchester City,1,1,22171,2023,647460,0.0,0,0,0,0.0244447272270917,0.576430082321167,0.5519853830337524,Liverpool,5,5,28,0.5,DEF,0.0,0.01,0.01,0.0,1.03,1.0,0.0,1.3,12.4,0.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,2.7,0.33,0.01,0.04,0.03,1.04,0.67,0.0,1.73,13.4,1.33,2.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,2.33,3.0,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.56,0.56,1.87,0.2,0.01,0.03,0.02,0.73,0.4,0.0,1.18,9.12,1.14,1.6,65.4,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.2,2.2,2.2,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.35,0.35,1.46,-2200.0,-0.4525139664804469,2.0,0.316,0.253,0.431
0,0,14,0,13.8,626,0.02,0.02,0.0,0.44,295,1,0,3.9,23.0,2024-03-31,90,5,0,0,0,0,30,0,20795,1,1,2,2.0,2,2877,4161,1284,4.0,True,0,0,0,0.0,90,Liverpool,Brighton,2,1,22189,2023,650329,0.0271047931164503,0,1,0,0.0,0.8145934343338013,0.8145934343338013,Liverpool,2,5,30,1.8,DEF,0.0,0.01,0.03,0.02,1.61,1.0,0.0,2.8,19.8,1.3,7.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.58,0.55,0.5,0.0,0.01,0.03,0.02,1.32,1.0,0.0,2.2,17.27,1.13,3.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,2.67,1.67,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.61,0.6,1.3,0.2,0.01,0.03,0.02,1.05,0.6,0.0,1.64,12.2,1.34,3.0,83.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.4,1.8,2.4,0.0,0.6,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.47,0.46,1.4,3522.0,0.528374655647383,2.0,0.7,0.173,0.127
