assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,5,0,14.5,706,0.1,0.15,0.05,0.13,47,0,0,1.9,0.4,2023-09-18,14,16,0,0,0,0,5,0,368,0,1,1,4.0,1,155,178,23,5.5,False,0,0,1,0.0486378744244575,12,Nottingham Forest,Burnley,1,1,21944,2023,611609,0.3714017271995544,0,1,0,0.0486378744244575,0.0486378744244575,0.0,Burnley,2,2,5,1.6,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7711442786069652,1.0,0.434,0.278,0.287
0,0,10,0,16.5,706,0.03,0.03,0.0,0.75,54,1,0,2.5,8.6,2023-09-23,70,14,0,0,0,0,6,0,645,0,1,0,0.0,2,109,190,81,5.5,True,0,0,0,0.0,71,Burnley,Manchester United,0,1,21950,2023,612525,0.0366384163498878,0,1,0,0.0,0.0588519722223281,0.0588519722223281,Burnley,3,2,6,0.5,MID,0.0,0.1,0.15,0.05,0.13,0.0,0.0,1.9,0.4,14.5,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.05,0.37,0.0,0.0,1.0,0.0,0.05,0.05,0.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,0.4022140221402214,2.0,0.212,0.24,0.548
0,0,-1,0,0.1,706,0.0,0.21,0.21,1.19,73,2,0,1.1,3.4,2023-10-07,60,7,0,0,0,0,8,0,2394,1,4,1,7.0,2,-876,211,1087,5.5,True,0,0,1,0.4783159494400024,64,Burnley,Chelsea,1,4,21967,2023,616378,0.0,0,0,0,0.4783159494400024,0.5830299258232117,0.1047139540314674,Burnley,3,2,8,0.5,MID,0.0,0.03,0.03,0.0,0.75,1.0,0.0,2.5,8.6,16.5,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.5,0.0,0.06,0.09,0.02,0.44,0.5,0.0,2.2,4.5,15.5,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.5,0.02,0.2,0.0,0.0,1.0,0.0,0.02,0.05,0.03,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.0,-0.674884437596302,2.0,0.198,0.248,0.554
0,0,6,0,23.1,706,0.04,0.08,0.04,2.79,83,2,0,3.3,1.6,2023-10-21,65,4,0,0,0,0,9,0,2285,1,0,3,8.0,2,-362,103,465,5.5,False,0,0,1,0.0710967555642128,70,Brentford,Burnley,3,0,21977,2023,618114,0.0729261711239814,0,2,0,0.0710967555642128,0.1158733516931533,0.0,Burnley,2,2,9,0.5,MID,0.0,0.0,0.21,0.21,1.19,2.0,0.0,1.1,3.4,0.1,7.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,0.48,0.0,0.0,0.0,0.0,0.0,0.48,0.58,0.1,0.5,0.0,0.02,0.12,0.1,0.97,1.5,0.0,1.8,6.0,8.3,3.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.5,2.0,0.0,0.5,0.24,0.02,0.0,0.0,0.5,0.0,0.24,0.32,0.08,0.5,0.0,0.04,0.13,0.09,0.69,1.0,0.0,1.83,4.13,10.37,3.67,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,0.67,1.67,0.0,0.67,0.18,0.14,0.0,0.0,0.67,0.0,0.18,0.23,0.05,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.0,-0.6373239436619719,2.0,0.538,0.248,0.214
0,0,3,0,0.3,706,0.0,0.0,0.0,0.01,93,0,0,0.0,0.0,2023-10-28,9,3,0,0,0,0,10,0,2228,0,1,2,0.0,1,-196,139,335,5.5,False,0,0,0,0.0,6,Bournemouth,Burnley,2,1,21985,2023,619891,0.0,0,0,0,0.0,0.0,0.0,Burnley,2,2,10,0.7,MID,0.0,0.04,0.08,0.04,2.79,2.0,0.0,3.3,1.6,23.1,8.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.07,0.07,0.0,0.0,2.0,0.0,0.07,0.12,0.0,0.5,0.0,0.02,0.14,0.12,1.99,2.0,0.0,2.2,2.5,11.6,7.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.27,0.04,0.0,0.0,1.0,0.0,0.27,0.35,0.05,0.5,0.0,0.02,0.11,0.08,1.58,1.67,0.0,2.3,4.53,13.23,5.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.33,2.0,0.0,0.67,0.18,0.04,0.0,0.0,1.0,0.0,0.18,0.25,0.05,0.5,0.0,0.04,0.12,0.08,1.21,1.25,0.0,2.2,3.5,13.55,4.75,52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.25,1.75,0.0,0.75,0.15,0.12,0.0,0.0,1.0,0.0,0.15,0.2,0.04,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.0,-0.4135021097046413,1.0,0.449,0.262,0.29
0,0,3,0,0.5,706,0.03,0.03,0.0,0.35,102,1,0,0.1,0.4,2023-11-04,4,8,0,0,0,0,11,0,2172,0,2,0,0.0,1,-191,131,322,5.5,True,0,0,0,0.0,2,Burnley,Crystal Palace,0,2,21996,2023,621561,0.0,0,0,0,0.0,0.0,0.0,Burnley,2,2,11,0.8,MID,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.02,0.04,0.02,1.4,1.0,0.0,1.65,0.8,11.7,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,1.5,0.0,0.5,0.04,0.04,0.0,0.0,1.0,0.0,0.04,0.06,0.0,0.6,0.0,0.01,0.1,0.08,1.33,1.33,0.0,1.47,1.67,7.83,5.0,44.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,2.0,1.67,0.0,0.67,0.18,0.02,0.0,0.0,0.67,0.0,0.18,0.23,0.03,0.57,0.0,0.02,0.08,0.06,1.18,1.25,0.0,1.72,3.4,10.0,3.75,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,1.75,0.0,0.5,0.14,0.03,0.0,0.0,0.75,0.0,0.14,0.19,0.04,0.55,0.0,0.03,0.09,0.06,0.97,1.0,0.0,1.76,2.8,10.9,3.8,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.4,1.6,0.0,0.6,0.12,0.1,0.0,0.0,0.8,0.0,0.12,0.16,0.03,0.76,-56.0,-0.4216335540838852,1.0,0.332,0.31,0.358
0,0,4,0,4.6,706,0.23,0.23,0.0,0.03,134,0,0,0.9,2.2,2023-12-02,14,17,0,0,0,0,14,0,2264,0,0,5,2.0,1,-84,129,213,5.5,True,0,0,0,0.0,8,Burnley,Sheffield United,5,0,22028,2023,626478,0.0,0,0,0,0.0,0.0769781842827797,0.0769781842827797,Burnley,2,2,14,0.5,MID,0.0,0.03,0.03,0.0,0.35,1.0,0.0,0.1,0.4,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.02,0.02,0.0,0.18,0.5,0.0,0.05,0.2,0.4,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.02,0.04,0.01,1.05,1.0,0.0,1.13,0.67,7.97,2.67,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1.67,1.33,0.0,0.33,0.02,0.02,0.0,0.0,0.67,0.0,0.02,0.04,0.0,0.67,0.0,0.02,0.08,0.06,1.08,1.25,0.0,1.12,1.35,6.0,3.75,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,1.5,1.5,0.0,0.5,0.14,0.02,0.0,0.0,0.5,0.0,0.14,0.17,0.03,0.62,0.0,0.02,0.07,0.05,1.02,1.2,0.0,1.4,2.8,8.1,3.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,1.2,1.6,0.0,0.4,0.11,0.02,0.0,0.0,0.6,0.0,0.11,0.15,0.03,0.6,92.0,-0.2456140350877192,1.0,0.519,0.259,0.222
0,0,2,0,2.1,706,0.0,0.06,0.06,0.01,149,0,0,1.1,6.4,2023-12-05,20,20,0,0,0,0,15,0,2305,0,0,1,2.0,1,-2,125,127,5.4,False,0,0,1,0.0567403957247734,16,Wolverhampton Wanderers,Burnley,1,0,22042,2023,627897,0.0,0,0,0,0.0567403957247734,0.0,0.0,Burnley,2,2,15,0.0,MID,0.0,0.23,0.23,0.0,0.03,0.0,0.0,0.9,2.2,4.6,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.5,0.0,0.13,0.13,0.0,0.19,0.5,0.0,0.5,1.3,2.55,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.65,0.0,0.09,0.09,0.0,0.13,0.33,0.0,0.33,0.87,1.8,0.67,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.67,0.0,0.08,0.08,0.01,0.8,0.75,0.0,1.08,1.05,7.12,2.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,2.5,1.25,0.0,0.25,0.02,0.02,0.0,0.0,0.5,0.0,0.02,0.05,0.02,0.62,0.0,0.06,0.11,0.05,0.87,1.0,0.0,1.08,1.52,5.72,3.4,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,2.2,1.4,0.0,0.4,0.11,0.01,0.0,0.0,0.4,0.0,0.11,0.16,0.04,0.6,41.0,-0.0079365079365079,1.0,0.509,0.259,0.233
0,0,7,0,0.8,706,0.01,0.01,0.0,1.11,152,0,0,0.5,4.2,2023-12-09,12,5,0,0,0,0,16,0,2303,0,1,1,0.0,1,-32,118,150,5.4,False,0,0,0,0.0,10,Brighton,Burnley,1,1,22046,2023,628717,0.0,0,0,0,0.0,0.0,0.0,Burnley,2,3,16,0.1,MID,0.0,0.0,0.06,0.06,0.01,0.0,0.0,1.1,6.4,2.1,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.15,0.03,0.02,0.0,0.0,1.0,4.3,3.35,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.04,0.25,0.0,0.09,0.11,0.02,0.13,0.33,0.0,0.7,3.0,2.4,1.33,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.43,0.0,0.06,0.08,0.01,0.1,0.25,0.0,0.52,2.25,1.88,1.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,1.0,0.0,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.5,0.0,0.06,0.08,0.02,0.64,0.6,0.0,1.08,2.12,6.12,2.4,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,2.2,1.2,0.0,0.4,0.03,0.01,0.0,0.0,0.4,0.0,0.03,0.04,0.02,0.5,-2.0,-0.1194029850746268,1.0,0.644,0.202,0.155
0,0,2,0,0.1,706,0.0,0.01,0.01,0.27,164,0,0,0.1,0.0,2023-12-16,3,9,0,0,0,0,17,0,2215,0,2,0,1.0,1,-136,60,196,5.4,True,0,0,1,0.0068078828044235,1,Burnley,Everton,0,2,22058,2023,630491,0.0,0,0,0,0.0068078828044235,0.0068078828044235,0.0068078828044235,Burnley,2,2,17,0.3,MID,0.0,0.01,0.01,0.0,1.11,0.0,0.0,0.5,4.2,0.8,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.03,0.03,0.56,0.0,0.0,0.8,5.3,1.45,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.08,0.1,0.02,0.38,0.0,0.0,0.83,4.27,2.5,1.33,15.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.33,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.2,0.0,0.07,0.08,0.01,0.38,0.25,0.0,0.65,3.3,2.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.75,1.0,0.0,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.35,0.0,0.05,0.07,0.01,0.3,0.2,0.0,0.52,2.64,1.66,0.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.8,1.0,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.42,-88.0,-0.53125,1.0,0.281,0.265,0.453
