assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,12,0,0.0,248,0.0,0.0,0.0,2.43,1,1,0,3.3,33.0,2024-08-16,90,0,0,0,0,0,0,0,False,14,0,0,0,0,1,4,215262,1,0,1,0.0,3,0,0,0,5.0,False,0,248,,,Bernd Leno,0,0,0,90,GK,Manchester United,Fulham,1,0,26602,2024,666185,0.0,0,0,0,0,0.0364734828472137,0.0364734828472137,26602,Fulham,Bernd Leno,Bernd Leno,3,3,1,3.1,GK,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,14,0,0.0,248,0.0,0.0,0.0,0.61,15,1,0,2.1,21.2,2024-08-24,90,0,0,0,0,0,0,0,False,11,0,0,0,0,2,3,287111,1,1,2,0.0,3,24728,41404,16676,5.0,True,0,248,,,Bernd Leno,0,0,0,90,GK,Fulham,Leicester,2,1,26614,2024,667945,0.0,0,0,0,0,0.6553217768669128,0.6553217768669128,26614,Fulham,Bernd Leno,Bernd Leno,1,3,2,3.5,GK,3,0.0,0.0,0.0,0.0,2.43,1.0,0.0,3.3,33.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,3.1,0.0,0.0,0.0,0.0,0.81,0.33,0.0,1.1,11.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.33,0.33,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.03,0.0,0.0,0.0,0.0,0.49,0.2,0.0,0.66,6.6,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.62
0,0,14,0,0.0,248,0.0,0.0,0.0,0.45,25,1,0,2.8,27.8,2024-08-31,90,0,0,0,0,0,0,0,False,10,0,0,0,0,3,3,314247,1,1,1,0.0,3,11563,45760,34197,5.0,False,0,248,,,Bernd Leno,0,0,0,90,GK,Ipswich,Fulham,1,1,26625,2024,671795,0.0,0,0,0,0,0.3357647061347961,0.3357647061347961,26625,Fulham,Bernd Leno,Bernd Leno,3,2,3,3.5,GK,3,0.0,0.0,0.0,0.0,0.61,1.0,0.0,2.1,21.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,3.5,0.0,0.0,0.0,0.0,1.01,0.67,0.0,1.8,18.07,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.33,0.67,0.33,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,2.2,0.0,0.0,0.0,0.0,0.61,0.4,0.0,1.08,10.84,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4,0.2,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,1.32
0,0,12,0,0.0,248,0.0,0.0,0.0,0.76,35,1,0,1.9,19.0,2024-09-14,90,0,0,0,0,0,0,0,False,19,0,0,0,0,4,2,291193,1,1,1,0.0,2,-26129,15099,41228,5.0,True,0,248,,,Bernd Leno,0,0,0,90,GK,Fulham,West Ham,1,1,26634,2024,673732,0.0,0,0,0,0,0.0,0.0,26634,Fulham,Bernd Leno,Bernd Leno,2,3,4,2.7,GK,2,0.0,0.0,0.0,0.0,0.45,1.0,0.0,2.8,27.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,3.5,0.0,0.0,0.0,0.0,1.16,1.0,0.0,2.73,27.33,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,0.67,1.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,3.37,0.0,0.0,0.0,0.0,0.7,0.6,0.0,1.64,16.4,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.4,0.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,2.02
0,0,8,0,0.0,248,0.0,0.0,0.0,1.54,44,1,0,2.6,26.2,2024-09-21,90,0,0,0,0,0,0,0,False,15,0,0,0,0,5,4,279737,1,1,3,0.0,2,-14772,6131,20903,5.0,True,1,248,,,Bernd Leno,0,0,0,90,GK,Fulham,Newcastle United,3,1,26646,2024,675713,0.0,0,0,0,0,0.1971915513277053,0.1971915513277053,26646,Fulham,Bernd Leno,Bernd Leno,4,3,5,2.0,GK,2,0.0,0.0,0.0,0.0,0.76,1.0,0.0,1.9,19.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.61,1.0,0.0,2.27,22.67,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.67,1.0,1.0,1.33,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,3.23,0.0,0.0,0.0,0.0,0.85,0.8,0.0,2.02,20.2,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.4,0.8,0.6,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,2.56
0,0,23,1,0.0,248,0.0,0.0,0.0,0.8,59,0,0,0.8,8.0,2024-09-28,90,0,0,0,0,0,0,0,False,16,0,0,0,0,6,1,262776,1,1,0,0.0,5,-19532,8261,27793,5.0,False,1,248,,,Bernd Leno,0,0,0,90,GK,Nottingham Forest,Fulham,0,1,26653,2024,677789,0.0,0,0,0,0,0.224400594830513,0.224400594830513,26653,Fulham,Bernd Leno,Bernd Leno,3,4,6,3.0,GK,5,0.0,0.0,0.0,0.0,1.54,1.0,0.0,2.6,26.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,0.0,0.0,0.0,0.0,0.92,1.0,0.0,2.43,24.33,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.0,1.0,1.0,1.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,2.73,0.0,0.0,0.0,0.0,1.16,1.0,0.0,2.54,25.44,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.2,1.0,0.8,1.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,2.96
0,0,3,0,0.0,248,0.0,0.0,0.0,1.57,69,3,0,2.9,28.8,2024-10-05,90,0,0,0,0,0,0,0,False,13,0,0,0,0,7,4,247901,1,2,3,0.0,2,-17489,4177,21666,5.0,False,0,248,,,Bernd Leno,0,0,0,90,GK,Manchester City,Fulham,3,2,26664,2024,679466,0.0,0,0,0,0,1.3492051362991333,1.3492051362991333,26664,Fulham,Bernd Leno,Bernd Leno,3,4,7,1.8,GK,2,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,8.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,3.0,0.33,0.0,0.0,0.0,1.03,0.67,0.0,1.77,17.73,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.67,2.33,1.0,1.0,1.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,2.57,0.2,0.0,0.0,0.0,0.83,0.8,0.0,2.04,20.44,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.4,2.6,1.0,1.0,1.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,2.94
1,0,14,0,10.0,248,0.02,0.02,0.0,1.68,72,3,0,5.9,49.2,2024-10-19,90,0,0,0,0,0,0,0,False,2,0,0,0,0,8,4,247617,1,3,1,0.0,5,-3297,7556,10853,5.0,True,0,248,,,Bernd Leno,0,0,0,90,GK,Fulham,Aston Villa,1,3,26673,2024,681318,0.0445953160524368,1,1,0,0,0.6409071087837219,0.5963118076324463,26673,Fulham,Bernd Leno,Bernd Leno,3,3,8,4.0,GK,5,0.0,0.0,0.0,0.0,1.57,3.0,0.0,2.9,28.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,1.8,0.33,0.0,0.0,0.0,1.3,1.33,0.0,2.1,21.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.67,3.0,1.0,1.33,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,2.27,0.2,0.0,0.0,0.0,1.02,1.2,0.0,2.2,21.96,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.4,2.8,1.0,1.2,1.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,2.6
0,0,22,0,0.0,248,0.0,0.0,0.0,0.79,87,1,0,3.8,38.2,2024-10-26,90,0,0,0,0,0,0,0,False,8,0,0,0,0,9,4,258713,1,1,1,0.0,3,8683,15872,7189,5.0,False,0,248,,,Bernd Leno,0,0,0,90,GK,Everton,Fulham,1,1,26687,2024,683158,0.0,0,0,0,0,0.2248616814613342,0.2248616814613342,26687,Fulham,Bernd Leno,Bernd Leno,3,3,9,3.3,GK,3,0.0,0.02,0.02,0.0,1.68,3.0,0.0,5.9,49.2,10.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,0.0,0.64,0.6,4.0,0.33,0.01,0.01,0.0,1.35,2.0,0.0,3.2,28.67,3.33,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.0,1.0,2.0,1.33,4.0,0.0,0.0,0.0,0.01,0.33,0.33,0.33,0.0,0.0,0.74,0.72,2.93,0.2,0.0,0.0,0.0,1.27,1.6,0.0,2.82,26.24,2.0,0.0,90.0,0.0,0.0,0.0,0.0,0.4,3.0,1.0,1.6,1.6,3.2,0.0,0.0,0.0,0.01,0.2,0.2,0.2,0.0,0.0,0.48,0.47,2.7
0,0,11,0,0.0,248,0.0,0.0,0.0,0.59,92,1,0,1.3,13.0,2024-11-04,90,0,0,0,0,0,0,0,False,4,0,0,0,0,10,1,266834,1,1,2,0.0,2,6199,14782,8583,5.0,True,0,248,,,Bernd Leno,0,0,0,90,GK,Fulham,Brentford,2,1,26693,2024,686105,0.0,0,0,0,0,0.0,0.0,26693,Fulham,Bernd Leno,Bernd Leno,3,3,10,3.3,GK,2,0.0,0.0,0.0,0.0,0.79,1.0,0.0,3.8,38.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,3.3,0.0,0.01,0.01,0.0,1.35,2.33,0.0,4.2,38.73,3.33,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.67,3.33,0.0,0.0,0.0,0.01,0.33,0.33,0.33,0.0,0.0,0.74,0.72,3.03,0.2,0.0,0.0,0.0,1.28,1.6,0.0,3.2,30.08,2.0,0.0,90.0,0.0,0.0,0.0,0.0,0.4,3.4,1.0,1.6,1.6,3.4,0.0,0.0,0.0,0.01,0.2,0.2,0.2,0.0,0.0,0.53,0.52,2.82
