assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,4,0,1.3,289,0.0,0.05,0.05,0.11,117,0,0,0.6,0.0,2024-11-23,11,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,13224,0,2,1,5.0,1,1202,2244,1042,4.8,True,0,289,,,0,1,0.0670611634850502,7,Sub,Leicester,Chelsea,1,2,26719,2024,688087,0.0,0,0,0,0.0670611634850502,0.0670611634850502,0.0,26719,Leicester,Patson Daka,Patson Daka,3,1,12,-0.2,FWD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,1.2,289,0.0,0.02,0.02,0.1,121,0,0,0.9,2.2,2024-11-30,26,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,16457,0,1,4,6.0,1,2650,3945,1295,4.8,False,0,289,,,0,1,0.0096117267385125,18,Sub,Brentford,Leicester,4,1,26722,2024,690079,0.0,0,0,0,0.0096117267385125,0.0096117267385125,0.0,26722,Leicester,Patson Daka,Patson Daka,1,3,13,0.5,FWD,1,0.0,0.0,0.05,0.05,0.11,0.0,0.0,0.6,0.0,1.3,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,-0.2,0.0,0.0,0.02,0.02,0.04,0.0,0.0,0.2,0.0,0.43,1.67,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,-0.07,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.12,0.0,0.26,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,-0.04
0,2,31,0,3.1,289,0.0,0.14,0.14,1.29,137,1,1,6.4,38.0,2024-12-03,30,0,0,0,0,0,0,0,False,19,0,0,0,0,14,0,22776,0,1,3,23.0,7,5679,7420,1741,4.8,True,0,289,,,1,1,0.3004772961139679,26,Sub,Leicester,West Ham,3,1,26738,2024,691367,0.0,0,0,1,0.3004772961139679,0.3004772961139679,0.0,26738,Leicester,Patson Daka,Patson Daka,2,1,14,2.2,FWD,5,0.0,0.0,0.02,0.02,0.1,0.0,0.0,0.9,2.2,1.2,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.5,0.0,0.0,0.02,0.02,0.07,0.0,0.0,0.5,0.73,0.83,3.67,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,0.67,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.1,0.0,0.0,0.01,0.01,0.04,0.0,0.0,0.3,0.44,0.5,2.2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.06
0,0,3,0,0.4,289,0.0,0.0,0.0,0.31,147,0,0,0.1,0.2,2024-12-08,9,0,0,0,0,0,0,0,False,5,0,0,0,0,15,0,57431,0,2,2,0.0,1,31547,35051,3504,4.8,True,0,289,,,0,0,0.0,7,Sub,Leicester,Brighton,2,2,26751,2024,692785,0.0,0,0,0,0.0,0.0202712547034025,0.0202712547034025,26751,Leicester,Patson Daka,Patson Daka,3,1,15,2.5,FWD,1,0.0,0.0,0.14,0.14,1.29,1.0,1.0,6.4,38.0,3.1,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.0,2.2,0.0,0.0,0.07,0.07,0.5,0.33,0.33,2.63,13.4,1.87,11.33,22.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.67,2.33,0.33,1.0,0.13,0.0,0.0,0.0,0.0,0.33,0.13,0.13,0.0,0.83,0.0,0.0,0.04,0.04,0.3,0.2,0.2,1.58,8.04,1.12,6.8,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,1.4,0.2,0.6,0.08,0.0,0.0,0.0,0.0,0.2,0.08,0.08,0.0,0.5
0,0,1,0,0.0,289,0.0,0.0,0.0,0.51,157,1,0,1.0,10.0,2024-12-14,31,0,0,0,0,0,0,0,False,15,0,0,0,0,16,0,75670,0,0,4,0.0,1,17914,26195,8281,4.8,False,0,289,,,0,0,0.0,29,Sub,Newcastle United,Leicester,4,0,26760,2024,693659,0.0,0,0,0,0.0,0.0,0.0,26760,Leicester,Patson Daka,Patson Daka,1,4,16,2.2,FWD,1,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.1,0.2,0.4,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2.5,0.0,0.0,0.05,0.05,0.57,0.33,0.33,2.47,13.47,1.57,9.67,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,3.0,2.33,0.33,0.67,0.1,0.0,0.0,0.0,0.0,0.33,0.1,0.11,0.01,1.73,0.0,0.0,0.04,0.04,0.36,0.2,0.2,1.6,8.08,1.2,6.8,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,1.6,0.2,0.6,0.08,0.0,0.0,0.0,0.0,0.2,0.08,0.08,0.0,1.0
0,0,4,0,3.6,289,0.0,0.0,0.0,1.91,175,3,0,1.1,5.6,2024-12-26,90,0,0,0,0,0,0,0,False,12,0,0,0,0,18,0,85200,1,1,3,2.0,2,-1673,18491,20164,4.8,False,0,289,,,0,0,0.0,90,FW,Liverpool,Leicester,3,1,26776,2024,696361,0.0,0,0,0,0.0,0.0,0.0,26776,Leicester,Patson Daka,Patson Daka,1,5,18,1.0,FWD,2,0.0,0.0,0.0,0.0,0.51,1.0,0.0,1.0,10.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.05,0.05,0.7,0.67,0.33,2.5,16.07,1.17,7.67,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.33,0.33,0.33,0.1,0.0,0.0,0.0,0.0,0.33,0.1,0.11,0.01,2.3,0.0,0.0,0.04,0.04,0.46,0.4,0.2,1.8,10.08,1.2,6.8,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.8,1.8,0.2,0.6,0.08,0.0,0.0,0.0,0.0,0.2,0.08,0.08,0.0,1.44
0,0,2,0,0.0,289,0.0,0.0,0.0,0.0,187,0,0,0.2,0.0,2024-12-29,5,0,0,0,0,0,0,0,False,13,0,0,0,0,19,0,94838,0,2,0,2.0,1,8430,21638,13208,4.8,True,0,289,,,0,0,0.0,4,Sub,Leicester,Manchester City,0,2,26788,2024,696594,0.0,0,0,0,0.0,0.0,0.0,26788,Leicester,Patson Daka,Patson Daka,4,1,19,1.5,FWD,1,0.0,0.0,0.0,0.0,1.91,3.0,0.0,1.1,5.6,3.6,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.91,1.33,0.0,0.73,5.27,1.33,0.67,43.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,3.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.9,0.0,0.0,0.03,0.03,0.82,1.0,0.2,1.9,11.2,1.66,6.2,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,3.2,2.0,0.2,0.4,0.06,0.0,0.0,0.0,0.0,0.2,0.06,0.07,0.0,1.68
0,0,2,0,1.0,289,0.01,0.01,0.0,0.85,191,0,0,0.0,0.0,2025-01-04,8,0,0,0,0,0,0,0,False,2,0,0,0,0,20,0,94858,0,1,2,0.0,1,-714,17143,17857,4.8,False,0,289,,,0,0,0.0,5,Sub,Aston Villa,Leicester,2,1,26793,2024,697275,0.0,0,0,0,0.0,0.0,0.0,26793,Leicester,Patson Daka,Patson Daka,1,4,20,1.0,FWD,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.81,1.33,0.0,0.77,5.2,1.2,1.33,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,2.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.03,0.03,0.8,1.0,0.2,1.76,10.76,1.42,5.4,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,2.4,2.0,0.2,0.2,0.06,0.0,0.0,0.0,0.0,0.2,0.06,0.06,0.0,1.88
0,0,2,0,1.1,289,0.01,0.26,0.25,0.35,205,1,0,1.8,0.0,2025-01-15,24,0,0,0,0,0,0,0,False,7,0,0,0,0,21,0,95853,0,2,0,18.0,1,-120,13126,13246,4.8,True,0,289,,,0,4,0.2017302364110946,21,Sub,Leicester,Crystal Palace,0,2,26806,2024,699296,0.0,0,0,0,0.2017302364110946,0.2951031029224396,0.0933728516101837,26806,Leicester,Patson Daka,Patson Daka,3,1,21,1.0,FWD,1,0.0,0.01,0.01,0.0,0.85,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.92,1.0,0.0,0.43,1.87,1.53,1.33,34.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.72,0.8,0.0,0.48,3.16,1.0,0.8,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,2.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64
0,0,5,0,1.0,289,0.01,0.01,0.0,0.41,216,0,0,0.3,0.4,2025-01-18,19,0,0,0,0,0,0,0,False,9,0,0,0,0,22,0,93310,0,2,0,2.0,1,-2628,7254,9882,4.8,True,0,289,,,0,0,0.0,17,Sub,Leicester,Fulham,0,2,26817,2024,700032,0.0,0,0,0,0.0,0.0,0.0,26817,Leicester,Patson Daka,Patson Daka,3,1,22,0.0,FWD,1,0.0,0.01,0.26,0.25,0.35,1.0,0.0,1.8,0.0,1.1,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.09,1.0,0.0,0.01,0.09,0.08,0.4,0.33,0.0,0.67,0.0,0.7,6.67,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.67,1.0,0.0,1.33,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.03,1.17,0.0,0.0,0.05,0.05,0.72,1.0,0.0,0.82,3.12,1.14,4.4,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.8,1.2,0.0,0.8,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.02,1.34
