assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,8.0,0.0,4.8,359.0,0.01,0.01,0.0,0.87,25.0,1.0,0.0,0.9,4.6,2024-08-31,69.0,False,9.0,0.0,0.0,0.0,0.0,3.0,0.0,8123.0,1.0,1.0,1.0,0.0,2.0,-715.0,490.0,1205.0,50.0,True,0.0,0.0,0.0,0.0,72.0,Ipswich,Fulham,1.0,1.0,26625.0,2024.0,671786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich,3.0,2.0,3.0,0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.0,1.0,14.8,359.0,0.03,0.03,0.0,1.66,33.0,0.0,0.0,3.1,15.8,2024-09-14,90.0,False,5.0,0.0,0.0,0.0,0.0,4.0,0.0,8378.0,1.0,0.0,0.0,0.0,2.0,-296.0,753.0,1049.0,50.0,False,1.0,0.0,0.0,0.0,90.0,Brighton,Ipswich,0.0,0.0,26633.0,2024.0,673662.0,0.0180300530046224,0.0,1.0,0.0,0.0,0.0231480505317449,0.0231480505317449,Ipswich,2.0,3.0,4.0,0.5,MID,0.0,0.01,0.01,0.0,0.87,1.0,0.0,0.9,4.6,4.8,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8123.0
0.0,0.0,18.0,0.0,2.8,359.0,0.02,0.04,0.02,0.67,56.0,2.0,0.0,2.3,13.6,2024-09-29,68.0,False,2.0,0.0,0.0,0.0,0.0,6.0,0.0,7253.0,1.0,2.0,2.0,7.0,2.0,-1390.0,74.0,1464.0,50.0,True,0.0,0.0,1.0,0.0185753908008337,72.0,Ipswich,Aston Villa,2.0,2.0,26659.0,2024.0,678365.0,0.0,0.0,0.0,0.0,0.0185753908008337,0.1763113290071487,0.1763113290071487,Ipswich,3.0,2.0,6.0,0.6,MID,1.0,0.04,0.04,0.0,2.53,1.0,0.0,4.0,20.4,19.6,0.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.02,0.02,0.7,16501.0
0.0,0.0,10.0,0.0,1.7,359.0,0.02,0.05,0.03,3.62,70.0,4.0,0.0,1.0,6.8,2024-10-05,73.0,False,19.0,0.0,0.0,0.0,0.0,7.0,0.0,7458.0,1.0,1.0,4.0,1.0,2.0,8.0,624.0,616.0,49.0,False,0.0,0.0,1.0,0.0218622460961341,77.0,West Ham,Ipswich,4.0,1.0,26665.0,2024.0,679504.0,0.0,0.0,0.0,0.0,0.0218622460961341,0.3929031789302826,0.3710409104824066,Ipswich,2.0,2.0,7.0,1.0,MID,1.0,0.05,0.07,0.02,2.33,2.0,0.0,5.4,29.4,17.6,7.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,1.0,0.02,0.02,0.0,1.0,0.0,0.02,0.2,0.2,1.1,15631.0
0.0,0.0,12.0,0.0,18.5,359.0,0.12,0.26,0.14,1.17,73.0,2.0,0.0,2.5,3.6,2024-10-19,70.0,False,8.0,0.0,0.0,0.0,0.0,8.0,0.0,7651.0,1.0,2.0,0.0,3.0,2.0,37.0,451.0,414.0,49.0,True,0.0,0.0,1.0,0.0840629637241363,77.0,Ipswich,Everton,0.0,2.0,26674.0,2024.0,681418.0,0.0767478197813034,0.0,1.0,0.0,0.0840629637241363,0.3734568059444427,0.3734568059444427,Ipswich,2.0,2.0,8.0,2.0,MID,0.0,0.04,0.09,0.05,4.29,6.0,0.0,3.3,20.4,4.5,8.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,4.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,0.04,0.57,0.55,1.6,14711.0
0.0,0.0,13.0,0.0,6.6,359.0,0.01,0.01,0.0,4.11,83.0,4.0,0.0,3.1,24.0,2024-10-26,90.0,False,4.0,0.0,0.0,0.0,0.0,9.0,0.0,7593.0,1.0,3.0,4.0,0.0,2.0,-140.0,262.0,402.0,49.0,False,0.0,0.0,0.0,0.0,90.0,Brentford,Ipswich,4.0,3.0,26685.0,2024.0,683010.0,0.0,0.0,0.0,0.0,0.0,0.4651331305503845,0.4651331305503845,Ipswich,2.0,4.0,9.0,2.0,MID,0.0,0.16,0.35,0.19,5.46,8.0,0.0,5.8,24.0,23.0,11.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,6.0,0.0,3.0,0.12,0.08,0.0,1.0,0.0,0.12,0.94,0.92,3.6,22362.0
0.0,0.0,0.0,0.0,6.5,359.0,0.01,0.13,0.12,0.39,93.0,1.0,0.0,1.8,0.0,2024-11-02,76.0,False,11.0,0.0,0.0,0.0,1.0,10.0,0.0,7982.0,1.0,1.0,1.0,14.0,-1.0,251.0,755.0,504.0,49.0,True,0.0,0.0,3.0,0.1913090646266937,79.0,Ipswich,Leicester,1.0,1.0,26695.0,2024.0,684997.0,0.0,0.0,0.0,0.0,0.1913090646266937,0.137457937002182,0.0653064548969268,Ipswich,2.0,2.0,10.0,1.0,MID,0.0,0.15,0.32,0.17,8.9,10.0,0.0,6.6,34.4,26.8,4.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,6.0,0.0,2.0,0.11,0.08,0.0,1.0,0.0,0.11,1.23,1.21,5.0,22702.0
0.0,0.0,5.0,0.0,1.3,359.0,0.01,0.01,0.0,0.09,166.0,0.0,0.0,0.6,4.2,2024-12-21,28.0,False,15.0,0.0,0.0,0.0,0.0,17.0,0.0,6001.0,0.0,4.0,0.0,0.0,1.0,-89.0,96.0,185.0,48.0,True,0.0,0.0,0.0,0.0,23.0,Ipswich,Newcastle United,0.0,4.0,26771.0,2024.0,695334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich,3.0,2.0,17.0,0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,6.4,359.0,0.02,0.04,0.02,1.94,171.0,1.0,0.0,2.5,16.6,2024-12-27,90.0,False,1.0,0.0,0.0,0.0,0.0,18.0,0.0,5934.0,1.0,0.0,1.0,2.0,2.0,-92.0,91.0,183.0,48.0,False,0.0,0.0,1.0,0.0155161684378981,90.0,Arsenal,Ipswich,1.0,0.0,26773.0,2024.0,696416.0,0.0,0.0,0.0,0.0,0.0155161684378981,0.078332744538784,0.0628165751695633,Ipswich,2.0,5.0,18.0,0.0,MID,0.0,0.01,0.01,0.0,0.09,0.0,0.0,0.6,4.2,1.3,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6001.0
0.0,0.0,3.0,0.0,0.2,359.0,0.0,0.0,0.0,0.15,186.0,0.0,0.0,0.1,0.4,2024-12-30,13.0,False,6.0,0.0,0.0,0.0,0.0,19.0,0.0,5958.0,0.0,0.0,2.0,0.0,1.0,-15.0,153.0,168.0,48.0,True,0.0,0.0,0.0,0.0,8.0,Ipswich,Chelsea,2.0,0.0,26787.0,2024.0,696901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich,4.0,2.0,19.0,0.2,MID,0.0,0.03,0.05,0.02,2.03,1.0,0.0,3.1,20.8,7.7,2.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.02,0.08,0.06,0.2,11935.0
