assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,13.0,1.0,41.7,434.0,0.2,0.27,0.07,0.63,6.0,0.0,0.0,8.2,12.2,2024-08-17,71.0,False,3.0,0.0,0.0,0.0,0.0,1.0,0.0,315296.0,1.0,1.0,1.0,28.0,3.0,0.0,0.0,0.0,55.0,True,0.0,0.0,2.0,0.1155187785625457,84.0,Nottingham Forest,Bournemouth,1.0,1.0,26607.0,2024.0,666394.0,0.1419255137443542,0.0,3.0,0.0,0.1155187785625457,0.2079981118440628,0.0758776366710662,Nottingham Forest,3.0,3.0,1.0,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,24.0,1.0,53.9,434.0,0.34,0.38,0.04,0.14,18.0,0.0,0.0,9.6,21.0,2024-08-24,90.0,False,17.0,0.0,0.0,0.0,0.0,2.0,0.0,328588.0,1.0,1.0,0.0,21.0,3.0,-4444.0,20746.0,25190.0,55.0,False,0.0,0.0,1.0,0.0481732785701751,90.0,Southampton,Nottingham Forest,0.0,1.0,26616.0,2024.0,668063.0,0.4257808029651642,0.0,4.0,0.0,0.0481732785701751,0.8340303897857666,0.7265807390213013,Nottingham Forest,3.0,2.0,2.0,3.5,MID,1.0,0.2,0.27,0.07,0.63,0.0,0.0,8.2,12.2,41.7,28.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,0.12,0.14,0.0,3.0,0.0,0.12,0.21,0.08,2.0,315296.0
0.0,0.0,9.0,0.0,2.8,434.0,0.05,0.2,0.15,0.71,29.0,1.0,0.0,2.0,3.6,2024-08-31,79.0,False,20.0,0.0,0.0,0.0,0.0,3.0,0.0,287806.0,1.0,1.0,1.0,14.0,2.0,-44001.0,18379.0,62380.0,55.0,True,0.0,0.0,3.0,0.1855857670307159,82.0,Nottingham Forest,Wolverhampton Wanderers,1.0,1.0,26627.0,2024.0,671852.0,0.0,0.0,0.0,0.0,0.1855857670307159,0.8410632610321045,0.6554775238037109,Nottingham Forest,2.0,3.0,3.0,2.7,MID,2.0,0.54,0.65,0.11,0.77,0.0,0.0,17.8,33.2,95.6,49.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,3.0,0.16,0.57,0.0,7.0,0.0,0.16,1.04,0.8,5.5,643884.0
0.0,1.0,27.0,0.0,2.0,434.0,0.02,0.09,0.07,0.2,36.0,0.0,1.0,4.8,35.0,2024-09-14,36.0,False,12.0,0.0,0.0,0.0,0.0,4.0,0.0,212968.0,0.0,1.0,0.0,11.0,7.0,-76814.0,7366.0,84180.0,54.0,False,0.0,1.0,1.0,0.0536222159862518,33.0,Liverpool,Nottingham Forest,0.0,1.0,26635.0,2024.0,673793.0,0.0,0.0,0.0,1.0,0.0536222159862518,0.1516729742288589,0.0980507582426071,Nottingham Forest,3.0,5.0,4.0,3.3,MID,2.0,0.59,0.85,0.26,1.48,1.0,0.0,19.8,36.8,98.4,63.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,8.0,0.0,6.0,0.35,0.57,0.0,7.0,0.0,0.35,1.88,1.46,8.2,931690.0
1.0,0.0,18.0,0.0,11.6,434.0,0.03,0.14,0.11,0.94,42.0,2.0,0.0,3.5,8.4,2024-09-22,90.0,False,5.0,0.0,0.0,0.0,0.0,5.0,0.0,244528.0,1.0,2.0,2.0,15.0,4.0,25497.0,41326.0,15829.0,54.0,False,1.0,0.0,1.0,0.0691234245896339,90.0,Brighton,Nottingham Forest,2.0,2.0,26650.0,2024.0,676320.0,0.0897669792175293,0.0,1.0,0.0,0.0691234245896339,0.6080609560012817,0.4491705894470215,Nottingham Forest,3.0,3.0,5.0,4.0,MID,1.0,0.41,0.67,0.26,1.05,1.0,1.0,16.4,59.6,58.7,46.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,12.0,1.0,5.0,0.29,0.43,0.0,4.0,1.0,0.29,1.83,1.48,9.5,829362.0
0.0,0.0,3.0,0.0,15.8,434.0,0.1,0.25,0.15,0.19,59.0,0.0,0.0,2.6,2.6,2024-09-28,33.0,False,9.0,0.0,0.0,0.0,0.0,6.0,0.0,265828.0,0.0,1.0,0.0,8.0,1.0,18733.0,51999.0,33266.0,54.0,True,0.0,0.0,1.0,0.0819641053676605,31.0,Nottingham Forest,Fulham,0.0,1.0,26653.0,2024.0,677787.0,0.125615581870079,0.0,1.0,0.0,0.0819641053676605,0.0819641053676605,0.0,Nottingham Forest,3.0,3.0,6.0,4.0,MID,0.0,0.1,0.43,0.33,1.85,3.0,1.0,10.3,47.0,16.4,40.0,205.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,13.0,1.0,5.0,0.31,0.09,0.0,1.0,1.0,0.31,1.6,1.2,10.0,745302.0
0.0,0.0,14.0,0.0,41.4,434.0,0.1,0.1,0.0,1.24,65.0,1.0,0.0,5.9,12.0,2024-10-06,81.0,False,6.0,0.0,0.0,0.0,0.0,7.0,0.0,237279.0,1.0,1.0,1.0,6.0,2.0,-28286.0,16616.0,44902.0,54.0,False,0.0,0.0,0.0,0.0,83.0,Chelsea,Nottingham Forest,1.0,1.0,26668.0,2024.0,680158.0,0.3507509529590606,0.0,3.0,0.0,0.0,0.402302622795105,0.0515516884624958,Nottingham Forest,3.0,4.0,7.0,3.5,MID,0.0,0.15,0.48,0.33,1.33,2.0,1.0,10.9,46.0,29.4,34.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,12.0,1.0,3.0,0.2,0.22,0.0,2.0,1.0,0.2,0.84,0.55,11.3,723324.0
0.0,0.0,16.0,1.0,23.8,434.0,0.07,0.14,0.07,0.97,77.0,0.0,0.0,4.1,6.0,2024-10-21,83.0,False,7.0,0.0,0.0,0.0,0.0,8.0,0.0,236804.0,1.0,0.0,1.0,11.0,3.0,-3264.0,19769.0,23033.0,54.0,True,0.0,0.0,2.0,0.0876693353056907,86.0,Nottingham Forest,Crystal Palace,1.0,0.0,26677.0,2024.0,682443.0,0.0340650118887424,0.0,1.0,0.0,0.0876693353056907,0.7869514226913452,0.6652171015739441,Nottingham Forest,3.0,3.0,8.0,2.0,MID,0.0,0.23,0.49,0.26,2.37,3.0,0.0,12.0,23.0,68.8,29.0,204.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,7.0,0.0,2.0,0.15,0.57,0.0,5.0,0.0,0.15,1.09,0.5,11.5,747635.0
0.0,0.0,14.0,0.0,15.1,434.0,0.03,0.11,0.08,0.7,88.0,1.0,0.0,4.9,16.8,2024-10-25,75.0,False,11.0,0.0,0.0,0.0,0.0,9.0,0.0,209433.0,1.0,3.0,1.0,17.0,2.0,-26660.0,4415.0,31075.0,54.0,False,0.0,0.0,2.0,0.101536326110363,78.0,Leicester,Nottingham Forest,1.0,3.0,26682.0,2024.0,682644.0,0.0238457638770341,0.0,1.0,0.0,0.101536326110363,0.3215074241161346,0.2156259715557098,Nottingham Forest,3.0,2.0,9.0,1.7,MID,1.0,0.27,0.49,0.22,2.4,1.0,0.0,12.6,20.6,81.0,25.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,3.0,0.17,0.51,0.0,5.0,0.0,0.17,1.27,0.72,9.5,739911.0
0.0,2.0,39.0,1.0,49.7,434.0,0.15,0.42,0.27,0.13,97.0,0.0,1.0,13.2,44.4,2024-11-02,88.0,False,19.0,0.0,0.0,0.0,0.0,10.0,0.0,208953.0,1.0,0.0,3.0,38.0,10.0,-2798.0,17277.0,20075.0,54.0,True,0.0,1.0,4.0,0.2691994905471802,90.0,Nottingham Forest,West Ham,3.0,0.0,26698.0,2024.0,685062.0,0.0755029171705246,0.0,4.0,1.0,0.2691994905471802,1.380231499671936,1.074218988418579,Nottingham Forest,2.0,3.0,10.0,5.0,MID,1.0,0.2,0.35,0.15,2.91,2.0,0.0,14.9,34.8,80.3,34.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,7.0,0.0,4.0,0.19,0.41,0.0,5.0,0.0,0.19,1.51,0.93,7.2,683516.0
