assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,-2.0,0.0,0.9,106.0,0.01,0.14,0.13,0.5,8.0,1.0,0.0,1.6,6.8,2024-08-18,73.0,False,7.0,0.0,0.0,0.0,0.0,1.0,0.0,6235.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,55.0,True,0.0,0.0,1.0,0.0786547511816024,77.0,Brentford,Crystal Palace,2.0,1.0,26609.0,2024.0,666803.0,0.0,0.0,0.0,0.0,0.0786547511816024,0.0786547511816024,0.0,Brentford,3.0,4.0,1.0,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,0.5,106.0,0.0,0.0,0.0,0.13,16.0,0.0,0.0,0.1,0.0,2024-08-25,17.0,False,12.0,0.0,0.0,0.0,0.0,2.0,0.0,6818.0,0.0,0.0,2.0,0.0,1.0,-607.0,374.0,981.0,55.0,False,0.0,0.0,0.0,0.0,15.0,Liverpool,Brentford,2.0,0.0,26621.0,2024.0,668975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,2.0,5.0,2.0,1.0,MID,0.0,0.01,0.14,0.13,0.5,1.0,0.0,1.6,6.8,0.9,8.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,2.0,6235.0
1.0,0.0,16.0,1.0,13.3,106.0,0.0,0.23,0.23,1.04,22.0,0.0,0.0,4.6,5.4,2024-08-31,74.0,False,17.0,0.0,0.0,0.0,0.0,3.0,0.0,6776.0,1.0,1.0,3.0,27.0,6.0,-571.0,544.0,1115.0,55.0,True,0.0,0.0,2.0,0.3795889019966125,78.0,Brentford,Southampton,3.0,1.0,26623.0,2024.0,671731.0,0.0993802845478057,0.0,1.0,0.0,0.3795889019966125,1.9166853427886963,1.4377161264419556,Brentford,2.0,4.0,3.0,3.5,MID,0.0,0.01,0.14,0.13,0.63,1.0,0.0,1.7,6.8,1.4,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,3.0,13053.0
0.0,0.0,8.0,0.0,12.0,106.0,0.02,0.02,0.0,1.49,37.0,0.0,0.0,2.2,8.4,2024-09-14,45.0,False,13.0,0.0,0.0,0.0,0.0,4.0,0.0,7320.0,0.0,1.0,2.0,2.0,1.0,-364.0,795.0,1159.0,55.0,False,0.0,0.0,0.0,0.0,45.0,Manchester City,Brentford,2.0,1.0,26637.0,2024.0,673700.0,0.0295312516391277,0.0,1.0,0.0,0.0,0.0420255623757839,0.0420255623757839,Brentford,2.0,4.0,4.0,1.5,MID,1.0,0.01,0.37,0.36,1.67,1.0,0.0,6.3,12.2,14.7,35.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,0.0,3.0,0.46,0.1,0.0,1.0,0.0,0.46,2.0,1.44,6.5,19829.0
0.0,0.0,3.0,0.0,0.3,106.0,0.0,0.06,0.06,0.51,49.0,1.0,0.0,2.7,7.2,2024-09-21,27.0,False,18.0,0.0,0.0,0.0,0.0,5.0,0.0,17286.0,0.0,1.0,3.0,19.0,1.0,9209.0,11999.0,2790.0,54.0,False,0.0,0.0,1.0,0.0468297973275184,23.0,Tottenham,Brentford,3.0,1.0,26648.0,2024.0,675804.0,0.0,0.0,0.0,0.0,0.0468297973275184,0.0,0.0,Brentford,2.0,4.0,5.0,2.2,MID,1.0,0.02,0.25,0.23,2.66,0.0,0.0,6.9,13.8,25.8,29.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,8.0,0.0,2.0,0.38,0.13,0.0,2.0,0.0,0.38,1.96,1.48,6.0,20914.0
0.0,0.0,7.0,0.0,1.3,106.0,0.02,0.02,0.0,0.88,53.0,1.0,0.0,1.4,8.4,2024-09-28,59.0,False,19.0,0.0,0.0,0.0,0.0,6.0,0.0,16833.0,1.0,1.0,1.0,4.0,1.0,-183.0,5966.0,6149.0,54.0,True,0.0,0.0,0.0,0.0,61.0,Brentford,West Ham,1.0,1.0,26656.0,2024.0,677868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,2.0,4.0,6.0,1.0,MID,1.0,0.02,0.31,0.29,3.04,1.0,0.0,9.5,21.0,25.6,48.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,8.0,0.0,3.0,0.43,0.13,0.0,2.0,0.0,0.43,1.96,1.48,7.2,31382.0
0.0,0.0,6.0,0.0,0.3,106.0,0.0,0.54,0.54,0.7,63.0,2.0,0.0,5.5,8.6,2024-10-05,76.0,False,20.0,0.0,0.0,0.0,0.0,7.0,0.0,14061.0,1.0,3.0,5.0,46.0,2.0,-2854.0,871.0,3725.0,54.0,True,0.0,0.0,2.0,0.5873571038246155,81.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679555.0,0.0,0.0,0.0,0.0,0.5873571038246155,0.5873571038246155,0.0,Brentford,2.0,4.0,7.0,1.2,MID,0.0,0.04,0.1,0.06,2.88,2.0,0.0,6.3,24.0,13.6,25.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,1.0,0.05,0.03,0.0,1.0,0.0,0.05,0.04,0.04,4.7,41439.0
0.0,0.0,0.0,0.0,3.0,106.0,0.01,0.1,0.09,1.14,75.0,2.0,0.0,0.6,0.0,2024-10-19,73.0,False,14.0,0.0,0.0,0.0,0.0,8.0,0.0,12126.0,1.0,1.0,2.0,4.0,2.0,-2044.0,403.0,2447.0,53.0,False,0.0,0.0,1.0,0.1228113621473312,81.0,Manchester United,Brentford,2.0,1.0,26675.0,2024.0,681313.0,0.0,0.0,0.0,0.0,0.1228113621473312,0.1562994718551635,0.0334881208837032,Brentford,2.0,3.0,8.0,1.7,MID,0.0,0.02,0.62,0.6,2.09,4.0,0.0,9.6,24.2,1.9,69.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,4.0,0.0,3.0,0.63,0.0,0.0,0.0,0.0,0.63,0.59,0.0,4.4,48180.0
0.0,0.0,3.0,0.0,0.0,106.0,0.0,0.14,0.14,0.16,83.0,1.0,0.0,1.2,1.0,2024-10-26,13.0,False,10.0,0.0,0.0,0.0,0.0,9.0,0.0,11870.0,0.0,3.0,4.0,11.0,1.0,-368.0,1060.0,1428.0,53.0,True,0.0,0.0,1.0,0.1011518612504005,5.0,Brentford,Ipswich,4.0,3.0,26685.0,2024.0,683003.0,0.0,0.0,0.0,0.0,0.1011518612504005,0.1011518612504005,0.0,Brentford,2.0,4.0,9.0,1.7,MID,0.0,0.03,0.66,0.63,2.72,5.0,0.0,7.5,17.0,4.6,54.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,5.0,0.0,3.0,0.71,0.0,0.0,0.0,0.0,0.71,0.74,0.03,3.9,43020.0
0.0,0.0,3.0,0.0,4.8,106.0,0.0,0.0,0.0,0.62,92.0,2.0,0.0,0.9,3.8,2024-11-04,18.0,False,9.0,0.0,0.0,0.0,0.0,10.0,0.0,10149.0,0.0,1.0,2.0,0.0,1.0,-1736.0,276.0,2012.0,52.0,False,0.0,0.0,0.0,0.0,16.0,Fulham,Brentford,2.0,1.0,26693.0,2024.0,686133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,2.0,3.0,10.0,1.3,MID,0.0,0.01,0.78,0.77,2.0,5.0,0.0,7.3,9.6,3.3,61.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,5.0,0.0,4.0,0.81,0.0,0.0,0.0,0.0,0.81,0.84,0.03,4.6,38057.0
