assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event
0,0,9,0,1.1,85,0.02,0.02,0.0,1.3,6,1,0,1.7,15.6,2024-08-17,90,0,0,0,0,0,0,0,False,16,0,0,0,0,1,0,37460,1,1,1,0.0,2,0,0,0,45,False,0,85,0,0,0.0,90,DC,Nottingham Forest,Bournemouth,1,1,26607,2024,666404,0.0,0,0,0,0.0,0.0954376831650734,0.0954376831650734,11486,Bournemouth,3,4,1
0,0,13,0,0.6,85,0.01,0.01,0.0,1.61,12,1,0,1.7,16.6,2024-08-25,90,0,0,0,0,0,0,0,False,15,0,0,0,0,2,0,38888,1,1,1,0.0,2,-1810,979,2789,45,True,0,85,0,0,0.0,90,DC,Bournemouth,Newcastle United,1,1,26620,2024,668703,0.0,0,0,0,0.0,0.0425116792321205,0.0425116792321205,11486,Bournemouth,4,3,2
0,0,6,0,0.2,85,0.0,0.19,0.19,1.97,24,2,0,3.1,20.8,2024-08-31,90,0,0,0,0,0,0,0,False,8,0,0,0,0,3,0,44244,1,3,2,10.0,1,2938,6849,3911,45,False,0,85,0,1,0.1287432610988617,90,DC,Everton,Bournemouth,2,3,26624,2024,671767,0.0,0,0,0,0.1287432610988617,0.3649641573429107,0.3649641573429107,11486,Bournemouth,3,3,3
0,0,8,0,10.5,85,0.01,0.01,0.0,0.78,32,1,0,1.9,8.8,2024-09-14,90,0,0,0,0,0,0,0,False,6,0,0,0,0,4,0,38452,1,1,0,0.0,2,-6158,1724,7882,45,True,0,85,0,0,0.0,90,DC,Bournemouth,Chelsea,0,1,26639,2024,674149,0.061547540128231,0,1,0,0.0,0.1271997690200805,0.0656522288918495,11486,Bournemouth,3,3,4
0,0,10,0,1.3,85,0.01,0.01,0.0,2.06,46,3,0,3.3,31.4,2024-09-21,90,0,0,0,0,0,0,0,False,12,0,0,0,0,5,0,36971,1,0,3,0.0,1,-2055,758,2813,45,False,0,85,0,0,0.0,90,DC,Liverpool,Bournemouth,3,0,26645,2024,675700,0.0,0,0,0,0.0,0.0879003405570983,0.0879003405570983,11486,Bournemouth,3,5,5
0,0,6,0,1.0,85,0.0,0.0,0.0,0.6,52,1,0,1.1,9.6,2024-09-30,90,0,0,0,0,0,0,0,False,17,0,0,0,0,6,0,40745,1,1,3,0.0,2,2861,6433,3572,45,True,0,85,0,0,0.0,90,DC,Bournemouth,Southampton,3,1,26661,2024,678925,0.0,0,0,0,0.0,0.2761843204498291,0.2761843204498291,11486,Bournemouth,1,3,6
0,0,10,0,0.9,85,0.01,0.12,0.11,0.79,68,1,0,1.5,10.4,2024-10-05,90,0,0,0,0,0,0,0,False,11,0,0,0,0,7,0,40351,1,0,1,4.0,2,-528,2660,3188,45,False,0,85,0,1,0.274906724691391,90,DC,Leicester,Bournemouth,1,0,26663,2024,679438,0.0,0,0,0,0.274906724691391,0.7293995022773743,0.7293995022773743,11486,Bournemouth,3,1,7
0,0,22,1,1.9,85,0.02,0.02,0.0,0.68,71,0,0,0.9,6.6,2024-10-19,90,0,0,0,0,0,0,0,False,1,0,0,0,0,8,0,36469,1,0,2,0.0,6,-4117,276,4393,45,True,0,85,0,0,0.0,90,DC,Bournemouth,Arsenal,2,0,26680,2024,681566,0.0,0,0,0,0.0,0.0959952622652053,0.0959952622652053,11486,Bournemouth,5,3,8
0,0,10,0,0.7,85,0.03,0.03,0.0,1.81,82,1,0,2.4,23.0,2024-10-26,90,0,0,0,0,0,0,0,False,2,0,0,0,0,9,0,38935,1,1,1,0.0,2,1968,3414,1446,44,False,0,85,0,0,0.0,90,DC,Aston Villa,Bournemouth,1,1,26684,2024,682978,0.0,0,0,0,0.0,0.0437874607741832,0.0437874607741832,11486,Bournemouth,3,4,9
0,0,13,0,0.3,85,0.0,0.0,0.0,1.56,91,1,0,1.6,15.8,2024-11-02,90,0,0,0,0,0,0,0,False,13,0,0,0,0,10,0,38197,1,1,2,0.0,2,-987,2425,3412,44,True,0,85,0,0,0.0,90,DC,Bournemouth,Manchester City,2,1,26692,2024,684966,0.0,0,0,0,0.0,0.4582363069057464,0.4582363069057464,11486,Bournemouth,4,3,10
