assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event
0,0,21,0,17.0,527,0.04,0.83,0.79,1.76,7,1,1,7.4,40.4,2024-08-17,73,0,0,0,0,0,0,0,False,2,0,0,0,0,1,0,139323,1,2,1,17.0,6,0,0,0,60,True,1,527,1,1,0.7611688375473022,77,MC,West Ham,Aston Villa,1,2,26608,2024,666455,0.0766145586967468,0,1,0,0.0,0.2466092854738235,0.2466092854738235,7365,West Ham,3,2,1
0,0,13,1,7.8,527,0.02,0.15,0.13,1.35,14,0,0,3.0,13.0,2024-08-24,90,0,0,0,0,0,0,0,False,7,0,0,0,0,2,0,224261,1,2,0,9.0,3,35655,53577,17922,60,False,0,527,0,3,0.1127109229564666,90,MC,Crystal Palace,West Ham,0,2,26613,2024,667936,0.0,0,0,0,0.1127109229564666,0.3392356932163238,0.2449072897434234,7365,West Ham,2,3,2
0,0,9,0,7.4,527,0.07,0.07,0.0,3.0,30,3,0,1.7,6.0,2024-08-31,90,0,0,0,0,0,0,0,False,13,0,0,0,0,3,0,209489,1,3,1,4.0,2,-21398,30924,52322,60,True,0,527,0,0,0.0,90,AMC,West Ham,Manchester City,1,3,26628,2024,672009,0.0,0,0,0,0.0,0.1760442107915878,0.1760442107915878,7365,West Ham,4,2,3
0,0,-2,0,16.1,527,0.07,0.09,0.02,0.76,35,0,0,1.7,0.0,2024-09-14,45,0,0,0,0,0,0,0,False,9,0,0,0,0,4,0,216466,0,1,1,1.0,1,-3300,35030,38330,60,False,0,527,0,1,0.0163952279835939,43,Sub,Fulham,West Ham,1,1,26634,2024,673759,0.0409999378025531,0,1,0,0.0163952279835939,0.0163952279835939,0.0,7365,West Ham,2,3,4
0,0,7,0,16.4,527,0.06,0.14,0.08,1.51,50,3,0,3.9,3.6,2024-09-21,71,0,0,0,0,0,0,0,False,6,0,0,0,0,5,0,200514,1,3,0,19.0,2,-18021,10261,28282,60,True,0,527,0,2,0.1035387888550758,74,MC,West Ham,Chelsea,0,3,26642,2024,675282,0.0315028727054595,0,1,0,0.1035387888550758,0.0,0.0,7365,West Ham,3,2,5
0,0,11,0,31.3,527,0.07,0.1,0.03,0.33,53,1,0,4.4,9.4,2024-09-28,75,0,0,0,0,0,0,0,False,4,0,0,0,0,6,0,180705,1,1,1,3.0,2,-21942,9518,31460,60,False,0,527,0,1,0.0103592574596405,77,MC,Brentford,West Ham,1,1,26656,2024,677883,0.0774367973208427,0,2,0,0.0103592574596405,0.0991795286536216,0.0364589132368564,7365,West Ham,2,3,6
0,1,34,0,36.9,527,0.25,1.24,0.99,0.52,70,1,1,12.7,46.6,2024-10-05,82,0,0,0,0,0,0,0,False,10,0,0,0,0,7,0,173356,1,1,4,43.0,8,-9842,10979,20821,59,True,0,527,1,3,0.9657087326049804,86,MC,West Ham,Ipswich,4,1,26665,2024,679489,0.2697394490242004,0,3,1,0.9657087326049804,2.068198680877685,0.9087799787521362,7365,West Ham,2,2,7
0,0,3,0,11.4,527,0.03,0.03,0.0,1.51,79,4,0,1.9,7.8,2024-10-19,60,0,0,0,0,0,0,0,False,18,0,0,0,0,8,0,172536,1,1,4,0.0,1,-3776,10487,14263,59,False,1,527,0,0,0.0,62,MC,Tottenham,West Ham,4,1,26672,2024,680963,0.0551148056983947,0,1,0,0.0,0.0551148056983947,0.0,7365,West Ham,2,3,8
0,0,-3,0,5.8,527,0.07,0.11,0.04,1.48,90,0,0,0.8,0.0,2024-10-27,45,0,0,0,0,0,0,0,False,14,0,0,0,0,9,0,166116,1,1,2,6.0,0,-7312,5300,12612,59,True,1,527,0,1,0.0374443009495735,49,AMC,West Ham,Manchester United,2,1,26690,2024,683456,0.0,0,0,0,0.0374443009495735,0.0,0.0,7365,West Ham,2,2,9
0,0,6,0,5.6,527,0.02,0.08,0.06,2.17,97,3,0,2.3,10.2,2024-11-02,90,0,0,0,0,0,0,0,False,16,0,0,0,0,10,0,161554,1,0,3,7.0,1,-5979,9661,15640,59,False,1,527,0,1,0.0553152784705162,90,AMC,Nottingham Forest,West Ham,3,0,26698,2024,685077,0.0,0,0,0,0.0553152784705162,0.0,0.0,7365,West Ham,2,4,10
