assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2024-08-31,0,0,0,0,0,0,0,0,False,17,0,0,0,0,3,0,83,0,1.0,3.0,0.0,0,38,43,5,50,True,0,634,0,2,0.3649300634860992,41,Sub,Brentford,Southampton,3,1,26623,2024,671747,0.0,0,0,0,0.3649300634860992,0.4555194675922394,0.0905893892049789,12948,Brentford,1,3,3
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2024-09-14,0,0,0,0,0,0,0,0,False,13,0,0,0,0,4,0,394,0,1.0,2.0,0.0,0,63,152,89,50,False,0,634,0,0,0.0,85,AMC,Southampton,Manchester United,0,3,26632,2024,673364,0.0,0,0,0,0.0,0.0,0.0,12948,Manchester United,3,4,4
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2024-09-21,0,0,0,0,0,0,0,0,False,18,0,0,0,0,5,0,344,0,1.0,3.0,0.0,0,-50,21,71,50,False,0,634,0,1,0.1315326541662216,90,AMC,Southampton,Ipswich,1,1,26643,2024,675632,0.885139524936676,0,3,0,0.1315326541662216,1.4956210851669312,0.4789488911628723,12948,Ipswich,3,3,5
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2024-10-05,0,0,0,0,0,0,0,0,False,20,0,0,0,0,7,0,302,0,3.0,5.0,0.0,0,-25,12,37,49,True,0,634,0,1,0.4313855469226837,77,ML,Arsenal,Southampton,3,1,26666,2024,679539,0.1151286140084266,1,1,0,0.4313855469226837,0.6919888854026794,0.1454747468233108,12948,Arsenal,3,3,7
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2024-10-19,0,0,0,0,0,0,0,0,False,14,0,0,0,0,8,0,286,0,1.0,2.0,0.0,0,-20,13,33,49,False,0,634,0,0,0.0,70,MC,Southampton,Leicester,2,3,26678,2024,681388,0.0,0,0,0,0.0,0.5896167755126953,0.5896167755126953,12948,Leicester,3,3,8
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2024-10-26,0,0,0,0,0,0,0,0,False,10,0,0,0,0,9,0,272,0,3.0,4.0,0.0,0,-16,8,24,49,True,0,634,0,0,0.0,90,ML,Manchester City,Southampton,1,0,26683,2024,682952,0.0608166456222534,0,1,0,0.0,0.3150709867477417,0.3150709867477417,12948,Manchester City,2,3,9
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2024-11-09,0,0,0,0,0,0,0,0,False,3,0,0,0,0,11,0,281,0,2.0,3.0,0.0,0,-1,13,14,49,True,0,634,0,3,0.1910357475280761,90,ML,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686685,0.4635378122329712,0,2,0,0.1910357475280761,0.2025081366300583,0.0,12948,Wolverhampton Wanderers,3,3,11
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2024-12-04,0,0,0,0,0,0,0,0,False,2,0,0,0,0,14,0,273,0,1.0,3.0,0.0,0,1,7,6,49,False,0,634,0,2,0.724107027053833,84,MC,Southampton,Chelsea,1,5,26741,2024,691453,0.0,0,0,0,0.724107027053833,1.0508568286895752,0.6804705262184143,12948,Chelsea,3,4,14
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2024-12-07,0,0,0,0,0,0,0,0,False,15,0,0,0,0,15,0,274,0,2.0,4.0,0.0,0,-3,5,8,49,True,0,634,0,1,0.1001076474785804,90,MC,Aston Villa,Southampton,1,0,26742,2024,692182,0.0,0,0,0,0.1001076474785804,0.1431475281715393,0.0430398844182491,12948,Aston Villa,4,3,15
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15,0,0,0,0,0,0,0,0,False,6,0,0,0,0,16,0,273,0,1.0,2.0,0.0,0,0,13,13,49,False,0,634,0,0,0.0,90,MC,Southampton,Tottenham,0,5,26759,2024,694623,0.011917664669454,0,1,0,0.0,0.0796052888035774,0.0676876232028007,12948,Tottenham,3,4,16
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2025-02-15,0,0,0,0,0,0,0,0,False,19,0,0,0,0,25,0,299,0,1.0,0.0,0.0,0,2,9,7,49,False,0,634,0,0,0.0,90,AMC,Southampton,Bournemouth,1,3,26849,2024,706252,0.0280548781156539,0,1,0,0.0,0.0959822982549667,0.0679274201393127,12948,Bournemouth,3,2,25
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2025-03-08,0,0,0,0,0,0,0,0,False,2,0,0,0,0,28,0,301,0,1.0,0.0,0.0,0,-2,3,5,49,True,0,634,0,1,0.0312254857271909,90,AMC,Liverpool,Southampton,3,1,26876,2024,711405,0.0,0,0,0,0.0312254857271909,0.376681923866272,0.376681923866272,12948,Liverpool,3,3,28
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,283,0,0,0.0,0.0,2025-03-15,0,0,0,0,0,0,0,0,False,3,0,0,0,0,29,0,310,0,2.0,1.0,0.0,0,10,12,2,49,False,0,634,0,0,0.0,47,FW,Southampton,Wolverhampton Wanderers,1,2,26891,2024,713048,0.0771258696913719,0,1,0,0.0,0.0771258696913719,0.0771258696913719,12948,Wolverhampton Wanderers,3,3,29
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,299,0,0,0.0,0.0,2025-04-02,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,315,0,1.0,2.0,0.0,0,3,11,8,49,False,0,634,0,2,0.1336491256952285,90,AMC,Southampton,Crystal Palace,1,1,26900,2024,716212,0.1581640094518661,1,1,0,0.1336491256952285,0.2918131351470947,0.1581640094518661,12948,Crystal Palace,3,4,30
0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,302,0,0,0.0,0.0,2025-04-06,0,0,0,0,0,0,0,0,False,6,0,0,0,0,31,0,311,0,0.0,0.0,0.0,0,-4,5,9,49,True,0,634,1,5,0.3782406747341156,90,AMC,Tottenham,Southampton,3,1,26910,2024,717501,0.1027492880821228,0,1,1,0.3782406747341156,0.4597519636154175,0.1109889969229698,12948,Tottenham,3,3,31
0,0,3,0,0.0,634,0.0,0.0,0.0,0.09,311,0,0,0.2,2.0,2025-04-12,1,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,313,0,1.0,1.0,0.0,1,2,9,7,49,False,0,634,0,1,0.0143127795308828,90,MC,Southampton,Aston Villa,0,3,26921,2024,718633,0.0,0,0,0,0.0143127795308828,0.0,0.0,12948,Aston Villa,3,5,32
0,0,3,0,0.0,634,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19,1,0,0,0,0,0,0,0,False,5,0,0,0,0,33,0,336,0,2.0,4.0,0.0,1,11,21,10,49,True,0,634,0,0,0.0,90,AMC,West Ham,Southampton,1,1,26931,2024,720447,0.1452676504850387,0,3,0,0.0,0.1509227603673935,0.0269978418946266,12948,West Ham,3,3,33
