goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0.0,2,DMC,Bournemouth,Brighton,2,1,2025-09-13,28810,2025,736925,0.0,0,0,0,0.0,0.0,0.0
1,0,0,0.0,66,DMC,Brighton,Manchester City,2,1,2025-08-31,28805,2025,735689,0.0,0,0,0,0.0,0.0,0.0
2,0,0,0.0,42,Sub,Everton,Brighton,2,0,2025-08-24,28795,2025,733853,0.0,0,0,0,0.0,0.026594154536724,0.026594154536724
3,2,3,1.2465064525604248,90,FW,Tottenham,Brighton,1,4,2025-05-25,26976,2024,730150,0.0178832188248634,0,1,2,1.2465064525604248,0.201786071062088,0.1839028596878051
4,1,1,0.5709621906280518,4,Sub,Brighton,Liverpool,3,2,2025-05-19,26965,2024,729262,0.1055440530180931,0,1,1,0.5709621906280518,0.6908676624298096,0.0143614057451486
5,0,0,0.0,1,Sub,Wolverhampton Wanderers,Brighton,0,2,2025-05-10,26961,2024,725831,0.0,0,0,0,0.0,0.0,0.0
6,0,0,0.0,71,DMC,Brighton,Newcastle United,1,1,2025-05-04,26944,2024,724695,0.0,0,0,0,0.0,0.0,0.0
7,0,1,0.0210834629833698,83,DMC,Brighton,West Ham,3,2,2025-04-26,26934,2024,722685,0.1339546144008636,1,3,0,0.0210834629833698,0.2348050326108932,0.1945237070322036
8,0,1,0.0716398656368255,90,DMC,Brentford,Brighton,4,2,2025-04-19,26923,2024,720476,0.307229995727539,1,1,0,0.0716398656368255,0.5125018358230591,0.5125018358230591
9,0,0,0.0,90,DR,Brighton,Leicester,2,2,2025-04-12,26914,2024,718686,0.0371861420571804,0,1,0,0.0,0.8422825932502747,0.8422825932502747
10,0,1,0.0442847944796085,90,DR,Crystal Palace,Brighton,2,1,2025-04-05,26904,2024,716841,0.0,0,0,0,0.0442847944796085,0.7161600589752197,0.6718752980232239
11,0,0,0.0,73,DR,Brighton,Aston Villa,0,3,2025-04-02,26893,2024,716172,0.0462758503854274,0,1,0,0.0,0.1178068444132804,0.1178068444132804
12,0,2,0.3462930917739868,90,DR,Manchester City,Brighton,2,2,2025-03-15,26889,2024,713024,0.594688355922699,0,2,0,0.3462930917739868,0.8662772178649902,0.5330098867416382
13,0,0,0.0,90,DR,Brighton,Fulham,2,1,2025-03-08,26873,2024,711319,0.0,0,0,0,0.0,0.1253576725721359,0.1253576725721359
14,0,0,0.0,14,Sub,Brighton,Bournemouth,2,1,2025-02-25,26863,2024,709069,0.0,0,0,0,0.0,0.0,0.0
15,1,1,0.0662781447172164,85,DR,Southampton,Brighton,0,4,2025-02-22,26861,2024,707869,0.0,0,0,1,0.0662781447172164,0.9661176800727844,0.9661176800727844
16,0,0,0.0,78,MC,Brighton,Chelsea,3,0,2025-02-14,26843,2024,705880,0.0,0,0,0,0.0,0.3344981074333191,0.3344981074333191
17,0,1,0.0463352799415588,50,DMC,Nottingham Forest,Brighton,7,0,2025-02-01,26840,2024,702748,0.0,0,0,0,0.0463352799415588,0.0463352799415588,0.0
18,0,0,0.0,8,Sub,Brighton,Everton,0,1,2025-01-25,26824,2024,701418,0.0,0,0,0,0.0,0.0,0.0
19,0,1,0.3267530798912048,59,MC,Brighton,Manchester City,2,1,2024-11-09,26703,2024,686855,0.0,0,0,0,0.3267530798912048,0.3267530798912048,0.0
20,0,0,0.0,90,MC,Liverpool,Brighton,2,1,2024-11-02,26696,2024,685044,0.0,0,0,0,0.0,0.6374796032905579,0.6374796032905579
21,0,1,0.0107644936069846,90,MC,Newcastle United,Brighton,0,1,2024-10-19,26676,2024,681372,0.0,0,0,0,0.0107644936069846,0.4658628106117248,0.4658628106117248
22,0,1,0.0632697418332099,90,DMC,Brighton,Tottenham,3,2,2024-10-06,26671,2024,680424,0.0,0,0,0,0.0632697418332099,0.0632697418332099,0.0
23,0,0,0.0,90,MC,Chelsea,Brighton,4,2,2024-09-28,26657,2024,677915,0.0316722616553306,0,1,0,0.0,0.2480280697345733,0.2480280697345733
24,1,1,0.2966775298118591,90,DMC,Brighton,Nottingham Forest,2,2,2024-09-22,26650,2024,676304,0.0475309863686561,0,2,1,0.2966775298118591,0.3879209458827972,0.0734217390418052
25,0,0,0.0,71,DL,Brighton,Ipswich,0,0,2024-09-14,26633,2024,673645,0.0268742423504591,0,1,0,0.0,0.1084460690617561,0.1084460690617561
26,0,3,0.1429234594106674,90,DL,Arsenal,Brighton,1,1,2024-08-31,26622,2024,671526,0.0426068231463432,0,1,0,0.1429234594106674,0.573713481426239,0.5170839428901672
27,0,0,0.0,90,DL,Brighton,Manchester United,2,1,2024-08-24,26612,2024,667696,0.0296734496951103,0,1,0,0.0,0.2900694012641907,0.2900694012641907
28,0,0,0.0,90,DL,Everton,Brighton,0,3,2024-08-17,26605,2024,666343,0.0,0,0,0,0.0,0.2725262939929962,0.2725262939929962
29,1,1,0.1012022569775581,90,DMR,Brighton,Crystal Palace,4,1,2024-02-03,22118,2023,638544,0.0,0,0,1,0.1012022569775581,0.271480917930603,0.1702786535024643
30,0,0,0.0,71,Sub,Luton,Brighton,4,0,2024-01-30,22107,2023,637835,0.0,0,0,0,0.0,0.0530810691416263,0.0530810691416263
31,0,0,0.0,90,DR,Brighton,Wolverhampton Wanderers,0,0,2024-01-22,22095,2023,636490,0.0636078491806984,0,3,0,0.0,0.1633462011814117,0.1438614726066589
32,0,3,0.2238186299800872,90,DR,West Ham,Brighton,0,0,2024-01-02,22093,2023,633865,0.0667725354433059,0,1,0,0.2238186299800872,1.029305338859558,0.894977867603302
33,1,1,0.3345769047737121,90,DR,Brighton,Tottenham,4,2,2023-12-28,22078,2023,633152,0.0,0,0,1,0.3345769047737121,0.4323855638504028,0.0978086590766906
34,0,2,0.3897802531719208,77,DR,Crystal Palace,Brighton,1,1,2023-12-21,22066,2023,632256,0.0555912405252456,0,1,0,0.3897802531719208,0.5010027885437012,0.0556313060224056
35,0,2,0.1100304871797561,64,Sub,Arsenal,Brighton,2,0,2023-12-17,22056,2023,630789,0.0,0,0,0,0.1100304871797561,0.1392696946859359,0.0292392056435346
36,0,4,0.9112690687179564,29,Sub,Brighton,Burnley,1,1,2023-12-09,22046,2023,628703,0.0,0,0,0,0.9112690687179564,0.9412778615951538,0.0300088003277778
37,1,1,0.092943400144577,80,DR,Brighton,Brentford,2,1,2023-12-06,22036,2023,627993,0.5398766994476318,0,1,1,0.092943400144577,0.8735654950141907,0.8735654950141907
38,0,0,0.0,63,DL,Chelsea,Brighton,3,2,2023-12-03,22029,2023,627254,0.0,0,0,0,0.0,0.0,0.0
39,0,0,0.0,56,Sub,Nottingham Forest,Brighton,2,3,2023-11-25,22022,2023,624957,0.0,0,0,0,0.0,0.0,0.0
40,0,0,0.0,90,DMC,Aston Villa,Brighton,6,1,2023-09-30,21955,2023,614307,0.1124020814895629,0,2,0,0.0,0.4713628888130188,0.3589608073234558
41,0,0,0.0,1,Sub,Aston Villa,Brighton,2,1,2023-05-28,18573,2022,600878,0.0,0,0,0,0.0,0.0,0.0
