assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,5,0,6.8,516,0.05,0.13,0.08,1.72,8,2,0,3.7,0.0,2023-08-13,74,4,0,0,0,0,1,0,428040,1,2,2,31.0,2,0,0,0,9.0,False,0,516,,,Son Heung-min,0,2,0.117837019264698,86,AML,Brentford,Tottenham,2,2,22282,2023,604208,0.0,0,0,0,0.117837019264698,0.1284985244274139,0.0735268369317054,22282,Tottenham,Son Heung-min,Son Heung-Min,3,2,1,3.0,MID,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,20,1,50.8,516,0.38,0.51,0.13,1.99,18,0,0,9.0,18.4,2023-08-19,90,14,0,0,0,0,2,0,499228,1,0,2,21.0,3,-7346,56308,63654,9.0,True,0,516,,,Son Heung-min,0,1,0.1571288853883743,90,AML,Tottenham,Manchester United,2,0,22290,2023,605253,0.6520799398422241,0,4,0,0.1571288853883743,1.3102926015853882,0.6645970940589905,22290,Tottenham,Son Heung-min,Son Heung-Min,3,4,2,2.0,MID,3,0.0,0.05,0.13,0.08,1.72,2.0,0.0,3.7,0.0,6.8,31.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.07,3.0,0.0,0.02,0.04,0.03,0.57,0.67,0.0,1.23,0.0,2.27,10.33,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,0.67,0.0,0.67,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.02,1.0,0.0,0.01,0.03,0.02,0.34,0.4,0.0,0.74,0.0,1.36,6.2,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.6,71188.0,-0.06123605808506027
0,0,18,1,48.6,516,0.29,0.34,0.05,0.67,22,0,0,7.7,10.4,2023-08-26,90,3,0,0,0,0,3,0,580523,1,2,0,18.0,3,42362,102767,60405,9.0,False,0,516,,,Son Heung-min,0,2,0.0513037517666816,90,AML,Bournemouth,Tottenham,0,2,22296,2023,606666,0.6361653208732605,0,4,0,0.0513037517666816,1.373968243598938,0.7028945088386536,22296,Tottenham,Son Heung-min,Son Heung-Min,3,2,3,2.7,MID,3,1.0,0.38,0.51,0.13,1.99,0.0,0.0,9.0,18.4,50.8,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.16,0.65,0.0,0.0,4.0,0.0,0.16,1.31,0.66,2.0,0.33,0.14,0.21,0.07,1.24,0.67,0.0,4.23,6.13,19.2,17.33,54.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,1.33,1.67,0.0,1.0,0.09,0.22,0.0,0.0,1.33,0.0,0.09,0.48,0.25,1.67,0.2,0.09,0.13,0.04,0.74,0.4,0.0,2.54,3.68,11.52,10.4,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.0,0.0,0.6,0.05,0.13,0.0,0.0,0.8,0.0,0.05,0.29,0.15,1.0,81295.0,0.2596156203270169
0,3,61,0,17.1,516,0.07,1.19,1.12,0.73,34,1,3,19.0,103.2,2023-09-02,71,6,0,0,0,0,4,0,572355,1,5,2,70.0,20,-27920,51829,79749,9.0,False,0,516,,,Son Heung-min,3,5,1.1252130270004272,77,FW,Burnley,Tottenham,2,5,21929,2023,608700,0.0309817902743816,0,1,3,1.1252130270004272,1.2562897205352783,0.1000948920845985,21929,Tottenham,Son Heung-min,Son Heung-Min,3,2,4,7.5,MID,17,1.0,0.29,0.34,0.05,0.67,0.0,0.0,7.7,10.4,48.6,18.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.05,0.64,0.0,0.0,4.0,0.0,0.05,1.37,0.7,2.7,0.67,0.24,0.33,0.09,1.46,0.67,0.0,6.8,9.6,35.4,23.33,84.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.33,2.67,0.0,1.67,0.11,0.43,0.0,0.0,2.67,0.0,0.11,0.94,0.48,2.57,0.4,0.14,0.2,0.05,0.88,0.4,0.0,4.08,5.76,21.24,14.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,1.6,0.0,1.0,0.07,0.26,0.0,0.0,1.6,0.0,0.07,0.56,0.29,1.54,-8168.0,-0.21219352779340012
0,0,2,0,2.5,516,0.02,0.18,0.16,0.57,48,1,0,2.4,0.0,2023-09-16,79,17,0,0,0,0,5,0,1525898,1,1,2,22.0,2,849804,892234,42430,9.1,True,0,516,,,Son Heung-min,0,3,0.1514117121696472,83,FW,Tottenham,Sheffield United,2,1,21936,2023,611530,0.0,0,0,0,0.1514117121696472,0.1595468819141388,0.0785102248191833,21936,Tottenham,Son Heung-min,Son Heung-Min,2,4,5,8.8,MID,2,0.0,0.07,1.19,1.12,0.73,1.0,3.0,19.0,103.2,17.1,70.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,17.0,3.0,5.0,1.13,0.03,0.0,0.0,1.0,3.0,1.13,1.26,0.1,7.5,0.67,0.25,0.68,0.43,1.13,0.33,1.0,11.9,44.0,38.83,36.33,83.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.33,7.67,1.0,2.67,0.44,0.44,0.0,0.0,3.0,1.0,0.44,1.31,0.49,4.07,0.4,0.16,0.43,0.28,1.02,0.6,0.6,7.88,26.4,24.66,28.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.8,1.2,5.0,0.6,2.0,0.29,0.26,0.0,0.0,1.8,0.6,0.29,0.81,0.31,3.04,953543.0,0.9092080148588155
0,2,44,0,21.3,516,0.35,0.85,0.5,1.91,51,2,2,13.3,68.4,2023-09-24,78,1,0,0,0,0,6,0,1446231,1,2,2,43.0,14,-62441,122513,184954,9.1,False,0,516,,,Son Heung-min,2,3,0.928831934928894,83,FW,Arsenal,Tottenham,2,2,21952,2023,612790,0.4475987553596496,0,2,2,0.928831934928894,1.3764307498931885,0.43069988489151,21952,Tottenham,Son Heung-min,Son Heung-Min,3,5,6,9.3,MID,12,0.0,0.02,0.18,0.16,0.57,1.0,0.0,2.4,0.0,2.5,22.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.08,8.8,0.33,0.13,0.57,0.44,0.66,0.67,1.0,9.7,37.87,22.73,36.67,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.67,1.33,7.33,1.0,3.33,0.44,0.22,0.0,0.0,1.67,1.0,0.44,0.93,0.29,6.33,0.4,0.16,0.47,0.31,1.14,0.8,0.6,8.36,26.4,25.16,32.4,80.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,5.4,0.6,2.6,0.32,0.26,0.0,0.0,1.8,0.6,0.32,0.85,0.32,4.8,-79667.0,-0.20308195676283958
0,0,20,0,2.8,516,0.21,1.07,0.86,1.29,68,1,1,9.2,38.6,2023-09-30,68,11,0,0,0,0,7,0,2019864,1,1,2,51.0,7,531329,631104,99775,9.2,True,0,516,,,Son Heung-min,1,4,1.0019806623458862,76,FW,Tottenham,Liverpool,2,1,21962,2023,614971,0.1120408102869987,0,1,1,1.0019806623458862,1.191720485687256,0.0776990130543708,21962,Tottenham,Son Heung-min,Son Heung-Min,4,4,7,5.4,MID,7,0.0,0.35,0.85,0.5,1.91,2.0,2.0,13.3,68.4,21.3,43.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,2.0,3.0,0.93,0.45,0.0,0.0,2.0,2.0,0.93,1.38,0.43,9.3,0.0,0.15,0.74,0.59,1.07,1.33,1.67,11.57,57.2,13.63,45.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.67,2.0,10.33,1.67,3.67,0.74,0.16,0.0,0.0,1.0,1.67,0.74,0.93,0.2,8.53,0.4,0.22,0.61,0.39,1.17,0.8,1.0,10.28,40.08,28.06,34.8,81.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,7.4,1.0,2.8,0.48,0.35,0.0,0.0,2.2,1.0,0.48,1.1,0.4,6.06,573633.0,0.7269725905382423
0,0,8,1,25.9,516,0.45,0.71,0.26,0.7,77,0,0,6.2,6.6,2023-10-07,75,12,0,0,0,0,8,0,3466352,1,1,0,29.0,3,1337346,1372076,34730,9.4,False,0,516,,,Son Heung-min,0,3,0.1941820234060287,80,FW,Luton,Tottenham,0,1,21971,2023,616142,0.4778306186199188,0,2,0,0.1941820234060287,1.059552550315857,0.780552089214325,21971,Tottenham,Son Heung-min,Son Heung-Min,3,2,8,8.5,MID,3,0.0,0.21,1.07,0.86,1.29,1.0,1.0,9.2,38.6,2.8,51.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,4.0,1.0,0.11,0.0,0.0,1.0,1.0,1.0,1.19,0.08,5.4,0.0,0.19,0.7,0.51,1.26,1.33,1.0,8.3,35.67,8.87,38.67,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,2.0,7.0,1.0,3.33,0.69,0.19,0.0,0.0,1.0,1.0,0.69,0.91,0.2,7.83,0.2,0.19,0.73,0.54,1.03,1.0,1.2,10.32,44.12,18.46,40.8,77.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,1.6,8.2,1.2,3.4,0.65,0.25,0.0,0.0,1.6,1.2,0.65,1.07,0.28,6.74,1446488.0,0.9506257437059552
1,3,43,1,45.8,516,0.2,0.46,0.26,0.17,90,0,1,14.2,62.4,2023-10-23,81,10,0,0,0,0,9,0,3584327,1,0,2,34.0,14,166496,278386,111890,9.5,True,0,516,,,Son Heung-min,1,3,0.1807761490345001,84,FW,Tottenham,Fulham,2,0,21984,2023,619285,0.6199216246604919,1,4,1,0.1807761490345001,0.8097110390663147,0.0266904365271329,21984,Tottenham,Son Heung-min,Son Heung-Min,2,4,9,8.0,MID,11,1.0,0.45,0.71,0.26,0.7,0.0,0.0,6.2,6.6,25.9,29.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.19,0.48,0.0,0.0,2.0,0.0,0.19,1.06,0.78,8.5,0.33,0.34,0.88,0.54,1.3,1.0,1.0,9.57,37.87,16.67,41.0,73.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.33,7.33,1.0,3.33,0.71,0.35,0.0,0.0,1.67,1.0,0.71,1.21,0.43,7.73,0.2,0.22,0.8,0.58,1.04,1.0,1.2,10.02,43.36,13.92,43.0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,8.2,1.2,3.6,0.68,0.21,0.0,0.0,1.2,1.2,0.68,1.01,0.29,7.9,117975.0,0.42661091125254946
0,3,25,0,15.4,516,0.04,0.86,0.82,0.64,96,1,1,7.2,35.0,2023-10-27,90,8,0,0,0,0,10,0,3763129,1,2,1,22.0,10,158606,296779,138173,9.5,False,0,516,,,Son Heung-min,1,2,0.7236965298652649,90,FW,Crystal Palace,Tottenham,1,2,21990,2023,619489,0.0234990790486335,0,1,1,0.7236965298652649,0.7707032561302185,0.0235076434910297,21990,Tottenham,Son Heung-min,Son Heung-Min,3,2,10,9.0,MID,7,1.0,0.2,0.46,0.26,0.17,0.0,1.0,14.2,62.4,45.8,34.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,1.0,3.0,0.18,0.62,1.0,1.0,4.0,1.0,0.18,0.81,0.03,8.0,0.67,0.29,0.75,0.46,0.72,0.33,0.67,9.87,35.87,24.83,38.0,74.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.33,7.0,0.67,3.33,0.46,0.4,0.33,0.33,2.33,0.67,0.46,1.02,0.29,7.3,0.4,0.25,0.65,0.41,0.93,0.8,0.8,9.06,35.2,19.66,35.8,76.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6,7.0,0.8,3.2,0.49,0.33,0.2,0.2,1.8,0.8,0.49,0.92,0.28,8.0,178802.0,0.3646517316853354
