assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,20,0,0.0,28,0.0,0.0,0.0,0.83,2,2,0,3.0,30.0,2023-08-12,90,1,0,0,0,0,1,5,1161059,1,1,2,0.0,2,0,0,0,4.0,False,0,0,0,0,90,Arsenal,Nottingham Forest,2,1,22276,2023,603710,0,0,0,0,0,0.0,0.0,Nottingham Forest,2,5,1,0.5,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,13,0,0.0,28,0.0,0.0,0.0,0.51,17,1,0,1.6,16.4,2023-08-18,90,17,0,0,0,0,2,2,1351022,1,1,2,0.0,2,79630,94815,15185,4.0,True,0,0,0,0,90,Nottingham Forest,Sheffield United,2,1,22285,2023,604773,0,0,0,0,0,0.0,0.0,Nottingham Forest,2,2,2,2.5,GK,0.0,0.0,0.0,0.0,0.83,2.0,0.0,3.0,30.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189963.0,0.723909090909091
0,0,23,0,0.0,28,0.0,0.0,0.0,2.91,28,3,0,3.9,39.4,2023-08-26,90,14,0,0,0,0,3,7,1349751,1,2,3,0.0,3,-17058,52479,69537,4.0,False,0,0,0,0,90,Manchester United,Nottingham Forest,3,2,22300,2023,606962,0,0,0,0,0,0.0,0.0,Nottingham Forest,2,4,3,1.8,GK,0.0,0.0,0.0,0.0,0.51,1.0,0.0,1.6,16.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1271.0,-0.13980133752950433
0,0,22,1,0.0,28,0.0,0.0,0.0,2.13,35,0,0,1.4,13.6,2023-09-02,90,7,0,0,0,0,4,2,1338890,1,1,0,0.0,5,-24673,47615,72288,4.0,False,1,0,0,0,90,Chelsea,Nottingham Forest,0,1,21930,2023,608753,0,0,0,0,0,0.0,0.0,Nottingham Forest,2,3,4,3.0,GK,0.0,0.0,0.0,0.0,2.91,3.0,0.0,3.9,39.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.42,2.0,0.0,2.83,28.6,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.67,1.0,1.33,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10861.0,-0.20577466785651735
0,0,15,0,0.0,28,0.0,0.0,0.0,0.56,47,1,0,1.2,11.8,2023-09-18,90,6,0,0,0,0,5,2,1417044,1,1,1,0.0,2,53943,108675,54732,4.0,True,0,0,0,0,90,Nottingham Forest,Burnley,1,1,21944,2023,611582,0,0,0,0,0,0.0,0.0,Nottingham Forest,2,2,5,3.8,GK,1.0,0.0,0.0,0.0,2.13,0.0,0.0,1.4,13.6,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.33,0.0,0.0,0.0,1.85,1.33,0.0,2.3,23.13,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.67,1.0,1.33,1.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78154.0,0.33011437698507407
0,0,11,0,0.0,28,0.0,0.0,0.0,1.33,59,2,0,0.9,9.2,2023-09-23,90,13,0,0,0,0,6,2,1393342,1,0,2,0.0,1,-23803,45980,69783,4.0,False,0,0,0,0,90,Manchester City,Nottingham Forest,2,0,21946,2023,612161,0,0,0,0,0,0.0,0.0,Nottingham Forest,2,5,6,1.8,GK,0.0,0.0,0.0,0.0,0.56,1.0,0.0,1.2,11.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.33,0.0,0.0,0.0,1.87,1.33,0.0,2.17,21.6,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.67,1.0,1.33,1.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.2,0.0,0.0,0.0,1.39,1.4,0.0,2.22,22.24,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.6,1.0,1.2,1.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,-23702.0,-0.20561837547402884
0,0,14,0,0.0,28,0.0,0.0,0.0,1.7,67,1,0,1.8,18.2,2023-10-01,90,4,0,0,0,0,7,3,1438335,1,1,1,0.0,3,36683,82432,45749,4.0,True,0,0,0,0,90,Nottingham Forest,Brentford,1,1,21963,2023,615242,0,0,0,0,0,0.0830244496464729,0.0830244496464729,Nottingham Forest,2,2,7,2.0,GK,0.0,0.0,0.0,0.0,1.33,2.0,0.0,0.9,9.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.33,0.0,0.0,0.0,1.34,1.0,0.0,1.17,11.53,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,2.0,1.0,0.67,1.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.2,0.0,0.0,0.0,1.49,1.4,0.0,1.8,18.08,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.0,1.0,1.0,1.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,44993.0,0.2861812593130027
0,0,25,1,0.0,28,0.0,0.0,0.0,0.81,74,0,0,1.7,16.8,2023-10-07,90,8,0,0,0,0,8,2,1556575,1,0,0,0.0,6,111846,183713,71867,4.0,False,0,0,0,0,90,Crystal Palace,Nottingham Forest,0,0,21968,2023,616625,0,0,0,0,0,0.3202113807201385,0.3202113807201385,Nottingham Forest,2,2,8,3.3,GK,0.0,0.0,0.0,0.0,1.7,1.0,0.0,1.8,18.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2.0,0.0,0.0,0.0,0.0,1.2,1.33,0.0,1.3,13.07,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,0.67,1.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2.53,0.2,0.0,0.0,0.0,1.73,1.4,0.0,1.84,18.44,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.2,1.0,1.0,1.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2.48,118240.0,0.43761640190938256
0,0,16,0,0.0,28,0.0,0.0,0.0,1.71,88,2,0,1.7,17.2,2023-10-21,90,12,0,0,0,0,9,2,1680652,1,2,2,0.0,1,115021,133673,18652,4.1,True,0,0,0,0,90,Nottingham Forest,Luton,2,2,21982,2023,618060,0,0,0,0,0,0.1651497185230255,0.1651497185230255,Nottingham Forest,2,2,9,3.8,GK,1.0,0.0,0.0,0.0,0.81,0.0,0.0,1.7,16.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,3.3,0.33,0.0,0.0,0.0,1.28,1.0,0.0,1.47,14.73,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,0.33,1.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,2.37,0.4,0.0,0.0,0.0,1.31,0.8,0.0,1.4,13.92,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,2.2,1.0,0.6,0.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2.78,124077.0,0.7551025767273921
0,0,17,0,0.0,28,0.0,0.0,0.0,2.95,97,3,0,3.0,29.8,2023-10-29,90,11,0,0,0,0,10,5,1692046,1,0,3,0.0,2,16017,79898,63881,4.1,False,0,0,0,0,90,Liverpool,Nottingham Forest,3,0,21991,2023,620609,0,0,0,0,0,0.0278007220476865,0.0278007220476865,Nottingham Forest,2,5,10,2.5,GK,0.0,0.0,0.0,0.0,1.71,2.0,0.0,1.7,17.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,3.8,0.33,0.0,0.0,0.0,1.41,1.0,0.0,1.73,17.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,1.0,1.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,3.03,0.2,0.0,0.0,0.0,1.22,1.2,0.0,1.46,14.64,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.8,1.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2.94,11394.0,0.11140013492930122
