assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21,0,17,0,0,0,0,9,0,8326,0,2,1,0.0,0,-370,0,370,4.0,False,0,374,,,Brandon Williams,0,0,0.0,1,Sub,Nottingham Forest,Luton,2,2,21982,2023,618075,0.0,0,0,0,0.0,0.0,0.0,21982,Luton,Brandon Williams,Neco Williams,3,2,9,0.0,DEF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2023-10-29,0,13,0,0,0,0,10,0,8041,0,3,0,0.0,0,-286,0,286,4.0,True,0,374,,,Brandon Williams,0,0,0.0,3,Sub,Liverpool,Nottingham Forest,3,0,21991,2023,620624,0.0565029419958591,0,1,0,0.0,0.0565029419958591,0.0,21991,Luton,Brandon Williams,Neco Williams,5,4,10,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-285.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2023-12-09,0,3,0,0,0,0,16,0,7160,0,3,0,0.0,0,-92,0,92,4.0,True,0,374,,,Brandon Williams,0,0,0.0,90,DMR,Wolverhampton Wanderers,Nottingham Forest,1,1,22054,2023,628799,0.6796568036079407,1,2,0,0.0,0.7654086351394653,0.0857518836855888,22054,Luton,Brandon Williams,Neco Williams,2,4,16,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.33,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.0,-881.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,179,0,0,0.0,0.0,2023-12-23,0,19,0,0,0,0,18,0,6936,0,0,2,0.0,0,-86,0,86,4.0,False,0,374,,,Brandon Williams,0,1,0.0379972346127033,90,DR,Nottingham Forest,Bournemouth,2,3,22070,2023,632666,0.1169357523322105,0,2,0,0.0379972346127033,0.0402032360434532,0.0402032360434532,22070,Luton,Brandon Williams,Neco Williams,3,3,18,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,1.0,2.0,0.0,0.0,0.77,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.33,0.0,0.0,0.0,0.0,0.25,0.0,0.33,1.0,0.0,0.0,0.27,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.6,0.0,0.0,0.16,0.02,0.0,-224.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-12-26,0,2,0,0,0,0,19,0,6860,0,2,3,0.0,0,-84,0,84,4.0,True,0,374,,,Brandon Williams,0,0,0.0,17,Sub,Newcastle United,Nottingham Forest,1,3,22083,2023,632941,0.0,0,0,0,0.0,0.0,0.0,22083,Luton,Brandon Williams,Neco Williams,3,4,19,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.04,0.12,0.0,0.0,2.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,0.0,0.0,0.33,0.01,0.28,0.0,0.33,1.67,0.0,0.01,0.29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.2,0.01,0.17,0.0,0.2,1.0,0.0,0.01,0.17,0.03,0.0,-76.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,197,0,0,0.0,0.0,2023-12-30,0,16,0,0,0,0,20,0,6768,0,1,2,0.0,0,-94,0,94,4.0,False,0,374,,,Brandon Williams,0,0,0.0,15,Sub,Nottingham Forest,Manchester United,2,1,22091,2023,633652,0.0,0,0,0,0.0,0.0,0.0,22091,Luton,Brandon Williams,Neco Williams,3,2,20,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,0.0,0.0,0.33,0.01,0.27,0.0,0.33,1.33,0.0,0.01,0.27,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.2,0.01,0.17,0.0,0.2,1.0,0.0,0.01,0.17,0.03,0.0,-92.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,228,0,0,0.0,0.0,2024-02-04,0,19,0,0,0,0,23,0,6497,0,0,3,0.0,0,-33,0,33,4.0,True,0,374,,,Brandon Williams,0,1,0.0181826315820217,84,DR,Bournemouth,Nottingham Forest,1,1,22115,2023,639024,0.0,0,0,0,0.0181826315820217,0.0545431189239025,0.0545431189239025,22115,Luton,Brandon Williams,Neco Williams,2,4,23,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.0,0.0,0.33,0.01,0.04,0.0,0.0,0.67,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4,0.0,0.0,0.2,0.01,0.17,0.0,0.2,1.0,0.0,0.01,0.17,0.03,0.0,-271.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,258,0,0,0.0,0.0,2024-02-24,0,10,0,0,0,0,26,0,6316,0,2,1,0.0,0,-49,0,49,4.0,True,0,374,,,Brandon Williams,0,0,0.0,90,DR,Aston Villa,Nottingham Forest,4,2,22147,2023,643190,0.0944327190518379,0,1,0,0.0,0.0944327190518379,0.0944327190518379,22147,Luton,Brandon Williams,Neco Williams,2,4,26,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.67,0.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.4,0.01,0.16,0.0,0.2,0.8,0.0,0.01,0.17,0.04,0.0,-181.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,293,0,0,0.0,0.0,2024-03-30,0,4,0,0,0,0,30,0,6236,0,1,1,0.0,0,-20,0,20,4.0,False,0,374,,,Brandon Williams,0,0,0.0,90,DR,Nottingham Forest,Crystal Palace,1,1,22192,2023,649796,0.0530189089477062,0,1,0,0.0,0.139104351401329,0.0860854387283325,22192,Luton,Brandon Williams,Neco Williams,3,2,30,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.33,0.01,0.03,0.0,0.0,0.33,0.0,0.01,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,0.0,0.0,0.4,0.01,0.04,0.0,0.0,0.6,0.0,0.01,0.04,0.04,0.0,-80.0,-1.0
0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2024-04-07,0,11,0,0,0,0,32,0,6201,0,2,2,0.0,0,-18,0,18,4.0,True,0,374,,,Brandon Williams,0,1,0.0087158419191837,90,DR,Tottenham,Nottingham Forest,3,1,22213,2023,652618,0.0351684167981147,0,1,0,0.0087158419191837,0.1085191816091537,0.0646349191665649,22213,Luton,Brandon Williams,Neco Williams,4,4,32,0.0,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,0.0,0.0,0.33,0.01,0.05,0.0,0.0,0.67,0.0,0.01,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.2,0.0,0.03,0.0,0.0,0.4,0.0,0.0,0.06,0.05,0.0,-35.0,-1.0
