assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers
0.0,3.0,76.0,0.0,15.4,177.0,0.11,0.65,0.54,1.92,20.0,2.0,3.0,21.4,110.6,2024-08-25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,2.0,0.0,35046.0,1.0,6.0,2.0,88.0,20.0,-6996.0,2609.0,9605.0,6.4,False,0.0,177.0,3.0,6.0,1.1007217168807983,90.0,Wolverhampton Wanderers,Chelsea,2.0,6.0,26619.0,2024.0,668755.0,0.1261259466409683,0.0,1.0,3.0,1.1007217168807983,1.285353660583496,0.0585060119628906,11357.0,Chelsea,4.0,2.0,2.0,10.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5727853283117734
0.0,0.0,-2.0,0.0,3.9,177.0,0.04,0.63,0.59,0.25,23.0,1.0,0.0,5.0,5.0,2024-09-01,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,3.0,0.0,1086203.0,1.0,1.0,1.0,41.0,2.0,942625.0,1038647.0,96022.0,6.5,True,0.0,177.0,0.0,3.0,0.8514624238014221,89.0,Chelsea,Crystal Palace,1.0,1.0,26630.0,2024.0,672434.0,0.0,0.0,0.0,0.0,0.8514624238014221,1.3489946126937866,1.0004723072052002,11357.0,Chelsea,3.0,4.0,3.0,7.3,MID,0.0,0.11,0.65,0.54,1.92,2.0,3.0,21.4,110.6,15.4,88.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,20.0,3.0,6.0,1.1,0.13,0.0,1.0,3.0,1.1,1.29,0.06,10.0,35046.0,0.0,0.11,0.65,0.54,1.92,2.0,3.0,21.4,110.6,15.4,88.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,20.0,3.0,6.0,1.1,0.13,0.0,1.0,3.0,1.1,1.29,0.06,10.0,35046.0,1051157.0,0.8307488791885563
0.0,0.0,11.0,1.0,14.4,177.0,0.0,0.11,0.11,1.55,32.0,0.0,0.0,2.6,3.2,2024-09-14,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1249816.0,1.0,1.0,0.0,8.0,3.0,143181.0,377844.0,234663.0,6.6,False,0.0,177.0,0.0,3.0,0.1327870190143585,63.0,Bournemouth,Chelsea,0.0,1.0,26639.0,2024.0,674169.0,0.0712776780128479,0.0,1.0,0.0,0.1327870190143585,0.1894958317279815,0.0,11357.0,Chelsea,4.0,3.0,4.0,6.2,MID,0.0,0.15,1.28,1.13,2.17,3.0,3.0,26.4,115.6,19.3,129.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,22.0,3.0,9.0,1.95,0.13,0.0,1.0,3.0,1.95,2.63,1.06,17.3,1121249.0,0.0,0.15,1.28,1.13,2.17,3.0,3.0,26.4,115.6,19.3,129.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,22.0,3.0,9.0,1.95,0.13,0.0,1.0,3.0,1.95,2.63,1.06,17.3,1121249.0,163613.0,0.23376222639088207
0.0,0.0,12.0,1.0,16.4,177.0,0.01,0.17,0.16,0.85,50.0,0.0,0.0,5.7,9.6,2024-09-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,5.0,0.0,1261725.0,1.0,3.0,0.0,31.0,3.0,2084.0,149085.0,147001.0,6.6,False,0.0,177.0,0.0,2.0,0.3379615545272827,90.0,West Ham,Chelsea,0.0,3.0,26642.0,2024.0,675298.0,0.0698368325829505,0.0,1.0,0.0,0.3379615545272827,0.4241189062595367,0.0861573442816734,11357.0,Chelsea,4.0,2.0,5.0,7.0,MID,1.0,0.15,1.39,1.24,3.72,3.0,3.0,29.0,118.8,33.7,137.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,25.0,3.0,12.0,2.08,0.2,0.0,2.0,3.0,2.08,2.82,1.06,23.5,2371065.0,1.0,0.15,1.39,1.24,3.72,3.0,3.0,29.0,118.8,33.7,137.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,25.0,3.0,12.0,2.08,0.2,0.0,2.0,3.0,2.08,2.82,1.06,23.5,2371065.0,11909.0,0.007038495572232392
1.0,0.0,13.0,0.0,1.2,177.0,0.0,0.23,0.23,0.88,54.0,2.0,0.0,1.0,1.2,2024-09-28,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1086672.0,1.0,2.0,4.0,8.0,5.0,-180325.0,96757.0,277082.0,6.6,True,0.0,177.0,0.0,1.0,0.1286199241876602,71.0,Chelsea,Brighton,4.0,2.0,26657.0,2024.0,677899.0,0.0,0.0,0.0,0.0,0.1286199241876602,0.1286199241876602,0.0,11357.0,Chelsea,3.0,4.0,6.0,3.2,MID,2.0,0.05,0.91,0.86,2.65,1.0,0.0,13.3,17.8,34.7,80.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,8.0,0.0,8.0,1.32,0.14,0.0,2.0,0.0,1.32,1.96,1.09,20.5,3597744.0,2.0,0.16,1.56,1.4,4.57,3.0,3.0,34.7,128.4,50.1,168.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,28.0,3.0,14.0,2.42,0.27,0.0,3.0,3.0,2.42,3.25,1.15,30.5,3632790.0,-175053.0,-0.4823600533919682
0.0,3.0,34.0,0.0,39.3,177.0,0.22,0.55,0.33,0.59,65.0,1.0,1.0,16.4,44.4,2024-10-06,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,7.0,0.0,970210.0,1.0,1.0,1.0,80.0,10.0,-124780.0,60271.0,185051.0,6.5,True,0.0,177.0,1.0,7.0,0.3349137902259826,90.0,Chelsea,Nottingham Forest,1.0,1.0,26668.0,2024.0,680142.0,0.2788770198822021,0.0,3.0,1.0,0.3349137902259826,0.6411942839622498,0.1159370020031929,11357.0,Chelsea,3.0,4.0,7.0,5.2,MID,2.0,0.01,0.51,0.5,3.28,2.0,0.0,9.3,14.0,32.0,47.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,11.0,0.0,6.0,0.6,0.14,0.0,2.0,0.0,0.6,0.74,0.09,16.4,3598213.0,2.0,0.16,1.79,1.63,5.45,5.0,3.0,35.7,129.6,51.3,176.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,7.0,33.0,3.0,15.0,2.55,0.27,0.0,3.0,3.0,2.55,3.38,1.15,33.7,4719462.0,-116462.0,-0.508637627281695
0.0,0.0,9.0,0.0,14.3,177.0,0.06,0.08,0.02,1.87,74.0,2.0,0.0,4.9,7.4,2024-10-20,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,8.0,0.0,919864.0,1.0,1.0,2.0,27.0,2.0,-60332.0,67860.0,128192.0,6.5,False,0.0,177.0,0.0,1.0,0.0362117514014244,84.0,Liverpool,Chelsea,2.0,1.0,26679.0,2024.0,682205.0,0.0528028234839439,0.0,1.0,0.0,0.0362117514014244,0.0890145748853683,0.0,11357.0,Chelsea,4.0,5.0,8.0,5.2,MID,1.0,0.23,0.95,0.72,2.32,3.0,1.0,23.1,55.2,56.9,119.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,18.0,1.0,10.0,0.8,0.35,0.0,4.0,1.0,0.8,1.19,0.2,15.4,3318607.0,2.0,0.27,1.69,1.42,4.12,4.0,1.0,30.7,63.4,75.2,168.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,6.0,23.0,1.0,16.0,1.79,0.42,0.0,5.0,1.0,1.79,2.73,1.2,28.9,5654626.0,-50346.0,-0.30773468263521925
0.0,0.0,10.0,0.0,27.8,177.0,0.18,0.26,0.08,1.55,85.0,1.0,0.0,8.7,13.0,2024-10-27,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,9.0,0.0,930080.0,1.0,1.0,2.0,46.0,1.0,3284.0,66069.0,62785.0,6.5,True,1.0,177.0,0.0,2.0,0.1321231573820114,74.0,Chelsea,Newcastle United,2.0,1.0,26688.0,2024.0,683514.0,0.1376972794532776,0.0,2.0,0.0,0.1321231573820114,0.3961242139339447,0.2640010714530945,11357.0,Chelsea,3.0,4.0,9.0,4.8,MID,0.0,0.28,0.86,0.58,3.34,5.0,1.0,22.3,53.0,54.8,115.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,17.0,1.0,9.0,0.5,0.33,0.0,4.0,1.0,0.5,0.86,0.12,13.6,2976746.0,2.0,0.29,1.14,0.85,5.74,5.0,1.0,30.6,65.8,85.6,154.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,7.0,23.0,1.0,14.0,0.97,0.47,0.0,6.0,1.0,0.97,1.47,0.2,26.8,5488287.0,10216.0,0.025486209198007048
0.0,0.0,1.0,0.0,2.9,177.0,0.03,0.56,0.53,1.76,95.0,1.0,0.0,1.6,0.6,2024-11-03,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,10.0,0.0,880670.0,1.0,1.0,1.0,12.0,2.0,-51676.0,72454.0,124130.0,6.5,False,0.0,177.0,0.0,2.0,0.6330176591873169,72.0,Manchester United,Chelsea,1.0,1.0,26697.0,2024.0,685876.0,0.0,0.0,0.0,0.0,0.6330176591873169,0.0514670312404632,0.0,11357.0,Chelsea,4.0,3.0,10.0,2.2,MID,0.0,0.46,0.89,0.43,4.01,4.0,1.0,30.0,64.8,81.4,153.0,230.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,13.0,1.0,10.0,0.5,0.47,0.0,6.0,1.0,0.5,1.13,0.38,15.2,2820154.0,1.0,0.47,1.29,0.82,5.74,6.0,1.0,36.7,75.6,99.0,192.0,382.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,9.0,21.0,1.0,13.0,0.97,0.54,0.0,7.0,1.0,0.97,1.68,0.47,25.4,5168551.0,-49410.0,-0.26286981646522606
0.0,0.0,9.0,0.0,16.1,177.0,0.31,0.51,0.2,0.82,103.0,1.0,0.0,3.0,3.2,2024-11-10,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,11.0,0.0,793888.0,1.0,1.0,1.0,11.0,1.0,-88424.0,32601.0,121025.0,6.4,True,1.0,177.0,0.0,4.0,0.2004947960376739,71.0,Chelsea,Arsenal,1.0,1.0,26705.0,2024.0,687561.0,0.1250054240226745,0.0,1.0,0.0,0.2004947960376739,0.3949865698814392,0.099403940141201,11357.0,Chelsea,4.0,4.0,11.0,0.8,MID,0.0,0.27,0.9,0.63,5.18,4.0,0.0,15.2,21.0,45.0,85.0,211.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,5.0,0.0,5.0,0.8,0.19,0.0,3.0,0.0,0.8,0.54,0.26,12.2,2730614.0,0.0,0.49,1.68,1.19,6.65,7.0,1.0,32.6,66.6,85.5,173.0,362.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,10.0,20.0,1.0,13.0,1.26,0.47,0.0,6.0,1.0,1.26,1.31,0.38,20.6,4787496.0,-86782.0,-0.5755796544855688
