assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers
1,0,5,0,0.3,125,0.0,0.35,0.35,0.28,134,0,0,5.7,8.0,2022-10-29,25,6,0,0,0,0,14,0,29534,0,1,4,49.0,3,163,1637,1474,4.7,True,1,0,4,0.3510299921035766,24,Brighton,Chelsea,4,1,18335,2022,560053,0.0,0,0,0,0.3510299921035766,0.3510299921035766,0.0,Brighton,3,3,14,0.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05239472838315654
0,0,0,0,0.5,125,0.0,0.0,0.0,1.45,152,2,0,0.0,0.0,2022-11-13,53,2,0,0,0,0,16,0,34946,0,2,1,0.0,1,45,2652,2607,4.7,True,0,0,0,0.0,58,Brighton,Aston Villa,1,2,18353,2022,565006,0.0,0,0,0,0.0,0.0,0.0,Brighton,2,3,16,1.3,FWD,0.0,0.0,0.35,0.35,0.28,0.0,0.0,5.7,8.0,0.3,49.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,29534.0,0.0,0.0,0.35,0.35,0.28,0.0,0.0,5.7,8.0,0.3,49.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,29534.0,5412.0,0.008556759840273816
0,0,3,0,1.0,125,0.03,0.03,0.0,0.0,172,0,0,0.3,0.2,2022-12-31,14,1,0,0,0,0,18,0,35552,0,4,2,2.0,1,-441,1150,1591,4.7,True,0,0,0,0.0,11,Brighton,Arsenal,2,4,18373,2022,566576,0.0,0,0,0,0.0,0.0642388984560966,0.0642388984560966,Brighton,4,3,18,0.0,FWD,0.0,0.0,0.0,0.0,1.45,2.0,0.0,0.0,0.0,0.5,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,34946.0,0.0,0.0,0.35,0.35,1.73,2.0,0.0,5.7,8.0,0.8,49.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,0.0,4.0,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1.3,64480.0,606.0,-0.1608901860634805
0,0,1,0,10.8,125,0.02,0.13,0.11,0.82,186,1,0,6.0,10.4,2023-01-03,19,8,0,0,0,0,19,0,35254,0,4,1,39.0,1,-420,957,1377,4.7,False,0,0,3,0.13994200527668,17,Everton,Brighton,1,4,18387,2022,567073,0.0867282971739769,0,1,0,0.13994200527668,0.2266709953546524,0.0,Brighton,3,2,19,0.7,FWD,0.0,0.03,0.03,0.0,1.45,2.0,0.0,0.3,0.2,1.5,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,1.3,70498.0,0.0,0.03,0.38,0.35,1.73,2.0,0.0,6.0,8.2,1.8,51.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,0.0,4.0,0.35,0.0,0.0,0.0,0.0,0.35,0.42,0.06,1.3,100032.0,-298.0,-0.17994858611825193
0,0,2,0,0.0,125,0.0,0.06,0.06,0.67,213,0,0,0.2,0.0,2023-02-04,15,3,0,0,0,0,22,0,33676,0,0,1,3.0,1,-815,1047,1862,4.7,True,0,0,1,0.042663600295782,12,Brighton,Bournemouth,1,0,18414,2022,573320,0.0,0,0,0,0.042663600295782,0.042663600295782,0.0,Brighton,2,3,22,0.3,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.11,0.82,1.0,0.0,6.3,10.6,11.8,41.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,3.0,0.14,0.09,0.0,1.0,0.0,0.14,0.29,0.06,0.7,70806.0,-1578.0,-0.28016500515641113
0,0,3,0,11.6,125,0.0,0.1,0.1,0.0,254,0,0,4.6,8.4,2023-03-04,7,19,0,0,0,0,26,0,33193,0,0,4,26.0,1,-201,480,681,4.6,True,0,0,2,0.1249530017375946,4,Brighton,West Ham,4,0,18455,2022,579585,0.0551835000514984,0,1,0,0.1249530017375946,0.1801359951496124,0.1007649973034858,Brighton,2,3,26,0.3,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.67,0.0,0.0,0.2,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.3,33676.0,-483.0,-0.1731266149870801
0,0,0,0,0.9,125,0.01,0.08,0.07,0.07,73,0,0,0.4,2.4,2023-03-15,11,7,0,0,0,0,27,0,33118,0,0,1,1.0,1,-192,613,805,4.6,True,0,0,1,0.0489372014999389,10,Brighton,Crystal Palace,1,0,18276,2022,582528,0.0,0,0,0,0.0489372014999389,0.1019140034914016,0.0529763996601104,Brighton,2,3,27,1.0,FWD,0.0,0.0,0.1,0.1,0.0,0.0,0.0,4.6,8.4,11.6,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.12,0.06,0.0,1.0,0.0,0.12,0.18,0.1,0.3,33193.0,0.0,0.0,0.16,0.16,0.67,0.0,0.0,4.8,8.4,11.6,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.17,0.06,0.0,1.0,0.0,0.17,0.22,0.1,0.6,66869.0,-75.0,-0.13540197461212977
0,0,3,0,1.1,125,0.02,0.04,0.02,0.0,283,0,0,0.2,0.2,2023-04-01,18,4,0,0,0,0,29,0,32414,0,3,3,1.0,1,-280,343,623,4.6,True,0,0,1,0.0204776991158723,15,Brighton,Brentford,3,3,18484,2022,584745,0.0,0,0,0,0.0204776991158723,0.0379998013377189,0.0175221003592014,Brighton,3,3,29,4.9,FWD,0.0,0.01,0.18,0.17,0.07,0.0,0.0,5.0,10.8,12.5,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.17,0.06,0.0,1.0,0.0,0.17,0.28,0.15,1.3,66311.0,0.0,0.01,0.18,0.17,0.07,0.0,0.0,5.0,10.8,12.5,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.17,0.06,0.0,1.0,0.0,0.17,0.28,0.15,1.3,66311.0,-704.0,-0.2898550724637681
0,2,28,0,2.4,125,0.01,0.93,0.92,0.06,62,0,1,7.5,33.6,2023-04-04,17,3,0,0,0,0,29,0,32414,0,2,0,39.0,7,-280,343,623,4.6,False,0,1,2,0.9697710275650024,12,Bournemouth,Brighton,0,2,18266,2022,586030,0.0,0,0,1,0.9697710275650024,1.1668100357055664,0.1970420032739639,Brighton,3,2,29,4.9,FWD,0.0,0.01,0.18,0.17,0.07,0.0,0.0,5.0,10.8,12.5,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.17,0.06,0.0,1.0,0.0,0.17,0.28,0.15,1.3,66311.0,0.0,0.01,0.18,0.17,0.07,0.0,0.0,5.0,10.8,12.5,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.17,0.06,0.0,1.0,0.0,0.17,0.28,0.15,1.3,66311.0,0.0,-0.2898550724637681
0,0,2,0,0.5,125,0.0,0.07,0.07,0.0,299,0,0,0.7,1.0,2023-04-08,5,18,0,0,0,0,30,0,32658,0,1,2,5.0,1,128,594,466,4.6,False,0,0,1,0.0692925974726677,2,Tottenham,Brighton,2,1,18500,2022,586745,0.0,0,0,0,0.0692925974726677,0.0831961035728454,0.0139034995809197,Brighton,3,4,30,2.5,FWD,0.0,0.02,1.01,0.99,0.13,0.0,1.0,7.9,36.0,3.3,40.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,1.0,3.0,1.02,0.0,0.0,0.0,1.0,1.02,1.27,0.25,5.9,65532.0,0.0,0.02,1.11,1.09,0.13,0.0,1.0,12.5,44.4,14.9,66.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,1.0,5.0,1.14,0.06,0.0,1.0,1.0,1.14,1.45,0.35,6.2,98725.0,244.0,0.12075471698113208
