assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,4,0,2.0,246,0.01,0.05,0.04,1.84,5,1,0,2.2,3.6,2022-08-06,84,20,0,0,0,0,1,0,85765,1,1,2,16.0,2,0,0,0,5.5,True,0,0,1,0.0281607005745172,87,Leeds,Wolverhampton Wanderers,2,1,18205,2022,539432,0.0,0,0,0,0.0281607005745172,0.0281607005745172,0.0,Leeds,2,2,1,1.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-2,0,24.1,246,0.06,0.14,0.08,1.22,19,2,0,5.5,7.6,2022-08-13,90,17,0,0,0,0,2,0,114158,1,2,2,23.0,1,15991,24487,8496,5.5,False,1,0,2,0.0612642988562583,90,Southampton,Leeds,2,2,18215,2022,540607,0.0404497012495994,0,1,0,0.0612642988562583,0.1199249997735023,0.0586610995233058,Leeds,2,2,2,1.0,MID,0.0,0.01,0.05,0.04,1.84,1.0,0.0,2.2,3.6,2.0,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.5,85765.0
0,0,25,1,28.3,246,0.06,1.07,1.01,0.88,25,0,1,11.5,45.0,2022-08-21,82,6,0,0,0,0,3,0,103762,1,0,3,42.0,8,-11274,8579,19853,5.5,True,0,1,2,0.9029719829559326,85,Leeds,Chelsea,3,0,18228,2022,543078,0.0684425979852676,0,2,1,0.9029719829559326,1.0666899681091309,0.1159870028495788,Leeds,3,2,3,2.7,MID,0.0,0.07,0.19,0.12,3.06,3.0,0.0,7.7,11.2,26.1,39.0,174.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,0.0,3.0,0.09,0.04,0.0,1.0,0.0,0.09,0.15,0.06,2.5,199923.0
0,0,-1,0,7.2,246,0.02,0.02,0.0,2.02,34,1,0,2.0,6.6,2022-08-27,81,5,0,0,0,0,4,0,146528,1,0,1,6.0,1,34985,48516,13531,5.5,False,1,0,0,0.0,85,Brighton,Leeds,1,0,18234,2022,544421,0.0,0,0,0,0.0,0.837215006351471,0.837215006351471,Leeds,2,3,4,2.5,MID,1.0,0.13,1.26,1.13,3.94,3.0,1.0,19.2,56.2,54.4,81.0,256.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,11.0,1.0,5.0,0.99,0.11,0.0,3.0,1.0,0.99,1.21,0.17,5.2,303685.0
1,0,18,0,45.1,246,0.1,0.15,0.05,0.43,45,1,0,9.5,28.6,2022-08-30,75,8,0,0,0,0,5,0,150325,1,1,1,21.0,5,2217,20508,18291,5.5,True,0,0,1,0.0773087963461875,80,Leeds,Everton,1,1,18245,2022,545984,0.0823829993605613,1,3,0,0.0773087963461875,0.1480190008878708,0.0493422001600265,Leeds,2,2,5,2.9,MID,1.0,0.14,1.23,1.09,4.12,3.0,1.0,19.0,59.2,59.6,71.0,253.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,6.0,10.0,1.0,4.0,0.96,0.11,0.0,3.0,1.0,0.96,2.02,1.01,6.2,364448.0
0,0,9,0,25.6,246,0.05,0.07,0.02,2.43,52,5,0,3.8,9.2,2022-09-03,90,4,0,0,0,0,6,0,199172,1,2,5,3.0,2,42617,58187,15570,5.5,False,0,0,1,0.0156785994768142,90,Brentford,Leeds,5,2,18257,2022,547237,0.0718088969588279,0,1,0,0.0156785994768142,1.063629984855652,0.9761469960212708,Leeds,2,3,6,2.9,MID,1.0,0.18,1.24,1.06,3.33,2.0,1.0,23.0,80.2,80.6,69.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,14.0,1.0,3.0,0.98,0.15,1.0,5.0,1.0,0.98,2.05,1.0,8.1,400615.0
0,0,5,1,26.3,246,0.09,0.09,0.0,1.91,85,0,0,3.7,4.2,2022-10-02,78,2,0,0,0,0,9,0,157665,1,0,0,6.0,3,-7583,10562,18145,5.5,True,0,0,0,0.0,84,Leeds,Aston Villa,0,0,18286,2022,553299,0.1016279980540275,0,2,0,0.0,0.1507380008697509,0.0777769014239311,Leeds,2,2,9,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,10,0,9.7,246,0.07,0.21,0.14,0.71,95,1,0,1.8,0.0,2022-10-09,75,7,0,0,0,0,10,0,142662,1,1,2,10.0,5,-15180,3642,18822,5.5,False,0,0,2,0.1752240061759948,81,Crystal Palace,Leeds,2,1,18296,2022,554730,0.0,0,0,0,0.1752240061759948,0.8483200073242188,0.6730960011482239,Leeds,2,2,10,4.0,MID,1.0,0.09,0.09,0.0,1.91,0.0,0.0,3.7,4.2,26.3,6.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.15,0.08,3.0,157665.0
0,0,11,0,45.4,246,0.32,0.39,0.07,0.55,104,1,0,7.8,18.8,2022-10-16,90,1,0,0,0,0,11,0,136340,1,1,0,14.0,2,-6872,3233,10105,5.5,True,0,0,2,0.0568137988448143,90,Leeds,Arsenal,0,1,18305,2022,556764,0.3176810145378113,0,4,0,0.0568137988448143,0.4602270126342773,0.1109199970960617,Leeds,4,2,11,2.8,MID,1.0,0.16,0.3,0.14,2.62,1.0,0.0,5.5,4.2,36.0,16.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,0.0,2.0,0.18,0.1,0.0,2.0,0.0,0.18,1.0,0.75,7.0,300327.0
0,0,13,0,30.2,246,0.16,0.22,0.06,0.79,117,2,0,4.7,13.8,2022-10-20,90,10,0,0,0,0,12,0,137356,1,0,2,3.0,2,1070,6567,5497,5.5,False,0,0,1,0.030519999563694,90,Leicester,Leeds,2,0,18317,2022,557819,0.1129980012774467,0,2,0,0.030519999563694,0.1141690015792846,0.0836492031812667,Leeds,2,3,12,0.0,MID,1.0,0.48,0.69,0.21,3.17,2.0,0.0,13.3,23.0,81.4,30.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,10.0,0.0,4.0,0.23,0.42,0.0,6.0,0.0,0.23,1.46,0.86,9.8,436667.0
0,0,20,0,77.8,246,0.3,0.36,0.06,1.85,124,3,0,10.8,24.0,2022-10-23,90,9,0,0,0,0,13,0,132417,1,3,2,6.0,2,-6085,3840,9925,5.5,True,0,0,1,0.073835901916027,90,Leeds,Fulham,2,3,18325,2022,558819,0.6977599859237671,0,7,0,0.073835901916027,0.8469880223274231,0.1257739961147308,Leeds,2,2,13,2.8,MID,0.0,0.55,0.82,0.27,2.05,4.0,0.0,14.3,32.6,85.3,27.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,9.0,0.0,5.0,0.26,0.43,0.0,6.0,0.0,0.26,1.42,0.87,6.8,416358.0
0,0,-2,0,19.6,246,0.06,0.27,0.21,1.74,138,1,0,3.9,6.0,2022-10-29,90,12,0,0,0,0,14,0,115788,1,2,1,13.0,2,-16796,1269,18065,5.5,False,0,0,2,0.3843849897384643,90,Liverpool,Leeds,1,2,18339,2022,560430,0.0780925005674362,0,1,0,0.3843849897384643,0.5273339748382568,0.1228649988770484,Leeds,2,4,14,1.7,MID,0.0,0.78,0.97,0.19,3.19,6.0,0.0,23.3,56.6,153.4,23.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,6.0,0.0,4.0,0.16,1.13,0.0,13.0,0.0,0.16,1.42,0.32,5.6,406113.0
0,0,9,0,15.1,246,0.05,0.11,0.06,1.47,144,3,0,4.8,0.6,2022-11-05,85,3,0,0,0,0,15,0,113158,1,3,4,32.0,2,-3278,5724,9002,5.5,True,0,0,2,0.119898997247219,90,Leeds,Bournemouth,4,3,18345,2022,561860,0.0166996996849775,0,1,0,0.119898997247219,0.4116849899291992,0.2750869989395141,Leeds,2,2,15,2.5,MID,0.0,0.52,0.85,0.33,4.38,6.0,0.0,19.4,43.8,127.6,22.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,6.0,0.0,4.0,0.49,0.89,0.0,10.0,0.0,0.49,1.49,0.33,4.5,385561.0
