assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,2,0,0.9,582,0.01,0.07,0.06,0.84,38,1,0,0.4,0.0,2022-08-28,15,18,0,0,0,0,4,0,1085,0,2,0,4.0,1,-117,217,334,5.0,True,0,0,1,0.0477172993123531,14,Nottingham Forest,Tottenham,0,2,18241,2022,545400,0.0,0,0,0,0.0477172993123531,0.0,0.0,Nottingham Forest,3,2,4,-0.5,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.21234119782214156
0,0,10,0,1.0,582,0.02,0.06,0.04,3.32,49,6,0,1.7,8.4,2022-08-31,90,13,0,0,0,0,5,0,1217,1,0,6,8.0,2,-94,136,230,5.0,False,0,0,1,0.0247524995356798,90,Manchester City,Nottingham Forest,6,0,18246,2022,546332,0.0,0,0,0,0.0247524995356798,0.0686174035072326,0.0686174035072326,Nottingham Forest,2,5,5,-0.5,MID,0.0,0.01,0.07,0.06,0.84,1.0,0.0,0.4,0.0,0.9,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,-0.2568306010928962
0,0,10,0,2.3,582,0.01,0.01,0.0,0.51,78,3,0,1.2,9.6,2022-09-16,69,9,0,0,0,0,8,0,1970,1,3,2,0.0,2,8,116,108,5.0,True,0,0,0,0.0,71,Nottingham Forest,Fulham,2,3,18273,2022,550245,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest,2,2,8,0.7,MID,0.0,0.02,0.06,0.04,3.32,6.0,0.0,1.7,8.4,1.0,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.07,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.0,0.03571428571428571
0,0,11,0,15.1,582,0.08,0.08,0.0,0.41,86,1,0,2.4,8.4,2022-10-03,45,10,0,0,0,0,9,0,1979,0,0,4,0.0,1,-76,122,198,5.0,False,0,0,0,0.0,43,Leicester,Nottingham Forest,4,0,18287,2022,553627,0.0565638989210128,0,1,0,0.0,0.3637419939041137,0.3637419939041137,Nottingham Forest,2,3,9,1.0,MID,0.0,0.01,0.01,0.0,0.51,3.0,0.0,1.2,9.6,2.3,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.01,0.05,0.03,1.56,3.33,0.0,1.1,6.0,1.4,4.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,2.67,1.67,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-0.2375
0,0,10,0,2.6,582,0.01,0.01,0.0,0.69,99,1,0,2.1,18.2,2022-10-10,90,2,0,0,0,0,10,0,1982,1,1,1,0.0,2,-105,86,191,5.0,True,0,0,0,0.0,90,Nottingham Forest,Aston Villa,1,1,18300,2022,555420,0.0,0,0,0,0.0,0.0519734993577003,0.0519734993577003,Nottingham Forest,2,2,10,1.2,MID,0.0,0.08,0.08,0.0,0.41,1.0,0.0,2.4,8.4,15.1,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.36,0.36,1.0,0.0,0.04,0.05,0.01,1.41,3.33,0.0,1.77,8.8,6.13,2.67,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,4.0,1.67,0.0,0.33,0.01,0.02,0.0,0.0,0.33,0.0,0.01,0.14,0.14,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-0.37906137184115524
0,0,12,0,11.8,582,0.01,0.01,0.0,1.32,110,1,0,2.2,10.6,2022-10-15,83,20,0,0,0,0,11,0,2023,1,0,1,0.0,2,-46,69,115,5.0,False,0,0,0,0.0,85,Wolverhampton Wanderers,Nottingham Forest,1,0,18311,2022,555951,0.0570128001272678,0,1,0,0.0,0.0654337033629417,0.0084209395572543,Nottingham Forest,2,2,11,1.2,MID,0.0,0.01,0.01,0.0,0.69,1.0,0.0,2.1,18.2,2.6,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,1.2,0.0,0.03,0.03,0.0,0.54,1.67,0.0,1.9,12.07,6.67,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.33,1.67,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.14,0.14,0.97,0.0,0.03,0.05,0.02,1.15,2.4,0.0,1.56,8.92,4.38,2.4,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,2.6,1.6,0.0,0.4,0.01,0.01,0.0,0.0,0.2,0.0,0.01,0.1,0.1,0.38,41.0,-0.25
0,0,6,1,1.8,582,0.01,0.01,0.0,1.66,114,0,0,0.6,4.4,2022-10-18,90,5,0,0,0,0,12,0,2113,1,0,0,0.0,2,15,115,100,5.0,False,1,0,0,0.0,90,Brighton,Nottingham Forest,0,0,18315,2022,557327,0.0,0,0,0,0.0,0.1068900004029274,0.1068900004029274,Nottingham Forest,2,3,12,0.0,MID,0.0,0.01,0.01,0.0,1.32,1.0,0.0,2.2,10.6,11.8,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.07,0.01,1.2,0.0,0.03,0.03,0.0,0.81,1.0,0.0,2.23,12.4,9.83,0.0,72.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,2.0,1.67,0.0,0.0,0.0,0.04,0.0,0.0,0.67,0.0,0.0,0.16,0.14,1.13,0.0,0.03,0.03,0.01,1.25,2.4,0.0,1.92,11.04,6.56,1.6,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2.8,1.8,0.0,0.2,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.11,0.1,0.72,90.0,0.06976744186046512
0,0,9,1,0.6,582,0.01,0.01,0.0,1.66,126,0,0,1.3,12.0,2022-10-22,90,12,0,0,0,0,13,0,2122,1,0,1,0.0,2,-38,91,129,5.0,True,1,0,0,0.0,90,Nottingham Forest,Liverpool,1,0,18327,2022,557960,0.0,0,0,0,0.0,0.5581650137901306,0.5581650137901306,Nottingham Forest,4,2,13,0.3,MID,1.0,0.01,0.01,0.0,1.66,0.0,0.0,0.6,4.4,1.8,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.33,0.01,0.01,0.0,1.22,0.67,0.0,1.63,11.07,5.4,0.0,87.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.33,0.67,2.0,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.07,0.06,0.8,0.2,0.02,0.02,0.0,0.92,1.2,0.0,1.7,10.24,6.72,0.0,75.4,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,1.6,1.8,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.12,0.11,0.82,9.0,-0.17272727272727273
0,0,8,0,1.3,582,0.01,0.05,0.04,2.3,131,5,0,2.6,17.2,2022-10-30,90,1,0,0,0,0,14,0,2105,1,0,5,7.0,2,-72,81,153,4.9,False,0,0,1,0.0218601003289222,90,Arsenal,Nottingham Forest,5,0,18332,2022,560768,0.0,0,0,0,0.0218601003289222,0.0218601003289222,0.0,Nottingham Forest,2,4,14,0.8,MID,1.0,0.01,0.01,0.0,1.66,0.0,0.0,1.3,12.0,0.6,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.3,0.67,0.01,0.01,0.0,1.55,0.33,0.0,1.37,9.0,4.73,0.0,87.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.67,2.0,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.24,0.22,0.5,0.4,0.02,0.02,0.0,1.15,0.6,0.0,1.72,10.72,6.38,0.0,79.6,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.2,1.4,1.8,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.23,0.22,0.74,-17.0,-0.3076923076923077
0,0,11,0,12.7,582,0.05,0.05,0.0,1.38,146,2,0,2.3,8.6,2022-11-05,78,4,0,0,0,0,15,0,2142,1,2,2,2.0,2,4,111,107,4.9,True,0,0,0,0.0,84,Nottingham Forest,Brentford,2,2,18347,2022,561916,0.0357180014252662,0,1,0,0.0,0.1246490031480789,0.1246490031480789,Nottingham Forest,3,2,15,1.5,MID,0.0,0.01,0.05,0.04,2.3,5.0,0.0,2.6,17.2,1.3,7.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.8,0.67,0.01,0.02,0.01,1.87,1.67,0.0,1.5,11.2,1.23,2.33,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,2.0,2.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.22,0.37,0.4,0.01,0.02,0.01,1.53,1.4,0.0,1.76,12.48,3.62,1.4,88.6,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.2,1.6,2.0,0.0,0.2,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.16,0.15,0.7,37.0,0.01834862385321101
