assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,16,1,10.8,573,0.01,0.99,0.98,0.14,18,0,0,4.1,11.2,2024-08-24,90,False,17,0,0,0,0,2,0,17601,1,1,0,19.0,6,-2283,234,2517,4.5,False,0,0,3,0.8726280331611633,90,Southampton,Nottingham Forest,0,1,26616,2024,668057,0.0163659416139125,0,1,0,0.8726280331611633,0.0163659416139125,0.0,Nottingham Forest,4,1,2,3.5,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.8298800436205016
0,0,10,0,10.3,573,0.01,0.01,0.0,0.74,29,1,0,2.1,8.6,2024-08-31,90,False,20,0,0,0,0,3,0,22945,1,1,1,2.0,2,3002,4904,1902,4.5,True,0,0,0,0.0,90,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671846,0.0442462153732776,0,1,0,0.0,0.2665288150310516,0.2222826033830642,Nottingham Forest,3,4,3,2.7,DEF,1.0,0.01,0.99,0.98,0.14,0.0,0.0,4.1,11.2,10.8,19.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,3.0,0.87,0.02,0.0,0.0,1.0,0.0,0.87,0.02,0.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5344.0,0.4410813987657949
0,0,22,1,0.3,573,0.0,0.0,0.0,0.94,36,0,0,1.8,18.0,2024-09-14,90,False,12,0,0,0,0,4,0,22998,1,1,0,0.0,6,-643,2677,3320,4.5,False,0,0,0,0.0,90,Liverpool,Nottingham Forest,0,1,26635,2024,673783,0.0,0,0,0,0.0,0.0536222159862518,0.0536222159862518,Nottingham Forest,4,5,4,3.0,DEF,0.0,0.01,0.01,0.0,0.74,1.0,0.0,2.1,8.6,10.3,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.27,0.22,2.7,0.5,0.01,0.5,0.49,0.44,0.5,0.0,3.1,9.9,10.55,10.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,4.0,0.0,1.5,0.44,0.03,0.0,0.0,1.0,0.0,0.44,0.14,0.11,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,-0.1072202768050692
0,0,6,0,0.2,573,0.0,0.0,0.0,0.94,42,2,0,3.1,31.2,2024-09-22,90,False,5,0,0,0,0,5,0,28995,1,2,2,0.0,1,4466,5657,1191,4.5,False,0,0,0,0.0,90,Brighton,Nottingham Forest,2,2,26650,2024,676316,0.0,0,0,0,0.0,0.6080609560012817,0.6080609560012817,Nottingham Forest,4,3,5,3.8,DEF,1.0,0.0,0.0,0.0,0.94,0.0,0.0,1.8,18.0,0.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,3.0,0.5,0.0,0.0,0.0,0.84,0.5,0.0,1.95,13.3,5.3,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,4.0,0.0,0.0,0.0,0.02,0.0,0.0,0.5,0.0,0.0,0.16,0.14,2.85,0.67,0.01,0.33,0.33,0.61,0.33,0.0,2.67,12.6,7.13,7.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.33,4.67,0.0,1.0,0.29,0.02,0.0,0.0,0.67,0.0,0.29,0.11,0.09,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5997.0,0.6521612149532711
0,0,9,0,0.7,573,0.0,0.14,0.14,1.33,59,1,0,2.5,14.0,2024-09-28,90,False,9,0,0,0,0,6,0,36733,1,1,0,10.0,2,7081,14450,7369,4.5,True,0,0,1,0.0773444399237632,90,Nottingham Forest,Fulham,0,1,26653,2024,677776,0.0,0,0,0,0.0773444399237632,0.1593085378408432,0.0819641053676605,Nottingham Forest,3,4,6,3.0,DEF,0.0,0.0,0.0,0.0,0.94,2.0,0.0,3.1,31.2,0.2,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,3.8,0.5,0.0,0.0,0.0,0.94,1.0,0.0,2.45,24.6,0.25,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,3.4,0.33,0.0,0.0,0.0,0.87,1.0,0.0,2.33,19.27,3.6,0.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,3.0,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.31,0.29,3.17,0.5,0.0,0.25,0.24,0.69,0.75,0.0,2.78,17.25,5.4,5.25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,0.75,3.75,0.0,0.75,0.22,0.02,0.0,0.0,0.5,0.0,0.22,0.24,0.22,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.0,0.3245336633209588
1,0,18,0,10.6,573,0.07,0.07,0.0,2.27,65,1,0,4.4,23.2,2024-10-06,90,False,6,0,0,0,0,7,0,36511,1,1,1,10.0,5,-681,1769,2450,4.5,False,0,0,0,0.0,90,Chelsea,Nottingham Forest,1,1,26668,2024,680154,0.4478428065776825,1,1,0,0.0,0.20928555727005,0.20928555727005,Nottingham Forest,4,4,7,3.5,DEF,0.0,0.0,0.14,0.14,1.33,1.0,0.0,2.5,14.0,0.7,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.08,3.0,0.0,0.0,0.07,0.07,1.14,1.5,0.0,2.8,22.6,0.45,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,1.5,0.0,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.38,0.35,3.4,0.33,0.0,0.05,0.05,1.07,1.0,0.0,2.47,21.07,0.4,3.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.67,3.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.27,0.25,3.27,0.25,0.0,0.04,0.04,0.99,1.0,0.0,2.38,17.95,2.88,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,0.75,2.75,0.0,0.25,0.02,0.01,0.0,0.0,0.25,0.0,0.02,0.27,0.24,3.12,0.4,0.0,0.23,0.22,0.82,0.8,0.0,2.72,16.6,4.46,6.2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.6,3.4,0.0,0.8,0.19,0.01,0.0,0.0,0.4,0.0,0.19,0.22,0.19,3.2,-222.0,-0.1614126570277317
0,0,25,1,0.8,573,0.19,0.19,0.0,1.12,77,0,0,1.5,8.2,2024-10-21,90,False,7,0,0,0,0,8,0,82802,1,0,1,6.0,6,42137,45338,3201,4.5,True,0,0,0,0.0,90,Nottingham Forest,Crystal Palace,1,0,26677,2024,682437,0.0,0,0,0,0.0,0.0340650118887424,0.0340650118887424,Nottingham Forest,3,4,8,4.3,DEF,0.0,0.07,0.07,0.0,2.27,1.0,0.0,4.4,23.2,10.6,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.45,1.0,1.0,1.0,0.0,0.0,0.21,0.21,3.5,0.0,0.04,0.11,0.07,1.8,1.0,0.0,3.45,18.6,5.65,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,3.5,0.0,0.5,0.04,0.22,0.5,0.5,0.5,0.0,0.04,0.18,0.15,3.25,0.0,0.02,0.07,0.05,1.51,1.33,0.0,3.33,22.8,3.83,6.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,2.67,0.0,0.33,0.03,0.15,0.33,0.33,0.33,0.0,0.03,0.33,0.3,3.43,0.25,0.02,0.05,0.04,1.37,1.0,0.0,2.95,21.6,2.95,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,0.75,3.5,0.0,0.25,0.02,0.11,0.25,0.25,0.25,0.0,0.02,0.26,0.24,3.32,0.2,0.02,0.04,0.03,1.24,1.0,0.0,2.78,19.0,4.42,4.4,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.8,3.2,0.0,0.2,0.02,0.1,0.2,0.2,0.4,0.0,0.02,0.26,0.24,3.2,46291.0,0.8681060590453038
0,0,5,0,0.0,573,0.0,0.06,0.06,0.76,88,1,0,1.3,11.2,2024-10-25,90,False,11,0,0,0,0,9,0,100094,1,3,1,2.0,1,17694,21012,3318,4.5,False,1,0,1,0.0084242261946201,90,Leicester,Nottingham Forest,1,3,26682,2024,682638,0.0,0,0,0,0.0084242261946201,0.0084242261946201,0.0,Nottingham Forest,4,1,9,4.0,DEF,1.0,0.19,0.19,0.0,1.12,0.0,0.0,1.5,8.2,0.8,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,4.3,0.5,0.13,0.13,0.0,1.7,0.5,0.0,2.95,15.7,5.7,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,5.5,0.0,0.0,0.0,0.22,0.5,0.5,0.5,0.0,0.0,0.12,0.12,3.9,0.33,0.09,0.13,0.05,1.57,0.67,0.0,2.8,15.13,4.03,8.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.67,4.33,0.0,0.33,0.03,0.15,0.33,0.33,0.33,0.0,0.03,0.13,0.11,3.6,0.25,0.06,0.1,0.04,1.42,1.0,0.0,2.88,19.15,3.08,6.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.5,0.0,0.25,0.02,0.11,0.25,0.25,0.25,0.0,0.02,0.25,0.23,3.65,0.4,0.05,0.08,0.03,1.32,0.8,0.0,2.66,18.92,2.52,5.2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,4.0,0.0,0.2,0.02,0.09,0.2,0.2,0.2,0.0,0.02,0.21,0.2,3.52,17292.0,0.7272503082614057
0,0,25,1,11.4,573,0.13,0.56,0.43,0.13,97,0,0,5.2,13.6,2024-11-02,90,False,19,0,0,0,0,10,0,107882,1,0,3,27.0,6,7435,12621,5186,4.5,True,0,0,2,0.8379088044166565,90,Nottingham Forest,West Ham,3,0,26698,2024,685056,0.0729926973581314,0,1,0,0.8379088044166565,0.7612808346748352,0.1635485738515854,Nottingham Forest,2,4,10,4.3,DEF,0.0,0.0,0.06,0.06,0.76,1.0,0.0,1.3,11.2,0.0,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,4.0,0.5,0.1,0.12,0.03,0.94,0.5,0.0,1.4,9.7,0.4,4.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,1.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,4.15,0.33,0.09,0.11,0.02,1.38,0.67,0.0,2.4,14.2,3.8,6.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.0,4.0,0.0,0.33,0.0,0.15,0.33,0.33,0.33,0.0,0.0,0.08,0.08,3.93,0.25,0.06,0.12,0.05,1.37,0.75,0.0,2.43,14.15,3.02,7.0,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.25,0.75,3.5,0.0,0.5,0.02,0.11,0.25,0.25,0.25,0.0,0.02,0.1,0.08,3.7,0.2,0.05,0.09,0.04,1.28,1.0,0.0,2.56,17.56,2.46,5.6,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.4,1.0,3.0,0.0,0.4,0.02,0.09,0.2,0.2,0.2,0.0,0.02,0.2,0.19,3.72,7788.0,0.41753243106643456
0,0,1,0,0.7,573,0.0,0.02,0.02,1.7,107,3,0,2.1,17.8,2024-11-10,90,False,15,0,0,0,0,11,0,119976,1,3,1,2.0,1,11218,15405,4187,4.5,True,0,0,1,0.0115296207368373,90,Nottingham Forest,Newcastle United,1,3,26704,2024,687313,0.0,0,0,0,0.0115296207368373,0.2057165205478668,0.1941869109869003,Nottingham Forest,4,4,11,3.5,DEF,1.0,0.13,0.56,0.43,0.13,0.0,0.0,5.2,13.6,11.4,27.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,0.84,0.07,0.0,0.0,1.0,0.0,0.84,0.76,0.16,4.3,0.5,0.06,0.31,0.24,0.44,0.5,0.0,3.25,12.4,5.7,14.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,2.0,3.5,0.0,1.5,0.42,0.04,0.0,0.0,0.5,0.0,0.42,0.38,0.08,4.15,0.67,0.11,0.27,0.16,0.67,0.33,0.0,2.67,11.0,4.07,11.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.67,4.33,0.0,1.0,0.28,0.02,0.0,0.0,0.33,0.0,0.28,0.27,0.07,4.2,0.5,0.1,0.22,0.12,1.07,0.5,0.0,3.1,14.05,5.7,11.25,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,1.5,4.5,0.0,0.75,0.21,0.13,0.25,0.25,0.5,0.0,0.21,0.25,0.1,4.03,0.4,0.08,0.2,0.13,1.12,0.6,0.0,2.98,14.04,4.7,11.0,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,1.2,4.0,0.0,0.8,0.18,0.1,0.2,0.2,0.4,0.0,0.18,0.23,0.1,3.82,12094.0,0.5725806451612904
