assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,3,0,1.2,337,0.01,0.01,0.0,0.04,4,0,0,0.3,1.4,2024-08-17,11,0,0,0,0,0,0,0,False,10,0,0,0,0,1,0,40013,0,2,0,0.0,1,0,0,0,5.0,False,0,337,0,0,0.0,10,Ipswich,Liverpool,0,2,26603,2024,666260,0.0,0,0,0,0.0,0.1288326978683471,0.1288326978683471,8852,Liverpool,5,2,1,3.4,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,4,0,0.1,337,0.0,0.0,0.0,0.02,27,0,0,0.3,2.4,2024-09-01,7,0,0,0,0,0,0,0,False,14,0,0,0,0,3,0,27733,0,3,0,0.0,1,-7440,1460,8900,4.8,False,0,337,0,0,0.0,2,Manchester United,Liverpool,0,3,26631,2024,672638,0.0,0,0,0,0.0,0.3982570767402649,0.3982570767402649,8852,Liverpool,5,3,3,1.2,DEF,0.0,0.01,0.01,0.0,0.04,0.0,0.0,0.3,1.4,1.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12280.0,-0.7181467181467182
0,0,4,0,0.8,337,0.0,0.0,0.0,0.2,36,0,0,0.4,2.8,2024-09-14,15,0,0,0,0,0,0,0,False,16,0,0,0,0,4,0,24230,0,1,0,0.0,1,-4885,1638,6523,4.8,True,0,337,0,0,0.0,12,Liverpool,Nottingham Forest,0,1,26635,2024,673775,0.0,0,0,0,0.0,0.0309275295585393,0.0309275295585393,8852,Liverpool,4,5,4,1.3,DEF,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.3,2.4,0.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.3,1.9,0.65,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3503.0,-0.5985786055630438
0,0,26,1,8.8,337,0.07,0.1,0.03,0.5,66,0,0,2.2,11.0,2024-10-05,78,0,0,0,0,0,0,0,False,7,0,0,0,0,7,0,21548,1,1,0,2.0,6,-1590,816,2406,4.7,False,0,337,0,1,0.0264259837567806,81,Crystal Palace,Liverpool,0,1,26662,2024,679190,0.0,0,0,0,0.0264259837567806,0.9103206396102904,0.883894681930542,8852,Liverpool,5,3,7,2.3,DEF,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,2.8,0.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.3,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.35,2.6,0.45,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,1.25,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.33,2.2,0.7,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2682.0,-0.4934823091247672
0,0,4,0,2.0,337,0.01,0.01,0.0,0.23,81,0,0,1.0,7.6,2024-10-27,27,0,0,0,0,0,0,0,False,1,0,0,0,0,9,0,21562,0,2,2,0.0,1,-1008,393,1401,4.6,False,0,337,0,0,0.0,23,Arsenal,Liverpool,2,2,26691,2024,683721,0.0,0,0,0,0.0,0.0,0.0,8852,Liverpool,5,5,9,1.8,DEF,1.0,0.07,0.1,0.03,0.5,0.0,0.0,2.2,11.0,8.8,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.91,0.88,2.3,0.5,0.04,0.05,0.02,0.35,0.0,0.0,1.3,6.9,4.8,1.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,3.5,0.0,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.47,0.46,1.8,0.33,0.02,0.03,0.01,0.24,0.0,0.0,0.97,5.4,3.23,0.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,0.0,2.67,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.45,0.44,1.6,0.25,0.02,0.03,0.01,0.19,0.0,0.0,0.8,4.4,2.72,0.5,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.75,0.0,2.25,0.0,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.37,0.36,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,-0.5618729096989966
0,1,27,0,40.3,337,0.5,0.55,0.05,1.01,94,1,0,9.3,35.8,2024-11-02,90,0,0,0,0,0,0,0,False,5,0,0,0,0,10,0,25676,1,1,2,17.0,3,3299,4625,1326,4.6,True,0,337,0,1,0.0772432535886764,90,Liverpool,Brighton,2,1,26696,2024,685025,0.831640362739563,0,3,0,0.0772432535886764,0.200349286198616,0.1231060400605201,8852,Liverpool,3,5,10,2.3,DEF,0.0,0.01,0.01,0.0,0.23,0.0,0.0,1.0,7.6,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,0.04,0.06,0.02,0.36,0.0,0.0,1.6,9.3,5.4,1.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.0,3.5,0.0,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.46,0.44,2.05,0.33,0.03,0.04,0.01,0.31,0.0,0.0,1.2,7.13,3.87,0.67,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,0.67,2.67,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.31,0.3,1.8,0.25,0.02,0.03,0.01,0.24,0.0,0.0,0.98,5.95,2.92,0.5,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.75,0.5,2.25,0.0,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.33,0.33,1.65,0.2,0.02,0.02,0.01,0.2,0.0,0.0,0.84,5.04,2.58,0.4,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.4,2.0,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.29,0.29,2.0,4114.0,0.5543606116619055
0,0,4,0,8.6,337,0.14,0.14,0.0,0.0,175,0,0,1.3,2.0,2024-12-26,4,0,0,0,0,0,0,0,False,11,0,0,0,0,18,0,19256,0,1,3,2.0,1,26,927,901,4.6,True,0,337,0,0,0.0,2,Liverpool,Leicester,3,1,26776,2024,696346,0.0,0,0,0,0.0,0.0,0.0,8852,Liverpool,1,5,18,1.2,DEF,0.0,0.5,0.55,0.05,1.01,1.0,0.0,9.3,35.8,40.3,17.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.08,0.83,0.0,0.0,3.0,0.0,0.08,0.2,0.12,2.3,0.0,0.26,0.28,0.02,0.62,0.5,0.0,5.15,21.7,21.15,8.5,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,2.0,0.0,0.5,0.04,0.42,0.0,0.0,1.5,0.0,0.04,0.1,0.06,2.05,0.33,0.19,0.22,0.03,0.58,0.33,0.0,4.17,18.13,17.03,6.33,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.33,3.33,0.0,0.67,0.03,0.28,0.0,0.0,1.0,0.0,0.03,0.37,0.34,2.13,0.25,0.14,0.16,0.02,0.48,0.25,0.0,3.22,14.3,12.98,4.75,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,1.0,2.75,0.0,0.5,0.03,0.21,0.0,0.0,0.75,0.0,0.03,0.29,0.26,1.92,0.2,0.12,0.13,0.02,0.39,0.2,0.0,2.64,11.92,10.4,3.8,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.8,2.4,0.0,0.4,0.02,0.17,0.0,0.0,0.6,0.0,0.02,0.31,0.29,1.78,-6420.0,0.014223194748358862
0,0,5,0,0.4,337,0.0,0.0,0.0,0.24,190,0,0,1.3,12.4,2024-12-29,16,0,0,0,0,0,0,0,False,19,0,0,0,0,19,0,19021,0,5,0,0.0,1,-357,398,755,4.6,False,0,337,0,0,0.0,13,West Ham,Liverpool,0,5,26791,2024,696822,0.0,0,0,0,0.0,0.0,0.0,8852,Liverpool,5,2,19,1.4,DEF,0.0,0.14,0.14,0.0,0.0,0.0,0.0,1.3,2.0,8.6,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.32,0.34,0.02,0.5,0.5,0.0,5.3,18.9,24.45,9.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.5,2.0,0.0,0.5,0.04,0.42,0.0,0.0,1.5,0.0,0.04,0.1,0.06,1.75,0.0,0.22,0.23,0.02,0.41,0.33,0.0,3.87,15.13,16.97,6.33,40.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,2.33,1.67,0.0,0.33,0.03,0.28,0.0,0.0,1.0,0.0,0.03,0.07,0.04,1.77,0.25,0.18,0.2,0.02,0.44,0.25,0.0,3.45,14.1,14.92,5.25,49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,1.75,2.75,0.0,0.5,0.03,0.21,0.0,0.0,0.75,0.0,0.03,0.28,0.25,1.9,0.2,0.14,0.16,0.02,0.39,0.2,0.0,2.84,11.84,12.1,4.2,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.4,2.4,0.0,0.4,0.02,0.17,0.0,0.0,0.6,0.0,0.02,0.23,0.21,1.78,-235.0,-0.3096270598438855
1,0,15,0,16.7,337,0.25,0.25,0.0,0.0,206,0,0,4.1,22.0,2025-01-14,25,0,0,0,0,0,0,0,False,16,0,0,0,0,21,0,18813,0,1,1,2.0,4,-319,425,744,4.6,False,0,337,0,0,0.0,24,Nottingham Forest,Liverpool,1,1,26807,2024,699225,0.5608677864074707,1,1,0,0.0,0.1253203600645065,0.1253203600645065,8852,Liverpool,5,4,21,2.2,DEF,0.0,0.0,0.0,0.0,0.24,0.0,0.0,1.3,12.4,0.4,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.07,0.07,0.0,0.12,0.0,0.0,1.3,7.2,4.5,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.21,0.23,0.02,0.42,0.33,0.0,3.97,16.73,16.43,6.33,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.33,1.67,1.67,0.0,0.33,0.03,0.28,0.0,0.0,1.0,0.0,0.03,0.07,0.04,1.63,0.0,0.16,0.18,0.01,0.37,0.25,0.0,3.22,14.45,12.82,4.75,34.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.25,1.75,1.5,0.0,0.25,0.02,0.21,0.0,0.0,0.75,0.0,0.02,0.05,0.03,1.68,0.2,0.14,0.16,0.02,0.4,0.2,0.0,3.02,13.76,12.02,4.2,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,1.4,2.4,0.0,0.4,0.02,0.17,0.0,0.0,0.6,0.0,0.02,0.22,0.2,1.8,-208.0,-0.2728828058169376
0,0,24,1,28.0,337,0.06,0.06,0.0,0.44,212,0,0,3.4,6.4,2025-01-18,64,0,0,0,0,0,0,0,False,4,0,0,0,0,22,0,20291,1,2,0,0.0,5,1198,1702,504,4.6,False,1,337,0,0,0.0,66,Brentford,Liverpool,0,2,26813,2024,700008,0.06412935256958,0,2,0,0.0,0.6174748539924622,0.60258549451828,8852,Liverpool,5,3,22,0.0,DEF,0.0,0.25,0.25,0.0,0.0,0.0,0.0,4.1,22.0,16.7,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.56,1.0,1.0,1.0,0.0,0.0,0.13,0.13,2.2,0.0,0.12,0.12,0.0,0.12,0.0,0.0,2.7,17.2,8.55,1.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,2.5,0.0,0.0,0.0,0.28,0.5,0.5,0.5,0.0,0.0,0.06,0.06,1.8,0.0,0.13,0.13,0.0,0.08,0.0,0.0,2.23,12.13,8.57,1.33,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.33,2.0,0.0,0.0,0.0,0.19,0.33,0.33,0.33,0.0,0.0,0.04,0.04,1.6,0.0,0.22,0.24,0.01,0.31,0.25,0.0,4.0,18.05,16.5,5.25,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,1.5,2.25,0.0,0.25,0.02,0.35,0.25,0.25,1.0,0.0,0.02,0.08,0.06,1.78,0.0,0.18,0.19,0.01,0.3,0.2,0.0,3.4,15.96,13.6,4.2,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.6,2.0,0.0,0.2,0.02,0.28,0.2,0.2,0.8,0.0,0.02,0.07,0.05,1.78,1478.0,0.543064369900272
