assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0.0,0.0,3.0,0.0,0.3,391.0,0.0,0.0,0.0,0.08,12.0,0.0,0.0,0.1,0.4,2024-08-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,2.0,0.0,75527.0,0.0,1.0,1.0,0.0,1.0,-19839.0,5640.0,25479.0,5.9,False,0.0,391.0,0.0,0.0,0.0,1.0,Bournemouth,Newcastle United,1.0,1.0,26620.0,2024.0,668727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7420.0,Newcastle United,3.0,3.0,2.0,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2024-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,3.0,0.0,63509.0,0.0,1.0,2.0,0.0,1.0,-15380.0,6347.0,21727.0,5.8,True,0.0,391.0,0.0,0.0,0.0,1.0,Newcastle United,Tottenham,2.0,1.0,26629.0,2024.0,672467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7420.0,Newcastle United,3.0,4.0,3.0,1.2,MID,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.4,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75527.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.4,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75527.0
0.0,0.0,4.0,0.0,14.3,391.0,0.13,0.32,0.19,0.53,67.0,0.0,0.0,2.8,3.0,2024-10-05,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,7.0,0.0,46714.0,0.0,0.0,0.0,11.0,1.0,-3201.0,2847.0,6048.0,5.6,False,0.0,391.0,0.0,2.0,0.1701400578022003,22.0,Everton,Newcastle United,0.0,0.0,26669.0,2024.0,679752.0,0.1192352399230003,0.0,1.0,0.0,0.1701400578022003,0.3120196461677551,0.141879603266716,7420.0,Newcastle United,3.0,3.0,7.0,0.7,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.4,0.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,139036.0
0.0,0.0,1.0,0.0,0.8,391.0,0.0,0.0,0.0,0.22,76.0,0.0,0.0,0.1,0.4,2024-10-19,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,8.0,0.0,45937.0,0.0,1.0,0.0,0.0,1.0,-1609.0,1916.0,3525.0,5.6,True,0.0,391.0,0.0,0.0,0.0,4.0,Newcastle United,Brighton,0.0,1.0,26676.0,2024.0,681361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7420.0,Newcastle United,3.0,4.0,8.0,0.7,MID,0.0,0.13,0.32,0.19,0.53,0.0,0.0,2.8,3.0,14.3,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.17,0.12,0.0,1.0,0.0,0.17,0.31,0.14,0.7,46714.0,0.0,0.13,0.32,0.19,0.53,0.0,0.0,2.8,3.0,14.3,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.17,0.12,0.0,1.0,0.0,0.17,0.31,0.14,1.9,110223.0
0.0,0.0,7.0,0.0,2.4,391.0,0.01,0.18,0.17,1.24,85.0,2.0,0.0,2.3,0.0,2024-10-27,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,9.0,0.0,44925.0,1.0,1.0,2.0,21.0,2.0,-1311.0,858.0,2169.0,5.6,False,0.0,391.0,0.0,2.0,0.1275290250778198,75.0,Chelsea,Newcastle United,2.0,1.0,26688.0,2024.0,683530.0,0.0,0.0,0.0,0.0,0.1275290250778198,0.1275290250778198,0.0,7420.0,Newcastle United,3.0,4.0,9.0,0.8,MID,0.0,0.13,0.32,0.19,0.75,0.0,0.0,2.9,3.4,15.1,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.17,0.12,0.0,1.0,0.0,0.17,0.31,0.14,1.4,92651.0,0.0,0.13,0.32,0.19,0.75,0.0,0.0,2.9,3.4,15.1,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.17,0.12,0.0,1.0,0.0,0.17,0.31,0.14,1.4,92651.0
0.0,0.0,2.0,0.0,1.3,391.0,0.01,0.12,0.11,0.66,142.0,1.0,0.0,0.6,0.4,2024-12-07,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,0.0,0.0,0.0,0.0,15.0,0.0,41823.0,0.0,2.0,4.0,4.0,1.0,-992.0,739.0,1731.0,5.5,False,0.0,391.0,0.0,1.0,0.0667856186628341,13.0,Brentford,Newcastle United,4.0,2.0,26743.0,2024.0,692244.0,0.0,0.0,0.0,0.0,0.0667856186628341,0.0667856186628341,0.0,7420.0,Newcastle United,3.0,3.0,15.0,0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,0.7,391.0,0.01,0.01,0.0,0.08,166.0,0.0,0.0,0.3,0.6,2024-12-21,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,17.0,0.0,41217.0,0.0,4.0,0.0,2.0,1.0,-717.0,895.0,1612.0,5.5,False,0.0,391.0,0.0,0.0,0.0,12.0,Ipswich,Newcastle United,0.0,4.0,26771.0,2024.0,695349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7420.0,Newcastle United,3.0,2.0,17.0,0.3,MID,0.0,0.01,0.12,0.11,0.66,1.0,0.0,0.6,0.4,1.3,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.2,41823.0,0.0,0.01,0.12,0.11,0.66,1.0,0.0,0.6,0.4,1.3,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.2,41823.0
0.0,0.0,6.0,0.0,10.5,391.0,0.01,0.01,0.0,0.82,210.0,0.0,0.0,1.5,4.4,2025-01-15,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,21.0,0.0,39473.0,0.0,0.0,3.0,0.0,1.0,-855.0,681.0,1536.0,5.4,True,0.0,391.0,0.0,0.0,0.0,9.0,Newcastle United,Wolverhampton Wanderers,3.0,0.0,26810.0,2024.0,699454.0,0.0213562492281198,0.0,1.0,0.0,0.0,0.0213562492281198,0.0213562492281198,7420.0,Newcastle United,2.0,4.0,21.0,0.4,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.08,0.0,0.0,0.3,0.6,0.7,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,41217.0
0.0,0.0,7.0,0.0,10.6,391.0,0.02,0.07,0.05,0.04,228.0,0.0,0.0,3.6,6.0,2025-01-25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,23.0,0.0,38750.0,0.0,3.0,1.0,19.0,1.0,-537.0,444.0,981.0,5.4,False,0.0,391.0,0.0,1.0,0.1182166114449501,1.0,Southampton,Newcastle United,1.0,3.0,26829.0,2024.0,701491.0,0.0257852524518966,0.0,1.0,0.0,0.1182166114449501,0.1440018713474273,0.0,7420.0,Newcastle United,3.0,2.0,23.0,1.5,MID,0.0,0.01,0.01,0.0,0.82,0.0,0.0,1.5,4.4,10.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.02,0.02,0.4,39473.0,0.0,0.01,0.01,0.0,0.82,0.0,0.0,1.5,4.4,10.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.02,0.02,0.4,39473.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,391.0,,,,,,,,,,,,,,,,,,,7420.0,15,,,28.0,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
