assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,0,0,0.4,228,0.01,0.02,0.01,1.43,3,3,0,1.7,12.2,2024-08-17,90,0,0,0,0,0,0,0,False,5,0,0,0,0,1,0,195758,1,3,0,4.0,1,0,0,0,4.0,True,0,228,0,1,0.0090796602889895,90,Everton,Brighton,0,3,26605,2024,666327,0.0,0,0,0,0.0090796602889895,0.1576380729675293,0.1485584080219268,1653,Everton,3,3,1,1.0,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.37,0.275,0.356
0,0,-1,0,10.6,228,0.01,0.01,0.0,2.43,19,4,0,3.3,20.8,2024-08-24,90,0,0,0,0,0,0,0,False,18,0,0,0,0,2,0,222239,1,0,4,2.0,0,7564,21029,13465,4.0,False,0,228,0,0,0.0,90,Tottenham,Everton,4,0,26617,2024,667993,0.1236345618963241,0,1,0,0.0,0.0512336231768131,0.0512336231768131,1653,Everton,3,3,2,0.5,DEF,0.0,0.01,0.02,0.01,1.43,3.0,0.0,1.7,12.2,0.4,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26481.0,0.2192845132486809,0.0,0.664,0.199,0.137
0,0,7,0,0.4,228,0.0,0.23,0.23,2.22,24,3,1,6.7,39.8,2024-08-31,90,0,0,0,0,0,0,0,False,3,0,0,0,0,3,0,228665,1,3,2,27.0,6,1331,24778,23447,4.0,True,1,228,1,3,0.4817509055137634,90,Everton,Bournemouth,2,3,26624,2024,671753,0.0,0,0,1,0.4817509055137634,0.5709130167961121,0.5709130167961121,1653,Everton,3,3,3,2.3,DEF,0.0,0.01,0.01,0.0,2.43,4.0,0.0,3.3,20.8,10.6,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.5,0.0,0.01,0.02,0.0,1.93,3.5,0.0,2.5,16.5,5.5,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.0,0.5,0.0,0.5,0.0,0.06,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6426.0,0.0275997926386728,6.0,0.349,0.282,0.369
0,0,2,0,0.1,228,0.0,0.02,0.02,2.12,31,3,0,3.2,22.4,2024-09-14,90,0,0,0,0,0,0,0,False,2,0,0,0,0,4,0,564328,1,2,3,9.0,1,301136,370809,69673,4.0,False,0,228,0,1,0.0155591880902647,90,Aston Villa,Everton,3,2,26638,2024,673939,0.0,0,0,0,0.0155591880902647,0.1042647957801818,0.1042647957801818,1653,Everton,3,4,4,2.0,DEF,0.0,0.0,0.23,0.23,2.22,3.0,1.0,6.7,39.8,0.4,27.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,6.0,1.0,3.0,0.48,0.0,0.0,0.0,0.0,1.0,0.48,0.57,0.57,2.3,0.0,0.0,0.12,0.12,2.33,3.5,0.5,5.0,30.3,5.5,14.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,3.0,3.0,0.5,1.5,0.24,0.06,0.0,0.0,0.5,0.5,0.24,0.31,0.31,1.4,0.0,0.01,0.09,0.08,2.03,3.33,0.33,3.9,24.27,3.8,11.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,2.0,2.33,0.33,1.33,0.16,0.04,0.0,0.0,0.33,0.33,0.16,0.26,0.26,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335663.0,0.6836510913045255,1.0,0.636,0.217,0.147
0,0,2,0,0.1,228,0.0,0.0,0.0,0.66,45,1,0,2.1,20.8,2024-09-21,90,0,0,0,0,0,0,0,False,11,0,0,0,0,5,0,566968,1,1,1,0.0,1,12047,47945,35898,4.0,False,1,228,0,0,0.0,90,Leicester,Everton,1,1,26644,2024,675673,0.0,0,0,0,0.0,0.0446279793977737,0.0446279793977737,1653,Everton,3,1,5,1.9,DEF,0.0,0.0,0.02,0.02,2.12,3.0,0.0,3.2,22.4,0.1,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.1,2.0,0.0,0.0,0.12,0.12,2.17,3.0,0.5,4.95,31.1,0.25,18.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.5,2.5,3.5,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.34,0.34,2.15,0.0,0.0,0.09,0.08,2.26,3.33,0.33,4.4,27.67,3.7,12.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,3.0,2.33,0.33,1.33,0.17,0.04,0.0,0.0,0.33,0.33,0.17,0.24,0.24,1.6,0.0,0.0,0.07,0.06,2.05,3.25,0.25,3.72,23.8,2.88,10.5,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,2.0,2.25,2.0,0.25,1.25,0.13,0.03,0.0,0.0,0.25,0.25,0.13,0.22,0.22,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640.0,0.1436852211872189,1.0,0.381,0.272,0.347
0,0,27,1,0.3,228,0.0,0.0,0.0,2.05,67,0,0,1.5,14.4,2024-10-05,90,0,0,0,0,0,0,0,False,15,0,0,0,0,7,0,645334,1,0,0,0.0,6,-1999,33895,35894,4.0,True,0,228,0,0,0.0,90,Everton,Newcastle United,0,0,26669,2024,679730,0.0,0,0,0,0.0,0.023619532585144,0.023619532585144,1653,Everton,4,3,7,1.5,DEF,0.0,0.0,0.0,0.0,0.66,1.0,0.0,2.1,20.8,0.1,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.9,0.0,0.0,0.01,0.01,1.39,2.0,0.0,2.65,21.6,0.1,4.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,2.0,1.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.07,1.95,0.0,0.0,0.08,0.08,1.67,2.33,0.33,4.0,27.67,0.2,12.0,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,2.0,2.0,2.67,0.33,1.33,0.17,0.0,0.0,0.0,0.0,0.33,0.17,0.24,0.24,2.07,0.0,0.0,0.06,0.06,1.86,2.75,0.25,3.82,25.95,2.8,9.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,2.5,2.0,0.25,1.0,0.12,0.03,0.0,0.0,0.25,0.25,0.12,0.19,0.19,1.67,0.0,0.0,0.06,0.05,1.77,2.8,0.2,3.4,23.2,2.32,8.4,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.8,2.0,1.8,0.2,1.0,0.1,0.02,0.0,0.0,0.2,0.2,0.1,0.19,0.18,1.54,78366.0,-0.0286434824972416,,,,
0,3,40,1,0.1,228,0.0,0.03,0.03,1.25,73,0,1,7.5,55.4,2024-10-19,90,0,0,0,0,0,0,0,False,10,0,0,0,0,8,0,701798,1,2,0,19.0,14,51659,68967,17308,4.1,False,1,228,1,1,0.0489771626889705,90,Ipswich,Everton,0,2,26674,2024,681431,0.0,0,0,1,0.0489771626889705,0.0,0.0,1653,Everton,3,2,8,6.7,DEF,1.0,0.0,0.0,0.0,2.05,0.0,0.0,1.5,14.4,0.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1.5,0.5,0.0,0.0,0.0,1.35,0.5,0.0,1.8,17.6,0.2,0.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.7,0.33,0.0,0.01,0.01,1.61,1.33,0.0,2.27,19.2,0.17,3.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.33,2.67,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,1.8,0.25,0.0,0.06,0.06,1.76,1.75,0.25,3.38,24.35,0.22,9.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,1.5,3.5,0.25,1.0,0.12,0.0,0.0,0.0,0.0,0.25,0.12,0.19,0.19,1.92,0.2,0.0,0.05,0.05,1.9,2.2,0.2,3.36,23.64,2.3,7.6,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.2,2.0,2.8,0.2,0.8,0.1,0.02,0.0,0.0,0.2,0.2,0.1,0.16,0.16,1.64,56464.0,0.5987713706172124,11.0,0.399,0.282,0.319
0,0,10,0,10.3,228,0.0,0.04,0.04,1.26,87,1,0,3.7,22.2,2024-10-26,90,0,0,0,0,0,0,0,False,9,0,0,0,0,9,0,981956,1,1,1,4.0,2,267084,279430,12346,4.2,True,0,228,0,1,0.0198609419167041,90,Everton,Fulham,1,1,26687,2024,683145,0.0,0,0,0,0.0198609419167041,0.0933959856629371,0.0735350400209426,1653,Everton,3,3,9,7.3,DEF,1.0,0.0,0.03,0.03,1.25,0.0,1.0,7.5,55.4,0.1,19.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,14.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,6.7,1.0,0.0,0.02,0.02,1.65,0.0,0.5,4.5,34.9,0.2,9.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,10.0,0.5,0.5,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.01,0.01,4.1,0.67,0.0,0.01,0.01,1.32,0.33,0.33,3.7,30.2,0.17,6.33,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.0,0.33,7.0,0.33,0.33,0.02,0.0,0.0,0.0,0.0,0.33,0.02,0.02,0.02,3.37,0.5,0.0,0.01,0.01,1.52,1.0,0.25,3.58,28.25,0.15,7.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.25,1.0,5.5,0.25,0.5,0.02,0.0,0.0,0.0,0.0,0.25,0.02,0.04,0.04,3.03,0.4,0.0,0.06,0.06,1.66,1.4,0.4,4.2,30.56,0.2,11.0,90.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,1.6,1.2,5.6,0.4,1.0,0.11,0.0,0.0,0.0,0.0,0.4,0.11,0.15,0.15,2.88,280158.0,0.9153734371572714,2.0,0.347,0.289,0.364
0,0,2,0,0.6,228,0.0,0.1,0.1,0.74,98,1,0,3.3,13.6,2024-11-02,90,0,0,0,0,0,0,0,False,17,0,0,0,0,10,0,1220911,1,0,1,19.0,1,232659,252830,20171,4.3,False,1,228,0,1,0.2194411605596542,90,Southampton,Everton,1,0,26699,2024,685130,0.0,0,0,0,0.2194411605596542,0.1143718212842941,0.1143718212842941,1653,Everton,3,1,10,6.2,DEF,0.0,0.0,0.04,0.04,1.26,1.0,0.0,3.7,22.2,10.3,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.07,7.3,0.5,0.0,0.04,0.04,1.25,0.5,0.5,5.6,38.8,5.2,11.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,0.5,8.0,0.5,1.0,0.03,0.0,0.0,0.0,0.0,0.5,0.03,0.05,0.04,7.0,0.67,0.0,0.02,0.02,1.52,0.33,0.33,4.23,30.67,3.57,7.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,0.33,7.33,0.33,0.67,0.02,0.0,0.0,0.0,0.0,0.33,0.02,0.04,0.03,5.17,0.5,0.0,0.02,0.02,1.3,0.5,0.25,3.7,28.2,2.7,5.75,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,5.75,0.25,0.5,0.02,0.0,0.0,0.0,0.0,0.25,0.02,0.04,0.04,4.35,0.4,0.0,0.02,0.02,1.47,1.0,0.2,3.6,27.04,2.18,6.4,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.2,1.0,4.8,0.2,0.6,0.02,0.0,0.0,0.0,0.0,0.2,0.02,0.05,0.05,3.88,238955.0,0.8522276475177747,1.0,0.364,0.272,0.364
0,0,-2,0,0.0,228,0.0,0.0,0.0,0.26,214,1,0,0.0,0.0,2025-01-19,2,0,0,0,0,0,0,0,False,18,0,0,0,0,22,0,524620,0,2,3,0.0,1,-17567,9553,27120,3.9,True,0,228,0,0,0.0,1,Everton,Tottenham,3,2,26815,2024,700451,0.0,0,0,0,0.0,0.0,0.0,1653,Everton,2,3,22,0.0,DEF,0.0,0.0,0.1,0.1,0.74,1.0,0.0,3.3,13.6,0.6,19.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.11,6.2,0.0,0.0,0.07,0.07,1.0,1.0,0.0,3.5,17.9,5.45,11.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.5,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.09,6.75,0.33,0.0,0.06,0.06,1.08,0.67,0.33,4.83,30.4,3.67,14.0,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.0,0.67,5.67,0.33,1.0,0.1,0.0,0.0,0.0,0.0,0.33,0.1,0.07,0.06,6.73,0.5,0.0,0.04,0.04,1.32,0.5,0.25,4.0,26.4,2.82,10.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.5,5.75,0.25,0.75,0.07,0.0,0.0,0.0,0.0,0.25,0.07,0.06,0.05,5.42,0.4,0.0,0.03,0.03,1.19,0.6,0.2,3.62,25.28,2.28,8.4,90.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.8,0.6,4.8,0.2,0.6,0.06,0.0,0.0,0.0,0.0,0.2,0.06,0.06,0.05,4.72,-696291.0,-0.4790172606549778,1.0,0.332,0.266,0.402
