goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,0,0.0,88,DL,Arsenal,Crystal Palace,2,2,2025-04-23,26933,2024,721998,0.0682733878493309,0,1,0,0.0,0.0682733878493309,0.0,12272
1,0,1,0.101358376443386,28,Sub,Ipswich,Arsenal,0,4,2025-04-20,26927,2024,721001,0.0,0,0,0,0.101358376443386,0.2099969685077667,0.1086385995149612,12272
2,0,0,0.0,26,Sub,Arsenal,Brentford,1,1,2025-04-12,26913,2024,718793,0.0,0,0,0,0.0,0.0823946222662925,0.0823946222662925,12272
3,0,0,0.0,81,DL,Everton,Arsenal,1,1,2025-04-05,26905,2024,716503,0.0512226857244968,0,1,0,0.0,0.3843776881694793,0.3331550061702728,12272
4,0,0,0.0,90,DL,Arsenal,Fulham,2,1,2025-04-01,26892,2024,715945,0.0,0,0,0,0.0,0.3200946748256683,0.3200946748256683,12272
5,0,0,0.0,90,DL,Arsenal,Chelsea,1,0,2025-03-16,26883,2024,713658,0.0413743369281291,0,1,0,0.0,0.2224260419607162,0.1810517162084579,12272
6,0,0,0.0,28,Sub,Manchester United,Arsenal,1,1,2025-03-09,26877,2024,712207,0.0,0,0,0,0.0,0.0996375456452369,0.0996375456452369,12272
7,0,0,0.0,17,Sub,Arsenal,West Ham,0,1,2025-02-22,26853,2024,707773,0.0,0,0,0,0.0,0.0598210431635379,0.0598210431635379,12272
8,0,0,0.0,80,DL,Leicester,Arsenal,0,2,2025-02-15,26846,2024,705954,0.0,0,0,0,0.0,0.0897350460290908,0.0897350460290908,12272
9,1,1,0.0930401384830474,90,DL,Arsenal,Manchester City,5,1,2025-02-02,26833,2024,704194,0.0,0,0,1,0.0930401384830474,0.1877121180295944,0.0946719720959663,12272
10,0,0,0.0,42,DL,Wolverhampton Wanderers,Arsenal,0,1,2025-01-25,26831,2024,701455,0.0,0,0,0,0.0,0.0,0.0,12272
11,0,0,0.0,90,DL,Arsenal,Aston Villa,2,2,2025-01-18,26812,2024,700178,0.0,0,0,0,0.0,1.119463562965393,1.119463562965393,12272
12,0,0,0.0,90,DL,Arsenal,Tottenham,2,1,2025-01-15,26802,2024,699509,0.0,0,0,0,0.0,0.1900800913572311,0.1900800913572311,12272
13,0,0,0.0,8,Sub,Brentford,Arsenal,1,3,2025-01-01,26783,2024,697041,0.0,0,0,0,0.0,0.0,0.0,12272
14,0,0,0.0,90,DL,Arsenal,Ipswich,1,0,2024-12-27,26773,2024,696400,0.1009065955877304,0,2,0,0.0,0.2206357568502426,0.1848530918359756,12272
15,0,0,0.0,63,DL,Crystal Palace,Arsenal,1,5,2024-12-21,26765,2024,695499,0.0,0,0,0,0.0,0.0333160869777202,0.0333160869777202,12272
16,0,0,0.0,70,DL,Arsenal,Everton,0,0,2024-12-14,26755,2024,693728,0.0552626214921474,0,1,0,0.0,0.673399806022644,0.673399806022644,12272
17,0,0,0.0,10,Sub,Arsenal,Liverpool,2,2,2024-10-27,26691,2024,683709,0.0,0,0,0,0.0,0.0949419885873794,0.0949419885873794,12272
18,0,0,0.0,1,Sub,Manchester City,Arsenal,2,2,2024-09-22,26651,2024,676612,0.0,0,0,0,0.0,0.0,0.0,12272
