assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,3,0,0.5,411,0.01,0.01,0.0,0.04,166,0,0,0.2,1.0,2024-12-21,10,0,0,0,0,0,0,0,False,10,0,0,0,0,17,0,1016,0,4,0,0.0,1,-27,69,96,5.0,False,0,411,,,0,0,0.0,5,Sub,Ipswich,Newcastle United,0,4,26771,2024,695353,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,Lewis Miley,Lewis Miley,4,2,17,0.2,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.1636363636363636,1.0,0.2,0.253,0.548
0,0,5,0,0.8,411,0.0,0.0,0.0,0.0,177,0,0,0.3,2.4,2024-12-26,1,0,0,0,0,0,0,0,False,2,0,0,0,0,18,0,1078,0,0,3,0.0,1,2,88,86,5.0,True,0,411,,,0,0,0.0,1,Sub,Newcastle United,Aston Villa,3,0,26778,2024,696220,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,Lewis Miley,Lewis Miley,3,4,18,0.3,MID,0.0,0.01,0.01,0.0,0.04,0.0,0.0,0.2,1.0,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.33,0.17,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.2,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,62.0,0.0114942528735632,1.0,0.497,0.25,0.253
0,0,5,0,1.5,411,0.0,0.0,0.0,0.75,210,0,0,0.5,3.8,2025-01-15,7,0,0,0,0,0,0,0,False,20,0,0,0,0,21,0,1290,0,0,3,0.0,1,10,116,106,5.0,True,0,411,,,0,0,0.0,4,Sub,Newcastle United,Wolverhampton Wanderers,3,0,26810,2024,699457,0.0,0,0,0,0.0,0.0213562492281198,0.0213562492281198,11386,Newcastle United,Lewis Miley,Lewis Miley,3,4,21,0.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.17,1.13,0.43,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.68,0.26,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,212.0,0.045045045045045,1.0,0.706,0.174,0.12
0,0,3,0,1.1,411,0.01,0.01,0.0,0.1,228,0,0,0.2,0.8,2025-01-25,11,0,0,0,0,0,0,0,False,17,0,0,0,0,23,0,1338,0,3,1,0.0,1,-44,53,97,5.0,False,0,411,,,0,0,0.0,8,Sub,Southampton,Newcastle United,1,3,26829,2024,701494,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,Lewis Miley,Lewis Miley,4,1,23,1.5,MID,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,3.8,1.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.6,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.33,2.4,0.93,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.37,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.2,1.44,0.56,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,48.0,-0.2933333333333333,1.0,0.147,0.182,0.672
0,0,3,0,0.5,411,0.0,0.0,0.0,0.0,238,0,0,0.1,0.0,2025-02-01,3,0,0,0,0,0,0,0,False,9,0,0,0,0,24,0,1404,0,2,1,0.0,1,-12,60,72,5.0,True,0,411,,,0,0,0.0,1,Sub,Newcastle United,Fulham,1,2,26839,2024,703399,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,Lewis Miley,Lewis Miley,3,4,24,1.3,MID,0.0,0.01,0.01,0.0,0.1,0.0,0.0,0.2,0.8,1.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.33,2.33,1.13,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.8,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.24,1.6,0.78,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,66.0,-0.0909090909090909,1.0,0.561,0.238,0.201
0,0,11,0,1.5,411,0.01,0.42,0.41,0.8,247,1,0,2.8,9.8,2025-02-15,45,0,0,0,0,0,0,0,False,13,0,0,0,0,25,0,1470,0,0,4,17.0,1,-4,83,87,5.0,False,0,411,,,0,1,0.0943565517663955,43,Sub,Manchester City,Newcastle United,4,0,26848,2024,706243,0.0,0,0,0,0.0943565517663955,0.0943565517663955,0.0,11386,Newcastle United,Lewis Miley,Lewis Miley,4,4,25,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.27,1.53,1.03,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.13,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.26,1.6,0.88,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,66.0,-0.0235294117647058,1.0,0.487,0.226,0.288
0,1,31,0,14.3,411,0.04,0.2,0.16,2.18,259,3,1,9.2,51.8,2025-02-23,90,0,0,0,0,0,0,0,False,16,0,0,0,0,26,0,1513,1,3,4,26.0,8,15,63,48,5.0,True,0,411,,,1,2,0.109593890607357,90,MC,Newcastle United,Nottingham Forest,4,3,26860,2024,708328,0.0893867462873458,0,1,1,0.109593890607357,0.6042286157608032,0.5148418545722961,11386,Newcastle United,Lewis Miley,Lewis Miley,4,4,26,2.8,MID,0.0,0.01,0.42,0.41,0.8,1.0,0.0,2.8,9.8,1.5,17.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,1.0,0.0,0.01,0.14,0.14,0.3,0.33,0.0,1.03,3.53,1.03,5.67,19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.0,1.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.27,0.0,0.0,0.09,0.08,0.33,0.2,0.0,0.78,3.36,1.08,3.4,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,1.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.94,43.0,0.1351351351351351,7.0,0.526,0.249,0.225
0,0,3,0,1.6,411,0.02,0.02,0.0,1.03,269,0,0,0.4,2.4,2025-02-26,21,0,0,0,0,0,0,0,False,12,0,0,0,0,27,0,1929,0,0,2,0.0,1,360,419,59,5.0,False,0,411,,,0,0,0.0,21,Sub,Liverpool,Newcastle United,2,0,26870,2024,709267,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,Lewis Miley,Lewis Miley,4,5,27,2.8,MID,0.0,0.04,0.2,0.16,2.18,3.0,1.0,9.2,51.8,14.3,26.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,1.0,2.0,0.11,0.09,0.0,0.0,1.0,1.0,0.11,0.6,0.51,2.8,0.0,0.02,0.21,0.19,0.99,1.33,0.33,4.03,20.53,5.43,14.33,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,3.0,3.33,0.33,1.0,0.07,0.03,0.0,0.0,0.33,0.33,0.07,0.23,0.17,1.7,0.0,0.01,0.13,0.11,0.77,0.8,0.2,2.56,13.24,3.78,8.6,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,2.6,2.4,0.2,0.6,0.04,0.02,0.0,0.0,0.2,0.2,0.04,0.14,0.11,1.44,416.0,0.7531380753138075,1.0,0.627,0.209,0.164
0,0,3,0,0.0,411,0.0,0.0,0.0,0.0,299,0,0,0.0,0.0,2025-04-02,1,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,2090,0,1,2,0.0,1,-32,93,125,5.0,True,0,411,,,0,0,0.0,1,Sub,Newcastle United,Brentford,2,1,26899,2024,716156,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,Lewis Miley,Lewis Miley,3,4,30,1.0,MID,0.0,0.02,0.02,0.0,1.03,0.0,0.0,0.4,2.4,1.6,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.02,0.21,0.19,1.34,1.33,0.33,4.13,21.33,5.8,14.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,3.33,3.33,0.33,1.0,0.07,0.03,0.0,0.0,0.33,0.33,0.07,0.23,0.17,2.2,0.0,0.02,0.13,0.11,0.82,0.8,0.2,2.54,12.96,3.8,8.6,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,2.4,2.4,0.2,0.6,0.04,0.02,0.0,0.0,0.2,0.2,0.04,0.14,0.1,1.88,161.0,-0.146788990825688,1.0,0.55,0.212,0.238
