assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,12,0,28.3,157,0.06,0.09,0.03,0.77,9,2,0,4.2,11.6,2024-08-18,90,False,13,0,0,0,0,1,0,57062,1,2,0,2.0,1,0,0,0,5.0,True,1,0,1,0.0231299567967653,90,Chelsea,Manchester City,0,2,26610,2024,667016,0.0349465608596801,0,1,0,0.0231299567967653,0.2389024496078491,0.2039558887481689,Chelsea,4,4,1,0.6,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,8,0,3.9,157,0.02,0.02,0.0,1.8,20,2,0,1.3,8.8,2024-08-25,75,False,20,0,0,0,0,2,0,64673,1,6,2,0.0,2,-2587,6335,8922,5.0,False,0,0,0,0.0,85,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668754,0.0,0,0,0,0.0,0.8651137351989746,0.8651137351989746,Chelsea,3,3,2,1.5,MID,0.0,0.06,0.09,0.03,0.77,2.0,0.0,4.2,11.6,28.3,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.02,0.03,0.0,0.0,1.0,0.0,0.02,0.24,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,18,0,4.2,157,0.03,0.03,0.0,0.44,23,1,0,2.5,20.8,2024-09-01,90,False,7,0,0,0,0,3,0,60944,1,1,1,0.0,2,-6717,5780,12497,5.0,True,0,0,0,0.0,90,Chelsea,Crystal Palace,1,1,26630,2024,672433,0.0,0,0,0,0.0,0.4391568899154663,0.4391568899154663,Chelsea,3,4,3,1.7,MID,0.0,0.02,0.02,0.0,1.8,2.0,0.0,1.3,8.8,3.9,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,1.5,0.0,0.04,0.06,0.02,1.28,2.0,0.0,2.75,10.2,16.1,1.0,82.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,4.0,1.0,1.5,0.0,0.5,0.01,0.02,0.0,0.0,0.5,0.0,0.01,0.55,0.53,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,16,1,5.3,157,0.1,0.12,0.02,1.78,32,0,0,2.4,16.6,2024-09-14,90,False,3,0,0,0,0,4,0,60273,1,1,0,2.0,3,-3682,5611,9293,5.0,False,0,0,1,0.024851256981492,90,Bournemouth,Chelsea,0,1,26639,2024,674167,0.0,0,0,0,0.024851256981492,0.4931040406227112,0.4682527780532837,Chelsea,3,3,4,2.0,MID,0.0,0.03,0.03,0.0,0.44,1.0,0.0,2.5,20.8,4.2,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,1.7,0.0,0.02,0.02,0.0,1.12,1.5,0.0,1.9,14.8,4.05,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.65,1.6,0.0,0.04,0.05,0.01,1.0,1.67,0.0,2.67,13.73,12.13,0.67,85.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,3.0,1.0,1.67,0.0,0.33,0.01,0.01,0.0,0.0,0.33,0.0,0.01,0.51,0.5,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,28,1,21.2,157,0.41,0.49,0.08,0.85,50,0,0,8.1,54.8,2024-09-21,90,False,19,0,0,0,0,5,0,69209,1,3,0,5.0,6,6584,11849,5265,4.9,False,0,0,1,0.108971893787384,90,West Ham,Chelsea,0,3,26642,2024,675297,0.3436554074287414,1,1,0,0.108971893787384,1.617600917816162,1.5086289644241333,Chelsea,3,2,5,3.2,MID,1.0,0.1,0.12,0.02,1.78,0.0,0.0,2.4,16.6,5.3,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.49,0.47,2.0,0.5,0.06,0.08,0.01,1.11,0.5,0.0,2.45,18.7,4.75,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.5,0.0,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.47,0.45,1.85,0.33,0.05,0.06,0.01,1.34,1.0,0.0,2.07,15.4,4.47,0.67,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.67,1.0,2.33,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.6,0.59,1.73,0.25,0.05,0.06,0.01,1.2,1.25,0.0,2.6,14.45,10.42,1.0,86.25,0.0,0.0,0.0,0.0,0.25,0.0,1.0,2.5,0.75,2.0,0.0,0.5,0.01,0.01,0.0,0.0,0.25,0.0,0.01,0.51,0.49,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,17,0,20.8,157,0.1,0.1,0.0,1.11,54,2,0,3.6,13.2,2024-09-28,90,False,5,0,0,0,0,6,0,98463,1,2,4,2.0,2,25548,33768,8220,4.9,True,0,0,0,0.0,90,Chelsea,Brighton,4,2,26657,2024,677898,0.4927120208740234,0,2,0,0.0,1.5657871961593628,1.0730751752853394,Chelsea,3,4,6,3.2,MID,1.0,0.41,0.49,0.08,0.85,0.0,0.0,8.1,54.8,21.2,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,1.0,0.11,0.34,1.0,1.0,1.0,0.0,0.11,1.62,1.51,3.2,1.0,0.26,0.3,0.05,1.32,0.0,0.0,5.25,35.7,13.25,3.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.5,0.0,1.0,0.07,0.17,0.5,0.5,0.5,0.0,0.07,1.06,0.99,2.6,0.67,0.18,0.21,0.03,1.02,0.33,0.0,4.33,30.73,10.23,2.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,0.33,3.67,0.0,0.67,0.04,0.11,0.33,0.33,0.33,0.0,0.04,0.85,0.81,2.3,0.5,0.14,0.16,0.02,1.22,0.75,0.0,3.58,25.25,8.65,1.75,86.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.75,0.75,3.25,0.0,0.5,0.03,0.09,0.25,0.25,0.25,0.0,0.03,0.85,0.82,2.1,0.4,0.12,0.15,0.03,1.13,1.0,0.0,3.7,22.52,12.58,1.8,87.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,2.6,0.6,2.8,0.0,0.6,0.03,0.08,0.2,0.2,0.4,0.0,0.03,0.73,0.7,1.8
0,0,11,0,7.3,157,0.06,0.08,0.02,0.85,65,1,0,2.3,13.0,2024-10-06,90,False,16,0,0,0,0,7,0,108259,1,1,1,3.0,1,8133,20354,12221,4.9,True,1,0,1,0.0167106017470359,90,Chelsea,Nottingham Forest,1,1,26668,2024,680141,0.0,0,0,0,0.0167106017470359,0.4730517566204071,0.4563411474227905,Chelsea,4,4,7,3.0,MID,0.0,0.1,0.1,0.0,1.11,2.0,0.0,3.6,13.2,20.8,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.49,0.0,0.0,2.0,0.0,0.0,1.57,1.07,3.2,0.5,0.26,0.3,0.04,0.98,1.0,0.0,5.85,34.0,21.0,3.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.0,4.0,0.0,0.5,0.05,0.42,0.5,0.5,1.5,0.0,0.05,1.59,1.29,3.2,0.67,0.2,0.24,0.03,1.25,0.67,0.0,4.7,28.2,15.77,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.33,3.67,0.0,0.67,0.04,0.28,0.33,0.33,1.0,0.0,0.04,1.23,1.02,2.8,0.5,0.16,0.18,0.02,1.04,0.75,0.0,4.15,26.35,12.88,2.25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,1.25,3.25,0.0,0.5,0.03,0.21,0.25,0.25,0.75,0.0,0.03,1.03,0.87,2.53,0.4,0.13,0.15,0.02,1.2,1.0,0.0,3.58,22.84,11.08,1.8,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,1.4,3.0,0.0,0.4,0.03,0.17,0.2,0.2,0.6,0.0,0.03,1.0,0.87,2.32
1,0,27,0,30.1,157,0.32,0.32,0.0,1.94,74,2,0,5.8,23.6,2024-10-20,90,False,12,0,0,0,0,8,0,103256,1,1,2,4.0,5,-6031,6778,12809,4.9,False,0,0,0,0.0,90,Liverpool,Chelsea,2,1,26679,2024,682204,0.4346111714839935,1,2,0,0.0,0.5236257314682007,0.4337537586688995,Chelsea,3,5,8,2.2,MID,0.0,0.06,0.08,0.02,0.85,1.0,0.0,2.3,13.0,7.3,3.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.47,0.46,3.0,0.0,0.08,0.09,0.01,0.98,1.5,0.0,2.95,13.1,14.05,2.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,2.5,1.5,0.0,0.5,0.01,0.25,0.0,0.0,1.0,0.0,0.01,1.02,0.76,3.1,0.33,0.19,0.22,0.03,0.94,1.0,0.0,4.67,27.0,16.43,3.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,1.67,3.0,0.0,0.67,0.04,0.28,0.33,0.33,1.0,0.0,0.04,1.22,1.01,3.13,0.5,0.17,0.2,0.03,1.15,0.75,0.0,4.1,24.4,13.65,3.0,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.75,1.25,3.0,0.0,0.75,0.04,0.21,0.25,0.25,0.75,0.0,0.04,1.04,0.88,2.85,0.4,0.14,0.16,0.02,1.01,0.8,0.0,3.78,23.68,11.76,2.4,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.6,1.2,2.8,0.0,0.6,0.03,0.17,0.2,0.2,0.6,0.0,0.03,0.92,0.79,2.62
0,0,18,0,26.3,157,0.04,0.12,0.08,1.92,85,1,0,4.8,20.6,2024-10-27,90,False,15,0,0,0,0,9,0,108304,1,1,2,1.0,2,3496,8797,5301,4.9,True,0,0,1,0.0534776225686073,90,Chelsea,Newcastle United,2,1,26688,2024,683513,0.0763376429677009,0,2,0,0.0534776225686073,0.4632259309291839,0.3469206690788269,Chelsea,4,4,9,3.2,MID,0.0,0.32,0.32,0.0,1.94,2.0,0.0,5.8,23.6,30.1,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.43,1.0,1.0,2.0,0.0,0.0,0.52,0.43,2.2,0.0,0.19,0.2,0.01,1.4,1.5,0.0,4.05,18.3,18.7,3.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.5,3.0,0.0,0.5,0.01,0.22,0.5,0.5,1.0,0.0,0.01,0.5,0.45,2.6,0.0,0.16,0.17,0.01,1.3,1.67,0.0,3.9,16.6,19.4,3.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,2.33,2.67,0.0,0.33,0.01,0.31,0.33,0.33,1.33,0.0,0.01,0.85,0.65,2.8,0.25,0.22,0.25,0.02,1.19,1.25,0.0,4.95,26.15,19.85,3.5,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.75,1.75,3.5,0.0,0.5,0.03,0.32,0.5,0.5,1.25,0.0,0.03,1.05,0.87,2.9,0.4,0.2,0.22,0.02,1.31,1.0,0.0,4.44,24.24,16.94,3.2,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.6,1.4,3.4,0.0,0.6,0.03,0.25,0.4,0.4,1.0,0.0,0.03,0.93,0.79,2.72
0,2,35,0,13.8,157,0.04,0.07,0.03,1.98,95,1,1,7.9,46.6,2024-11-03,90,False,14,0,0,0,0,10,0,109796,1,1,1,19.0,9,486,9589,9103,4.9,False,0,1,1,0.0346959829330444,90,Manchester United,Chelsea,1,1,26697,2024,685875,0.1257730573415756,0,1,1,0.0346959829330444,0.1257730573415756,0.0,Chelsea,3,3,10,5.8,MID,0.0,0.04,0.12,0.08,1.92,1.0,0.0,4.8,20.6,26.3,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.05,0.08,0.0,0.0,2.0,0.0,0.05,0.46,0.35,3.2,0.0,0.18,0.22,0.04,1.93,1.5,0.0,5.3,22.1,28.2,2.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.5,0.0,0.5,0.03,0.26,0.5,0.5,2.0,0.0,0.03,0.49,0.39,2.7,0.0,0.14,0.17,0.03,1.57,1.33,0.0,4.3,19.07,21.23,2.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.67,2.67,0.0,0.67,0.02,0.17,0.33,0.33,1.33,0.0,0.02,0.49,0.41,2.8,0.0,0.13,0.16,0.02,1.46,1.5,0.0,4.12,17.6,21.12,2.5,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.25,2.25,2.5,0.0,0.5,0.02,0.25,0.25,0.25,1.5,0.0,0.02,0.76,0.58,2.9,0.2,0.19,0.22,0.04,1.33,1.2,0.0,4.92,25.04,21.14,3.0,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.6,1.8,3.2,0.0,0.6,0.04,0.27,0.4,0.4,1.4,0.0,0.04,0.93,0.76,2.96
