assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,3,0,0.5,411,0.01,0.01,0.0,0.04,166,0,0,0.2,1.0,2024-12-21,10,0,0,0,0,0,0,0,False,10,0,0,0,0,17,0,1016,0,4,0,0.0,1,-27,69,96,5.0,False,0,411,0,0,0.0,5,Ipswich,Newcastle United,0,4,26771,2024,695353,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,4,2,17,0.2,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,5,0,0.8,411,0.0,0.0,0.0,0.0,177,0,0,0.3,2.4,2024-12-26,1,0,0,0,0,0,0,0,False,2,0,0,0,0,18,0,1078,0,0,3,0.0,1,2,88,86,5.0,True,0,411,0,0,0.0,1,Newcastle United,Aston Villa,3,0,26778,2024,696220,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,3,4,18,0.3,MID,0.0,0.01,0.01,0.0,0.04,0.0,0.0,0.2,1.0,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,5,0,1.5,411,0.0,0.0,0.0,0.75,210,0,0,0.5,3.8,2025-01-15,7,0,0,0,0,0,0,0,False,20,0,0,0,0,21,0,1290,0,0,3,0.0,1,10,116,106,5.0,True,0,411,0,0,0.0,4,Newcastle United,Wolverhampton Wanderers,3,0,26810,2024,699457,0.0,0,0,0,0.0,0.0213562492281198,0.0213562492281198,11386,Newcastle United,3,4,21,0.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,1.7,0.65,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,1.1,411,0.01,0.01,0.0,0.1,228,0,0,0.2,0.8,2025-01-25,11,0,0,0,0,0,0,0,False,17,0,0,0,0,23,0,1338,0,3,1,0.0,1,-44,53,97,5.0,False,0,411,0,0,0.0,8,Southampton,Newcastle United,1,3,26829,2024,701494,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,4,1,23,1.5,MID,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,3.8,1.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.6,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.4,3.1,1.15,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.45,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.33,2.4,0.93,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,0.5,411,0.0,0.0,0.0,0.0,238,0,0,0.1,0.0,2025-02-01,3,0,0,0,0,0,0,0,False,9,0,0,0,0,24,0,1404,0,2,1,0.0,1,-12,60,72,5.0,True,0,411,0,0,0.0,1,Newcastle United,Fulham,1,2,26839,2024,703399,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,3,4,24,1.3,MID,0.0,0.01,0.01,0.0,0.1,0.0,0.0,0.2,0.8,1.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.35,2.3,1.3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.05,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.33,2.33,1.13,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.8,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.3,2.0,0.98,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,11,0,1.5,411,0.01,0.42,0.41,0.8,247,1,0,2.8,9.8,2025-02-15,45,0,0,0,0,0,0,0,False,13,0,0,0,0,25,0,1470,0,0,4,17.0,1,-4,83,87,5.0,False,0,411,0,1,0.0943565517663955,43,Manchester City,Newcastle United,4,0,26848,2024,706243,0.0,0,0,0,0.0943565517663955,0.0943565517663955,0.0,11386,Newcastle United,4,4,25,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.4,0.8,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.27,1.53,1.03,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.13,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.28,1.75,0.98,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.92,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.26,1.6,0.88,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
0,0,11,0,1.5,411,0.01,0.42,0.41,0.8,247,1,0,2.8,9.8,2025-02-15,45,0,0,0,0,0,0,0,False,13,0,0,0,0,25,0,1470,0,0,4,17.0,1,-4,83,87,5.0,False,0,411,0,1,0.0943565517663955,43,Manchester City,Newcastle United,4,0,26848,2024,706243,0.0,0,0,0,0.0943565517663955,0.0943565517663955,0.0,11386,Newcastle United,4,4,25,1.0,MID,0.0,0.01,0.42,0.41,0.8,1.0,0.0,2.8,9.8,1.5,17.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,1.0,0.0,0.0,0.21,0.2,0.4,0.5,0.0,1.45,4.9,1.0,8.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,1.15,0.0,0.01,0.14,0.14,0.3,0.33,0.0,1.03,3.53,1.03,5.67,19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.0,1.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.27,0.0,0.0,0.11,0.1,0.41,0.25,0.0,0.9,3.6,1.15,4.25,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.25,1.0,0.0,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,1.1,0.0,0.0,0.09,0.08,0.33,0.2,0.0,0.78,3.36,1.08,3.4,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,1.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.94
0,1,31,0,14.3,411,0.04,0.2,0.16,2.18,259,3,1,9.2,51.8,2025-02-23,90,0,0,0,0,0,0,0,False,16,0,0,0,0,26,0,1513,1,3,4,26.0,8,15,63,48,5.0,True,0,411,1,2,0.109593890607357,90,Newcastle United,Nottingham Forest,4,3,26860,2024,708328,0.0893867462873458,0,1,1,0.109593890607357,0.6042286157608032,0.5148418545722961,11386,Newcastle United,4,4,26,,,0.0,0.01,0.42,0.41,0.8,1.0,0.0,2.8,9.8,1.5,17.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,1.0,0.0,0.01,0.42,0.41,0.8,1.0,0.0,2.8,9.8,1.5,17.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,1.0,0.0,0.01,0.28,0.27,0.53,0.67,0.0,1.9,6.53,1.17,11.33,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,3.0,1.0,0.0,0.67,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,1.1,0.0,0.01,0.21,0.2,0.43,0.5,0.0,1.48,5.1,1.15,8.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.5,1.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,1.2,0.0,0.01,0.17,0.16,0.49,0.4,0.0,1.28,4.84,1.22,6.8,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,1.0,0.0,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,1.08
0,0,3,0,1.6,411,0.02,0.02,0.0,1.03,269,0,0,0.4,2.4,2025-02-26,21,0,0,0,0,0,0,0,False,12,0,0,0,0,27,0,1929,0,0,2,0.0,1,360,419,59,5.0,False,0,411,0,0,0.0,21,Liverpool,Newcastle United,2,0,26870,2024,709267,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,4,5,27,2.3,MID,0.0,0.04,0.2,0.16,2.18,3.0,1.0,9.2,51.8,14.3,26.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,1.0,2.0,0.11,0.09,0.0,0.0,1.0,1.0,0.11,0.6,0.51,,0.0,0.02,0.31,0.28,1.49,2.0,0.5,6.0,30.8,7.9,21.5,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,4.0,4.5,0.5,1.5,0.1,0.04,0.0,0.0,0.5,0.5,0.1,0.35,0.26,,0.0,0.02,0.35,0.33,1.26,1.67,0.33,4.93,23.8,5.77,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,4.0,3.33,0.33,1.33,0.1,0.03,0.0,0.0,0.33,0.33,0.1,0.26,0.17,,0.0,0.02,0.26,0.24,0.94,1.25,0.25,3.72,17.85,4.45,15.0,45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,3.25,2.75,0.25,1.0,0.07,0.02,0.0,0.0,0.25,0.25,0.07,0.2,0.13,,0.0,0.01,0.21,0.2,0.78,1.0,0.2,3.02,14.44,3.78,12.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,2.8,2.4,0.2,0.8,0.06,0.02,0.0,0.0,0.2,0.2,0.06,0.16,0.1,
0,0,3,0,0.0,411,0.0,0.0,0.0,0.0,299,0,0,0.0,0.0,2025-04-02,1,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,2090,0,1,2,0.0,1,-32,93,125,5.0,True,0,411,0,0,0.0,1,Newcastle United,Brentford,2,1,26899,2024,716156,0.0,0,0,0,0.0,0.0,0.0,11386,Newcastle United,3,4,30,,,0.0,0.02,0.02,0.0,1.03,0.0,0.0,0.4,2.4,1.6,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.03,0.11,0.08,1.6,1.5,0.5,4.8,27.1,7.95,13.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.0,4.5,0.5,1.0,0.05,0.04,0.0,0.0,0.5,0.5,0.05,0.3,0.26,,0.0,0.02,0.21,0.19,1.34,1.33,0.33,4.13,21.33,5.8,14.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,3.33,3.33,0.33,1.0,0.07,0.03,0.0,0.0,0.33,0.33,0.07,0.23,0.17,,0.0,0.02,0.26,0.24,1.2,1.25,0.25,3.8,18.45,4.73,15.0,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,3.5,2.75,0.25,1.0,0.07,0.02,0.0,0.0,0.25,0.25,0.07,0.2,0.13,,0.0,0.02,0.21,0.2,0.96,1.0,0.2,3.06,14.76,3.88,12.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,3.0,2.4,0.2,0.8,0.06,0.02,0.0,0.0,0.2,0.2,0.06,0.16,0.1,
