assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,12.0,0.0,28.3,157.0,0.06,0.09,0.03,0.77,9.0,2.0,0.0,4.2,11.6,2024-08-18,90.0,False,13.0,0.0,0.0,0.0,0.0,1.0,0.0,57062.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,50.0,True,1.0,0.0,1.0,0.0231299567967653,90.0,Chelsea,Manchester City,0.0,2.0,26610.0,2024.0,667016.0,0.0349465608596801,0.0,1.0,0.0,0.0231299567967653,0.2389024496078491,0.2039558887481689,Chelsea,4.0,4.0,1.0,0.6,MID
0.0,0.0,8.0,0.0,3.9,157.0,0.02,0.02,0.0,1.8,20.0,2.0,0.0,1.3,8.8,2024-08-25,75.0,False,20.0,0.0,0.0,0.0,0.0,2.0,0.0,64673.0,1.0,6.0,2.0,0.0,2.0,-2587.0,6335.0,8922.0,50.0,False,0.0,0.0,0.0,0.0,85.0,Wolverhampton Wanderers,Chelsea,2.0,6.0,26619.0,2024.0,668754.0,0.0,0.0,0.0,0.0,0.0,0.8651137351989746,0.8651137351989746,Chelsea,4.0,2.0,2.0,1.5,MID
0.0,0.0,18.0,0.0,4.2,157.0,0.03,0.03,0.0,0.44,23.0,1.0,0.0,2.5,20.8,2024-09-01,90.0,False,7.0,0.0,0.0,0.0,0.0,3.0,0.0,60944.0,1.0,1.0,1.0,0.0,2.0,-6717.0,5780.0,12497.0,50.0,True,0.0,0.0,0.0,0.0,90.0,Chelsea,Crystal Palace,1.0,1.0,26630.0,2024.0,672433.0,0.0,0.0,0.0,0.0,0.0,0.4391568899154663,0.4391568899154663,Chelsea,3.0,4.0,3.0,1.7,MID
0.0,0.0,16.0,1.0,5.3,157.0,0.1,0.12,0.02,1.78,32.0,0.0,0.0,2.4,16.6,2024-09-14,90.0,False,3.0,0.0,0.0,0.0,0.0,4.0,0.0,60273.0,1.0,1.0,0.0,2.0,3.0,-3682.0,5611.0,9293.0,50.0,False,0.0,0.0,1.0,0.024851256981492,90.0,Bournemouth,Chelsea,0.0,1.0,26639.0,2024.0,674167.0,0.0,0.0,0.0,0.0,0.024851256981492,0.4931040406227112,0.4682527780532837,Chelsea,4.0,3.0,4.0,2.0,MID
1.0,0.0,28.0,1.0,21.2,157.0,0.41,0.49,0.08,0.85,50.0,0.0,0.0,8.1,54.8,2024-09-21,90.0,False,19.0,0.0,0.0,0.0,0.0,5.0,0.0,69209.0,1.0,3.0,0.0,5.0,6.0,6584.0,11849.0,5265.0,49.0,False,0.0,0.0,1.0,0.108971893787384,90.0,West Ham,Chelsea,0.0,3.0,26642.0,2024.0,675297.0,0.3436554074287414,1.0,1.0,0.0,0.108971893787384,1.617600917816162,1.5086289644241333,Chelsea,4.0,2.0,5.0,3.2,MID
0.0,0.0,17.0,0.0,20.8,157.0,0.1,0.1,0.0,1.11,54.0,2.0,0.0,3.6,13.2,2024-09-28,90.0,False,5.0,0.0,0.0,0.0,0.0,6.0,0.0,98463.0,1.0,2.0,4.0,2.0,2.0,25548.0,33768.0,8220.0,49.0,True,0.0,0.0,0.0,0.0,90.0,Chelsea,Brighton,4.0,2.0,26657.0,2024.0,677898.0,0.4927120208740234,0.0,2.0,0.0,0.0,1.5657871961593628,1.0730751752853394,Chelsea,3.0,4.0,6.0,3.2,MID
0.0,0.0,11.0,0.0,7.3,157.0,0.06,0.08,0.02,0.85,65.0,1.0,0.0,2.3,13.0,2024-10-06,90.0,False,16.0,0.0,0.0,0.0,0.0,7.0,0.0,108259.0,1.0,1.0,1.0,3.0,1.0,8133.0,20354.0,12221.0,49.0,True,1.0,0.0,1.0,0.0167106017470359,90.0,Chelsea,Nottingham Forest,1.0,1.0,26668.0,2024.0,680141.0,0.0,0.0,0.0,0.0,0.0167106017470359,0.4730517566204071,0.4563411474227905,Chelsea,3.0,4.0,7.0,3.0,MID
1.0,0.0,27.0,0.0,30.1,157.0,0.32,0.32,0.0,1.94,74.0,2.0,0.0,5.8,23.6,2024-10-20,90.0,False,12.0,0.0,0.0,0.0,0.0,8.0,0.0,103256.0,1.0,1.0,2.0,4.0,5.0,-6031.0,6778.0,12809.0,49.0,False,0.0,0.0,0.0,0.0,90.0,Liverpool,Chelsea,2.0,1.0,26679.0,2024.0,682204.0,0.4346111714839935,1.0,2.0,0.0,0.0,0.5236257314682007,0.4337537586688995,Chelsea,4.0,5.0,8.0,2.2,MID
0.0,0.0,18.0,0.0,26.3,157.0,0.04,0.12,0.08,1.92,85.0,1.0,0.0,4.8,20.6,2024-10-27,90.0,False,15.0,0.0,0.0,0.0,0.0,9.0,0.0,108304.0,1.0,1.0,2.0,1.0,2.0,3496.0,8797.0,5301.0,49.0,True,0.0,0.0,1.0,0.0534776225686073,90.0,Chelsea,Newcastle United,2.0,1.0,26688.0,2024.0,683513.0,0.0763376429677009,0.0,2.0,0.0,0.0534776225686073,0.4632259309291839,0.3469206690788269,Chelsea,3.0,4.0,9.0,3.2,MID
0.0,2.0,35.0,0.0,13.8,157.0,0.04,0.07,0.03,1.98,95.0,1.0,1.0,7.9,46.6,2024-11-03,90.0,False,14.0,0.0,0.0,0.0,0.0,10.0,0.0,109796.0,1.0,1.0,1.0,19.0,9.0,486.0,9589.0,9103.0,49.0,False,0.0,1.0,1.0,0.0346959829330444,90.0,Manchester United,Chelsea,1.0,1.0,26697.0,2024.0,685875.0,0.1257730573415756,0.0,1.0,1.0,0.0346959829330444,0.1257730573415756,0.0,Chelsea,4.0,3.0,10.0,5.8,MID
