assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event
1,3,38,1,24.4,328,0.15,0.85,0.7,0.45,4,0,1,15.2,58.0,2024-08-17,90,0,0,0,0,0,0,0,False,10,0,0,0,0,1,0,2894604,1,2,0,70.0,14,0,0,0,125,False,0,328,1,4,1.0967350006103516,90,AMR,Ipswich,Liverpool,0,2,26603,2024,666255,0.4771530628204345,1,2,1,1.0967350006103516,1.6116441488265991,0.5260607004165649,1250,Liverpool,5,2,1
0,2,34,1,6.2,328,0.25,0.75,0.5,0.36,16,0,1,9.7,38.8,2024-08-25,82,0,0,0,0,0,0,0,False,4,0,0,0,0,2,0,3503305,1,0,2,52.0,10,198112,262302,64190,125,True,0,328,1,3,0.4332505166530609,85,AMR,Liverpool,Brentford,2,0,26621,2024,668954,0.0,0,0,1,0.4332505166530609,1.800590753555298,1.3673402070999146,1250,Liverpool,2,5,2
2,3,60,1,42.1,328,0.63,1.13,0.5,1.36,27,0,1,16.1,76.8,2024-09-01,90,0,0,0,0,0,0,0,False,14,0,0,0,0,3,0,3748214,1,3,0,42.0,17,122399,308526,186127,126,False,0,328,1,3,0.5230941772460938,90,AMR,Manchester United,Liverpool,0,3,26631,2024,672634,1.175806999206543,2,3,1,0.5230941772460938,1.909658432006836,0.2646934986114502,1250,Liverpool,5,3,3
0,0,9,0,20.0,328,0.13,0.26,0.13,0.44,36,1,0,8.3,10.2,2024-09-14,90,0,0,0,0,0,0,0,False,16,0,0,0,0,4,0,4742696,1,1,0,53.0,2,832364,899354,66990,127,True,0,328,0,3,0.1405571103096008,90,AMR,Liverpool,Nottingham Forest,0,1,26635,2024,673771,0.0824587419629097,0,1,0,0.1405571103096008,0.9220933318138124,0.6990774869918823,1250,Liverpool,3,5,4
1,0,31,1,68.3,328,0.17,0.78,0.61,1.08,46,0,0,20.0,42.0,2024-09-21,90,0,0,0,0,0,0,0,False,3,0,0,0,0,5,0,4921421,1,0,3,90.0,6,162039,236813,74774,127,True,0,328,0,4,0.4555763602256775,90,AMR,Liverpool,Bournemouth,3,0,26645,2024,675690,0.4311409890651703,1,6,0,0.4555763602256775,2.065436363220215,1.2962520122528076,1250,Liverpool,3,5,5
0,3,32,0,23.6,328,0.05,1.37,1.32,0.63,60,1,1,12.7,45.6,2024-09-28,90,0,0,0,0,0,0,0,False,20,0,0,0,0,6,0,4487999,1,2,1,58.0,10,-432418,98029,530447,128,False,0,328,1,3,1.1548999547958374,90,AMR,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678071,0.0787643417716026,0,2,0,0.3937311172485351,0.4724954664707184,0.0,1250,Liverpool,5,2,6
0,0,5,1,3.4,328,0.02,0.23,0.21,0.49,66,0,0,4.2,4.8,2024-10-05,72,0,0,0,0,0,0,0,False,7,0,0,0,0,7,0,4240919,1,1,0,34.0,3,-270748,81216,351964,127,False,0,328,0,2,0.3793025314807892,75,AMR,Crystal Palace,Liverpool,0,1,26662,2024,679193,0.0,0,0,0,0.3793025314807892,0.8602494597434998,0.4809469282627105,1250,Liverpool,5,3,7
1,2,42,0,25.8,328,0.12,0.92,0.8,0.99,74,1,1,11.5,61.4,2024-10-20,90,0,0,0,0,0,0,0,False,6,0,0,0,0,8,0,4011336,1,1,2,28.0,12,-252389,55865,308254,126,True,0,328,1,2,0.7927907109260559,90,AMR,Liverpool,Chelsea,2,1,26679,2024,682190,0.7211429476737976,1,2,0,0.0316218920052051,0.752764880657196,0.0518696680665016,1250,Liverpool,4,5,8
0,3,33,0,15.8,328,0.08,0.46,0.38,1.03,81,2,1,10.1,38.6,2024-10-27,90,0,0,0,0,0,0,0,False,1,0,0,0,0,9,0,4158733,1,2,2,47.0,10,124097,197491,73394,126,False,0,328,1,3,0.6709172129631042,90,AMR,Arsenal,Liverpool,2,2,26691,2024,683717,0.0310589894652366,0,1,1,0.6709172129631042,0.7942954897880554,0.0923192873597145,1250,Liverpool,5,4,9
0,2,31,0,21.8,328,0.12,0.65,0.53,1.01,94,1,1,11.0,38.8,2024-11-02,90,0,0,0,0,0,0,0,False,5,0,0,0,0,10,0,4520911,1,1,2,49.0,9,320939,350342,29403,127,True,0,328,1,3,0.3979918658733368,90,AMR,Liverpool,Brighton,2,1,26696,2024,685028,0.150375097990036,0,2,1,0.3979918658733368,0.5642604827880859,0.0158935226500034,1250,Liverpool,3,5,10
