assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,2.0,31.0,1.0,43.7,311.0,1.0,1.06,0.06,0.41,4.0,0.0,0.0,5.6,9.0,2024-08-17,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2560092.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,70.0,False,0.0,311.0,0.0,1.0,0.0291163958609104,78.0,Ipswich,Liverpool,0.0,2.0,26603.0,2024.0,666249.0,1.1879421472549438,0.0,3.0,0.0,0.0291163958609104,1.7536033391952517,1.2881778478622437,1791.0,Liverpool,5.0,2.0,1.0,5.0,DEF
0.0,0.0,29.0,1.0,46.0,311.0,0.53,0.63,0.1,0.36,16.0,0.0,0.0,7.8,20.4,2024-08-25,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2966829.0,1.0,0.0,2.0,12.0,6.0,76654.0,143724.0,67070.0,70.0,True,0.0,311.0,0.0,2.0,0.1226889565587043,74.0,Liverpool,Brentford,2.0,0.0,26621.0,2024.0,668948.0,0.801270604133606,0.0,4.0,0.0,0.1226889565587043,1.2730352878570557,0.4771978855133056,1791.0,Liverpool,2.0,5.0,2.0,7.5,DEF
0.0,0.0,17.0,1.0,5.4,311.0,0.01,0.01,0.0,0.83,27.0,0.0,0.0,1.4,8.4,2024-09-01,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,3.0,0.0,2989044.0,1.0,3.0,0.0,0.0,6.0,-62396.0,176393.0,238789.0,70.0,False,0.0,311.0,0.0,0.0,0.0,81.0,Manchester United,Liverpool,0.0,3.0,26631.0,2024.0,672628.0,0.0,0.0,0.0,0.0,0.0,0.1640454679727554,0.1640454679727554,1791.0,Liverpool,5.0,3.0,3.0,7.2,DEF
0.0,0.0,1.0,0.0,62.0,311.0,0.33,0.35,0.02,0.44,36.0,1.0,0.0,8.9,23.4,2024-09-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,4.0,0.0,3246316.0,1.0,1.0,0.0,4.0,1.0,149651.0,396847.0,247196.0,70.0,True,1.0,311.0,0.0,1.0,0.015777239575982,90.0,Liverpool,Nottingham Forest,0.0,1.0,26635.0,2024.0,673765.0,0.2488164007663726,0.0,4.0,0.0,0.015777239575982,0.3089593946933746,0.1037881150841713,1791.0,Liverpool,3.0,5.0,4.0,5.7,DEF
1.0,2.0,39.0,1.0,26.0,311.0,0.13,0.13,0.0,1.08,46.0,0.0,0.0,6.3,35.2,2024-09-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,5.0,0.0,3285302.0,1.0,0.0,3.0,2.0,11.0,10641.0,117298.0,106657.0,71.0,True,0.0,311.0,0.0,0.0,0.0,90.0,Liverpool,Bournemouth,3.0,0.0,26645.0,2024.0,675684.0,0.3606095910072326,1.0,2.0,0.0,0.0,1.3428819179534912,1.0125919580459597,1791.0,Liverpool,3.0,5.0,5.0,6.5,DEF
0.0,0.0,5.0,0.0,16.8,311.0,0.1,0.19,0.09,0.63,60.0,1.0,0.0,3.8,9.0,2024-09-28,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,6.0,0.0,3408496.0,1.0,2.0,1.0,12.0,1.0,91965.0,248046.0,156081.0,71.0,False,1.0,311.0,0.0,2.0,0.0914054289460182,90.0,Wolverhampton Wanderers,Liverpool,1.0,2.0,26658.0,2024.0,678065.0,0.0653824210166931,0.0,1.0,0.0,0.0914054289460182,0.0653824210166931,0.0,1791.0,Liverpool,5.0,2.0,6.0,5.3,DEF
0.0,2.0,31.0,1.0,38.6,311.0,0.48,0.54,0.06,0.64,66.0,0.0,0.0,6.7,16.8,2024-10-05,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,7.0,0.0,3255804.0,1.0,1.0,0.0,12.0,8.0,-161729.0,66375.0,228104.0,71.0,False,0.0,311.0,0.0,2.0,0.0541816838085651,90.0,Crystal Palace,Liverpool,0.0,1.0,26662.0,2024.0,679187.0,0.4192200899124145,0.0,2.0,0.0,0.0541816838085651,0.2107133865356445,0.1565317064523697,1791.0,Liverpool,5.0,3.0,7.0,5.7,DEF
0.0,0.0,13.0,0.0,1.0,311.0,0.0,0.0,0.0,0.78,74.0,1.0,0.0,2.2,21.4,2024-10-20,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,8.0,0.0,3228663.0,1.0,1.0,2.0,0.0,2.0,-58727.0,82832.0,141559.0,71.0,True,0.0,311.0,0.0,0.0,0.0,89.0,Liverpool,Chelsea,2.0,1.0,26679.0,2024.0,682184.0,0.0,0.0,0.0,0.0,0.0,0.7211429476737976,0.7211429476737976,1791.0,Liverpool,4.0,5.0,8.0,4.2,DEF
0.0,0.0,3.0,0.0,25.7,311.0,0.24,0.29,0.05,1.03,81.0,2.0,0.0,3.9,10.2,2024-10-27,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,9.0,0.0,3169441.0,1.0,2.0,2.0,3.0,1.0,-66775.0,69574.0,136349.0,71.0,False,0.0,311.0,0.0,2.0,0.0482437685132026,90.0,Arsenal,Liverpool,2.0,2.0,26691.0,2024.0,683711.0,0.0751345083117485,0.0,1.0,0.0,0.0482437685132026,0.7133917808532715,0.6651480197906494,1791.0,Liverpool,5.0,4.0,9.0,3.0,DEF
0.0,0.0,26.0,0.0,27.0,311.0,0.1,0.1,0.0,1.01,94.0,1.0,0.0,6.5,34.4,2024-11-02,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,10.0,0.0,3207568.0,1.0,1.0,2.0,4.0,2.0,8256.0,124684.0,116428.0,70.0,True,0.0,311.0,0.0,0.0,0.0,90.0,Liverpool,Brighton,2.0,1.0,26696.0,2024.0,685022.0,0.0582012683153152,0.0,2.0,0.0,0.0,0.0740947872400283,0.0158935226500034,1791.0,Liverpool,3.0,5.0,10.0,2.7,DEF
