assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,2.0,0.0,0.7,324.0,0.01,0.01,0.0,0.2,36.0,0.0,0.0,0.2,0.8,2024-09-14,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,4.0,0.0,6123.0,0.0,1.0,0.0,0.0,1.0,-1806.0,124.0,1930.0,53.0,True,0.0,324.0,0.0,0.0,0.0,12.0,Liverpool,Nottingham Forest,0.0,1.0,26635.0,2024.0,673778.0,0.0,0.0,0.0,0.0,0.0,0.0309275295585393,0.0309275295585393,6665.0,Liverpool,4.0,5.0,4.0,0.7,MID
0.0,0.0,5.0,0.0,1.2,324.0,0.01,0.15,0.14,0.55,46.0,0.0,0.0,1.8,11.8,2024-09-21,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,5.0,0.0,6423.0,0.0,0.0,3.0,5.0,1.0,-5.0,381.0,386.0,53.0,True,0.0,324.0,0.0,1.0,0.1194314733147621,26.0,Liverpool,Bournemouth,3.0,0.0,26645.0,2024.0,675696.0,0.0,0.0,0.0,0.0,0.1194314733147621,0.6638064384460449,0.544374942779541,6665.0,Liverpool,3.0,5.0,5.0,1.0,MID
0.0,0.0,6.0,0.0,0.3,324.0,0.01,0.1,0.09,0.01,60.0,0.0,0.0,2.6,8.2,2024-09-28,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,6.0,0.0,6572.0,0.0,2.0,1.0,17.0,1.0,-101.0,424.0,525.0,53.0,False,0.0,324.0,0.0,1.0,0.0787643417716026,13.0,Wolverhampton Wanderers,Liverpool,1.0,2.0,26658.0,2024.0,678076.0,0.0,0.0,0.0,0.0,0.0787643417716026,0.0787643417716026,0.0,6665.0,Liverpool,5.0,3.0,6.0,1.3,MID
0.0,0.0,14.0,1.0,26.8,324.0,0.03,0.06,0.03,0.64,66.0,0.0,0.0,4.0,9.4,2024-10-05,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,7.0,0.0,6952.0,1.0,1.0,0.0,4.0,3.0,103.0,694.0,591.0,53.0,False,0.0,324.0,0.0,1.0,0.0181349739432334,90.0,Crystal Palace,Liverpool,0.0,1.0,26662.0,2024.0,679194.0,0.0990236848592758,0.0,2.0,0.0,0.0181349739432334,0.6957239508628845,0.5785652995109558,6665.0,Liverpool,5.0,3.0,7.0,2.0,MID
1.0,3.0,52.0,0.0,23.1,324.0,0.01,0.81,0.8,0.78,74.0,1.0,1.0,13.2,55.0,2024-10-20,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,8.0,0.0,7325.0,1.0,1.0,2.0,54.0,13.0,32.0,543.0,511.0,53.0,True,0.0,324.0,1.0,2.0,1.1278148889541626,89.0,Liverpool,Chelsea,2.0,1.0,26679.0,2024.0,682189.0,0.0555511191487312,0.0,2.0,1.0,1.1278148889541626,1.183366060256958,0.0239292234182357,6665.0,Liverpool,3.0,5.0,8.0,6.2,MID
0.0,0.0,12.0,0.0,4.3,324.0,0.01,0.08,0.07,1.03,81.0,2.0,0.0,2.8,14.4,2024-10-27,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,9.0,0.0,18809.0,1.0,2.0,2.0,9.0,2.0,10338.0,11264.0,926.0,53.0,False,0.0,324.0,0.0,1.0,0.0722101852297782,90.0,Arsenal,Liverpool,2.0,2.0,26691.0,2024.0,683718.0,0.0,0.0,0.0,0.0,0.0722101852297782,0.2272577285766601,0.1550475507974624,6665.0,Liverpool,5.0,5.0,9.0,4.8,MID
1.0,0.0,14.0,0.0,10.4,324.0,0.0,0.16,0.16,0.24,94.0,0.0,0.0,3.9,19.0,2024-11-02,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,10.0,0.0,37992.0,0.0,1.0,2.0,10.0,4.0,18081.0,21466.0,3385.0,53.0,True,0.0,324.0,0.0,2.0,0.1185281202197074,22.0,Liverpool,Brighton,2.0,1.0,26696.0,2024.0,685034.0,0.0663112699985504,1.0,1.0,0.0,0.1185281202197074,0.1848393976688385,0.0663112699985504,6665.0,Liverpool,3.0,5.0,10.0,7.3,MID
0.0,0.0,13.0,1.0,3.9,324.0,0.01,0.01,0.0,1.16,105.0,0.0,0.0,1.1,4.6,2024-11-09,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,11.0,0.0,65953.0,1.0,0.0,2.0,2.0,3.0,25365.0,31746.0,6381.0,53.0,True,0.0,324.0,0.0,0.0,0.0,68.0,Liverpool,Aston Villa,2.0,0.0,26707.0,2024.0,686977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6665.0,Liverpool,3.0,5.0,11.0,4.0,MID
0.0,0.0,13.0,0.0,10.3,324.0,0.04,0.08,0.04,1.23,120.0,2.0,0.0,3.1,8.0,2024-11-24,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,12.0,0.0,78804.0,1.0,3.0,2.0,13.0,2.0,11489.0,19877.0,8388.0,53.0,False,0.0,324.0,0.0,2.0,0.0350455120205879,68.0,Southampton,Liverpool,2.0,3.0,26721.0,2024.0,689147.0,0.0,0.0,0.0,0.0,0.0350455120205879,0.3269142508506775,0.3074004054069519,6665.0,Liverpool,5.0,1.0,12.0,4.5,MID
0.0,0.0,6.0,0.0,1.3,324.0,0.01,0.07,0.06,0.05,125.0,0.0,0.0,2.1,2.8,2024-12-01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,13.0,0.0,73472.0,0.0,0.0,2.0,17.0,1.0,-4805.0,6340.0,11145.0,53.0,True,0.0,324.0,0.0,1.0,0.0665391534566879,3.0,Liverpool,Manchester City,2.0,0.0,26726.0,2024.0,690871.0,0.0,0.0,0.0,0.0,0.0665391534566879,0.0665391534566879,0.0,6665.0,Liverpool,4.0,5.0,13.0,2.5,MID
