assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,0,0,0.6,572,0.0,0.0,0.0,1.54,131,1,0,1.1,10.8,2024-12-04,31,0,0,0,0,0,0,0,False,1,0,0,0,0,14,0,12750,0,0,2,0.0,1,361,1103,742,4.3,False,0,572,,,0,0,0.0,30,Sub,Arsenal,Manchester United,2,0,26733,2024,691534,0.0,0,0,0,0.0,0.0,0.0,10564,Manchester United,Leny Yoro,Leny Yoro,2,5,14,-0.6,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1956639566395664
0,0,1,0,0.7,572,0.0,0.0,0.0,0.83,148,3,0,0.9,8.6,2024-12-07,65,0,0,0,0,0,0,0,False,16,0,0,0,0,15,0,19145,1,3,2,0.0,1,5827,6306,479,4.3,True,0,572,,,0,0,0.0,67,DC,Manchester United,Nottingham Forest,2,3,26744,2024,692376,0.0,0,0,0,0.0,0.4379441142082214,0.4379441142082214,10564,Manchester United,Leny Yoro,Leny Yoro,4,3,15,0.5,DEF,0.0,0.0,0.0,0.0,1.54,1.0,0.0,1.1,10.8,0.6,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.51,0.33,0.0,0.37,3.6,0.2,0.0,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.31,0.2,0.0,0.22,2.16,0.12,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,6395.0,0.8588061901252764
0,0,3,0,0.0,572,0.0,0.0,0.0,0.0,156,0,0,0.5,4.6,2024-12-15,11,0,0,0,0,0,0,0,False,13,0,0,0,0,16,0,23133,0,2,1,0.0,1,3815,5326,1511,4.3,False,0,572,,,0,0,0.0,7,Sub,Manchester City,Manchester United,1,2,26753,2024,694462,0.0,0,0,0,0.0,0.4423321187496185,0.4423321187496185,10564,Manchester United,Leny Yoro,Leny Yoro,2,4,16,0.1,DEF,0.0,0.0,0.0,0.0,0.83,3.0,0.0,0.9,8.6,0.7,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.5,0.0,0.0,0.0,0.0,0.79,1.33,0.0,0.67,6.47,0.43,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,-0.03,0.0,0.0,0.0,0.0,0.47,0.8,0.0,0.4,3.88,0.26,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,-0.02,3988.0,0.5579932719028814
0,0,-9,0,0.1,572,0.0,0.43,0.43,1.06,168,2,0,3.9,9.6,2024-12-22,45,0,0,0,0,0,0,0,False,3,0,0,0,0,17,0,25193,0,3,0,29.0,0,1787,3625,1838,4.3,True,0,572,,,0,2,0.8126104474067688,43,Sub,Manchester United,Bournemouth,0,3,26769,2024,695737,0.0,0,0,0,0.8126104474067688,0.8374173641204834,0.0248069558292627,10564,Manchester United,Leny Yoro,Leny Yoro,3,3,17,0.5,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.6,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.1,0.0,0.0,0.0,0.0,0.79,1.33,0.0,0.83,8.0,0.43,0.0,35.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.47,0.8,0.0,0.5,4.8,0.26,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,2060.0,0.32710964671425957
0,0,5,0,0.8,572,0.0,0.0,0.0,0.31,180,1,0,1.3,12.2,2024-12-26,62,0,0,0,0,0,0,0,False,20,0,0,0,0,18,0,24877,1,0,2,0.0,1,-504,2316,2820,4.3,False,1,572,,,0,0,0.0,64,DC,Wolverhampton Wanderers,Manchester United,2,0,26781,2024,696321,0.0,0,0,0,0.0,0.0682441666722297,0.0682441666722297,10564,Manchester United,Leny Yoro,Leny Yoro,2,3,18,0.7,DEF,0.0,0.0,0.43,0.43,1.06,2.0,0.0,3.9,9.6,0.1,29.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.81,0.0,0.0,0.0,0.0,0.0,0.81,0.84,0.02,0.5,0.0,0.0,0.14,0.14,0.63,1.67,0.0,1.77,7.6,0.27,9.67,40.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.67,1.0,0.67,0.0,0.67,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.57,0.3,0.37,0.0,0.0,0.09,0.09,0.69,1.2,0.0,1.28,6.72,0.28,5.8,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,1.0,0.6,0.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.34,0.18,0.1,-316.0,-0.09813084112149532
0,0,2,0,0.9,572,0.0,0.14,0.14,0.02,188,0,0,0.6,1.0,2024-12-30,25,0,0,0,0,0,0,0,False,15,0,0,0,0,19,0,24162,0,2,0,4.0,1,-902,1400,2302,4.3,True,0,572,,,0,1,0.1171376705169677,22,Sub,Manchester United,Newcastle United,0,2,26789,2024,696963,0.0,0,0,0,0.1171376705169677,0.0,0.0,10564,Manchester United,Leny Yoro,Leny Yoro,4,3,19,0.8,DEF,0.0,0.0,0.0,0.0,0.31,1.0,0.0,1.3,12.2,0.8,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.7,0.0,0.0,0.14,0.14,0.46,1.0,0.0,1.9,8.8,0.3,9.67,39.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.67,1.0,0.67,0.0,0.67,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.45,0.18,0.43,0.0,0.0,0.09,0.09,0.75,1.4,0.0,1.54,9.16,0.44,5.8,42.8,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.6,1.4,0.8,0.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.36,0.19,0.24,-715.0,-0.24365207995678012
0,0,3,0,0.1,572,0.0,0.0,0.0,0.63,196,0,0,0.2,1.8,2025-01-05,7,0,0,0,0,0,0,0,False,12,0,0,0,0,20,0,22244,0,2,2,0.0,1,-2140,1426,3566,4.3,False,0,572,,,0,0,0.0,5,Sub,Liverpool,Manchester United,2,2,26797,2024,697734,0.0,0,0,0,0.0,0.0,0.0,10564,Manchester United,Leny Yoro,Leny Yoro,2,5,20,-0.2,DEF,0.0,0.0,0.14,0.14,0.02,0.0,0.0,0.6,1.0,0.9,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.8,0.0,0.0,0.19,0.19,0.46,1.0,0.0,1.93,7.6,0.6,11.0,44.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.67,0.67,0.67,0.0,1.0,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.03,0.67,0.0,0.0,0.11,0.11,0.44,1.2,0.0,1.44,7.2,0.5,6.6,41.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,2.0,1.0,0.8,0.0,0.6,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.36,0.19,0.52,-1918.0,-0.4286858974358974
0,0,11,0,1.4,572,0.01,0.01,0.0,1.48,209,1,0,1.4,12.6,2025-01-16,82,0,0,0,0,0,0,0,False,17,0,0,0,0,21,0,23929,1,1,3,0.0,2,1075,3169,2094,4.3,True,0,572,,,0,0,0.0,84,DC,Manchester United,Southampton,3,1,26811,2024,699567,0.0,0,0,0,0.0,0.4811611175537109,0.4811611175537109,10564,Manchester United,Leny Yoro,Leny Yoro,1,3,21,1.5,DEF,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.2,1.8,0.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.05,0.05,0.32,0.33,0.0,0.7,5.0,0.6,1.33,31.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.33,1.33,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.43,0.0,0.0,0.11,0.11,0.4,0.6,0.0,1.3,5.84,0.38,6.6,30.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.8,1.0,0.8,0.0,0.6,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.27,0.11,0.38,1685.0,0.2042561276838305
0,0,-3,0,2.1,572,0.01,0.1,0.09,1.93,217,3,0,1.7,9.4,2025-01-19,90,0,0,0,0,0,0,0,False,5,0,0,0,0,22,0,23770,1,3,1,5.0,0,-286,1556,1842,4.3,True,1,572,,,0,1,0.1222365945577621,90,DC,Manchester United,Brighton,1,3,26818,2024,700468,0.0,0,0,0,0.1222365945577621,0.2838387489318847,0.2838387489318847,10564,Manchester United,Leny Yoro,Leny Yoro,3,3,22,0.0,DEF,0.0,0.01,0.01,0.0,1.48,1.0,0.0,1.4,12.6,1.4,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,1.5,0.0,0.0,0.05,0.05,0.71,0.33,0.0,0.73,5.13,0.8,1.33,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,1.67,1.33,0.0,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.16,0.7,0.0,0.0,0.12,0.11,0.7,0.8,0.0,1.48,7.44,0.66,6.6,44.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.6,1.4,1.0,0.0,0.6,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.28,0.11,0.66,-159.0,-0.08416715715126545
0,0,5,0,0.3,572,0.0,0.0,0.0,0.43,225,0,0,1.0,9.4,2025-01-26,32,0,0,0,0,0,0,0,False,9,0,0,0,0,23,0,22331,0,1,0,0.0,1,-1672,1217,2889,4.3,False,0,572,,,0,0,0.0,31,Sub,Fulham,Manchester United,0,1,26826,2024,702352,0.0,0,0,0,0.0,0.0,0.0,10564,Manchester United,Leny Yoro,Leny Yoro,2,3,23,0.8,DEF,0.0,0.01,0.1,0.09,1.93,3.0,0.0,1.7,9.4,2.1,5.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.28,0.28,0.0,0.0,0.01,0.04,0.03,1.35,1.33,0.0,1.1,7.93,1.2,1.67,59.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,2.0,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.25,0.25,0.43,0.0,0.0,0.05,0.05,0.87,1.0,0.0,1.04,7.4,1.06,1.8,53.2,0.0,0.0,0.0,0.0,0.4,0.0,0.6,1.6,1.6,1.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.17,0.56,-1439.0,-0.40720896249391136
