assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,5,0,0.8,241,0.03,0.13,0.1,2.43,1,1,0,1.8,9.2,2024-08-16,90,0,0,0,0,0,0,0,False,14,0,0,0,0,1,0,26833,1,0,1,8.0,1,0,0,0,4.5,False,1,241,,,Calvin Bassey,0,2,0.1159985437989234,90,DC,Manchester United,Fulham,1,0,26602,2024,666188,0.0,0,0,0,0.1159985437989234,0.0364734828472137,0.0364734828472137,26602,Fulham,Calvin Bassey,Calvin Bassey,3,3,1,1.9,DEF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,9,0,1.3,241,0.0,0.0,0.0,0.61,15,1,0,1.5,14.0,2024-08-24,90,0,0,0,0,0,0,0,False,11,0,0,0,0,2,0,36794,1,1,2,0.0,2,2578,6159,3581,4.5,True,0,241,,,Calvin Bassey,0,0,0.0,90,DC,Fulham,Leicester,2,1,26614,2024,667948,0.0,0,0,0,0.0,0.6553217768669128,0.6553217768669128,26614,Fulham,Calvin Bassey,Calvin Bassey,1,3,2,2.0,DEF,2,0.0,0.03,0.13,0.1,2.43,1.0,0.0,1.8,9.2,0.8,8.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.04,1.9,0.0,0.01,0.04,0.03,0.81,0.33,0.0,0.6,3.07,0.27,2.67,30.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.33,0.0,0.67,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.63,0.0,0.01,0.03,0.02,0.49,0.2,0.0,0.36,1.84,0.16,1.6,18.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.38,9961.0,0.2646817248459959
0,0,10,0,1.2,241,0.0,0.0,0.0,0.45,25,1,0,1.5,11.8,2024-08-31,90,0,0,0,0,0,0,0,False,10,0,0,0,0,3,0,43020,1,1,1,2.0,2,3106,7803,4697,4.5,False,0,241,,,Calvin Bassey,0,0,0.0,90,DC,Ipswich,Fulham,1,1,26625,2024,671798,0.0,0,0,0,0.0,0.4970656633377075,0.4970656633377075,26625,Fulham,Calvin Bassey,Calvin Bassey,3,2,3,2.2,DEF,2,0.0,0.0,0.0,0.0,0.61,1.0,0.0,1.5,14.0,1.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,2.0,0.0,0.01,0.04,0.03,1.01,0.67,0.0,1.1,7.73,0.7,2.67,60.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.33,1.0,1.0,0.0,0.67,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.23,0.23,1.3,0.0,0.01,0.03,0.02,0.61,0.4,0.0,0.66,4.64,0.42,1.6,36.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.6,0.6,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.14,0.78,6226.0,0.24848
0,0,12,0,0.5,241,0.0,0.08,0.08,0.76,35,1,0,2.3,18.6,2024-09-14,90,0,0,0,0,0,0,0,False,19,0,0,0,0,4,0,42852,1,1,1,4.0,2,-1611,3828,5439,4.5,True,0,241,,,Calvin Bassey,0,1,0.0789679586887359,90,DC,Fulham,West Ham,1,1,26634,2024,673735,0.0,0,0,0,0.0789679586887359,0.0896559581160545,0.0896559581160545,26634,Fulham,Calvin Bassey,Calvin Bassey,2,3,4,2.0,DEF,2,0.0,0.0,0.0,0.0,0.45,1.0,0.0,1.5,11.8,1.2,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.2,0.0,0.01,0.04,0.03,1.16,1.0,0.0,1.6,11.67,1.1,3.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,1.33,1.67,0.0,0.67,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.4,0.4,2.03,0.0,0.01,0.03,0.02,0.7,0.6,0.0,0.96,7.0,0.66,2.0,54.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.4,0.8,1.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.24,0.24,1.22,-168.0,-0.17384266752994496
0,0,13,0,0.6,241,0.0,0.0,0.0,1.54,44,1,0,1.8,17.4,2024-09-21,90,0,0,0,0,0,0,0,False,15,0,0,0,0,5,0,42961,1,1,3,0.0,2,-699,2133,2832,4.5,True,0,241,,,Calvin Bassey,0,0,0.0,90,DC,Fulham,Newcastle United,3,1,26646,2024,675716,0.0,0,0,0,0.0,0.4885226488113403,0.4885226488113403,26646,Fulham,Calvin Bassey,Calvin Bassey,4,3,5,1.5,DEF,2,0.0,0.0,0.08,0.08,0.76,1.0,0.0,2.3,18.6,0.5,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.09,2.0,0.0,0.0,0.03,0.03,0.61,1.0,0.0,1.77,14.8,1.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,2.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.41,0.41,2.07,0.0,0.01,0.04,0.04,0.85,0.8,0.0,1.42,10.72,0.76,2.8,72.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,1.0,1.4,0.0,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.26,0.26,1.62,109.0,-0.14078549848942598
0,0,23,1,1.3,241,0.01,0.02,0.01,0.8,59,0,0,1.8,16.0,2024-09-28,90,0,0,0,0,0,0,0,False,16,0,0,0,0,6,0,42626,1,1,0,1.0,6,-1002,2304,3306,4.5,False,0,241,,,Calvin Bassey,0,1,0.0150469755753874,90,DC,Nottingham Forest,Fulham,0,1,26653,2024,677792,0.0,0,0,0,0.0150469755753874,0.2866170108318329,0.2715700566768646,26653,Fulham,Calvin Bassey,Calvin Bassey,3,4,6,3.3,DEF,6,0.0,0.0,0.0,0.0,1.54,1.0,0.0,1.8,17.4,0.6,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,1.5,0.0,0.0,0.03,0.03,0.92,1.0,0.0,1.87,15.93,0.77,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.67,2.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.36,0.36,1.9,0.0,0.01,0.04,0.04,1.16,1.0,0.0,1.78,14.2,0.88,2.8,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,1.6,1.8,0.0,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.35,0.35,1.92,-335.0,-0.1786096256684492
0,0,6,0,1.8,241,0.02,0.02,0.0,1.57,69,3,0,3.6,34.4,2024-10-05,90,0,0,0,0,0,0,0,False,13,0,0,0,0,7,0,43386,1,2,3,0.0,0,-255,2912,3167,4.5,False,1,241,,,Calvin Bassey,0,0,0.0,90,DC,Manchester City,Fulham,3,2,26664,2024,679470,0.0,0,0,0,0.0,1.111205816268921,1.111205816268921,26664,Fulham,Calvin Bassey,Calvin Bassey,3,4,7,1.5,DEF,0,1.0,0.01,0.02,0.01,0.8,0.0,0.0,1.8,16.0,1.3,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.29,0.27,3.3,0.33,0.0,0.03,0.03,1.03,0.67,0.0,1.97,17.33,0.8,1.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,3.33,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.28,2.27,0.2,0.0,0.02,0.02,0.83,0.8,0.0,1.78,15.56,0.98,1.4,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4,2.8,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.4,0.4,2.2,760.0,-0.04194768876459944
0,0,-1,0,1.7,241,0.01,0.01,0.0,1.68,72,3,0,1.8,16.4,2024-10-19,90,0,0,0,0,0,0,0,False,2,0,0,0,0,8,0,44515,1,3,1,0.0,0,414,2734,2320,4.5,True,1,241,,,Calvin Bassey,0,0,0.0,90,DC,Fulham,Aston Villa,1,3,26673,2024,681321,0.0,0,0,0,0.0,0.1129811704158783,0.1129811704158783,26673,Fulham,Calvin Bassey,Calvin Bassey,3,3,8,2.0,DEF,0,0.0,0.02,0.02,0.0,1.57,3.0,0.0,3.6,34.4,1.8,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,1.5,0.33,0.01,0.01,0.0,1.3,1.33,0.0,2.4,22.6,1.23,0.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,2.0,2.67,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.63,0.62,2.1,0.2,0.01,0.02,0.02,1.02,1.2,0.0,2.2,19.64,1.08,1.4,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.2,1.6,2.4,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.49,0.49,2.1,1129.0,0.08191531460229522
0,0,10,0,1.1,241,0.01,0.01,0.0,0.79,87,1,0,1.3,11.8,2024-10-26,90,0,0,0,0,0,0,0,False,8,0,0,0,0,9,0,43729,1,1,1,0.0,2,-1084,1380,2464,4.5,False,0,241,,,Calvin Bassey,0,0,0.0,90,DC,Everton,Fulham,1,1,26687,2024,683161,0.0,0,0,0,0.0,0.25124391913414,0.25124391913414,26687,Fulham,Calvin Bassey,Calvin Bassey,3,3,9,0.7,DEF,2,0.0,0.01,0.01,0.0,1.68,3.0,0.0,1.8,16.4,1.7,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2.0,0.33,0.01,0.02,0.0,1.35,2.0,0.0,2.4,22.27,1.6,0.33,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,2.0,1.33,2.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.5,0.5,2.27,0.2,0.01,0.03,0.02,1.27,1.6,0.0,2.26,20.56,1.18,1.0,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.6,1.6,2.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.42,0.41,2.06,-786.0,-0.28199791883454733
0,0,14,0,3.7,241,0.02,0.08,0.06,0.59,92,1,0,3.6,18.2,2024-11-04,90,0,0,0,0,0,0,0,False,4,0,0,0,0,10,0,44828,1,1,2,14.0,2,640,2533,1893,4.5,True,0,241,,,Calvin Bassey,0,2,0.0671096965670585,90,DC,Fulham,Brentford,2,1,26693,2024,686108,0.0,0,0,0,0.0671096965670585,0.2247701436281204,0.20477856695652,26693,Fulham,Calvin Bassey,Calvin Bassey,3,3,10,1.3,DEF,2,0.0,0.01,0.01,0.0,0.79,1.0,0.0,1.3,11.8,1.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.7,0.0,0.01,0.01,0.0,1.35,2.33,0.0,2.23,20.87,1.53,0.0,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,2.0,1.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,1.4,0.2,0.01,0.01,0.0,1.28,1.6,0.0,2.06,19.2,1.3,0.2,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.6,1.6,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,1.8,1099.0,0.14460009037505647
