assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,1,0,18,0,31.4,135,0.65,0.65,0.0,0.25,3,0,0,6.4,25.0,2024-08-17,45,0,0,0,0,0,0,0,False,8,0,0,0,0,1,0,119994,1,3,0,8.0,4,0,0,0,55,False,0,135,,,0,0,0.0,46,AMR,Everton,Brighton,0,3,26605,2024,666346,0.9331552386283876,1,3,0,0.0,0.9331552386283876,0.0,26605,Brighton,Yankuba Minteh,Yankuba Minteh,MID
1,0,0,4,0,29.3,135,0.24,0.32,0.08,1.32,13,1,0,6.7,8.8,2024-08-24,89,0,0,0,0,0,0,0,False,14,0,0,0,0,2,0,132136,1,1,2,29.0,2,4775,18206,13431,55,True,0,135,,,0,2,0.12109375,90,AMR,Brighton,Manchester United,2,1,26612,2024,667699,0.271284818649292,0,2,0,0.12109375,1.1174625158309937,0.9963687658309937,26612,Brighton,Yankuba Minteh,Yankuba Minteh,MID
2,1,0,12,0,0.8,135,0.01,0.41,0.4,1.13,21,1,0,2.6,2.2,2024-08-31,71,0,0,0,0,0,0,0,False,1,0,0,0,0,3,0,133513,1,1,1,23.0,4,-666,27379,28045,55,False,1,135,,,0,2,0.3489913642406463,76,AMR,Arsenal,Brighton,1,1,26622,2024,671529,0.0,0,0,0,0.3489913642406463,0.4427956640720367,0.0938042998313903,26622,Brighton,Yankuba Minteh,Yankuba Minteh,MID
3,0,0,6,1,34.1,135,0.2,0.2,0.0,0.21,33,0,0,5.2,5.6,2024-09-14,67,0,0,0,0,0,0,0,False,10,0,0,0,0,4,0,265071,1,0,0,12.0,2,123451,180124,56673,55,True,1,135,,,0,0,0.0,71,MR,Brighton,Ipswich,0,0,26633,2024,673646,0.1293499320745468,0,2,0,0.0,0.2364976853132248,0.1071477606892585,26633,Brighton,Yankuba Minteh,Yankuba Minteh,MID
4,0,0,5,0,23.6,135,0.06,0.06,0.0,0.67,42,1,0,3.4,8.6,2024-09-22,28,0,0,0,0,0,0,0,False,16,0,0,0,0,5,0,252438,0,2,2,2.0,1,-10723,13980,24703,55,True,0,135,,,0,0,0.0,24,Sub,Brighton,Nottingham Forest,2,2,26650,2024,676310,0.0243045836687088,0,1,0,0.0,0.0,0.0,26650,Brighton,Yankuba Minteh,Yankuba Minteh,MID
5,0,0,2,0,4.6,135,0.02,0.1,0.08,0.14,54,0,0,1.3,3.4,2024-09-28,19,0,0,0,0,0,0,0,False,6,0,0,0,0,6,0,161759,0,2,4,5.0,1,-90134,3298,93432,55,False,0,135,,,0,1,0.1074213758111,11,Sub,Chelsea,Brighton,4,2,26657,2024,677919,0.0,0,0,0,0.1074213758111,0.133209154009819,0.0257877688854932,26657,Brighton,Yankuba Minteh,Yankuba Minteh,MID
6,0,0,27,0,5.4,135,0.02,0.29,0.27,1.37,64,2,1,7.0,36.6,2024-10-06,86,0,0,0,0,0,0,0,False,18,0,0,0,0,7,0,117925,1,2,3,28.0,7,-45058,1437,46495,54,True,0,135,,,1,2,0.3733744621276855,89,AMR,Brighton,Tottenham,3,2,26671,2024,680425,0.0,0,0,1,0.3733744621276855,0.4539943039417267,0.0976802632212638,26671,Brighton,Yankuba Minteh,Yankuba Minteh,MID
7,0,0,6,0,25.0,135,0.09,0.09,0.0,0.0,122,0,0,3.1,4.2,2024-11-29,2,0,0,0,0,0,0,0,False,17,0,0,0,0,13,0,51280,0,1,1,2.0,1,-3006,705,3711,52,True,0,135,,,0,0,0.0,1,Sub,Brighton,Southampton,1,1,26723,2024,689624,0.0594069361686706,0,2,0,0.0,0.0158043783158063,0.0,26723,Brighton,Yankuba Minteh,Yankuba Minteh,MID
8,0,0,5,0,4.0,135,0.0,0.0,0.0,0.03,135,1,0,0.9,3.0,2024-12-05,10,0,0,0,0,0,0,0,False,9,0,0,0,0,14,0,48581,0,1,3,2.0,1,-2815,333,3148,52,False,0,135,,,0,0,0.0,8,Sub,Fulham,Brighton,3,1,26736,2024,691627,0.0,0,0,0,0.0,0.0,0.0,26736,Brighton,Yankuba Minteh,Yankuba Minteh,MID
9,0,0,22,0,0.0,135,0.0,0.45,0.45,1.0,147,2,1,6.0,33.0,2024-12-08,20,0,0,0,0,0,0,0,False,11,0,0,0,0,15,0,46452,0,2,2,27.0,6,-2139,414,2553,51,False,0,135,,,1,2,0.2420024424791336,17,Sub,Leicester,Brighton,2,2,26751,2024,692800,0.0,0,0,1,0.2420024424791336,0.2420024424791336,0.0,26751,Brighton,Yankuba Minteh,Yankuba Minteh,MID
10,0,0,7,0,3.3,135,0.08,0.08,0.0,1.3,153,2,0,1.6,6.2,2024-12-15,71,0,0,0,0,0,0,0,False,7,0,0,0,0,16,0,47570,1,3,1,6.0,2,786,2472,1686,51,True,0,135,,,0,0,0.0,76,AMR,Brighton,Crystal Palace,1,3,26756,2024,694194,0.0,0,0,0,0.0,0.0,0.0,26756,Brighton,Yankuba Minteh,Yankuba Minteh,MID
11,0,0,3,0,1.3,135,0.17,0.17,0.0,0.72,170,0,0,1.6,2.2,2024-12-21,22,0,0,0,0,0,0,0,False,19,0,0,0,0,17,0,46202,0,1,1,12.0,1,-1333,757,2090,51,False,0,135,,,0,0,0.0,18,Sub,West Ham,Brighton,1,1,26767,2024,695317,0.0,0,0,0,0.0,0.4250944554805755,0.4250944554805755,26767,Brighton,Yankuba Minteh,Yankuba Minteh,MID
12,0,0,5,0,0.8,135,0.21,0.21,0.0,0.36,173,0,0,0.5,1.8,2024-12-27,23,0,0,0,0,0,0,0,False,4,0,0,0,0,18,0,44096,0,0,0,2.0,1,-2135,460,2595,51,True,0,135,,,0,0,0.0,17,Sub,Brighton,Brentford,0,0,26774,2024,696378,0.0,0,0,0,0.0,0.0552164129912853,0.0552164129912853,26774,Brighton,Yankuba Minteh,Yankuba Minteh,MID
13,0,0,2,0,1.3,135,0.01,0.06,0.05,0.29,181,0,0,1.2,1.4,2024-12-30,32,0,0,0,0,0,0,0,False,2,0,0,0,0,19,0,42529,0,2,2,9.0,1,-1610,260,1870,51,False,0,135,,,0,1,0.0352396890521049,20,Sub,Aston Villa,Brighton,2,2,26782,2024,697008,0.0,0,0,0,0.0352396890521049,0.0352396890521049,0.0,26782,Brighton,Yankuba Minteh,Yankuba Minteh,MID
14,0,0,-1,0,14.3,135,0.04,0.15,0.11,0.29,193,0,0,2.0,1.2,2025-01-04,45,0,0,0,0,0,0,0,False,1,0,0,0,0,20,0,40985,0,1,1,4.0,0,-1569,335,1904,51,True,1,135,,,0,1,0.2306436151266098,40,Sub,Brighton,Arsenal,1,1,26794,2024,697380,0.0116975968703627,0,1,0,0.2306436151266098,0.2306436151266098,0.0,26794,Brighton,Yankuba Minteh,Yankuba Minteh,MID
15,0,0,2,0,0.6,135,0.01,0.09,0.08,0.0,204,0,0,0.8,0.2,2025-01-16,27,0,0,0,0,0,0,0,False,10,0,0,0,0,21,0,39778,0,2,0,7.0,1,-1299,494,1793,50,False,0,135,,,0,1,0.3568698167800903,26,Sub,Ipswich,Brighton,0,2,26805,2024,699561,0.0,0,0,0,0.3568698167800903,0.3568698167800903,0.0,26805,Brighton,Yankuba Minteh,Yankuba Minteh,MID
