assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,-3,0,0.1,338,0.01,0.01,0.0,0.53,22,1,0,0.1,0.6,2024-08-31,15,0,0,0,0,0,0,0,False,17,0,0,0,0,3,0,74614,0,1,3,0.0,1,18632,27904,9272,40,True,0,338,,,Sepp van den Berg,0,0,0.0,12,Sub,Brentford,Southampton,3,1,26623,2024,671733,0.0,0,0,0,0.0,0.2627857327461242,0.2627857327461242,26623,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
1,0,0,10,0,0.9,338,0.0,0.0,0.0,2.17,37,2,0,1.8,15.2,2024-09-14,90,0,0,0,0,0,0,0,False,13,0,0,0,0,4,0,93946,1,1,2,2.0,1,15496,27490,11994,40,False,0,338,,,Sepp van den Berg,0,0,0.0,90,DC,Manchester City,Brentford,2,1,26637,2024,673692,0.0,0,0,0,0.0,0.0,0.0,26637,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
2,0,0,4,0,11.4,338,0.21,0.21,0.0,3.52,49,3,0,3.9,25.8,2024-09-21,90,0,0,0,0,0,0,0,False,18,0,0,0,0,5,0,107520,1,1,3,2.0,1,12292,17450,5158,40,False,0,338,,,Sepp van den Berg,0,0,0.0,90,DC,Tottenham,Brentford,3,1,26648,2024,675796,0.0468297973275184,0,1,0,0.0,0.0153518551960587,0.0153518551960587,26648,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
3,0,0,7,0,3.8,338,0.04,0.08,0.04,0.99,53,1,0,2.9,19.6,2024-09-28,90,0,0,0,0,0,0,0,False,19,0,0,0,0,6,0,178201,1,1,1,6.0,2,66817,102512,35695,40,True,0,338,,,Sepp van den Berg,0,1,0.0698839724063873,90,DR,Brentford,West Ham,1,1,26656,2024,677864,0.0,0,0,0,0.0698839724063873,0.161736711859703,0.0918527320027351,26656,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
4,0,0,-3,0,13.8,338,0.02,0.21,0.19,1.05,63,3,0,5.6,17.8,2024-10-05,90,0,0,0,0,0,0,0,False,20,0,0,0,0,7,0,252998,1,3,5,24.0,1,68411,80118,11707,40,True,0,338,,,Sepp van den Berg,0,2,0.3312998712062835,90,DR,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679546,0.0213788263499736,0,1,0,0.3312998712062835,1.2009714841842651,0.926443099975586,26667,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
5,0,0,6,0,1.3,338,0.0,0.0,0.0,1.27,75,2,0,2.2,17.0,2024-10-19,86,0,0,0,0,0,0,0,False,14,0,0,0,0,8,0,272387,1,1,2,4.0,1,21014,33645,12631,40,False,0,338,,,Sepp van den Berg,0,0,0.0,90,DR,Manchester United,Brentford,2,1,26675,2024,681304,0.0,0,0,0,0.0,0.0558748617768287,0.0558748617768287,26675,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
6,0,0,4,0,5.1,338,0.04,0.2,0.16,1.3,83,3,0,6.3,22.0,2024-10-26,90,0,0,0,0,0,0,0,False,10,0,0,0,0,9,0,311431,1,3,4,36.0,1,36488,44450,7962,40,True,0,338,,,Sepp van den Berg,0,2,0.0817692875862121,90,DL,Brentford,Ipswich,4,3,26685,2024,682995,0.0,0,0,0,0.0817692875862121,0.510512113571167,0.4287428259849548,26685,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
7,0,0,3,0,0.6,338,0.0,0.0,0.0,1.37,92,2,0,1.9,18.6,2024-11-04,90,0,0,0,0,0,0,0,False,9,0,0,0,0,10,0,335279,1,1,2,0.0,1,23253,36065,12812,40,False,0,338,,,Sepp van den Berg,0,0,0.0,90,DL,Fulham,Brentford,2,1,26693,2024,686125,0.0,0,0,0,0.0,0.0,0.0,26693,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
8,0,0,0,0,5.3,338,0.03,0.19,0.16,2.61,101,2,0,2.2,7.8,2024-11-09,90,0,0,0,0,0,0,0,False,3,0,0,0,0,11,0,345765,1,2,3,9.0,1,9843,20184,10341,41,True,0,338,,,Sepp van den Berg,0,2,0.1469051986932754,90,DR,Brentford,Bournemouth,3,2,26702,2024,686572,0.0,0,0,0,0.1469051986932754,0.0,0.0,26702,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
9,0,0,19,1,0.7,338,0.01,0.08,0.07,1.2,114,0,0,2.2,17.0,2024-11-23,90,0,0,0,0,0,0,0,False,8,0,0,0,0,12,0,351966,1,0,0,4.0,6,5710,19699,13989,41,False,0,338,,,Sepp van den Berg,0,1,0.059881068766117,90,DR,Everton,Brentford,0,0,26715,2024,688467,0.0,0,0,0,0.059881068766117,0.1076261028647422,0.0477450340986251,26715,Brentford,Sepp van den Berg,Sepp van den Berg,DEF
