assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,0,2,0,0.7,324,0.01,0.01,0.0,0.2,36,0,0,0.2,0.8,2024-09-14,15,0,0,0,0,0,0,0,False,16,0,0,0,0,4,0,6123,0,1,0,0.0,1,-1806,124,1930,53,True,0,324,0,0,0.0,12,Sub,Liverpool,Nottingham Forest,0,1,26635,2024,673778,0.0,0,0,0,0.0,0.0309275295585393,0.0309275295585393,6665,Liverpool
1,0,0,5,0,1.2,324,0.01,0.15,0.14,0.55,46,0,0,1.8,11.8,2024-09-21,29,0,0,0,0,0,0,0,False,3,0,0,0,0,5,0,6423,0,0,3,5.0,1,-5,381,386,53,True,0,324,0,1,0.1194314733147621,26,Sub,Liverpool,Bournemouth,3,0,26645,2024,675696,0.0,0,0,0,0.1194314733147621,0.6638064384460449,0.544374942779541,6665,Liverpool
2,0,0,6,0,0.3,324,0.01,0.1,0.09,0.01,60,0,0,2.6,8.2,2024-09-28,17,0,0,0,0,0,0,0,False,20,0,0,0,0,6,0,6572,0,2,1,17.0,1,-101,424,525,53,False,0,324,0,1,0.0787643417716026,13,Sub,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678076,0.0,0,0,0,0.0787643417716026,0.0787643417716026,0.0,6665,Liverpool
3,0,0,14,1,26.8,324,0.03,0.06,0.03,0.64,66,0,0,4.0,9.4,2024-10-05,88,0,0,0,0,0,0,0,False,7,0,0,0,0,7,0,6952,1,1,0,4.0,3,103,694,591,53,False,0,324,0,1,0.0181349739432334,90,AMC,Crystal Palace,Liverpool,0,1,26662,2024,679194,0.0990236848592758,0,2,0,0.0181349739432334,0.6957239508628845,0.5785652995109558,6665,Liverpool
4,1,3,52,0,23.1,324,0.01,0.81,0.8,0.78,74,1,1,13.2,55.0,2024-10-20,80,0,0,0,0,0,0,0,False,6,0,0,0,0,8,0,7325,1,1,2,54.0,13,32,543,511,53,True,0,324,1,2,1.1278148889541626,89,DMC,Liverpool,Chelsea,2,1,26679,2024,682189,0.0555511191487312,0,2,1,1.1278148889541626,1.183366060256958,0.0239292234182357,6665,Liverpool
5,0,0,12,0,4.3,324,0.01,0.08,0.07,1.03,81,2,0,2.8,14.4,2024-10-27,90,0,0,0,0,0,0,0,False,1,0,0,0,0,9,0,18809,1,2,2,9.0,2,10338,11264,926,53,False,0,324,0,1,0.0722101852297782,90,AMC,Arsenal,Liverpool,2,2,26691,2024,683718,0.0,0,0,0,0.0722101852297782,0.2272577285766601,0.1550475507974624,6665,Liverpool
6,1,0,14,0,10.4,324,0.0,0.16,0.16,0.24,94,0,0,3.9,19.0,2024-11-02,24,0,0,0,0,0,0,0,False,5,0,0,0,0,10,0,37992,0,1,2,10.0,4,18081,21466,3385,53,True,0,324,0,2,0.1185281202197074,22,Sub,Liverpool,Brighton,2,1,26696,2024,685034,0.0663112699985504,1,1,0,0.1185281202197074,0.1848393976688385,0.0663112699985504,6665,Liverpool
7,0,0,13,1,3.9,324,0.01,0.01,0.0,1.16,105,0,0,1.1,4.6,2024-11-09,64,0,0,0,0,0,0,0,False,2,0,0,0,0,11,0,65953,1,0,2,2.0,3,25365,31746,6381,53,True,0,324,0,0,0.0,68,AMC,Liverpool,Aston Villa,2,0,26707,2024,686977,0.0,0,0,0,0.0,0.0,0.0,6665,Liverpool
8,0,0,13,0,10.3,324,0.04,0.08,0.04,1.23,120,2,0,3.1,8.0,2024-11-24,61,0,0,0,0,0,0,0,False,17,0,0,0,0,12,0,78804,1,3,2,13.0,2,11489,19877,8388,53,False,0,324,0,2,0.0350455120205879,68,DMC,Southampton,Liverpool,2,3,26721,2024,689147,0.0,0,0,0,0.0350455120205879,0.3269142508506775,0.3074004054069519,6665,Liverpool
9,0,0,6,0,1.3,324,0.01,0.07,0.06,0.05,125,0,0,2.1,2.8,2024-12-01,6,0,0,0,0,0,0,0,False,13,0,0,0,0,13,0,73472,0,0,2,17.0,1,-4805,6340,11145,53,True,0,324,0,1,0.0665391534566879,3,Sub,Liverpool,Manchester City,2,0,26726,2024,690871,0.0,0,0,0,0.0665391534566879,0.0665391534566879,0.0,6665,Liverpool
10,0,0,34,0,17.2,324,0.06,0.59,0.53,2.09,139,3,1,11.6,43.8,2024-12-04,90,0,0,0,0,0,0,0,False,15,0,0,0,0,14,0,65817,1,3,3,55.0,7,-8091,4181,12272,53,False,0,324,1,3,0.5095169544219971,90,AMC,Newcastle United,Liverpool,3,3,26740,2024,691440,0.0920569747686386,0,1,1,0.5095169544219971,0.8355007767677307,0.325983852148056,6665,Liverpool
11,0,0,9,0,4.4,324,0.02,0.06,0.04,0.88,155,1,0,1.2,0.8,2024-12-14,69,0,0,0,0,0,0,0,False,9,0,0,0,0,16,0,74118,1,2,2,7.0,1,2712,10423,7711,53,True,1,324,0,1,0.0660103186964988,75,MC,Liverpool,Fulham,2,2,26752,2024,693760,0.0,0,0,0,0.0660103186964988,0.5545060038566589,0.4884957075119018,6665,Liverpool
12,0,0,4,0,0.4,324,0.0,0.0,0.0,0.9,169,2,0,0.5,4.2,2024-12-22,22,0,0,0,0,0,0,0,False,18,0,0,0,0,17,0,63040,0,6,3,0.0,1,-10992,2194,13186,53,False,0,324,0,0,0.0,20,Sub,Tottenham,Liverpool,3,6,26768,2024,695869,0.0,0,0,0,0.0,0.0480642691254615,0.0480642691254615,6665,Liverpool
