assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,0,14,0,1.1,300,0.01,0.08,0.07,1.23,10,1,0,4.8,24.0,2024-08-19,90,0,0,0,0,0,0,0,False,18,0,0,0,0,1,0,12929,1,1,1,23.0,2,0,0,0,50,True,0,300,0,2,0.0971366167068481,90,DMC,Leicester,Tottenham,1,1,26611,2024,667446,0.0,0,0,0,0.0971366167068481,0.944739043712616,0.8476024270057678,5545,Leicester
1,0,0,18,0,12.4,300,0.01,0.1,0.09,1.78,15,2,0,5.0,20.4,2024-08-24,90,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,15977,1,1,2,17.0,2,-64,1831,1895,50,False,0,300,0,1,0.0660362839698791,90,MC,Fulham,Leicester,2,1,26614,2024,667966,0.0410540513694286,0,1,0,0.0660362839698791,0.0605226680636405,0.0194686166942119,5545,Leicester
2,1,0,20,0,16.9,300,0.01,0.01,0.0,1.54,26,2,0,4.9,22.4,2024-08-31,88,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,15377,1,2,1,10.0,5,-1549,1424,2973,50,True,0,300,0,0,0.0,90,AMC,Leicester,Aston Villa,1,2,26626,2024,671819,0.5083983540534973,1,1,0,0.0,0.518065333366394,0.0096669672057032,5545,Leicester
3,2,1,32,0,45.6,300,0.79,0.79,0.0,1.52,34,1,0,9.2,42.0,2024-09-14,75,0,0,0,0,0,0,0,False,7,0,0,0,0,4,0,18319,1,2,2,4.0,8,1280,3449,2169,50,False,1,300,0,0,0.0,79,AMC,Crystal Palace,Leicester,2,2,26636,2024,673726,1.4083861112594604,2,4,0,0.0,1.4083861112594604,0.0,5545,Leicester
4,0,0,17,0,6.4,300,0.04,0.12,0.08,1.1,45,1,0,4.9,17.0,2024-09-21,90,0,0,0,0,0,0,0,False,8,0,0,0,0,5,0,62188,1,1,1,26.0,2,39453,44852,5399,50,True,0,300,0,3,0.1014905571937561,90,DMC,Leicester,Everton,1,1,26644,2024,675661,0.0,0,0,0,0.1014905571937561,0.0977143943309784,0.0434078760445117,5545,Leicester
5,1,0,16,0,17.7,300,0.02,0.02,0.0,3.7,51,3,0,7.6,52.0,2024-09-28,90,0,0,0,0,0,0,0,False,1,1,0,0,0,6,0,55934,1,2,4,6.0,2,-5109,11988,17097,50,False,1,300,0,0,0.0,90,AMC,Arsenal,Leicester,4,2,26655,2024,677855,0.0439637079834938,1,1,0,0.0,0.1590034216642379,0.1590034216642379,5545,Leicester
6,0,0,14,1,3.9,300,0.01,0.01,0.0,2.16,68,0,0,2.1,15.2,2024-10-05,90,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,71750,1,0,1,2.0,2,13491,22512,9021,50,True,1,300,0,0,0.0,90,DMC,Leicester,Bournemouth,1,0,26663,2024,679425,0.0,0,0,0,0.0,0.7874690890312195,0.7874690890312195,5545,Leicester
7,0,0,13,0,8.6,300,0.05,0.05,0.0,2.15,78,2,0,3.8,21.8,2024-10-19,90,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,69536,1,3,2,8.0,2,-2693,6665,9358,50,False,0,300,0,0,0.0,90,DMC,Southampton,Leicester,2,3,26678,2024,681402,0.0,0,0,0,0.0,0.9665202498435974,0.9665202498435974,5545,Leicester
8,0,0,11,0,4.2,300,0.01,0.05,0.04,1.55,88,3,0,2.1,8.6,2024-10-25,73,0,0,0,0,0,0,0,False,16,0,0,0,0,9,0,63787,1,3,1,8.0,2,-5988,2054,8042,50,True,0,300,0,1,0.0281131248921155,76,DMC,Leicester,Nottingham Forest,1,3,26682,2024,682626,0.0,0,0,0,0.0281131248921155,0.6544384360313416,0.6263253092765808,5545,Leicester
9,0,0,8,0,15.5,300,0.14,0.14,0.0,1.0,93,1,0,3.8,20.6,2024-11-02,70,0,0,0,0,0,0,0,False,10,0,0,0,0,10,0,60289,1,1,1,2.0,2,-4103,4114,8217,50,False,0,300,0,0,0.0,73,DMC,Ipswich,Leicester,1,1,26695,2024,685011,0.1064366176724433,0,1,0,0.0,0.1476585268974304,0.041221909224987,5545,Leicester
10,0,0,7,0,14.9,300,0.02,0.69,0.67,0.59,106,2,0,7.7,17.8,2024-11-10,69,0,0,0,0,0,0,0,False,14,0,0,0,0,11,0,51336,1,0,3,44.0,2,-8925,1060,9985,50,False,0,300,0,3,0.3283396959304809,72,MC,Manchester United,Leicester,3,0,26708,2024,687361,0.0270950067788362,0,1,0,0.3283396959304809,0.3057355880737304,0.0,5545,Leicester
11,0,0,0,0,0.9,300,0.0,0.23,0.23,1.85,117,1,0,0.3,0.0,2024-11-23,70,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,47243,1,2,1,4.0,1,-4651,2161,6812,50,True,1,300,0,1,0.0913031101226806,75,MC,Leicester,Chelsea,1,2,26719,2024,688081,0.0,0,0,0,0.0913031101226806,0.0913031101226806,0.0,5545,Leicester
12,0,0,7,0,4.2,300,0.01,0.01,0.0,2.4,121,4,0,1.7,12.4,2024-11-30,90,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,43377,1,1,4,0.0,2,-4155,1345,5500,50,False,0,300,0,0,0.0,90,MC,Brentford,Leicester,4,1,26722,2024,690073,0.0,0,0,0,0.0,0.0,0.0,5545,Leicester
13,0,0,26,0,2.3,300,0.0,0.35,0.35,3.1,137,1,0,7.8,42.4,2024-12-03,90,0,0,0,0,0,0,0,False,19,0,0,0,0,14,0,39336,1,1,3,33.0,2,-4304,559,4863,50,True,0,300,0,1,0.4880178868770599,90,DMC,Leicester,West Ham,3,1,26738,2024,691359,0.0,0,0,0,0.4880178868770599,0.3004772961139679,0.3004772961139679,5545,Leicester
14,0,0,1,0,1.0,300,0.01,0.01,0.0,0.72,147,1,0,1.1,10.0,2024-12-08,51,0,0,0,0,0,0,0,False,5,0,0,0,0,15,0,37294,1,2,2,0.0,1,-2241,1092,3333,50,True,0,300,0,0,0.0,54,DMC,Leicester,Brighton,2,2,26751,2024,692778,0.0,0,0,0,0.0,0.0269925836473703,0.0269925836473703,5545,Leicester
15,0,0,9,0,0.4,300,0.0,0.11,0.11,0.85,245,1,0,3.7,14.0,2025-02-15,84,0,0,0,0,0,0,0,False,1,0,0,0,0,25,0,19006,1,2,0,23.0,2,-210,125,335,49,True,0,300,0,2,0.1010873541235923,89,DMC,Leicester,Arsenal,0,2,26846,2024,705941,0.0,0,0,0,0.1010873541235923,0.1010873541235923,0.0,5545,Leicester
16,0,0,11,0,5.5,300,0.03,0.03,0.0,1.23,257,3,0,2.0,6.0,2025-02-21,76,0,0,0,0,0,0,0,False,4,0,0,0,0,26,0,19138,1,4,0,8.0,2,57,251,194,49,True,0,300,0,0,0.0,81,DMC,Leicester,Brentford,0,4,26858,2024,707489,0.0,0,0,0,0.0,0.0391656681895256,0.0391656681895256,5545,Leicester
17,0,0,15,0,3.8,300,0.01,0.11,0.1,1.33,266,2,0,3.5,14.2,2025-02-27,90,0,0,0,0,0,0,0,False,19,0,0,0,0,27,0,19232,1,0,2,17.0,2,58,273,215,49,False,0,300,0,3,0.077528603374958,90,DMC,West Ham,Leicester,2,0,26866,2024,709320,0.0,0,0,0,0.077528603374958,0.0692713856697082,0.0,5545,Leicester
18,0,0,14,0,8.2,300,0.02,0.02,0.0,1.78,273,1,0,3.1,23.0,2025-03-09,90,0,0,0,0,0,0,0,False,6,0,0,0,0,28,0,19086,1,0,1,0.0,2,-199,111,310,49,False,0,300,0,0,0.0,90,MC,Chelsea,Leicester,1,0,26874,2024,711987,0.0,0,0,0,0.0,0.0227723754942417,0.0227723754942417,5545,Leicester
19,0,0,14,0,15.4,300,0.04,0.04,0.0,0.78,287,3,0,2.6,8.6,2025-03-16,90,0,0,0,0,0,0,0,False,14,0,0,0,0,29,0,19098,1,3,0,2.0,1,-47,119,166,49,True,1,300,0,0,0.0,90,MC,Leicester,Manchester United,0,3,26888,2024,714277,0.3039065599441528,0,1,0,0.0,0.3039065599441528,0.0,5545,Leicester
20,0,0,10,0,13.5,300,0.0,0.0,0.0,2.24,298,2,0,3.9,25.8,2025-04-02,90,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,19172,1,0,2,0.0,2,61,250,189,49,False,0,300,0,0,0.0,90,MC,Manchester City,Leicester,2,0,26898,2024,716133,0.0163365453481674,0,1,0,0.0,0.0163365453481674,0.0163365453481674,5545,Leicester
21,0,0,15,0,17.3,300,0.14,0.14,0.0,3.26,307,3,0,3.7,9.8,2025-04-07,90,0,0,0,0,0,0,0,False,15,0,0,0,0,31,0,19028,1,3,0,10.0,1,-156,42,198,49,True,1,300,0,0,0.0,90,MC,Leicester,Newcastle United,0,3,26908,2024,718072,0.0511538349092006,0,1,0,0.0,0.1004629433155059,0.0493091084063053,5545,Leicester
