assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,2,0,3.8,316,0.0,0.0,0.0,0.0,16,0,0,0.7,1.4,2024-08-25,18,0,0,0,0,0,0,0,False,4,0,0,0,0,2,0,418852,0,0,2,2.0,1,-129557,26453,156010,74,True,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,16,Sub,Liverpool,Brentford,2,0,26621,2024,668960,0.0,0,0,0,0.0,0.0,0.0,26621,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
1,0,0,3,0,1.1,316,0.0,0.15,0.15,0.53,27,0,0,0.5,2.4,2024-09-01,14,0,0,0,0,0,0,0,False,14,0,0,0,0,3,0,316309,0,3,0,1.0,1,-115558,20614,136172,73,False,0,316,,,Darwin Núñez Ribeiro,0,1,0.1006480380892753,9,Sub,Manchester United,Liverpool,0,3,26631,2024,672640,0.0,0,0,0,0.1006480380892753,0.4989051222801208,0.3982570767402649,26631,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
2,0,0,5,0,10.6,316,0.0,0.0,0.0,0.3,36,1,0,1.5,4.2,2024-09-14,30,0,0,0,0,0,0,0,False,16,0,0,0,0,4,0,255882,0,1,0,0.0,1,-70295,17070,87365,72,True,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,27,Sub,Liverpool,Nottingham Forest,0,1,26635,2024,673777,0.015777239575982,0,1,0,0.0,0.015777239575982,0.0,26635,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
3,0,0,29,1,2.3,316,0.01,0.32,0.31,0.54,46,0,1,9.1,43.6,2024-09-21,71,0,0,0,0,0,0,0,False,3,0,0,0,0,5,0,237329,1,0,3,45.0,6,-24113,8157,32270,72,True,0,316,,,Darwin Núñez Ribeiro,1,3,0.2850832045078277,75,FW,Liverpool,Bournemouth,3,0,26645,2024,675693,0.0,0,0,1,0.2850832045078277,0.2850832045078277,0.0,26645,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
4,0,0,9,0,3.3,316,0.0,0.0,0.0,0.86,74,1,0,1.0,6.6,2024-10-20,60,0,0,0,0,0,0,0,False,6,0,0,0,0,8,0,225143,0,1,2,0.0,1,-17602,5671,23273,71,True,1,316,,,Darwin Núñez Ribeiro,0,0,0.0,61,Sub,Liverpool,Chelsea,2,1,26679,2024,682196,0.0,0,0,0,0.0,0.2039842307567596,0.2039842307567596,26679,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
5,1,0,15,0,11.9,316,0.13,0.13,0.0,1.03,81,2,0,3.9,16.8,2024-10-27,90,0,0,0,0,0,0,0,False,1,0,0,0,0,9,0,227322,1,2,2,10.0,4,35,9260,9225,71,False,1,316,,,Darwin Núñez Ribeiro,0,0,0.0,90,FW,Arsenal,Liverpool,2,2,26691,2024,683720,0.5900135040283203,1,1,0,0.0,0.6699265241622925,0.0799130424857139,26691,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
6,0,0,11,0,11.3,316,0.03,0.1,0.07,0.89,94,1,0,4.8,7.6,2024-11-02,76,0,0,0,0,0,0,0,False,5,0,0,0,0,10,0,253660,1,1,2,29.0,2,22244,32606,10362,71,True,0,316,,,Darwin Núñez Ribeiro,0,1,0.0795616507530212,79,FW,Liverpool,Brighton,2,1,26696,2024,685031,0.2734793126583099,0,1,0,0.0795616507530212,0.3530409634113312,0.0,26696,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
7,0,1,32,1,4.9,316,0.02,1.02,1.0,1.16,105,0,1,8.8,33.6,2024-11-09,64,0,0,0,0,0,0,0,False,2,0,0,0,0,11,0,242021,1,0,2,49.0,7,-11910,7050,18960,71,True,0,316,,,Darwin Núñez Ribeiro,1,6,1.4754745960235596,68,FW,Liverpool,Aston Villa,2,0,26707,2024,686979,0.0,0,0,1,1.4754745960235596,1.53434419631958,0.0588696673512458,26707,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
8,0,0,10,0,11.4,316,0.02,0.17,0.15,1.23,120,2,0,4.5,5.8,2024-11-24,89,0,0,0,0,0,0,0,False,17,0,0,0,0,12,0,277416,1,3,2,28.0,2,28294,38235,9941,71,False,0,316,,,Darwin Núñez Ribeiro,0,2,0.1250389814376831,90,FW,Southampton,Liverpool,2,3,26721,2024,689151,0.0863802805542945,0,1,0,0.1250389814376831,0.3619786202907562,0.1738857179880142,26721,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
9,0,0,7,0,10.0,316,0.0,0.0,0.0,0.59,125,0,0,2.0,8.0,2024-12-01,17,0,0,0,0,0,0,0,False,13,0,0,0,0,13,0,260113,0,0,2,2.0,1,-15353,8072,23425,71,True,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,14,Sub,Liverpool,Manchester City,2,0,26726,2024,690868,0.0665391534566879,0,1,0,0.0,0.0665391534566879,0.0,26726,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
10,0,0,-4,0,2.3,316,0.03,0.42,0.39,2.09,139,3,0,1.4,0.0,2024-12-04,90,0,0,0,0,0,0,0,False,15,0,0,0,0,14,0,254992,1,3,3,16.0,1,-6938,10174,17112,71,False,1,316,,,Darwin Núñez Ribeiro,0,3,0.5703887939453125,90,FW,Newcastle United,Liverpool,3,3,26740,2024,691442,0.0,0,0,0,0.5703887939453125,0.8362166881561279,0.309007853269577,26740,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
11,1,0,14,0,11.1,316,0.02,0.13,0.11,0.35,155,1,0,3.4,15.2,2024-12-14,20,0,0,0,0,0,0,0,False,9,0,0,0,0,16,0,236480,0,2,2,8.0,3,-7540,5805,13345,71,True,1,316,,,Darwin Núñez Ribeiro,0,1,0.0949352830648422,15,Sub,Liverpool,Fulham,2,2,26752,2024,693765,0.4074128568172455,1,1,0,0.0949352830648422,0.5144391059875488,0.1070262342691421,26752,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
12,0,0,5,0,0.3,316,0.0,0.0,0.0,0.13,169,0,0,0.5,3.0,2024-12-22,3,0,0,0,0,0,0,0,False,18,0,0,0,0,17,0,228389,0,6,3,2.0,1,-9068,2754,11822,71,False,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,1,Sub,Tottenham,Liverpool,3,6,26768,2024,695868,0.0,0,0,0,0.0,0.0,0.0,26768,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
13,0,0,2,0,1.9,316,0.03,0.28,0.25,0.34,175,1,0,3.9,0.0,2024-12-26,77,0,0,0,0,0,0,0,False,11,0,0,0,0,18,0,222595,1,1,3,40.0,2,-6957,5519,12476,71,True,0,316,,,Darwin Núñez Ribeiro,0,4,0.426594078540802,80,FW,Liverpool,Leicester,3,1,26776,2024,696345,0.0,0,0,0,0.426594078540802,1.1281875371932983,0.7015934586524963,26776,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
14,0,0,1,0,0.0,316,0.0,0.0,0.0,0.51,196,1,0,0.0,0.0,2025-01-05,30,0,0,0,0,0,0,0,False,14,0,0,0,0,20,0,211205,0,2,2,0.0,0,-6960,3829,10789,70,True,1,316,,,Darwin Núñez Ribeiro,0,0,0.0,28,Sub,Liverpool,Manchester United,2,2,26797,2024,697719,0.0,0,0,0,0.0,0.0,0.0,26797,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
15,0,3,52,0,0.3,316,0.0,0.85,0.85,0.28,212,0,2,10.4,61.0,2025-01-18,25,0,0,0,0,0,0,0,False,4,0,0,0,0,22,0,198878,0,2,0,43.0,11,-831,2278,3109,70,False,1,316,,,Darwin Núñez Ribeiro,2,4,1.2263386249542236,24,Sub,Brentford,Liverpool,0,2,26813,2024,700016,0.0,0,0,2,1.2263386249542236,1.2263386249542236,0.0,26813,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
16,0,0,5,0,0.7,316,0.02,0.02,0.0,0.45,226,1,0,0.3,0.2,2025-01-25,22,0,0,0,0,0,0,0,False,10,0,0,0,0,23,0,252337,0,1,4,2.0,1,50204,56516,6312,70,True,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,15,Sub,Liverpool,Ipswich,4,1,26827,2024,701508,0.0,0,0,0,0.0,0.094863548874855,0.094863548874855,26827,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
17,0,0,0,0,0.5,316,0.0,0.0,0.0,0.64,232,0,0,0.2,1.2,2025-02-01,20,0,0,0,0,0,0,0,False,3,0,0,0,0,24,0,232691,0,2,0,0.0,1,-19000,12386,31386,70,False,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,15,Sub,Bournemouth,Liverpool,0,2,26832,2024,703320,0.0,0,0,0,0.0,0.0603660382330417,0.0603660382330417,26832,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
18,0,0,1,0,0.4,316,0.0,0.0,0.0,0.24,246,1,0,0.1,0.2,2025-02-16,26,0,0,0,0,0,0,0,False,20,0,0,0,0,25,0,258270,0,1,2,0.0,1,20856,36500,15644,70,True,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,23,Sub,Liverpool,Wolverhampton Wanderers,2,1,26847,2024,706716,0.0,0,0,0,0.0,0.0,0.0,26847,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
19,0,0,2,0,0.3,316,0.01,0.01,0.0,0.0,269,0,0,0.3,0.2,2025-02-26,3,0,0,0,0,0,0,0,False,15,0,0,0,0,27,0,219202,0,0,2,2.0,1,-13063,1595,14658,70,True,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,3,Sub,Liverpool,Newcastle United,2,0,26870,2024,709249,0.0,0,0,0,0.0,0.115144059062004,0.115144059062004,26870,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
20,1,2,35,0,13.7,316,0.02,0.86,0.84,0.28,275,1,1,11.2,35.8,2025-03-08,67,0,0,0,0,0,0,0,False,17,0,0,0,0,28,0,243575,1,1,3,62.0,10,22195,29915,7720,70,True,1,316,,,Darwin Núñez Ribeiro,1,4,1.4352492094039917,74,FW,Liverpool,Southampton,3,1,26876,2024,711389,0.0578028783202171,0,1,1,1.4352492094039917,1.2151809930801392,0.1317008584737777,26876,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
21,0,0,-1,0,10.7,316,0.01,0.03,0.02,0.0,297,0,0,1.0,0.0,2025-04-02,15,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,241120,0,0,1,1.0,0,9103,19214,10111,70,True,1,316,,,Darwin Núñez Ribeiro,0,1,0.0173839125782251,11,Sub,Liverpool,Everton,1,0,26901,2024,716248,0.1263718008995056,0,1,0,0.0173839125782251,0.201823353767395,0.0580676458775997,26901,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
22,0,0,2,0,0.8,316,0.01,0.01,0.0,0.09,305,0,0,0.2,1.0,2025-04-06,23,0,0,0,0,0,0,0,False,9,0,0,0,0,31,0,239030,0,2,3,0.0,1,-1901,6445,8346,70,False,0,316,,,Darwin Núñez Ribeiro,0,0,0.0,20,Sub,Fulham,Liverpool,3,2,26906,2024,717569,0.0,0,0,0,0.0,0.055773377418518,0.055773377418518,26906,Liverpool,Darwin Núñez Ribeiro,Darwin Núñez,FWD
