assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2023-08-12,0,8,0,0,0,0,1,0,3105,0,1,0,0.0,0,0,0,0,5.5,True,0,486,,,Iliman Ndiaye,0,1,0.0581799820065498,72,FW,Marseille,Reims,2,1,23372,2023,604006,0.0200657602399587,1,1,0,0.0581799820065498,0.242630273103714,0.1643845289945602,23372,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,2,1,0.0,FWD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2023-08-18,0,16,0,0,0,0,2,0,1827,0,1,2,0.0,0,-1240,0,1240,5.5,False,0,486,,,Iliman Ndiaye,0,2,0.1001323908567428,78,FW,Metz,Marseille,2,2,23388,2023,604829,0.0313379354774951,0,1,0,0.1001323908567428,0.1314703226089477,0.0,23388,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,2,2,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,0.02,0.0,1.0,1.0,0.0,0.06,0.24,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.02,0.01,0.0,0.33,0.33,0.0,0.02,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.01,0.0,0.0,0.2,0.2,0.0,0.01,0.05,0.03,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2023-09-24,0,15,0,0,0,0,6,0,1148,0,8,0,0.0,0,-49,0,49,5.5,True,0,486,,,Iliman Ndiaye,0,0,0.0,41,Sub,Paris Saint Germain,Marseille,4,0,23416,2023,613352,0.0,0,0,0,0.0,0.0,0.0,23416,Marseille,Iliman Ndiaye,Iliman Ndiaye,3,2,6,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.1,0.03,0.0,0.0,1.0,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,1.0,0.05,0.02,0.0,0.33,0.67,0.0,0.05,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.6,0.03,0.01,0.0,0.2,0.4,0.0,0.03,0.07,0.03,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-09-30,0,19,0,0,0,0,7,0,1102,0,0,2,0.0,0,-45,0,45,5.5,False,0,486,,,Iliman Ndiaye,1,1,0.3269639015197754,51,FWR,Monaco,Marseille,3,2,23429,2023,615048,0.3620316982269287,1,1,1,0.3269639015197754,0.6889955997467041,0.0,23429,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,3,7,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.67,0.0,0.0,1.0,0.05,0.02,0.0,0.33,0.67,0.0,0.05,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,0.6,0.03,0.01,0.0,0.2,0.4,0.0,0.03,0.07,0.03,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21,0,14,0,0,0,0,9,0,1048,0,2,1,0.0,0,-18,0,18,5.5,True,0,486,,,Iliman Ndiaye,0,3,0.3635143339633941,90,AML,Nice,Marseille,1,0,23449,2023,618455,0.0,0,0,0,0.3635143339633941,0.3582257032394409,0.0602043122053146,23449,Marseille,Iliman Ndiaye,Iliman Ndiaye,3,2,9,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.33,0.36,0.0,1.0,1.0,1.0,0.33,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.33,0.0,0.33,1.0,0.14,0.13,0.0,0.33,0.67,0.33,0.14,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.2,0.8,0.1,0.08,0.0,0.4,0.6,0.2,0.1,0.21,0.03,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,109,0,0,0.0,0.0,2023-11-04,0,20,0,0,0,0,11,0,1023,0,1,2,0.0,0,-15,0,15,5.5,True,0,486,,,Iliman Ndiaye,0,0,0.0,21,Sub,Marseille,Lille,0,0,23464,2023,621868,0.0,0,0,0,0.0,0.0,0.0,23464,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,2,11,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.36,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,0.0,0.33,1.33,0.23,0.12,0.0,0.33,0.33,0.33,0.23,0.35,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,0.0,0.2,1.4,0.17,0.08,0.0,0.4,0.6,0.2,0.17,0.28,0.04,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2023-11-12,0,5,0,0,0,0,12,0,1009,0,1,1,0.0,0,-13,0,13,5.5,False,0,486,,,Iliman Ndiaye,0,0,0.0,33,Sub,Lens,Marseille,1,0,23474,2023,624413,0.0,0,0,0,0.0,0.4445542395114898,0.4445542395114898,23474,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,3,12,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,0.0,0.33,1.33,0.23,0.12,0.0,0.33,0.33,0.33,0.23,0.35,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.4,0.0,0.2,1.2,0.16,0.08,0.0,0.2,0.4,0.2,0.16,0.24,0.01,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,129,0,0,0.0,0.0,2023-11-25,0,3,0,0,0,0,13,0,1005,0,3,1,0.0,0,-5,0,5,5.5,True,0,486,,,Iliman Ndiaye,0,1,0.0546684823930263,86,AMR,Strasbourg,Marseille,1,1,23480,2023,625261,0.1902067214250564,0,2,0,0.0546684823930263,0.715192973613739,0.524986207485199,23480,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,2,13,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.33,0.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.2,0.0,0.2,0.8,0.14,0.07,0.0,0.2,0.2,0.2,0.14,0.3,0.1,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,249,0,0,0.0,0.0,2024-02-18,0,5,0,0,0,0,25,0,962,0,5,0,0.0,0,-4,0,4,5.5,True,0,486,,,Iliman Ndiaye,0,1,0.0430257879197597,90,FWL,Brest,Marseille,1,0,23568,2023,642681,0.1250479072332382,0,1,0,0.0430257879197597,0.1900896281003952,0.0220159348100423,23568,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,2,25,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.05,0.19,0.0,0.0,2.0,0.0,0.05,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.33,0.0,0.0,0.33,0.02,0.06,0.0,0.0,0.67,0.0,0.02,0.39,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.2,1.0,0.15,0.11,0.0,0.2,0.6,0.2,0.15,0.44,0.21,0.0
0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2024-02-25,0,20,0,0,0,0,26,0,958,0,0,1,0.0,0,-4,0,4,5.5,False,0,486,,,Iliman Ndiaye,1,5,0.5311718583106995,83,FW,Marseille,Montpellier,4,1,23575,2023,644115,0.020495543256402,0,1,1,0.5311718583106995,1.380415916442871,0.9261019825935364,23575,Marseille,Iliman Ndiaye,Iliman Ndiaye,2,2,26,0.0,FWD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.04,0.13,0.0,0.0,1.0,0.0,0.04,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.67,0.0,0.0,0.67,0.03,0.11,0.0,0.0,1.0,0.0,0.03,0.45,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,0.0,0.0,1.0,0.09,0.06,0.0,0.0,0.6,0.0,0.09,0.34,0.21,0.0
