assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,11,0,3.3,565,0.01,0.11,0.1,1.46,10,1,0,2.3,10.2,2023-08-14,90,14,0,0,0,0,1,0,2776,1,0,1,9.0,1,0,0,0,5.0,False,1,0,3,0.097210444509983,90,Manchester United,Wolverhampton Wanderers,1,0,22284,2023,604641,0.0,0,0,0,0.097210444509983,0.1966753602027893,0.1241686269640922,Wolverhampton Wanderers,2,4,1,1.1,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,9,0,2.5,565,0.01,0.7,0.69,2.27,20,4,0,2.4,12.6,2023-08-19,90,5,0,0,0,0,2,0,4201,1,4,1,9.0,2,264,726,462,5.0,True,0,0,2,0.65529465675354,90,Wolverhampton Wanderers,Brighton,1,4,22286,2023,605061,0.0,0,0,0,0.65529465675354,0.3670603334903717,0.322572261095047,Wolverhampton Wanderers,2,2,2,1.5,MID,0.0,0.01,0.11,0.1,1.46,1.0,0.0,2.3,10.2,3.3,9.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.12,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,8,1,1.7,565,0.0,0.06,0.06,1.2,27,0,0,1.7,5.4,2023-08-26,90,9,0,0,0,0,3,0,4281,1,1,0,10.0,2,-324,379,703,5.0,False,1,0,3,0.0834138467907905,90,Everton,Wolverhampton Wanderers,0,1,22299,2023,606883,0.0,0,0,0,0.0834138467907905,0.6053204536437988,0.5301117897033691,Wolverhampton Wanderers,2,2,3,1.7,MID,0.0,0.01,0.7,0.69,2.27,4.0,0.0,2.4,12.6,2.5,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.37,0.32,1.5,0.0,0.01,0.4,0.39,1.86,2.5,0.0,2.35,11.4,2.9,9.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,1.0,1.5,0.0,2.5,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.28,0.22,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,24,0,28.1,565,0.04,0.04,0.0,2.13,36,3,0,5.3,24.8,2023-09-03,90,8,0,0,0,0,4,0,4094,1,2,3,0.0,2,-401,170,571,5.0,False,0,0,0,0.0,90,Crystal Palace,Wolverhampton Wanderers,3,2,21932,2023,609357,0.0622023344039917,0,2,0,0.0,0.5712218284606934,0.5512093901634216,Wolverhampton Wanderers,2,2,4,1.8,MID,1.0,0.0,0.06,0.06,1.2,0.0,0.0,1.7,5.4,1.7,10.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.61,0.53,1.7,0.5,0.0,0.38,0.38,1.74,2.0,0.0,2.05,9.0,2.1,9.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.5,0.5,2.0,0.0,2.5,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.49,0.43,1.6,0.33,0.01,0.29,0.28,1.64,1.67,0.0,2.13,9.4,2.5,9.33,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.67,0.67,1.67,0.0,2.67,0.28,0.0,0.0,0.0,0.0,0.0,0.28,0.39,0.33,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,14,0,4.8,565,0.0,0.04,0.04,1.85,50,1,0,2.3,11.8,2023-09-16,77,11,0,0,0,0,5,0,4153,1,3,1,6.0,2,-240,227,467,5.0,True,0,0,1,0.0573637448251247,80,Wolverhampton Wanderers,Liverpool,1,3,21935,2023,610059,0.0,0,0,0,0.0573637448251247,0.0,0.0,Wolverhampton Wanderers,4,2,5,1.5,MID,0.0,0.04,0.04,0.0,2.13,3.0,0.0,5.3,24.8,28.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.06,0.0,0.0,2.0,0.0,0.0,0.57,0.55,1.8,0.5,0.02,0.05,0.03,1.66,1.5,0.0,3.5,15.1,14.9,5.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,1.5,2.0,0.0,1.5,0.04,0.03,0.0,0.0,1.0,0.0,0.04,0.59,0.54,1.75,0.33,0.02,0.27,0.25,1.87,2.33,0.0,3.13,14.27,10.77,6.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.33,1.33,2.0,0.0,1.67,0.25,0.02,0.0,0.0,0.67,0.0,0.25,0.51,0.47,1.67,0.25,0.02,0.23,0.21,1.76,2.0,0.0,2.92,13.25,8.9,7.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.75,1.25,1.75,0.0,2.0,0.21,0.02,0.0,0.0,0.5,0.0,0.21,0.44,0.38,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,9,0,0.2,565,0.0,0.1,0.1,2.17,58,1,0,6.7,18.4,2023-09-23,90,12,0,0,0,0,6,0,4705,1,1,1,48.0,1,381,715,334,5.0,False,1,0,1,0.0460521355271339,90,Luton,Wolverhampton Wanderers,1,1,21945,2023,612198,0.0,0,0,0,0.0460521355271339,0.0,0.0,Wolverhampton Wanderers,2,2,6,2.3,MID,0.0,0.0,0.04,0.04,1.85,1.0,0.0,2.3,11.8,4.8,6.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.5,0.0,0.02,0.04,0.02,1.99,2.0,0.0,3.8,18.3,16.45,3.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.0,2.0,0.0,0.5,0.03,0.03,0.0,0.0,1.0,0.0,0.03,0.29,0.28,1.65,0.33,0.01,0.05,0.03,1.73,1.33,0.0,3.1,14.0,11.53,5.33,85.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,1.33,2.0,0.0,1.33,0.05,0.02,0.0,0.0,0.67,0.0,0.05,0.39,0.36,1.67,0.25,0.01,0.21,0.2,1.86,2.0,0.0,2.92,13.65,9.28,6.25,86.75,0.0,0.0,0.0,0.0,0.25,0.0,1.0,2.5,1.25,2.0,0.0,1.5,0.2,0.02,0.0,0.0,0.5,0.0,0.2,0.39,0.35,1.62,0.2,0.01,0.19,0.18,1.78,1.8,0.0,2.8,12.96,8.08,6.8,87.4,0.0,0.0,0.0,0.0,0.4,0.0,1.0,2.0,1.2,1.8,0.0,1.8,0.18,0.01,0.0,0.0,0.4,0.0,0.18,0.35,0.31,1.52
0,0,4,0,0.7,565,0.0,0.0,0.0,0.87,70,1,0,0.8,7.2,2023-09-30,90,13,0,0,0,0,7,0,4202,1,1,2,0.0,1,-523,167,690,5.0,True,1,0,0,0.0,90,Wolverhampton Wanderers,Manchester City,2,1,21961,2023,614606,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers,5,2,7,0.3,MID,0.0,0.0,0.1,0.1,2.17,1.0,0.0,6.7,18.4,0.2,48.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,2.3,0.0,0.0,0.07,0.07,2.01,1.0,0.0,4.5,15.1,2.5,27.0,83.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,1.0,1.5,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.9,0.0,0.01,0.06,0.05,2.05,1.67,0.0,4.77,18.33,11.03,18.0,85.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,1.67,1.67,0.0,0.67,0.03,0.02,0.0,0.0,0.67,0.0,0.03,0.19,0.18,1.87,0.25,0.01,0.06,0.05,1.84,1.25,0.0,4.0,15.1,8.7,16.0,86.75,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.75,1.25,1.75,0.0,1.25,0.05,0.02,0.0,0.0,0.5,0.0,0.05,0.29,0.27,1.83,0.2,0.01,0.19,0.18,1.92,1.8,0.0,3.68,14.6,7.46,14.6,87.4,0.0,0.0,0.0,0.0,0.4,0.0,1.0,2.2,1.2,1.8,0.0,1.4,0.17,0.01,0.0,0.0,0.4,0.0,0.17,0.31,0.28,1.76
0,0,5,0,1.8,565,0.01,0.03,0.02,2.24,80,1,0,2.0,10.8,2023-10-08,90,2,0,0,0,1,8,0,4186,1,1,1,7.0,-1,-124,195,319,4.9,True,0,0,1,0.0147121334448456,90,Wolverhampton Wanderers,Aston Villa,1,1,21974,2023,616983,0.0,0,0,0,0.0147121334448456,0.3521475195884704,0.3374353945255279,Wolverhampton Wanderers,3,2,8,0.3,MID,0.0,0.0,0.0,0.0,0.87,1.0,0.0,0.8,7.2,0.7,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.05,0.05,1.52,1.0,0.0,3.75,12.8,0.45,24.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.3,0.0,0.0,0.05,0.05,1.63,1.0,0.0,3.27,12.47,1.9,18.0,85.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.67,1.33,1.33,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.37,0.0,0.01,0.04,0.04,1.76,1.5,0.0,3.78,15.55,8.45,13.5,86.75,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.75,1.75,1.5,0.0,0.5,0.03,0.02,0.0,0.0,0.5,0.0,0.03,0.14,0.14,1.48,0.2,0.01,0.05,0.04,1.64,1.2,0.0,3.36,13.52,7.1,12.8,87.4,0.0,0.0,0.0,0.0,0.6,0.0,1.0,1.6,1.4,1.6,0.0,1.0,0.04,0.01,0.0,0.0,0.4,0.0,0.04,0.24,0.22,1.52
0,2,38,0,12.4,565,0.04,0.11,0.07,2.08,100,2,1,7.8,44.8,2023-10-28,85,15,0,0,0,0,10,0,3562,1,2,2,21.0,9,-122,59,181,4.9,True,0,1,1,0.0893901661038398,90,Wolverhampton Wanderers,Newcastle United,2,2,21994,2023,620117,0.033949714154005,0,1,1,0.0893901661038398,0.0,0.0,Wolverhampton Wanderers,3,2,10,2.2,MID,0.0,0.01,0.03,0.02,2.24,1.0,0.0,2.0,10.8,1.8,7.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.35,0.34,0.3,0.0,0.0,0.02,0.01,1.56,1.0,0.0,1.4,9.0,1.25,3.5,90.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.17,0.3,0.0,0.0,0.04,0.04,1.76,1.0,0.0,3.17,12.13,0.9,18.33,90.0,0.0,0.0,0.0,0.33,0.67,0.0,1.0,1.0,1.33,0.33,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.11,0.97,0.0,0.0,0.04,0.04,1.78,1.0,0.0,2.95,12.05,1.88,15.25,86.75,0.0,0.0,0.0,0.25,0.5,0.0,1.0,1.5,1.25,0.75,0.0,0.75,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.08,1.1,0.0,0.01,0.04,0.03,1.85,1.4,0.0,3.42,14.6,7.12,12.2,87.4,0.0,0.0,0.0,0.2,0.4,0.0,1.0,1.6,1.6,1.0,0.0,0.6,0.02,0.01,0.0,0.0,0.4,0.0,0.02,0.18,0.18,1.24
0,0,9,0,3.3,565,0.01,0.28,0.27,1.06,109,2,0,4.7,6.4,2023-11-04,90,17,0,0,0,0,11,0,7253,1,1,2,37.0,2,3249,3617,368,4.9,False,0,0,2,0.2522256076335907,90,Sheffield United,Wolverhampton Wanderers,2,1,22003,2023,621481,0.0,0,0,0,0.2522256076335907,0.0346797853708267,0.0346797853708267,Wolverhampton Wanderers,2,2,11,4.2,MID,0.0,0.04,0.11,0.07,2.08,2.0,1.0,7.8,44.8,12.4,21.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,1.0,1.0,0.09,0.03,0.0,0.0,1.0,1.0,0.09,0.0,0.0,2.2,0.0,0.02,0.07,0.05,2.16,1.5,0.5,4.9,27.8,7.1,14.0,87.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5,1.5,4.0,0.5,1.0,0.05,0.02,0.0,0.0,0.5,0.5,0.05,0.18,0.17,1.25,0.0,0.02,0.05,0.03,1.73,1.33,0.33,3.53,20.93,4.97,9.33,88.33,0.0,0.0,0.0,0.33,0.33,0.0,1.0,1.33,1.67,3.0,0.33,0.67,0.03,0.01,0.0,0.0,0.33,0.33,0.03,0.12,0.11,0.93,0.0,0.01,0.06,0.05,1.84,1.25,0.25,4.32,20.3,3.78,19.0,88.75,0.0,0.0,0.0,0.25,0.5,0.0,1.0,1.25,1.5,2.5,0.25,0.75,0.04,0.01,0.0,0.0,0.25,0.25,0.04,0.09,0.08,1.27,0.0,0.01,0.06,0.05,1.84,1.2,0.2,3.92,18.6,3.98,16.4,86.4,0.0,0.0,0.0,0.2,0.4,0.0,1.0,1.6,1.4,2.4,0.2,0.8,0.04,0.01,0.0,0.0,0.2,0.2,0.04,0.07,0.07,1.32
