assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0,3,34,1,1.2,403,0.01,0.23,0.22,1.77,5,0,1,7.9,53.8,2024-08-17,90,0,0,0,0,0,0,0,False,17,0,0,0,0,1,0,35765,1,0,1,24.0,11,0,0,0,60,True,0,403,1,2,0.396590918302536,90,Newcastle United,Southampton,1,0,26606,2024,666360,0.0,0,0,1,0.396590918302536,0.3602729439735412,0.0,87,Newcastle United,1,4,1,3.2,MID
0,0,5,0,16.5,403,0.03,0.1,0.07,2.23,12,1,0,4.8,14.8,2024-08-25,90,0,0,0,0,0,0,0,False,3,0,0,0,0,2,0,304116,1,1,1,17.0,1,151080,169544,18464,60,False,1,403,0,1,0.3216659724712372,90,Bournemouth,Newcastle United,1,1,26620,2024,668721,0.0400497913360595,0,1,0,0.3216659724712372,1.030315637588501,0.7086496949195862,87,Newcastle United,4,3,2,6.5,MID
0,0,-5,0,3.3,403,0.01,0.01,0.0,1.26,28,1,0,0.8,0.2,2024-09-01,90,0,0,0,0,0,0,0,False,18,0,0,0,0,3,0,266545,1,1,2,4.0,1,-35787,45106,80893,60,True,1,403,0,0,0.0,90,Newcastle United,Tottenham,2,1,26629,2024,672460,0.0,0,0,0,0.0,0.8897727131843567,0.8897727131843567,87,Newcastle United,2,4,3,4.8,MID
0,0,1,0,4.6,403,0.01,0.01,0.0,0.63,40,1,0,0.9,4.4,2024-09-15,45,0,0,0,0,0,0,0,False,20,0,0,0,0,4,0,250405,1,2,1,0.0,0,-24837,31552,56389,60,False,1,403,0,0,0.0,48,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674631,0.0,0,0,0,0.0,0.0557463392615318,0.0557463392615318,87,Newcastle United,4,3,4,3.7,MID
0,0,12,0,24.3,403,0.02,0.12,0.1,1.69,44,2,0,3.9,8.6,2024-09-21,73,0,0,0,0,0,0,0,False,9,0,0,0,0,5,0,222981,1,1,3,6.0,2,-29326,7655,36981,60,False,0,403,0,2,0.1111053153872489,75,Fulham,Newcastle United,3,1,26646,2024,675734,0.08659328520298,0,2,0,0.1111053153872489,0.2562791705131531,0.1555070579051971,87,Newcastle United,4,3,5,1.5,MID
0,0,12,0,12.0,403,0.02,0.21,0.19,0.91,58,1,0,7.9,27.0,2024-09-28,90,0,0,0,0,0,0,0,False,13,0,0,0,0,6,0,187467,1,1,1,40.0,1,-36531,3437,39968,60,True,1,403,0,2,0.1245557144284248,90,Newcastle United,Manchester City,1,1,26652,2024,677437,0.0342860370874404,0,1,0,0.1245557144284248,0.0,0.0,87,Newcastle United,4,4,6,0.5,MID
0,0,8,1,37.0,403,0.18,0.5,0.32,0.67,67,0,0,7.2,7.8,2024-10-05,90,0,0,0,0,0,0,0,False,8,0,0,0,0,7,0,172484,1,0,0,27.0,3,-16942,6118,23060,60,False,0,403,0,4,0.2427771240472793,90,Everton,Newcastle United,0,0,26669,2024,679746,0.3212985098361969,0,3,0,0.2427771240472793,0.6502329707145691,0.1874192655086517,87,Newcastle United,4,3,7,2.0,MID
0,0,13,0,24.8,403,0.09,0.66,0.57,1.12,76,1,0,6.6,13.2,2024-10-19,90,0,0,0,0,0,0,0,False,5,0,0,0,0,8,0,165030,1,1,0,28.0,2,-9056,4481,13537,60,True,0,403,0,4,0.4898239970207214,90,Newcastle United,Brighton,0,1,26676,2024,681354,0.0901208519935607,0,2,0,0.4898239970207214,0.8524666428565979,0.4369034171104431,87,Newcastle United,3,4,8,2.0,MID
0,0,12,0,2.7,403,0.02,0.02,0.0,1.64,85,2,0,0.8,4.8,2024-10-27,88,0,0,0,0,0,0,0,False,6,0,0,0,0,9,0,157742,1,1,2,0.0,2,-7755,1855,9610,60,False,0,403,0,0,0.0,90,Chelsea,Newcastle United,2,1,26688,2024,683527,0.0,0,0,0,0.0,1.2781519889831543,1.2781519889831543,87,Newcastle United,4,4,9,1.8,MID
0,0,5,1,12.8,403,0.01,0.05,0.04,1.05,96,0,0,5.4,8.0,2024-11-02,90,0,0,0,0,0,0,0,False,1,0,0,0,0,10,0,151498,1,0,1,33.0,3,-7071,4029,11100,60,True,0,403,0,1,0.1149073392152786,90,Newcastle United,Arsenal,1,0,26694,2024,684662,0.0550277307629585,0,1,0,0.1149073392152786,0.3425500094890594,0.1726149320602417,87,Newcastle United,5,4,10,1.3,MID
0,3,41,0,20.3,403,0.29,0.42,0.13,0.63,107,1,1,9.8,46.4,2024-11-10,90,0,0,0,0,0,0,0,False,16,0,0,0,0,11,0,150867,1,3,1,31.0,10,-1474,5795,7269,60,False,0,403,1,2,0.160059779882431,90,Nottingham Forest,Newcastle United,1,3,26704,2024,687336,0.0319604724645614,0,1,1,0.160059779882431,0.188874140381813,0.1130347698926925,87,Newcastle United,4,4,11,5.0,MID
0,0,2,0,17.8,403,0.05,0.05,0.0,0.63,119,2,0,3.1,9.0,2024-11-25,68,0,0,0,0,0,0,0,False,19,0,0,0,0,12,0,172076,1,2,0,4.0,2,17949,23475,5526,60,True,0,403,0,0,0.0,72,Newcastle United,West Ham,0,2,26713,2024,689558,0.0326151736080646,0,1,0,0.0,0.3295166194438934,0.2969014644622803,87,Newcastle United,2,4,12,5.0,MID
0,0,2,0,3.7,403,0.01,0.05,0.04,1.76,124,1,0,2.5,9.4,2024-11-30,90,0,0,0,0,0,0,0,False,7,0,0,0,0,13,0,173691,1,1,1,12.0,2,1927,10506,8579,60,False,0,403,0,1,0.0209890250116586,90,Crystal Palace,Newcastle United,1,1,26725,2024,690106,0.0,0,0,0,0.0209890250116586,0.0,0.0,87,Newcastle United,4,3,13,4.2,MID
0,0,12,0,7.7,403,0.12,0.26,0.14,1.91,139,3,0,2.0,1.0,2024-12-04,87,0,0,0,0,0,0,0,False,12,0,0,0,0,14,0,163076,1,3,3,11.0,2,-10675,3730,14405,60,True,0,403,0,3,0.0935756787657737,90,Newcastle United,Liverpool,3,3,26740,2024,691422,0.0,0,0,0,0.0935756787657737,0.3930214643478393,0.3241700530052185,87,Newcastle United,5,4,14,3.0,MID
0,0,1,0,15.3,403,0.01,0.01,0.0,0.35,142,3,0,2.2,6.2,2024-12-07,59,0,0,0,0,0,0,0,False,4,0,0,0,0,15,0,160744,1,2,4,0.0,1,-3307,5560,8867,60,False,0,403,0,0,0.0,63,Brentford,Newcastle United,4,2,26743,2024,692237,0.0446350760757923,0,1,0,0.0,0.5760747194290161,0.5760747194290161,87,Newcastle United,4,3,15,1.8,MID
0,0,18,1,28.8,403,0.21,0.4,0.19,0.19,157,0,0,6.9,17.0,2024-12-14,90,0,0,0,0,0,0,0,False,11,0,0,0,0,16,0,155103,1,0,4,23.0,2,-6224,4300,10524,60,True,1,403,0,3,0.129129871726036,90,Newcastle United,Leicester,4,0,26760,2024,693634,0.4473742842674255,0,2,0,0.129129871726036,1.1572047472000122,0.6007132530212402,87,Newcastle United,1,4,16,1.8,MID
1,3,38,1,19.0,403,0.04,0.39,0.35,0.34,177,0,1,13.1,56.8,2024-12-26,90,0,0,0,0,0,0,0,False,2,0,0,0,0,18,0,125375,1,0,3,55.0,13,-8369,570,8939,60,True,1,403,1,5,0.3539701700210571,90,Newcastle United,Aston Villa,3,0,26778,2024,696210,0.0343600139021873,1,1,1,0.3539701700210571,0.6972439885139465,0.3089137971401214,87,Newcastle United,3,4,18,2.5,MID
0,2,32,1,16.3,403,0.03,0.31,0.28,0.9,188,0,1,9.3,37.6,2024-12-30,90,0,0,0,0,0,0,0,False,14,0,0,0,0,19,0,139275,1,2,0,39.0,10,12606,15514,2908,60,False,0,403,1,2,0.2987470924854278,90,Manchester United,Newcastle United,0,2,26789,2024,696970,0.0520147271454334,0,1,1,0.2987470924854278,0.7763354182243347,0.4255735874176025,87,Newcastle United,4,3,19,4.7,MID
0,0,5,0,4.3,403,0.02,0.06,0.04,0.95,199,1,0,2.8,18.0,2025-01-04,90,0,0,0,0,0,0,0,False,18,0,0,0,0,20,0,188838,1,2,1,6.0,1,46985,56103,9118,60,False,1,403,0,1,0.0507669746875762,90,Tottenham,Newcastle United,1,2,26800,2024,697121,0.0,0,0,0,0.0507669746875762,0.3442230224609375,0.3442230224609375,87,Newcastle United,4,3,20,4.7,MID
