assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,4,0,2.3,420,0.01,0.09,0.08,0.42,12,0,0,1.3,1.4,2024-08-25,20,0,0,0,0,0,0,0,False,3,0,0,0,0,2,0,14514,0,1,1,9.0,1,-1870,953,2823,50,False,0,420,0,1,0.0858331024646759,17,Bournemouth,Newcastle United,1,1,26620,2024,668731,0.0,0,0,0,0.0858331024646759,0.1987319588661193,0.1128988564014434,6630,Newcastle United,4,3,2,1.0,MID
1,0,23,0,52.3,420,0.09,0.17,0.08,0.37,40,0,0,9.2,33.0,2024-09-15,45,0,0,0,0,0,0,0,False,20,0,0,0,0,4,0,9671,0,2,1,7.0,4,-3126,310,3436,49,False,0,420,0,1,0.1087054759263992,42,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674641,0.5652511119842529,1,5,0,0.1087054759263992,0.5834778547286987,0.3287946879863739,6630,Newcastle United,4,3,4,0.8,MID
0,0,2,0,11.7,420,0.01,0.01,0.0,1.28,44,2,0,1.5,3.0,2024-09-21,45,0,0,0,0,0,0,0,False,9,0,0,0,0,5,0,19438,1,1,3,0.0,1,8214,9930,1716,48,False,0,420,0,0,0.0,47,Fulham,Newcastle United,3,1,26646,2024,675736,0.0258104354143142,0,1,0,0.0,0.0258104354143142,0.0,6630,Newcastle United,4,3,5,2.0,MID
0,0,3,0,0.0,420,0.0,0.0,0.0,0.24,58,0,0,0.0,0.0,2024-09-28,13,0,0,0,0,0,0,0,False,13,0,0,0,0,6,0,22594,0,1,1,0.0,1,2895,6340,3445,48,True,0,420,0,0,0.0,12,Newcastle United,Manchester City,1,1,26652,2024,677443,0.0,0,0,0,0.0,0.0,0.0,6630,Newcastle United,4,4,6,1.0,MID
0,0,1,0,1.1,420,0.01,0.01,0.0,0.06,67,0,0,0.5,1.6,2024-10-05,21,0,0,0,0,0,0,0,False,8,0,0,0,0,7,0,24116,0,0,0,2.0,1,1006,4108,3102,48,False,0,420,0,0,0.0,15,Everton,Newcastle United,0,0,26669,2024,679753,0.0,0,0,0,0.0,0.0,0.0,6630,Newcastle United,4,3,7,2.3,MID
0,0,2,0,1.3,420,0.03,0.03,0.0,0.55,76,0,0,0.6,2.6,2024-10-19,24,0,0,0,0,0,0,0,False,5,0,0,0,0,8,0,23220,0,1,0,2.0,1,-1091,1467,2558,48,True,0,420,0,0,0.0,24,Newcastle United,Brighton,0,1,26676,2024,681363,0.0,0,0,0,0.0,0.341496855020523,0.341496855020523,6630,Newcastle United,3,4,8,1.0,MID
0,0,5,0,11.3,420,0.17,0.17,0.0,0.41,85,0,0,2.2,4.4,2024-10-27,22,0,0,0,0,0,0,0,False,6,0,0,0,0,9,0,22161,0,1,2,6.0,1,-1187,625,1812,48,False,0,420,0,0,0.0,15,Chelsea,Newcastle United,2,1,26688,2024,683536,0.3166383802890777,0,1,0,0.0,0.3166383802890777,0.0,6630,Newcastle United,4,4,9,0.5,MID
0,0,7,1,11.4,420,0.02,0.08,0.06,0.67,96,0,0,4.6,9.2,2024-11-02,64,0,0,0,0,0,0,0,False,1,0,0,0,0,10,0,21137,1,0,1,25.0,2,-1176,904,2080,48,True,1,420,0,2,0.1300494968891143,68,Newcastle United,Arsenal,1,0,26694,2024,684658,0.0558766163885593,0,1,0,0.1300494968891143,0.2604003846645355,0.0744742825627327,6630,Newcastle United,5,4,10,0.3,MID
0,0,12,0,40.2,420,0.13,0.19,0.06,0.48,107,1,0,6.6,10.2,2024-11-10,68,0,0,0,0,0,0,0,False,16,0,0,0,0,11,0,21649,1,3,1,16.0,2,293,1936,1643,48,False,0,420,0,2,0.0765838399529457,72,Nottingham Forest,Newcastle United,1,3,26704,2024,687332,0.4863510131835937,0,3,0,0.0765838399529457,0.5629348158836365,0.0146096711978316,6630,Newcastle United,4,4,11,1.7,MID
0,0,1,0,1.5,420,0.04,0.27,0.23,0.21,119,1,0,1.8,3.6,2024-11-25,45,0,0,0,0,0,0,0,False,19,0,0,0,0,12,0,22728,1,2,0,13.0,1,829,2488,1659,48,True,0,420,0,2,0.1147209927439689,49,Newcastle United,West Ham,0,2,26713,2024,689556,0.0,0,0,0,0.1147209927439689,0.2166801393032074,0.1019591391086578,6630,Newcastle United,2,4,12,1.7,MID
0,0,3,1,3.8,420,0.01,0.01,0.0,1.6,124,0,0,0.4,0.4,2024-11-30,74,0,0,0,0,0,0,0,False,7,0,0,0,0,13,0,20817,1,1,1,0.0,2,-1882,430,2312,48,False,1,420,0,0,0.0,80,Crystal Palace,Newcastle United,1,1,26725,2024,690103,0.0,0,0,0,0.0,0.0,0.0,6630,Newcastle United,4,3,13,1.4,MID
0,0,5,0,0.0,420,0.0,0.0,0.0,0.08,139,0,0,0.2,2.0,2024-12-04,2,0,0,0,0,0,0,0,False,12,0,0,0,0,14,0,20079,0,3,3,0.0,1,-849,800,1649,48,True,0,420,0,0,0.0,1,Newcastle United,Liverpool,3,3,26740,2024,691430,0.0,0,0,0,0.0,0.0,0.0,6630,Newcastle United,5,4,14,0.5,MID
0,0,5,0,1.0,420,0.0,0.0,0.0,0.0,157,0,0,0.4,3.4,2024-12-14,9,0,0,0,0,0,0,0,False,11,0,0,0,0,16,0,17989,0,0,4,0.0,1,-1781,420,2201,48,True,0,420,0,0,0.0,7,Newcastle United,Leicester,4,0,26760,2024,693643,0.0,0,0,0,0.0,0.0,0.0,6630,Newcastle United,1,4,16,0.5,MID
0,0,0,1,1.0,420,0.09,0.27,0.18,0.54,166,0,0,0.4,0.0,2024-12-21,63,0,0,0,0,0,0,0,False,10,0,0,0,0,17,0,17324,1,4,0,6.0,3,-779,418,1197,48,False,0,420,0,1,0.1402837187051773,69,Ipswich,Newcastle United,0,4,26771,2024,695345,0.0,0,0,0,0.1402837187051773,0.7359002828598022,0.5956165194511414,6630,Newcastle United,4,2,17,1.3,MID
0,0,2,0,2.6,420,0.01,0.01,0.0,0.19,177,0,0,0.3,0.2,2024-12-26,12,0,0,0,0,0,0,0,False,2,0,0,0,0,18,0,17331,0,0,3,0.0,1,-126,1056,1182,48,True,0,420,0,0,0.0,7,Newcastle United,Aston Villa,3,0,26778,2024,696219,0.0,0,0,0,0.0,0.2260141968727111,0.2260141968727111,6630,Newcastle United,3,4,18,1.3,MID
0,0,7,0,0.1,420,0.0,0.0,0.0,0.0,188,0,0,0.4,4.0,2024-12-30,5,0,0,0,0,0,0,0,False,14,0,0,0,0,19,0,17008,0,2,0,0.0,1,-389,611,1000,48,False,0,420,0,0,0.0,2,Manchester United,Newcastle United,0,2,26789,2024,696978,0.0,0,0,0,0.0,0.0,0.0,6630,Newcastle United,4,3,19,1.2,MID
0,0,4,0,10.5,420,0.01,0.04,0.03,0.17,199,0,0,1.5,2.2,2025-01-04,4,0,0,0,0,0,0,0,False,18,0,0,0,0,20,0,16701,0,2,1,2.0,1,-428,688,1116,48,False,0,420,0,1,0.0342222973704338,1,Tottenham,Newcastle United,1,2,26800,2024,697129,0.0941190049052238,0,1,0,0.0342222973704338,0.0941190049052238,0.0,6630,Newcastle United,4,3,20,0.9,MID
0,0,1,0,0.0,420,0.0,0.0,0.0,0.82,210,0,0,0.0,0.0,2025-01-15,12,0,0,0,0,0,0,0,False,20,0,0,0,0,21,0,15980,0,0,3,0.0,1,-801,503,1304,48,True,0,420,0,0,0.0,9,Newcastle United,Wolverhampton Wanderers,3,0,26810,2024,699456,0.0,0,0,0,0.0,0.0,0.0,6630,Newcastle United,3,4,21,1.0,MID
0,0,0,0,0.4,420,0.0,0.14,0.14,0.61,218,2,0,2.3,5.8,2025-01-18,24,0,0,0,0,0,0,0,False,3,0,0,0,0,22,0,15843,0,4,1,17.0,1,-208,565,773,47,True,0,420,0,1,0.232104554772377,18,Newcastle United,Bournemouth,1,4,26819,2024,699764,0.0,0,0,0,0.232104554772377,0.232104554772377,0.0,6630,Newcastle United,3,4,22,0.0,MID
0,0,5,0,11.3,420,0.02,0.03,0.01,0.1,228,0,0,1.8,2.0,2025-01-25,11,0,0,0,0,0,0,0,False,17,0,0,0,0,23,0,15957,0,3,1,5.0,1,5,769,764,47,False,0,420,0,1,0.0265152920037508,7,Southampton,Newcastle United,1,3,26829,2024,701492,0.0261049922555685,0,1,0,0.0265152920037508,0.0526202842593193,0.0261049922555685,6630,Newcastle United,4,1,23,2.0,MID
0,0,2,0,20.7,420,0.02,0.02,0.0,0.73,238,1,0,2.5,4.6,2025-02-01,26,0,0,0,0,0,0,0,False,9,0,0,0,0,24,0,16076,0,2,1,0.0,1,30,692,662,47,True,0,420,0,0,0.0,23,Newcastle United,Fulham,1,2,26839,2024,703398,0.0824524536728859,0,2,0,0.0,0.0466865003108978,0.0,6630,Newcastle United,3,4,24,1.5,MID
