assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,12,0,28.3,157,0.06,0.09,0.03,0.77,9,2,0,4.2,11.6,2024-08-18,90,False,13,0,0,0,0,1,0,57062,1,2,0,2.0,1,0,0,0,50,True,1,0,1,0.0231299567967653,90,DMC,Chelsea,Manchester City,0,2,26610,2024,667016,0.0349465608596801,0,1,0,0.0231299567967653,0.2389024496078491,0.2039558887481689,Chelsea
1,0,0,8,0,3.9,157,0.02,0.02,0.0,1.8,20,2,0,1.3,8.8,2024-08-25,75,False,20,0,0,0,0,2,0,64673,1,6,2,0.0,2,-2587,6335,8922,50,False,0,0,0,0.0,85,DMC,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668754,0.0,0,0,0,0.0,0.8651137351989746,0.8651137351989746,Chelsea
2,0,0,18,0,4.2,157,0.03,0.03,0.0,0.44,23,1,0,2.5,20.8,2024-09-01,90,False,7,0,0,0,0,3,0,60944,1,1,1,0.0,2,-6717,5780,12497,50,True,0,0,0,0.0,90,DMC,Chelsea,Crystal Palace,1,1,26630,2024,672433,0.0,0,0,0,0.0,0.4391568899154663,0.4391568899154663,Chelsea
3,0,0,16,1,5.3,157,0.1,0.12,0.02,1.78,32,0,0,2.4,16.6,2024-09-14,90,False,3,0,0,0,0,4,0,60273,1,1,0,2.0,3,-3682,5611,9293,50,False,0,0,1,0.024851256981492,90,DMC,Bournemouth,Chelsea,0,1,26639,2024,674167,0.0,0,0,0,0.024851256981492,0.4931040406227112,0.4682527780532837,Chelsea
4,1,0,28,1,21.2,157,0.41,0.49,0.08,0.85,50,0,0,8.1,54.8,2024-09-21,90,False,19,0,0,0,0,5,0,69209,1,3,0,5.0,6,6584,11849,5265,49,False,0,0,1,0.108971893787384,90,DMC,West Ham,Chelsea,0,3,26642,2024,675297,0.3436554074287414,1,1,0,0.108971893787384,1.617600917816162,1.5086289644241333,Chelsea
5,0,0,17,0,20.8,157,0.1,0.1,0.0,1.11,54,2,0,3.6,13.2,2024-09-28,90,False,5,0,0,0,0,6,0,98463,1,2,4,2.0,2,25548,33768,8220,49,True,0,0,0,0.0,90,DMC,Chelsea,Brighton,4,2,26657,2024,677898,0.4927120208740234,0,2,0,0.0,1.5657871961593628,1.0730751752853394,Chelsea
6,0,0,11,0,7.3,157,0.06,0.08,0.02,0.85,65,1,0,2.3,13.0,2024-10-06,90,False,16,0,0,0,0,7,0,108259,1,1,1,3.0,1,8133,20354,12221,49,True,1,0,1,0.0167106017470359,90,DMC,Chelsea,Nottingham Forest,1,1,26668,2024,680141,0.0,0,0,0,0.0167106017470359,0.4730517566204071,0.4563411474227905,Chelsea
7,1,0,27,0,30.1,157,0.32,0.32,0.0,1.94,74,2,0,5.8,23.6,2024-10-20,90,False,12,0,0,0,0,8,0,103256,1,1,2,4.0,5,-6031,6778,12809,49,False,0,0,0,0.0,90,DMC,Liverpool,Chelsea,2,1,26679,2024,682204,0.4346111714839935,1,2,0,0.0,0.5236257314682007,0.4337537586688995,Chelsea
8,0,0,18,0,26.3,157,0.04,0.12,0.08,1.92,85,1,0,4.8,20.6,2024-10-27,90,False,15,0,0,0,0,9,0,108304,1,1,2,1.0,2,3496,8797,5301,49,True,0,0,1,0.0534776225686073,90,DMC,Chelsea,Newcastle United,2,1,26688,2024,683513,0.0763376429677009,0,2,0,0.0534776225686073,0.4632259309291839,0.3469206690788269,Chelsea
9,0,2,35,0,13.8,157,0.04,0.07,0.03,1.98,95,1,1,7.9,46.6,2024-11-03,90,False,14,0,0,0,0,10,0,109796,1,1,1,19.0,9,486,9589,9103,49,False,0,1,1,0.0346959829330444,90,DMC,Manchester United,Chelsea,1,1,26697,2024,685875,0.1257730573415756,0,1,1,0.0346959829330444,0.1257730573415756,0.0,Chelsea
10,0,0,20,0,6.3,157,0.03,0.03,0.0,0.99,103,1,0,2.8,21.4,2024-11-10,90,False,1,0,0,0,0,11,0,146550,1,1,1,0.0,2,32791,39076,6285,49,True,0,0,0,0.0,90,DMC,Chelsea,Arsenal,1,1,26705,2024,687560,0.0,0,0,0,0.0,0.922538995742798,0.922538995742798,Chelsea
11,0,0,10,1,7.3,157,0.03,0.11,0.08,0.27,117,0,0,1.7,9.0,2024-11-23,80,False,11,0,0,0,0,12,0,172457,1,2,1,1.0,2,23282,33634,10352,49,False,1,0,1,0.0655288845300674,85,DMC,Leicester,Chelsea,1,2,26719,2024,688096,0.0,0,0,0,0.0655288845300674,0.4401241242885589,0.3745952248573303,Chelsea
12,0,0,15,1,34.8,157,0.05,0.05,0.0,1.15,123,0,0,5.4,18.8,2024-12-01,90,False,2,0,0,0,0,13,0,167602,1,0,3,0.0,3,-4594,10606,15200,49,True,0,0,0,0.0,90,DR,Chelsea,Aston Villa,3,0,26724,2024,690675,0.1879861801862716,0,3,0,0.0,0.3799947202205658,0.3289816677570343,Chelsea
13,0,0,13,0,39.7,157,0.07,0.11,0.04,1.56,140,1,0,5.6,13.8,2024-12-04,90,False,17,0,0,0,0,14,0,161772,1,5,1,2.0,2,-7016,9121,16137,49,False,0,0,1,0.0200536977499723,90,DMC,Southampton,Chelsea,1,5,26741,2024,691468,0.1859751790761947,0,3,0,0.0200536977499723,0.6178829073905945,0.4354007840156555,Chelsea
