assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,14,0,1.1,300,0.01,0.08,0.07,1.23,10,1,0,4.8,24.0,2024-08-19,90,False,18,0,0,0,0,1,0,12929,1,1,1,23.0,2,0,0,0,50,True,0,0,2,0.0971366167068481,90,DMC,Leicester,Tottenham,1,1,26611,2024,667446,0.0,0,0,0,0.0971366167068481,0.944739043712616,0.8476024270057678,Leicester
1,0,0,18,0,12.4,300,0.01,0.1,0.09,1.78,15,2,0,5.0,20.4,2024-08-24,90,False,9,0,0,0,0,2,0,15977,1,1,2,17.0,2,-64,1831,1895,50,False,0,0,1,0.0660362839698791,90,MC,Fulham,Leicester,2,1,26614,2024,667966,0.0410540513694286,0,1,0,0.0660362839698791,0.0605226680636405,0.0194686166942119,Leicester
2,1,0,20,0,16.9,300,0.01,0.01,0.0,1.54,26,2,0,4.9,22.4,2024-08-31,88,False,2,0,0,0,0,3,0,15377,1,2,1,10.0,5,-1549,1424,2973,50,True,0,0,0,0.0,90,AMC,Leicester,Aston Villa,1,2,26626,2024,671819,0.5083983540534973,1,1,0,0.0,0.518065333366394,0.0096669672057032,Leicester
3,2,1,32,0,45.6,300,0.79,0.79,0.0,1.52,34,1,0,9.2,42.0,2024-09-14,75,False,7,0,0,0,0,4,0,18319,1,2,2,4.0,8,1280,3449,2169,50,False,1,0,0,0.0,79,AMC,Crystal Palace,Leicester,2,2,26636,2024,673726,1.4083861112594604,2,4,0,0.0,1.4083861112594604,0.0,Leicester
4,0,0,17,0,6.4,300,0.04,0.12,0.08,1.1,45,1,0,4.9,17.0,2024-09-21,90,False,8,0,0,0,0,5,0,62188,1,1,1,26.0,2,39453,44852,5399,50,True,0,0,3,0.1014905571937561,90,DMC,Leicester,Everton,1,1,26644,2024,675661,0.0,0,0,0,0.1014905571937561,0.0977143943309784,0.0434078760445117,Leicester
5,1,0,16,0,17.7,300,0.02,0.02,0.0,3.7,51,3,0,7.6,52.0,2024-09-28,90,False,1,1,0,0,0,6,0,55934,1,2,4,6.0,2,-5109,11988,17097,50,False,1,0,0,0.0,90,AMC,Arsenal,Leicester,4,2,26655,2024,677855,0.0439637079834938,1,1,0,0.0,0.1590034216642379,0.1590034216642379,Leicester
6,0,0,14,1,3.9,300,0.01,0.01,0.0,2.16,68,0,0,2.1,15.2,2024-10-05,90,False,3,0,0,0,0,7,0,71750,1,0,1,2.0,2,13491,22512,9021,50,True,1,0,0,0.0,90,DMC,Leicester,Bournemouth,1,0,26663,2024,679425,0.0,0,0,0,0.0,0.7874690890312195,0.7874690890312195,Leicester
7,0,0,13,0,8.6,300,0.05,0.05,0.0,2.15,78,2,0,3.8,21.8,2024-10-19,90,False,17,0,0,0,0,8,0,69536,1,3,2,8.0,2,-2693,6665,9358,50,False,0,0,0,0.0,90,DMC,Southampton,Leicester,2,3,26678,2024,681402,0.0,0,0,0,0.0,0.9665202498435974,0.9665202498435974,Leicester
8,0,0,11,0,4.2,300,0.01,0.05,0.04,1.55,88,3,0,2.1,8.6,2024-10-25,73,False,16,0,0,0,0,9,0,63787,1,3,1,8.0,2,-5988,2054,8042,50,True,0,0,1,0.0281131248921155,76,DMC,Leicester,Nottingham Forest,1,3,26682,2024,682626,0.0,0,0,0,0.0281131248921155,0.6544384360313416,0.6263253092765808,Leicester
9,0,0,8,0,15.5,300,0.14,0.14,0.0,1.0,93,1,0,3.8,20.6,2024-11-02,70,False,10,0,0,0,0,10,0,60289,1,1,1,2.0,2,-4103,4114,8217,50,False,0,0,0,0.0,73,DMC,Ipswich,Leicester,1,1,26695,2024,685011,0.1064366176724433,0,1,0,0.0,0.1476585268974304,0.041221909224987,Leicester
