assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,6,0,6.3,563,0.01,0.06,0.05,1.18,2,2,0,1.5,0.0,2024-08-17,74,False,1,0,0,0,0,1,0,13259,1,0,2,10.0,2,0,0,0,55,False,0,0,1,0.0342294462025165,76,AML,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666318,0.0,0,0,0,0.0342294462025165,0.0342294462025165,0.0,Wolverhampton Wanderers
1,0,0,3,0,0.1,563,0.0,0.01,0.01,0.32,20,1,0,0.4,0.0,2024-08-25,22,False,6,0,0,0,0,2,0,14430,0,6,2,4.0,1,-765,619,1384,55,True,0,0,1,0.0142181338742375,13,Sub,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668744,0.0,0,0,0,0.0142181338742375,0.0142181338742375,0.0,Wolverhampton Wanderers
2,0,0,3,0,0.3,563,0.0,0.0,0.0,1.28,41,3,0,0.9,9.0,2024-09-21,19,False,2,0,0,0,0,5,0,9926,0,1,3,0.0,1,-1111,170,1281,54,False,0,0,0,0.0,13,Sub,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675772,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
3,0,0,3,0,0.0,563,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2024-10-26,1,False,5,0,0,0,0,9,0,8046,0,2,2,0.0,1,-171,137,308,52,False,0,0,0,0.0,1,Sub,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683050,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
4,0,0,2,0,1.1,563,0.0,0.0,0.0,0.17,110,0,0,0.1,0.2,2024-11-09,1,False,17,0,0,0,0,11,0,8057,0,0,2,0.0,1,35,445,410,52,True,0,0,0,0.0,1,Sub,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686675,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
5,0,0,4,0,23.3,563,0.03,0.03,0.0,0.97,115,1,0,4.1,5.6,2024-11-23,90,False,9,0,0,0,0,12,0,7934,1,4,1,12.0,2,-214,244,458,52,False,0,0,0,0.0,90,DML,Fulham,Wolverhampton Wanderers,1,4,26717,2024,688411,0.099067822098732,0,2,0,0.0,0.134738340973854,0.035670518875122,Wolverhampton Wanderers
6,0,0,4,0,14.7,563,0.03,0.03,0.0,2.24,130,3,0,2.2,3.4,2024-11-30,45,False,3,0,0,0,0,13,0,8370,1,4,2,4.0,1,336,719,383,52,True,0,0,0,0.0,54,AML,Wolverhampton Wanderers,Bournemouth,2,4,26731,2024,689968,0.0449771136045455,0,1,0,0.0,0.0449771136045455,0.0,Wolverhampton Wanderers
7,0,0,4,0,0.6,563,0.0,0.0,0.0,0.43,134,0,0,1.3,12.0,2024-12-04,13,False,8,0,0,0,0,14,0,8245,0,0,4,0.0,1,-175,246,421,52,False,0,0,0,0.0,7,Sub,Everton,Wolverhampton Wanderers,4,0,26735,2024,691596,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
8,0,0,3,0,0.3,563,0.0,0.0,0.0,0.1,150,0,0,0.1,0.4,2024-12-09,4,False,19,0,0,0,0,15,0,8070,0,1,2,0.0,1,-233,148,381,52,False,0,0,0,0.0,3,Sub,West Ham,Wolverhampton Wanderers,2,1,26746,2024,693291,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
9,0,0,34,1,11.2,563,0.0,0.26,0.26,0.47,167,0,1,7.3,45.2,2024-12-22,82,False,11,0,0,0,0,17,0,7776,1,3,0,17.0,8,-305,62,367,52,False,0,1,1,0.2990841269493103,86,DML,Leicester,Wolverhampton Wanderers,0,3,26770,2024,695681,0.0228843335062265,0,1,1,0.2990841269493103,0.3219684660434723,0.0,Wolverhampton Wanderers
10,0,0,5,0,0.1,563,0.0,0.0,0.0,0.09,180,0,0,0.3,3.0,2024-12-26,3,False,14,0,0,0,0,18,0,8120,0,0,2,0.0,1,220,468,248,52,True,0,0,0,0.0,2,Sub,Wolverhampton Wanderers,Manchester United,2,0,26781,2024,696315,0.0,0,0,0,0.0,0.0,0.0,Wolverhampton Wanderers
11,0,0,7,0,10.3,563,0.01,0.01,0.0,0.82,189,0,0,1.4,4.0,2024-12-29,12,False,18,0,0,0,0,19,0,8050,0,2,2,0.0,1,-95,215,310,52,False,0,0,0,0.0,9,Sub,Tottenham,Wolverhampton Wanderers,2,2,26790,2024,696760,0.0348174199461936,0,1,0,0.0,0.0,0.0,Wolverhampton Wanderers
12,0,0,16,0,18.7,563,0.35,0.4,0.05,2.2,200,3,0,5.7,15.4,2025-01-06,90,False,16,0,0,0,0,20,0,7947,1,3,0,23.0,2,-149,192,341,52,True,0,0,1,0.0547929070889949,90,DML,Wolverhampton Wanderers,Nottingham Forest,0,3,26801,2024,697803,0.4668304324150085,0,1,0,0.0547929070889949,0.5466986298561096,0.0250752568244934,Wolverhampton Wanderers
