assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,9,0,16.2,541,0.02,0.08,0.06,0.25,2,1,0,4.7,13.8,2024-08-17,33,False,1,0,0,0,0,1,0,197434,0,0,2,17.0,1,0,0,0,65,False,0,0,1,0.0430611111223697,32,Sub,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666320,0.0411322973668575,0,1,0,0.0430611111223697,0.0841934084892273,0.0,Wolverhampton Wanderers
1,0,0,34,0,26.8,541,0.2,1.13,0.93,1.24,20,5,1,11.0,39.6,2024-08-25,67,False,6,0,0,0,0,2,0,188122,1,6,2,44.0,6,-22455,11678,34133,65,True,0,1,4,1.2959703207015991,77,AMC,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668740,0.42815762758255,0,2,1,1.2959703207015991,1.2526766061782837,0.0,Wolverhampton Wanderers
2,0,0,15,0,36.5,541,0.34,0.58,0.24,1.04,29,1,0,5.6,5.0,2024-08-31,90,False,16,0,0,0,0,3,0,282792,1,1,1,14.0,2,71541,104815,33274,65,False,0,0,4,0.1605574786663055,90,AMC,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671867,0.3538403213024139,0,2,0,0.1605574786663055,0.5007186532020569,0.3683682382106781,Wolverhampton Wanderers
3,0,0,10,0,8.9,541,0.02,0.2,0.18,1.21,40,2,0,7.0,14.2,2024-09-15,90,False,15,0,0,0,0,4,0,242998,1,2,1,47.0,2,-40589,22327,62916,65,True,0,0,4,0.2640218436717987,90,AMC,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674619,0.0,0,0,0,0.2640218436717987,1.0282623767852783,0.764240562915802,Wolverhampton Wanderers
4,0,3,34,0,52.7,541,0.22,0.25,0.03,1.73,41,3,1,10.9,43.6,2024-09-21,90,False,2,0,0,0,0,5,0,231215,1,1,3,13.0,8,-16511,15910,32421,65,False,1,1,1,0.0249607190489768,90,ML,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675770,0.1431190073490142,0,3,1,0.0249607190489768,0.0826157331466674,0.0576550103724002,Wolverhampton Wanderers
5,0,0,13,0,12.3,541,0.01,0.06,0.05,2.54,60,2,0,4.6,9.2,2024-09-28,90,False,12,0,0,0,0,6,0,227985,1,2,1,24.0,2,-6702,21355,28057,65,True,0,0,2,0.0488959476351738,90,MR,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678056,0.1107324287295341,0,1,0,0.0488959476351738,0.1596283763647079,0.0,Wolverhampton Wanderers
6,0,3,44,0,14.3,541,0.27,0.71,0.44,4.25,63,5,1,9.3,40.6,2024-10-05,90,False,4,0,0,0,0,7,0,256134,1,3,5,38.0,9,22936,47399,24463,65,False,0,1,5,0.2724606692790985,90,ML,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679569,0.053644809871912,0,1,1,0.2724606692790985,0.3075381517410278,0.0350774861872196,Wolverhampton Wanderers
7,0,0,9,0,17.0,541,0.19,0.23,0.04,1.0,80,1,0,2.4,6.0,2024-10-20,66,False,13,0,0,0,0,8,0,265096,1,2,1,1.0,2,5108,33958,28850,65,True,0,0,1,0.016384407877922,69,FW,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681883,0.4163709282875061,0,1,0,0.016384407877922,0.4327553212642669,0.4163709282875061,Wolverhampton Wanderers
8,0,3,44,0,50.8,541,0.33,0.55,0.22,1.31,84,2,1,16.7,51.2,2024-10-26,90,False,5,0,0,0,0,9,0,295049,1,2,2,65.0,9,27589,45127,17538,65,False,0,1,5,0.3733123540878296,90,AMC,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683045,0.3263751566410064,0,4,1,0.3733123540878296,0.4276100993156433,0.0,Wolverhampton Wanderers
9,1,1,29,0,40.8,541,0.22,0.33,0.11,2.51,100,2,0,8.1,27.2,2024-11-02,90,False,7,0,0,0,0,10,0,633923,1,2,2,13.0,6,323129,342228,19099,66,True,0,0,2,0.0951862782239914,90,AMC,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685242,0.9886963963508606,1,3,0,0.0951862782239914,1.4181207418441772,0.3342380821704864,Wolverhampton Wanderers
