assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,16,1,36.7,9,0.19,0.27,0.08,0.47,2,0,0,7.5,13.6,2024-08-17,90,False,20,0,0,0,0,1,0,253825,1,0,2,25.0,3,0,0,0,70,True,0,0,1,0.0877251550555229,90,FWL,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666305,0.4983030557632446,0,3,0,0.0877251550555229,0.5860282182693481,0.0366694182157516,Arsenal
1,0,0,9,1,26.3,9,0.41,0.41,0.0,1.12,11,0,0,4.3,6.4,2024-08-24,64,False,2,0,0,0,0,2,0,275265,1,2,0,10.0,3,-12758,21172,33930,70,False,0,0,0,0.0,71,FWL,Aston Villa,Arsenal,0,2,26618,2024,668285,0.6292330026626587,0,2,0,0.0,0.6292330026626587,0.614169716835022,Arsenal
2,0,0,2,0,0.5,9,0.0,0.0,0.0,0.65,21,0,0,0.0,0.0,2024-08-31,16,False,5,0,0,0,0,3,0,249418,0,1,1,0.0,1,-35321,21818,57139,70,True,0,0,0,0.0,12,Sub,Arsenal,Brighton,1,1,26622,2024,671519,0.0,0,0,0,0.0,0.4892998933792114,0.4892998933792114,Arsenal
3,0,0,18,1,25.6,9,0.14,0.31,0.17,0.61,39,0,0,7.9,22.8,2024-09-15,79,False,18,0,0,0,0,4,0,200769,1,1,0,31.0,3,-54816,8634,63450,69,False,0,0,1,0.2482600510120391,83,MC,Tottenham,Arsenal,0,1,26640,2024,674323,0.2029034793376922,0,2,0,0.2482600510120391,0.4511635303497314,0.0,Arsenal
4,1,0,18,0,25.0,9,0.06,0.06,0.0,1.48,47,1,0,5.4,25.2,2024-09-22,86,False,13,0,0,0,0,5,0,190107,1,2,2,4.0,5,-14687,6790,21477,69,False,0,0,0,0.0,90,ML,Manchester City,Arsenal,2,2,26651,2024,676607,0.114006869494915,1,2,0,0.0,0.114006869494915,0.0956112593412399,Arsenal
5,1,3,39,0,28.2,9,0.55,0.94,0.39,0.32,51,2,1,14.0,52.0,2024-09-28,73,False,11,0,0,0,0,6,0,258966,1,2,4,60.0,13,63186,84010,20824,69,True,0,1,5,0.8475720286369324,77,ML,Arsenal,Leicester,4,2,26655,2024,677841,0.5173447132110596,1,2,1,0.8475720286369324,1.3052102327346802,0.0,Arsenal
6,0,0,27,0,4.3,9,0.04,0.45,0.41,0.33,61,0,1,7.7,35.8,2024-10-05,30,False,17,0,0,0,0,7,0,457536,0,1,3,37.0,6,182858,205106,22248,70,True,0,1,1,0.5892680883407593,27,Sub,Arsenal,Southampton,3,1,26666,2024,679526,0.0,0,0,1,0.5892680883407593,0.8263422846794128,0.2370741814374923,Arsenal
7,0,0,-5,0,2.7,9,0.01,0.43,0.42,1.03,71,2,0,2.6,2.0,2024-10-19,26,False,3,0,0,0,0,8,0,457823,0,0,2,21.0,1,-3384,74381,77765,70,False,0,0,2,0.5972172617912292,22,Sub,Bournemouth,Arsenal,2,0,26680,2024,681591,0.0,0,0,0,0.5972172617912292,0.5972172617912292,0.0,Arsenal
8,0,0,9,0,16.8,9,0.39,0.45,0.06,0.85,81,2,0,3.9,6.8,2024-10-27,84,False,12,0,0,0,0,9,0,422426,1,2,2,15.0,2,-36855,35240,72095,70,True,0,0,1,0.037305898964405,89,ML,Arsenal,Liverpool,2,2,26691,2024,683703,0.1119730025529861,0,1,0,0.037305898964405,0.199723407626152,0.0504445061087608,Arsenal
9,0,0,2,0,2.3,9,0.06,0.06,0.0,0.44,96,1,0,1.6,3.6,2024-11-02,60,False,15,0,0,0,0,10,0,419765,1,0,1,10.0,2,-7740,46051,53791,70,False,0,0,0,0.0,64,ML,Newcastle United,Arsenal,1,0,26694,2024,684674,0.0,0,0,0,0.0,0.0588595233857631,0.0588595233857631,Arsenal
10,0,1,25,0,1.4,9,0.0,0.48,0.48,1.22,103,1,1,9.1,37.2,2024-11-10,70,False,6,0,0,0,0,11,0,359318,1,1,1,52.0,8,-60643,10823,71466,69,False,0,1,3,0.6613489985466003,74,FWL,Chelsea,Arsenal,1,1,26705,2024,687579,0.0,0,0,1,0.6613489985466003,0.6613489985466003,0.0,Arsenal
11,0,0,1,1,1.6,9,0.0,0.17,0.17,0.14,131,0,0,3.0,1.2,2024-12-04,70,False,14,0,0,0,0,14,0,315401,1,0,2,27.0,3,-61250,6180,67430,68,True,0,0,2,0.5120605230331421,72,FWL,Arsenal,Manchester United,2,0,26733,2024,691518,0.0,0,0,0,0.5120605230331421,0.043813306838274,0.0,Arsenal
12,0,0,-2,0,6.0,9,0.01,0.01,0.0,0.12,145,0,0,2.1,3.4,2024-12-08,30,False,9,0,0,0,0,15,0,300616,0,1,1,12.0,0,-17090,11679,28769,68,False,1,0,0,0.0,29,Sub,Fulham,Arsenal,1,1,26749,2024,692738,0.0,0,0,0,0.0,0.0,0.0,Arsenal
13,0,0,5,1,28.5,9,0.1,0.22,0.12,0.09,151,0,0,6.7,8.4,2024-12-14,73,False,8,0,0,0,0,16,0,282283,1,0,0,30.0,3,-19789,12644,32433,67,True,0,0,2,0.1667550951242447,75,FWL,Arsenal,Everton,0,0,26755,2024,693734,0.0659699663519859,0,2,0,0.1667550951242447,0.313207060098648,0.1013662666082382,Arsenal
14,0,0,30,0,47.6,9,0.53,1.19,0.66,1.59,163,1,1,15.1,50.8,2024-12-21,90,False,7,0,0,0,0,17,0,269947,1,5,1,53.0,7,-13439,6547,19986,67,False,0,1,1,0.7761515974998474,90,FWL,Crystal Palace,Arsenal,1,5,26765,2024,695505,0.2163861244916916,0,3,1,0.7761515974998474,0.9337211847305298,0.062191542237997,Arsenal
15,0,0,5,1,3.7,9,0.07,0.07,0.0,0.16,171,0,0,1.5,3.2,2024-12-27,90,False,10,0,0,0,0,18,0,457465,1,0,1,8.0,3,179452,191998,12546,67,True,0,0,0,0.0,90,FWR,Arsenal,Ipswich,1,0,26773,2024,696404,0.0,0,0,0,0.0,0.1914774924516677,0.1914774924516677,Arsenal
16,0,2,35,0,43.1,9,0.12,0.52,0.4,0.29,182,1,1,13.6,48.0,2025-01-01,90,False,4,0,0,0,0,19,0,467510,1,3,1,45.0,9,14863,46521,31658,68,False,0,1,4,0.2581528723239898,90,FWL,Brentford,Arsenal,1,3,26783,2024,697036,0.3081214427947998,0,4,1,0.2581528723239898,0.6885164380073547,0.199022501707077,Arsenal
17,0,0,2,0,4.3,9,0.01,0.01,0.0,0.97,193,1,0,1.4,3.6,2025-01-04,45,False,5,0,0,0,0,20,0,568190,0,1,1,6.0,1,94407,131701,37294,68,False,0,0,0,0.0,40,Sub,Brighton,Arsenal,1,1,26794,2024,697394,0.0,0,0,0,0.0,0.0,0.0,Arsenal
