assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,1,0,18,0,31.4,135,0.65,0.65,0.0,0.25,3,0,0,6.4,25.0,2024-08-17,45,False,8,0,0,0,0,1,0,119994,1,3,0,8.0,4,0,0,0,55,False,0,0,0,0.0,46,AMR,Everton,Brighton,0,3,26605,2024,666346,0.9331552386283876,1,3,0,0.0,0.9331552386283876,0.0,Brighton
1,0,0,4,0,29.3,135,0.24,0.32,0.08,1.32,13,1,0,6.7,8.8,2024-08-24,89,False,14,0,0,0,0,2,0,132136,1,1,2,29.0,2,4775,18206,13431,55,True,0,0,2,0.12109375,90,AMR,Brighton,Manchester United,2,1,26612,2024,667699,0.271284818649292,0,2,0,0.12109375,1.1174625158309937,0.9963687658309937,Brighton
2,1,0,12,0,0.8,135,0.01,0.41,0.4,1.13,21,1,0,2.6,2.2,2024-08-31,71,False,1,0,0,0,0,3,0,133513,1,1,1,23.0,4,-666,27379,28045,55,False,1,0,2,0.3489913642406463,76,AMR,Arsenal,Brighton,1,1,26622,2024,671529,0.0,0,0,0,0.3489913642406463,0.4427956640720367,0.0938042998313903,Brighton
3,0,0,6,1,34.1,135,0.2,0.2,0.0,0.21,33,0,0,5.2,5.6,2024-09-14,67,False,10,0,0,0,0,4,0,265071,1,0,0,12.0,2,123451,180124,56673,55,True,1,0,0,0.0,71,MR,Brighton,Ipswich,0,0,26633,2024,673646,0.1293499320745468,0,2,0,0.0,0.2364976853132248,0.1071477606892585,Brighton
4,0,0,5,0,23.6,135,0.06,0.06,0.0,0.67,42,1,0,3.4,8.6,2024-09-22,28,False,16,0,0,0,0,5,0,252438,0,2,2,2.0,1,-10723,13980,24703,55,True,0,0,0,0.0,24,Sub,Brighton,Nottingham Forest,2,2,26650,2024,676310,0.0243045836687088,0,1,0,0.0,0.0,0.0,Brighton
5,0,0,2,0,4.6,135,0.02,0.1,0.08,0.14,54,0,0,1.3,3.4,2024-09-28,19,False,6,0,0,0,0,6,0,161759,0,2,4,5.0,1,-90134,3298,93432,55,False,0,0,1,0.1074213758111,11,Sub,Chelsea,Brighton,4,2,26657,2024,677919,0.0,0,0,0,0.1074213758111,0.133209154009819,0.0257877688854932,Brighton
6,0,0,27,0,5.4,135,0.02,0.29,0.27,1.37,64,2,1,7.0,36.6,2024-10-06,86,False,18,0,0,0,0,7,0,117925,1,2,3,28.0,7,-45058,1437,46495,54,True,0,1,2,0.3733744621276855,89,AMR,Brighton,Tottenham,3,2,26671,2024,680425,0.0,0,0,1,0.3733744621276855,0.4539943039417267,0.0976802632212638,Brighton
7,0,0,6,0,25.0,135,0.09,0.09,0.0,0.0,122,0,0,3.1,4.2,2024-11-29,2,False,17,0,0,0,0,13,0,51280,0,1,1,2.0,1,-3006,705,3711,52,True,0,0,0,0.0,1,Sub,Brighton,Southampton,1,1,26723,2024,689624,0.0594069361686706,0,2,0,0.0,0.0158043783158063,0.0,Brighton
8,0,0,5,0,4.0,135,0.0,0.0,0.0,0.03,135,1,0,0.9,3.0,2024-12-05,10,False,9,0,0,0,0,14,0,48581,0,1,3,2.0,1,-2815,333,3148,52,False,0,0,0,0.0,8,Sub,Fulham,Brighton,3,1,26736,2024,691627,0.0,0,0,0,0.0,0.0,0.0,Brighton
9,0,0,22,0,0.0,135,0.0,0.45,0.45,1.0,147,2,1,6.0,33.0,2024-12-08,20,False,11,0,0,0,0,15,0,46452,0,2,2,27.0,6,-2139,414,2553,51,False,0,1,2,0.2420024424791336,17,Sub,Leicester,Brighton,2,2,26751,2024,692800,0.0,0,0,1,0.2420024424791336,0.2420024424791336,0.0,Brighton
