assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,27,1,0.5,361,0.0,0.0,0.0,1.01,9,0,0,1.5,14.2,2024-08-18,90,False,6,0,0,0,0,1,0,293835,1,2,0,0.0,6,0,0,0,55,False,0,0,0,0.0,90,DC,Chelsea,Manchester City,0,2,26610,2024,667027,0.0,0,0,0,0.0,0.6972454786300659,0.6972454786300659,Manchester City
1,0,0,8,0,8.5,361,0.05,0.05,0.0,0.29,17,1,0,2.8,19.2,2024-08-24,90,False,10,0,0,0,0,2,0,448988,1,1,4,0.0,1,59316,79811,20495,55,True,1,0,0,0.0,90,DC,Manchester City,Ipswich,4,1,26615,2024,668072,0.0,0,0,0,0.0,0.5338602066040039,0.5338602066040039,Manchester City
2,0,0,3,0,13.6,361,0.02,0.3,0.28,0.73,30,1,0,4.3,16.0,2024-08-31,90,False,19,1,0,0,0,3,0,472821,1,3,1,13.0,0,-6959,50728,57687,55,False,0,0,2,0.525753378868103,90,DC,West Ham,Manchester City,1,3,26628,2024,672019,0.0273622795939445,0,1,0,0.525753378868103,1.7480342388153076,1.7480342388153076,Manchester City
3,0,0,3,0,0.0,361,0.0,0.0,0.0,0.04,37,0,0,0.0,0.4,2024-09-14,6,False,4,0,0,0,0,4,0,465988,0,1,2,0.0,1,-30862,34656,65518,55,True,0,0,0,0.0,1,Sub,Manchester City,Brentford,2,1,26637,2024,673686,0.0,0,0,0,0.0,0.0,0.0,Manchester City
4,0,0,5,0,33.7,361,0.34,0.55,0.21,0.65,47,2,0,7.1,17.0,2024-09-22,90,False,1,0,0,0,0,5,0,440185,1,2,2,20.0,0,-33638,8857,42495,55,True,1,0,5,0.1523298770189285,90,DC,Manchester City,Arsenal,2,2,26651,2024,676586,0.1097645089030265,0,2,0,0.1523298770189285,0.8763097524642944,0.8225043416023254,Manchester City
5,0,0,6,0,4.8,361,0.04,0.04,0.0,1.57,58,1,0,1.9,12.6,2024-09-28,90,False,15,0,0,0,0,6,0,417456,1,1,1,2.0,1,-30207,12550,42757,55,False,1,0,0,0.0,90,DC,Newcastle United,Manchester City,1,1,26652,2024,677448,0.0,0,0,0,0.0,0.4702989161014557,0.4702989161014557,Manchester City
6,0,0,5,0,5.6,361,0.04,0.09,0.05,2.6,69,2,0,3.8,27.0,2024-10-05,90,False,9,0,0,0,0,7,0,408558,1,2,3,5.0,1,-16534,11134,27668,55,True,0,0,1,0.0287301614880561,90,DC,Manchester City,Fulham,3,2,26664,2024,679453,0.0,0,0,0,0.0287301614880561,0.2176384031772613,0.2176384031772613,Manchester City
7,0,0,12,0,16.3,361,0.13,0.19,0.06,0.97,80,1,0,5.0,19.0,2024-10-20,90,False,20,0,0,0,0,8,0,408959,1,2,1,15.0,2,-6809,12645,19454,55,False,0,0,2,0.0440953597426414,90,DC,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681891,0.0,0,0,0,0.0440953597426414,0.4745597839355469,0.4593404829502105,Manchester City
8,0,1,30,1,17.9,361,0.06,0.08,0.02,0.21,89,0,0,4.7,21.6,2024-10-26,90,False,17,0,0,0,0,9,0,424750,1,0,1,7.0,7,10991,23648,12657,55,True,0,0,1,0.0153702720999717,90,DC,Manchester City,Southampton,1,0,26683,2024,682932,0.0280031934380531,0,1,0,0.0153702720999717,0.8790451288223267,0.8636748790740967,Manchester City
9,0,0,7,0,11.4,361,0.01,0.03,0.02,3.35,125,2,0,3.6,23.6,2024-12-01,90,False,12,0,0,0,0,13,0,294493,1,0,2,1.0,1,-14238,953,15191,54,False,0,0,1,0.0139851057901978,90,DC,Liverpool,Manchester City,2,0,26726,2024,690874,0.0482567735016346,0,1,0,0.0139851057901978,0.1342023909091949,0.0719605088233947,Manchester City
10,0,0,26,1,3.3,361,0.02,0.02,0.0,1.04,138,0,0,1.8,13.0,2024-12-04,90,False,16,0,0,0,0,14,0,304892,1,0,3,2.0,6,7193,12344,5151,54,True,0,0,0,0.0,90,DC,Manchester City,Nottingham Forest,3,0,26739,2024,691388,0.0,0,0,0,0.0,0.6251020431518555,0.6251020431518555,Manchester City
11,0,0,7,0,3.5,361,0.02,0.02,0.0,1.34,143,2,0,4.5,37.2,2024-12-07,90,False,7,0,0,0,0,15,0,339077,1,2,2,4.0,1,26876,32618,5742,54,False,0,0,0,0.0,90,DC,Crystal Palace,Manchester City,2,2,26747,2024,692207,0.0,0,0,0,0.0,1.083769917488098,1.083769917488098,Manchester City
12,0,0,5,0,1.5,361,0.01,0.49,0.48,2.08,156,2,0,1.9,10.6,2024-12-15,90,False,14,0,0,0,0,16,0,332372,1,2,1,7.0,1,-5834,12045,17879,54,True,0,0,1,0.1606477200984954,90,DC,Manchester City,Manchester United,1,2,26753,2024,694439,0.0,0,0,0,0.1606477200984954,0.0,0.0,Manchester City
