assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,8,0,20.7,268,0.0,0.0,0.0,2.07,4,2,0,3.5,6.4,2024-08-17,73,False,12,0,0,0,0,1,0,35272,1,2,0,8.0,2,0,0,0,55,True,0,0,0,0.0,75,FW,Ipswich,Liverpool,0,2,26603,2024,666242,0.1242834031581878,0,2,0,0.0,0.1242834031581878,0.0,Ipswich
1,0,0,-3,0,0.9,268,0.01,0.01,0.0,3.3,17,3,0,0.9,1.6,2024-08-24,82,False,13,0,0,0,0,2,0,38623,1,1,4,6.0,2,-1171,4468,5639,55,False,0,0,0,0.0,88,FW,Manchester City,Ipswich,4,1,26615,2024,668096,0.0,0,0,0,0.0,0.0,0.0,Ipswich
2,0,1,30,0,13.3,268,0.0,0.21,0.21,0.9,25,1,1,8.5,38.2,2024-08-31,80,False,9,0,0,0,0,3,0,48180,1,1,1,33.0,7,7060,15902,8842,55,True,0,1,4,0.4017989337444305,83,FW,Ipswich,Fulham,1,1,26625,2024,671790,0.0535666979849338,0,1,1,0.4017989337444305,0.1676815748214721,0.0,Ipswich
3,0,0,-4,0,3.0,268,0.0,0.21,0.21,1.22,33,0,0,0.8,0.0,2024-09-14,58,False,5,0,0,0,0,4,0,103161,1,0,0,7.0,1,47862,74495,26633,55,False,0,0,1,0.5234449505805969,62,FW,Brighton,Ipswich,0,0,26633,2024,673666,0.0,0,0,0,0.5234449505805969,0.5234449505805969,0.0,Ipswich
4,0,0,6,0,0.8,268,0.03,0.08,0.05,2.13,48,1,0,0.4,0.0,2024-09-21,72,False,17,0,0,0,0,5,0,137456,1,1,1,4.0,1,32741,45856,13115,55,False,1,0,1,0.0353469997644424,75,FW,Southampton,Ipswich,1,1,26643,2024,675650,0.0,0,0,0,0.0353469997644424,0.5098406076431274,0.4744936227798462,Ipswich
5,0,3,56,0,1.3,268,0.0,0.57,0.57,0.82,56,2,2,12.5,68.2,2024-09-29,90,False,2,0,0,0,0,6,0,121935,1,2,2,55.0,12,-13607,16499,30106,55,True,1,2,3,0.9214789867401124,90,FW,Ipswich,Aston Villa,2,2,26659,2024,678369,0.0,0,0,2,0.9214789867401124,1.345187067985535,0.4237081110477447,Ipswich
6,0,0,32,0,20.6,268,0.03,0.15,0.12,3.71,70,4,1,10.0,41.2,2024-10-05,82,False,19,0,0,0,0,7,0,391483,1,1,4,38.0,6,256949,278488,21539,56,False,0,1,2,0.3282493054866791,86,FW,West Ham,Ipswich,4,1,26665,2024,679508,0.0756841227412223,0,2,1,0.3282493054866791,0.3889530897140503,0.0577719435095787,Ipswich
7,0,0,3,0,3.3,268,0.01,0.21,0.2,1.17,73,2,0,1.5,0.0,2024-10-19,78,False,8,0,0,0,0,8,0,658455,1,2,0,14.0,2,259026,282613,23587,57,True,0,0,3,0.1605926752090454,85,FW,Ipswich,Everton,0,2,26674,2024,681422,0.0,0,0,0,0.1605926752090454,0.1605926752090454,0.0,Ipswich
8,0,0,27,0,0.0,268,0.0,0.16,0.16,0.76,83,1,1,5.1,30.0,2024-10-26,17,False,4,0,0,0,0,9,0,594286,0,3,4,21.0,5,-54436,24347,78783,57,False,0,1,2,0.4391279220581054,9,Sub,Brentford,Ipswich,4,3,26685,2024,683017,0.0,0,0,1,0.4391279220581054,0.4391279220581054,0.0,Ipswich
9,0,0,7,1,11.3,268,0.01,0.01,0.0,0.39,93,0,0,1.6,2.8,2024-11-02,74,False,11,0,0,0,0,10,0,614720,1,1,1,2.0,2,11413,65063,53650,57,True,0,0,0,0.0,77,FW,Ipswich,Leicester,1,1,26695,2024,685001,0.0330637209117412,0,1,0,0.0,0.105215199291706,0.0721514821052551,Ipswich
