assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,2,33,0,0.1,306,0.0,0.8,0.8,0.98,10,1,1,9.5,40.4,2024-08-19,78,False,18,0,0,0,0,1,0,119633,1,1,1,54.0,8,0,0,0,55,True,0,1,2,0.8476024270057678,80,FW,Leicester,Tottenham,1,1,26611,2024,667451,0.0,0,0,1,0.8476024270057678,0.8476024270057678,0.0,Leicester
1,0,0,3,0,1.6,306,0.0,0.0,0.0,1.74,15,2,0,0.1,0.0,2024-08-24,70,False,9,0,0,0,0,2,0,533898,1,1,2,0.0,2,290505,320113,29608,56,False,0,0,0,0.0,75,FW,Fulham,Leicester,2,1,26614,2024,667969,0.0,0,0,0,0.0,0.0,0.0,Leicester
2,0,0,1,0,11.5,306,0.02,0.02,0.0,1.55,26,2,0,1.6,0.0,2024-08-31,90,False,2,0,0,0,0,3,0,727503,1,2,1,6.0,1,133188,238666,105478,56,True,1,0,0,0.0,90,FW,Leicester,Aston Villa,1,2,26626,2024,671821,0.0292144641280174,0,1,0,0.0,0.0292144641280174,0.0,Leicester
3,0,2,34,0,13.3,306,0.05,0.69,0.64,2.55,34,2,1,7.5,38.6,2024-09-14,90,False,7,0,0,0,0,4,0,691732,1,2,2,23.0,8,-60759,105970,166729,56,False,0,1,1,0.5000195503234863,90,FW,Crystal Palace,Leicester,2,2,26636,2024,673728,0.1024636626243591,0,1,1,0.5000195503234863,0.6024832129478455,0.0,Leicester
4,0,0,5,0,1.2,306,0.01,0.01,0.0,1.02,45,1,0,0.8,0.0,2024-09-21,82,False,8,0,0,0,0,5,0,1224199,1,1,1,8.0,2,490998,531497,40499,57,True,0,0,0,0.0,86,FW,Leicester,Everton,1,1,26644,2024,675666,0.0,0,0,0,0.0,0.0,0.0,Leicester
5,0,0,5,0,12.8,306,0.01,0.01,0.0,4.6,51,4,0,2.1,8.2,2024-09-28,90,False,1,0,0,0,0,6,0,1095232,1,2,4,0.0,1,-116595,135051,251646,57,False,1,0,0,0.0,90,FW,Arsenal,Leicester,4,2,26655,2024,677857,0.1150397136807441,0,1,0,0.0,0.1150397136807441,0.0,Leicester
6,0,0,2,1,1.5,306,0.0,0.46,0.46,1.58,68,0,0,0.9,0.0,2024-10-05,73,False,3,0,0,0,0,7,0,1252284,1,0,1,7.0,2,133975,244952,110977,57,True,0,0,2,0.3799196183681488,77,FW,Leicester,Bournemouth,1,0,26663,2024,679430,0.0,0,0,0,0.3799196183681488,0.3799196183681488,0.0,Leicester
7,0,1,26,0,0.3,306,0.0,1.03,1.03,2.15,78,2,1,6.1,31.0,2024-10-19,90,False,17,0,0,0,0,8,0,1185849,1,3,2,30.0,6,-72392,65206,137598,57,False,1,1,4,0.9230533838272096,90,FW,Southampton,Leicester,2,3,26678,2024,681407,0.0,0,0,0,0.1618845164775848,0.1618845164775848,0.0,Leicester
8,0,2,36,0,29.6,306,0.07,0.61,0.54,1.73,88,3,1,11.8,44.0,2024-10-25,90,False,16,0,0,0,0,9,0,1175315,1,3,1,44.0,8,-16691,55195,71886,57,True,0,1,2,0.6371632218360901,90,FW,Leicester,Nottingham Forest,1,3,26682,2024,682631,0.0805411338806152,0,2,1,0.6371632218360901,0.7413433194160461,0.0236389432102441,Leicester
9,1,0,18,0,27.4,306,0.45,0.49,0.04,1.0,93,1,0,5.8,16.4,2024-11-02,90,False,10,0,0,0,0,10,0,1251516,1,1,1,14.0,5,62022,111404,49382,57,False,0,0,1,0.0447786897420883,90,FW,Ipswich,Leicester,1,1,26695,2024,685016,0.5711690187454224,1,2,0,0.0447786897420883,0.6364840269088745,0.0205363184213638,Leicester
