assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,11,0,1.8,274,0.02,0.29,0.27,2.65,4,2,0,2.7,7.2,2024-08-17,90,False,12,0,0,0,0,1,0,51791,1,2,0,18.0,1,0,0,0,55,True,1,0,3,0.1704888194799423,90,AML,Ipswich,Liverpool,0,2,26603,2024,666241,0.0,0,0,0,0.1704888194799423,0.1704888194799423,0.083771601319313,Ipswich
1,0,0,5,0,0.4,274,0.0,0.0,0.0,3.34,17,4,0,0.2,1.2,2024-08-24,88,False,13,0,0,0,0,2,0,52172,1,1,4,0.0,2,-3776,3013,6789,55,False,0,0,0,0.0,90,MR,Manchester City,Ipswich,4,1,26615,2024,668092,0.0,0,0,0,0.0,0.4799985289573669,0.4799985289573669,Ipswich
2,0,0,18,0,6.0,274,0.02,0.07,0.05,0.95,25,1,0,3.5,8.0,2024-08-31,90,False,9,0,0,0,0,3,0,50708,1,1,1,21.0,2,-3039,5198,8237,55,True,0,0,2,0.0890741944313049,90,AMC,Ipswich,Fulham,1,1,26625,2024,671788,0.0,0,0,0,0.0890741944313049,0.1084260791540145,0.0548593811690807,Ipswich
3,0,0,0,1,3.5,274,0.0,0.04,0.04,1.41,33,0,0,1.5,4.4,2024-09-14,84,False,5,0,0,0,0,4,0,44439,1,0,0,7.0,2,-7115,2366,9481,54,False,1,0,1,0.0861005932092666,88,AMC,Brighton,Ipswich,0,0,26633,2024,673664,0.0,0,0,0,0.0861005932092666,0.0861005932092666,0.0,Ipswich
4,0,0,12,0,46.0,274,0.21,0.24,0.03,2.49,48,1,0,8.0,20.8,2024-09-21,90,False,17,0,0,0,0,5,0,43227,1,1,1,13.0,1,-1799,2207,4006,54,False,1,0,1,0.0257753450423479,90,AMC,Southampton,Ipswich,1,1,26643,2024,675648,0.1682973206043243,0,3,0,0.0257753450423479,0.402383953332901,0.2340866178274154,Ipswich
5,1,1,22,0,12.6,274,0.02,0.04,0.02,0.82,56,2,0,4.3,21.0,2024-09-29,90,False,2,0,0,0,0,6,0,37535,1,2,2,9.0,6,-5717,694,6411,54,True,0,0,1,0.0330193787813186,90,AMC,Ipswich,Aston Villa,2,2,26659,2024,678367,0.5045092701911926,1,1,0,0.0330193787813186,1.1866401433944702,0.6821308732032776,Ipswich
6,0,0,4,0,1.8,274,0.02,0.02,0.0,3.71,70,4,0,1.3,7.2,2024-10-05,82,False,19,0,0,0,0,7,0,38624,1,1,4,4.0,2,463,3775,3312,53,False,0,0,0,0.0,86,AMC,West Ham,Ipswich,4,1,26665,2024,679506,0.0,0,0,0,0.0,0.0,0.0,Ipswich
7,0,0,9,0,37.7,274,0.13,0.21,0.08,1.74,73,2,0,6.6,9.2,2024-10-19,90,False,8,0,0,0,0,8,0,39008,1,2,0,19.0,2,2,3084,3082,53,True,0,0,2,0.1137515157461166,90,AMC,Ipswich,Everton,0,2,26674,2024,681420,0.2401101887226104,0,3,0,0.1137515157461166,0.7119663953781128,0.4206937253475189,Ipswich
8,0,0,2,1,23.3,274,0.51,0.63,0.12,0.39,93,0,0,6.1,2.2,2024-11-02,80,False,11,0,0,0,0,10,0,34130,1,1,1,35.0,3,-2564,1345,3909,53,True,0,0,3,0.138250470161438,83,AMR,Ipswich,Leicester,1,1,26695,2024,684998,0.5708277821540833,0,2,0,0.138250470161438,0.8067380785942078,0.0976598411798477,Ipswich
9,0,0,1,0,18.7,274,0.05,0.13,0.08,1.82,108,1,0,3.3,7.6,2024-11-10,90,False,18,0,0,0,0,11,0,31201,1,2,1,7.0,1,-2947,269,3216,52,False,1,0,1,0.0905154719948768,90,AMC,Tottenham,Ipswich,1,2,26709,2024,687304,0.0222970489412546,0,1,0,0.0905154719948768,0.1128125190734863,0.0,Ipswich
