assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,4,0,0.5,98,0.0,0.0,0.0,0.67,8,0,0,0.3,2.0,2024-08-18,16,False,7,0,0,0,0,1,0,4328,0,1,2,0.0,1,0,0,0,50,True,0,0,0,0.0,13,Sub,Brentford,Crystal Palace,2,1,26609,2024,666808,0.0,0,0,0,0.0,0.0,0.0,Brentford
1,0,0,10,0,11.6,98,0.02,0.08,0.06,1.99,16,1,0,2.8,7.8,2024-08-25,65,False,12,0,0,0,0,2,0,4592,1,0,2,9.0,2,-435,122,557,50,False,0,0,2,0.0465568825602531,68,ML,Liverpool,Brentford,2,0,26621,2024,668971,0.0345180444419384,0,1,0,0.0465568825602531,0.0810749232769012,0.0,Brentford
2,0,0,4,0,0.8,98,0.01,0.01,0.0,0.53,22,1,0,0.4,3.4,2024-08-31,15,False,17,0,0,0,0,3,0,5592,0,1,3,0.0,1,526,1340,814,50,True,0,0,0,0.0,12,Sub,Brentford,Southampton,3,1,26623,2024,671735,0.0,0,0,0,0.0,0.0,0.0,Brentford
3,0,0,7,0,5.1,98,0.03,0.05,0.02,2.17,37,2,0,3.4,7.6,2024-09-14,90,False,13,0,0,0,0,4,0,5078,1,1,2,21.0,2,-721,376,1097,50,False,0,0,1,0.0295312516391277,90,DL,Manchester City,Brentford,2,1,26637,2024,673693,0.0,0,0,0,0.0295312516391277,0.0,0.0,Brentford
4,1,0,24,0,17.1,98,0.15,0.17,0.02,3.52,49,3,0,7.0,42.2,2024-09-21,90,False,18,0,0,0,0,5,0,5188,1,1,3,11.0,5,-62,412,474,50,False,0,0,1,0.0153518551960587,90,DL,Tottenham,Brentford,3,1,26648,2024,675797,0.1068992912769317,1,1,0,0.0153518551960587,0.1222511529922485,0.0,Brentford
5,0,0,8,0,6.2,98,0.08,0.09,0.01,0.99,53,1,0,3.3,13.8,2024-09-28,90,False,19,0,0,0,0,6,0,8616,1,1,1,13.0,1,2939,4232,1293,50,True,1,0,1,0.0091621102765202,90,ML,Brentford,West Ham,1,1,26656,2024,677871,0.0,0,0,0,0.0091621102765202,0.0,0.0,Brentford
6,1,0,18,0,32.1,98,0.39,0.64,0.25,1.05,63,3,0,10.7,24.2,2024-10-05,90,False,20,0,0,0,0,7,0,8285,1,3,5,51.0,5,-397,1338,1735,50,True,0,0,1,0.3525225520133972,90,AML,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679554,0.2628502249717712,0,2,0,0.3525225520133972,0.6153727769851685,0.0,Brentford
7,0,0,5,0,2.2,98,0.01,0.07,0.06,0.97,75,2,0,0.7,1.0,2024-10-19,65,False,14,0,0,0,0,8,0,8788,1,1,2,4.0,2,222,1403,1181,50,False,0,0,1,0.0516006648540496,73,AML,Manchester United,Brentford,2,1,26675,2024,681312,0.0,0,0,0,0.0516006648540496,0.0223867427557706,0.0223867427557706,Brentford
8,1,0,23,0,16.1,98,0.5,0.85,0.35,1.14,83,2,0,4.5,11.8,2024-10-26,80,False,10,0,0,0,0,9,0,9163,1,3,4,17.0,5,240,993,753,50,True,0,0,2,0.1702556163072586,89,AML,Brentford,Ipswich,4,3,26685,2024,683000,0.6494210958480835,0,1,0,0.1702556163072586,1.1472676992416382,0.3275909423828125,Brentford
9,0,0,6,1,11.0,98,0.03,0.1,0.07,0.75,92,0,0,2.8,9.2,2024-11-04,72,False,9,0,0,0,0,10,0,12482,1,1,2,8.0,3,2910,4011,1101,50,False,0,0,1,0.0564782842993736,75,AML,Fulham,Brentford,2,1,26693,2024,686130,0.0665924102067947,0,1,0,0.0564782842993736,0.1230706945061683,0.0,Brentford
10,0,0,19,0,36.7,98,0.27,0.27,0.0,2.61,101,2,0,6.0,19.4,2024-11-09,90,False,3,0,0,0,0,11,0,13702,1,2,3,4.0,2,1133,2360,1227,50,True,0,0,0,0.0,90,DL,Brentford,Bournemouth,3,2,26702,2024,686575,0.2124563604593277,0,3,0,0.0,0.5559509992599487,0.4577657878398895,Brentford
11,0,0,12,1,2.3,98,0.02,0.06,0.04,1.2,114,0,0,4.0,14.6,2024-11-23,90,False,8,0,0,0,0,12,0,12945,1,0,0,23.0,3,-832,1049,1881,50,False,0,0,2,0.2239685654640197,90,DL,Everton,Brentford,0,0,26715,2024,688470,0.0,0,0,0,0.2239685654640197,0.2239685654640197,0.2116477936506271,Brentford
12,0,0,9,0,15.5,98,0.19,0.19,0.0,1.06,121,1,0,2.9,7.0,2024-11-30,90,False,11,0,0,0,0,13,0,12729,1,1,4,6.0,1,-365,902,1267,50,True,1,0,0,0.0,90,DL,Brentford,Leicester,4,1,26722,2024,690054,0.0453392267227172,0,1,0,0.0,0.4199922382831573,0.37465301156044,Brentford
13,0,0,10,0,5.3,98,0.03,0.03,0.0,2.09,132,3,0,1.3,1.8,2024-12-04,79,False,2,0,0,0,0,14,0,11242,1,1,3,6.0,2,-1536,231,1767,50,False,0,0,0,0.0,83,DL,Aston Villa,Brentford,3,1,26734,2024,691558,0.0,0,0,0,0.0,0.1326615810394287,0.1326615810394287,Brentford
14,0,0,2,0,6.8,98,0.12,0.14,0.02,1.48,142,2,0,1.9,8.0,2024-12-07,90,False,15,0,0,0,0,15,0,10354,1,2,4,4.0,1,-932,311,1243,50,True,1,0,1,0.0471087433397769,90,DML,Brentford,Newcastle United,4,2,26743,2024,692222,0.0,0,0,0,0.0471087433397769,0.0471087433397769,0.0,Brentford
15,0,0,11,0,1.1,98,0.0,0.03,0.03,2.09,154,2,0,2.4,15.8,2024-12-15,85,False,6,0,0,0,0,16,0,9423,1,1,2,7.0,2,-1025,189,1214,50,False,0,0,1,0.013769912533462,87,DML,Chelsea,Brentford,2,1,26757,2024,694606,0.0,0,0,0,0.013769912533462,0.013769912533462,0.0,Brentford
16,0,0,11,0,4.0,98,0.04,0.04,0.0,0.9,162,2,0,0.7,0.8,2024-12-21,90,False,16,0,0,0,0,17,0,9125,1,2,0,2.0,2,-394,317,711,50,True,0,0,0,0.0,90,DL,Brentford,Nottingham Forest,0,2,26766,2024,695263,0.0,0,0,0,0.0,0.0,0.0,Brentford
17,0,0,5,1,1.2,98,0.01,0.36,0.35,1.29,173,0,0,4.7,12.4,2024-12-27,90,False,5,0,0,0,0,18,0,8602,1,0,0,33.0,3,-615,203,818,50,False,0,0,1,0.4338533878326416,90,DL,Brighton,Brentford,0,0,26774,2024,696386,0.0,0,0,0,0.4338533878326416,0.092665709555149,0.092665709555149,Brentford
18,0,0,17,0,7.3,98,0.4,0.48,0.08,1.95,182,3,0,3.5,10.6,2025-01-01,90,False,1,0,0,0,0,19,0,8221,1,3,1,17.0,2,-442,160,602,50,True,0,0,1,0.0795176178216934,90,DL,Brentford,Arsenal,1,3,26783,2024,697015,0.0,0,0,0,0.0795176178216934,0.0795176178216934,0.0,Brentford
19,0,0,31,1,23.5,98,0.37,1.12,0.75,0.29,198,0,1,11.2,45.0,2025-01-04,90,False,17,0,0,0,0,20,0,8146,1,5,0,43.0,8,-199,349,548,50,False,0,1,2,0.8500825762748718,90,DL,Southampton,Brentford,0,5,26799,2024,697207,0.2342787832021713,0,2,1,0.8500825762748718,1.0843614339828491,0.6096184849739075,Brentford
