assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,6,0,1.0,424,0.03,0.15,0.12,0.59,6,1,0,2.3,3.4,2024-08-17,18,False,3,0,0,0,0,1,0,84610,0,1,1,19.0,1,0,0,0,60,True,0,0,1,0.108155757188797,7,Sub,Nottingham Forest,Bournemouth,1,1,26607,2024,666397,0.0,0,0,0,0.108155757188797,0.2028543353080749,0.0946985781192779,Nottingham Forest
1,0,0,4,0,1.5,424,0.0,0.0,0.0,0.0,18,0,0,0.8,4.4,2024-08-24,15,False,17,0,0,0,0,2,0,77258,0,1,0,2.0,1,-15260,5508,20768,60,False,0,0,0,0.0,13,Sub,Southampton,Nottingham Forest,0,1,26616,2024,668066,0.0,0,0,0,0.0,0.0481732785701751,0.0481732785701751,Nottingham Forest
2,0,0,2,0,0.0,424,0.0,0.0,0.0,0.01,29,0,0,0.0,0.0,2024-08-31,1,False,20,0,0,0,0,3,0,62136,0,1,1,0.0,1,-16743,3966,20709,59,True,0,0,0,0.0,1,Sub,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671854,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest
3,0,0,1,0,1.3,424,0.01,0.17,0.16,0.35,59,0,0,1.1,0.0,2024-09-28,45,False,9,0,0,0,0,6,0,41395,1,1,0,12.0,1,-3022,3231,6253,57,True,0,0,1,0.1152760684490203,48,FW,Nottingham Forest,Fulham,0,1,26653,2024,677783,0.0,0,0,0,0.1152760684490203,0.1152760684490203,0.0,Nottingham Forest
4,0,0,3,0,0.8,424,0.02,0.02,0.0,0.14,77,0,0,0.5,0.0,2024-10-21,6,False,7,0,0,0,0,8,0,37764,0,0,1,4.0,1,-1879,1559,3438,57,True,0,0,0,0.0,4,Sub,Nottingham Forest,Crystal Palace,1,0,26677,2024,682445,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest
5,0,0,0,0,0.8,424,0.01,0.07,0.06,0.0,88,0,0,0.3,0.0,2024-10-25,9,False,11,0,0,0,0,9,0,36753,0,3,1,4.0,1,-1199,961,2160,57,False,0,0,1,0.248287096619606,7,Sub,Leicester,Nottingham Forest,1,3,26682,2024,682646,0.0,0,0,0,0.248287096619606,0.2679938375949859,0.0197067502886056,Nottingham Forest
6,0,0,2,0,0.0,424,0.0,0.1,0.1,0.0,97,0,0,0.0,0.0,2024-11-02,11,False,19,0,0,0,0,10,0,35405,0,0,3,1.0,1,-1593,1407,3000,56,True,0,0,1,0.0907172933220863,7,Sub,Nottingham Forest,West Ham,3,0,26698,2024,685065,0.0,0,0,0,0.0907172933220863,0.0907172933220863,0.0,Nottingham Forest
7,0,0,3,0,0.3,424,0.0,0.0,0.0,0.19,107,0,0,0.2,0.0,2024-11-10,2,False,15,0,0,0,0,11,0,34427,0,3,1,2.0,1,-1214,1257,2471,56,True,0,0,0,0.0,1,Sub,Nottingham Forest,Newcastle United,1,3,26704,2024,687321,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest
8,0,0,3,0,6.3,424,0.0,0.0,0.0,0.92,111,2,0,0.8,2.0,2024-11-23,62,False,1,0,0,0,0,12,0,33753,1,0,3,0.0,2,-910,1175,2085,56,False,0,0,0,0.0,68,FW,Arsenal,Nottingham Forest,3,0,26714,2024,688506,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest
9,0,0,3,0,10.3,424,0.02,0.02,0.0,0.31,138,0,0,1.3,2.4,2024-12-04,28,False,13,0,0,0,0,14,0,32963,0,0,3,0.0,1,-1039,737,1776,56,False,0,0,0,0.0,27,Sub,Manchester City,Nottingham Forest,3,0,26739,2024,691413,0.0641731545329094,0,1,0,0.0,0.0641731545329094,0.0,Nottingham Forest
