assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,6,0,1.6,417,0.0,0.0,0.0,0.27,28,0,0,0.5,3.6,2024-09-01,22,False,18,0,0,0,0,3,0,13419,0,1,2,0.0,1,6040,7313,1273,55,True,0,0,0,0.0,17,Sub,Newcastle United,Tottenham,2,1,26629,2024,672466,0.0,0,0,0,0.0,0.0,0.0,Newcastle United
1,0,0,11,0,2.8,417,0.03,0.47,0.44,0.37,40,0,0,4.9,12.6,2024-09-15,45,False,20,0,0,0,0,4,0,28721,0,2,1,34.0,1,10846,14802,3956,55,False,0,0,2,0.235556349158287,42,Sub,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674637,0.0,0,0,0,0.235556349158287,0.5946799516677856,0.445745438337326,Newcastle United
2,0,0,8,0,14.6,417,0.09,0.13,0.04,0.6,44,1,0,2.8,6.4,2024-09-21,16,False,9,0,0,0,0,5,0,34114,0,1,3,7.0,1,3827,7671,3844,55,False,0,0,1,0.0408678390085697,15,Sub,Fulham,Newcastle United,3,1,26646,2024,675741,0.0150175029411911,0,1,0,0.0408678390085697,0.0,0.0,Newcastle United
3,0,0,10,0,11.2,417,0.02,0.02,0.0,0.67,58,1,0,2.5,9.4,2024-09-28,77,False,13,0,0,0,0,6,0,30700,1,1,1,4.0,1,-4389,3194,7583,55,True,1,0,0,0.0,78,MC,Newcastle United,Manchester City,1,1,26652,2024,677439,0.065375842154026,0,1,0,0.0,0.1029116958379745,0.1029116958379745,Newcastle United
4,0,0,12,1,4.6,417,0.04,0.27,0.23,0.63,67,0,0,2.8,4.6,2024-10-05,70,False,8,0,0,0,0,7,0,34685,1,0,0,19.0,3,2082,6630,4548,55,False,0,0,2,0.1943503022193908,77,MC,Everton,Newcastle United,0,0,26669,2024,679748,0.0,0,0,0,0.1943503022193908,0.3260222673416137,0.2082828432321548,Newcastle United
5,0,0,11,0,15.6,417,0.01,0.01,0.0,0.57,76,1,0,2.8,10.4,2024-10-19,65,False,5,0,0,0,0,8,0,36309,1,1,0,2.0,2,285,3856,3571,55,True,0,0,0,0.0,66,MC,Newcastle United,Brighton,0,1,26676,2024,681356,0.041459247469902,0,1,0,0.0,0.8938696384429932,0.8524103760719299,Newcastle United
6,0,0,3,0,0.6,417,0.0,0.05,0.05,1.24,85,2,0,1.4,8.4,2024-10-27,67,False,6,0,0,0,0,9,0,35122,1,1,2,5.0,1,-1703,1565,3268,55,False,1,0,1,0.0524055957794189,75,MC,Chelsea,Newcastle United,2,1,26688,2024,683529,0.0,0,0,0,0.0524055957794189,0.0524055957794189,0.0,Newcastle United
7,0,0,1,0,1.3,417,0.0,0.0,0.0,0.38,96,0,0,0.2,0.4,2024-11-02,25,False,1,0,0,0,0,10,0,34869,0,0,1,0.0,0,-1075,2775,3850,55,True,1,0,0,0.0,22,Sub,Newcastle United,Arsenal,1,0,26694,2024,684663,0.0,0,0,0,0.0,0.0,0.0,Newcastle United
8,1,0,15,0,10.7,417,0.01,0.01,0.0,0.16,107,0,0,3.9,27.8,2024-11-10,21,False,16,0,0,0,0,11,0,33345,0,3,1,0.0,4,-2044,1965,4009,55,False,0,0,0,0.0,18,Sub,Nottingham Forest,Newcastle United,1,3,26704,2024,687338,0.1193976700305938,1,1,0,0.0,0.1632765680551529,0.043878898024559,Newcastle United
9,0,0,2,0,1.2,417,0.01,0.01,0.0,0.58,119,0,0,0.4,2.6,2024-11-25,33,False,19,0,0,0,0,12,0,35414,0,2,0,0.0,1,1013,3480,2467,55,True,0,0,0,0.0,30,Sub,Newcastle United,West Ham,0,2,26713,2024,689561,0.0,0,0,0,0.0,0.1255425214767456,0.1255425214767456,Newcastle United
