assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,4,0,0.8,618,0.01,0.01,0.0,0.1,13,0,0,0.2,1.6,2024-08-24,1,False,14,0,0,0,0,2,0,2247,0,1,2,0.0,1,1528,1740,212,55,True,0,0,0,0.0,1,Sub,Brighton,Manchester United,2,1,26612,2024,667704,0.0,0,0,0,0.0,0.0676083415746688,0.0676083415746688,Brighton
1,0,0,2,0,0.0,618,0.0,0.14,0.14,0.94,21,0,0,0.9,0.0,2024-08-31,18,False,1,0,0,0,0,3,0,3760,0,1,1,13.0,1,812,1674,862,55,False,0,0,3,0.2743485271930694,14,Sub,Arsenal,Brighton,1,1,26622,2024,671534,0.0,0,0,0,0.2743485271930694,0.2285933494567871,0.0,Brighton
2,0,0,1,1,26.9,618,0.1,0.5,0.4,0.21,33,0,0,5.9,5.4,2024-09-14,66,False,10,0,0,0,0,4,0,4807,1,0,0,27.0,3,331,1289,958,55,True,0,0,3,0.2440614551305771,70,FW,Brighton,Ipswich,0,0,26633,2024,673650,0.1071477606892585,0,2,0,0.2440614551305771,0.3512092232704162,0.0910825803875923,Brighton
3,0,0,3,0,15.7,618,0.05,0.36,0.31,1.53,42,2,0,3.7,0.0,2024-09-22,70,False,16,0,0,0,0,5,0,5476,1,2,2,23.0,2,334,864,530,55,True,0,0,5,0.3487984240055084,75,AMC,Brighton,Nottingham Forest,2,2,26650,2024,676306,0.0734217390418052,0,1,0,0.3487984240055084,0.3694436252117157,0.1279461532831192,Brighton
4,0,0,25,0,16.9,618,0.26,0.4,0.14,4.03,54,4,1,7.3,30.2,2024-09-28,70,False,6,0,0,0,0,6,0,5544,1,2,4,26.0,7,-176,685,861,55,False,0,1,3,0.1532898545265197,79,FWR,Chelsea,Brighton,4,2,26657,2024,677916,0.3055417835712433,0,1,1,0.1532898545265197,0.5283750295639038,0.0695433914661407,Brighton
5,1,1,29,0,0.9,618,0.01,0.26,0.25,1.17,64,2,1,5.6,28.0,2024-10-06,73,False,18,0,0,0,0,7,0,9242,1,2,3,27.0,11,2921,3727,806,55,True,0,1,2,0.4170742034912109,76,AMC,Brighton,Tottenham,3,2,26671,2024,680426,0.0,0,0,1,0.4170742034912109,0.4310481250286102,0.0468344986438751,Brighton
6,1,0,17,1,27.3,618,0.26,0.26,0.0,1.74,76,0,0,6.1,33.8,2024-10-19,71,False,15,0,0,0,0,8,0,29031,1,1,0,0.0,6,17803,20250,2447,55,False,0,0,0,0.0,73,MR,Newcastle United,Brighton,0,1,26676,2024,681370,0.5487236976623535,1,2,0,0.0,0.0618720613420009,0.0,Brighton
7,1,0,15,1,28.9,618,0.23,0.42,0.19,0.83,84,0,0,7.3,20.0,2024-10-26,79,False,20,0,0,0,0,9,0,115777,1,2,2,24.0,5,78917,82237,3320,55,True,1,0,4,0.1882506757974624,84,FW,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683030,0.3697903454303741,1,2,0,0.1882506757974624,0.5082960724830627,0.0767380520701408,Brighton
8,0,0,8,0,14.1,618,0.02,0.36,0.34,1.65,94,2,0,6.0,17.8,2024-11-02,90,False,12,0,0,0,0,10,0,160134,1,1,2,28.0,2,46612,66553,19941,55,False,0,0,2,0.3408103287220001,90,FW,Liverpool,Brighton,2,1,26696,2024,685046,0.0620202645659446,0,1,0,0.3408103287220001,0.4474602341651916,0.0738180056214332,Brighton
9,0,0,-2,0,3.5,618,0.0,0.18,0.18,2.03,102,1,0,0.4,0.0,2024-11-09,65,False,13,0,0,0,0,11,0,159876,1,1,2,4.0,2,67,22449,22382,56,True,0,0,1,0.3471578061580658,68,FW,Brighton,Manchester City,2,1,26703,2024,686857,0.0,0,0,0,0.3471578061580658,0.6739108562469482,0.3267530798912048,Brighton
