assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,9,0,29.4,587,0.17,0.17,0.0,0.27,7,1,0,4.4,8.2,2024-08-17,17,False,2,0,0,0,0,1,0,86458,0,2,1,6.0,1,0,0,0,60,True,0,0,0,0.0,14,Sub,West Ham,Aston Villa,1,2,26608,2024,666461,0.4146003723144531,0,2,0,0.0,0.9939739108085632,0.5936411023139954,West Ham
1,0,0,5,0,0.3,587,0.0,0.06,0.06,0.22,30,0,0,2.2,3.0,2024-08-31,4,False,13,0,0,0,0,3,0,61287,0,3,1,19.0,1,-26016,2798,28814,59,True,0,0,1,0.0408522970974445,2,Sub,West Ham,Manchester City,1,3,26628,2024,672015,0.0,0,0,0,0.0408522970974445,0.0408522970974445,0.0,West Ham
2,0,0,3,0,0.7,587,0.01,0.01,0.0,0.76,35,0,0,0.9,6.2,2024-09-14,45,False,9,0,0,0,0,4,0,53894,0,1,1,2.0,1,-10579,3370,13949,58,False,0,0,0,0.0,43,Sub,Fulham,West Ham,1,1,26634,2024,673761,0.0,0,0,0,0.0,0.0163952279835939,0.0163952279835939,West Ham
3,0,0,4,0,1.9,587,0.01,0.01,0.0,1.2,50,3,0,0.5,2.6,2024-09-21,53,False,6,0,0,0,0,5,0,49964,1,3,0,0.0,1,-4992,1332,6324,58,True,0,0,0,0.0,56,FWL,West Ham,Chelsea,0,3,26642,2024,675285,0.0,0,0,0,0.0,0.0,0.0,West Ham
4,0,0,2,0,3.3,587,0.0,0.05,0.05,0.04,53,0,0,0.9,1.0,2024-09-28,14,False,4,0,0,0,0,6,0,47946,0,1,1,5.0,1,-3005,3028,6033,58,False,0,0,1,0.0501043982803821,13,Sub,Brentford,West Ham,1,1,26656,2024,677888,0.0,0,0,0,0.0501043982803821,0.0501043982803821,0.0,West Ham
5,0,0,2,0,0.1,587,0.0,0.0,0.0,0.13,70,0,0,0.1,0.0,2024-10-05,7,False,10,0,0,0,0,7,0,46604,0,1,4,2.0,1,-2316,2991,5307,57,True,0,0,0,0.0,4,Sub,West Ham,Ipswich,4,1,26665,2024,679495,0.0,0,0,0,0.0,0.0,0.0,West Ham
6,0,0,3,0,1.0,587,0.02,0.02,0.0,0.41,79,0,0,0.7,2.2,2024-10-19,29,False,18,0,0,0,0,8,0,43580,0,1,4,4.0,1,-3597,937,4534,57,False,0,0,0,0.0,28,Sub,Tottenham,West Ham,4,1,26672,2024,680969,0.0,0,0,0,0.0,0.0111164944246411,0.0111164944246411,West Ham
7,0,2,30,0,39.4,587,0.17,0.7,0.53,0.63,90,1,1,12.1,48.8,2024-10-27,45,False,14,0,0,0,0,9,0,42834,0,1,2,33.0,7,-1187,1062,2249,57,True,1,1,1,0.6295180916786194,41,Sub,West Ham,Manchester United,2,1,26690,2024,683461,0.2087085396051406,0,3,1,0.6295180916786194,0.8880760073661804,0.0498493760824203,West Ham
8,0,0,2,0,6.1,587,0.05,0.05,0.0,1.43,97,1,0,0.9,2.4,2024-11-02,45,False,16,0,0,0,0,10,0,53726,1,0,3,0.0,1,9403,11384,1981,57,False,0,0,0,0.0,50,AMC,Nottingham Forest,West Ham,3,0,26698,2024,685078,0.0,0,0,0,0.0,0.0,0.0,West Ham
9,0,0,6,1,29.6,587,0.16,0.44,0.28,1.11,109,0,0,6.5,16.4,2024-11-09,82,False,8,0,0,0,0,11,0,54487,1,0,0,19.0,3,517,4773,4256,57,True,0,0,1,0.1213478669524192,84,ML,West Ham,Everton,0,0,26710,2024,686642,0.098998799920082,0,2,0,0.1213478669524192,0.1414499878883361,0.0,West Ham
