assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,3,0,1.9,635,0.01,0.04,0.03,0.09,26,0,0,0.5,1.0,2024-08-31,22,False,2,0,0,0,0,3,0,1272,0,2,1,2.0,1,935,1027,92,50,True,0,0,1,0.0474098362028598,20,Sub,Leicester,Aston Villa,1,2,26626,2024,671823,0.0,0,0,0,0.0474098362028598,0.0474098362028598,0.0,Leicester
1,0,0,10,0,24.2,635,0.03,0.03,0.0,0.88,45,1,0,3.1,6.4,2024-09-21,55,False,8,0,0,0,0,5,0,4005,1,1,1,0.0,1,-197,398,595,50,True,0,0,0,0.0,59,AMC,Leicester,Everton,1,1,26644,2024,675664,0.0785733461380004,0,2,0,0.0,0.168986365199089,0.0904130116105079,Leicester
2,0,0,3,0,0.1,635,0.0,0.0,0.0,0.92,51,2,0,0.0,0.0,2024-09-28,1,False,1,0,0,0,0,6,0,3819,0,2,4,0.0,1,-344,321,665,50,False,0,0,0,0.0,1,Sub,Arsenal,Leicester,4,2,26655,2024,677858,0.0,0,0,0,0.0,0.0,0.0,Leicester
3,0,0,7,0,32.9,635,0.23,0.28,0.05,2.11,78,2,0,4.6,7.4,2024-10-19,67,False,17,0,0,0,0,8,0,3479,1,3,2,6.0,2,-311,101,412,49,False,0,0,1,0.0684818625450134,71,AMC,Southampton,Leicester,2,3,26678,2024,681405,0.4505728185176849,0,2,0,0.0684818625450134,0.0684818625450134,0.0,Leicester
4,0,0,0,0,2.7,635,0.02,0.02,0.0,0.65,88,0,0,0.5,0.6,2024-10-25,22,False,16,0,0,0,0,9,0,3571,0,3,1,2.0,1,27,183,156,49,True,0,0,0,0.0,20,Sub,Leicester,Nottingham Forest,1,3,26682,2024,682632,0.0,0,0,0,0.0,0.0524280108511447,0.0524280108511447,Leicester
5,0,0,4,0,10.8,635,0.06,0.06,0.0,0.0,93,0,0,1.5,2.2,2024-11-02,10,False,10,0,0,0,0,10,0,3806,0,1,1,2.0,1,167,398,231,49,False,0,0,0,0.0,8,Sub,Ipswich,Leicester,1,1,26695,2024,685017,0.0571574307978153,0,1,0,0.0,0.0,0.0,Leicester
6,0,0,1,0,1.0,635,0.0,0.0,0.0,0.1,106,1,0,0.0,0.0,2024-11-10,20,False,14,0,0,0,0,11,0,3660,0,0,3,0.0,1,-186,135,321,49,False,0,0,0,0.0,18,Sub,Manchester United,Leicester,3,0,26708,2024,687366,0.0,0,0,0,0.0,0.0,0.0,Leicester
7,0,0,0,0,3.2,635,0.01,0.01,0.0,2.64,117,2,0,0.5,2.2,2024-11-23,78,False,6,0,0,0,0,12,0,3607,1,2,1,0.0,2,-126,134,260,49,True,0,0,0,0.0,83,ML,Leicester,Chelsea,1,2,26719,2024,688083,0.0,0,0,0,0.0,0.1397570818662643,0.1397570818662643,Leicester
8,1,3,53,1,45.3,635,0.47,0.58,0.11,2.49,137,0,1,12.7,64.6,2024-12-03,73,False,19,0,0,0,0,14,0,3611,1,1,3,17.0,14,-101,156,257,48,True,0,1,1,0.1082911565899849,78,AML,Leicester,West Ham,3,1,26738,2024,691362,1.257454514503479,1,3,1,0.1082911565899849,1.1332931518554688,0.2555653750896454,Leicester
9,0,0,12,0,16.6,635,0.05,0.05,0.0,1.23,147,2,0,2.7,10.4,2024-12-08,80,False,5,0,0,0,0,15,0,26648,1,2,2,0.0,2,21325,22360,1035,48,True,0,0,0,0.0,83,AMC,Leicester,Brighton,2,2,26751,2024,692780,0.0791432932019233,0,1,0,0.0,0.3515117764472961,0.272368460893631,Leicester
